Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000163214,DHX57,89,2.62014,14,-0.6558,12,-0.8777,13,-0.7525,13,-1.0768,32,0.65118,4,-2.3974
ENSG00000188010,MORN2,89,0.50178,20,-1.7866,84,0.40162,81,0.33770,79,0.47344,20,-1.7599,45,-0.5776
ENSG00000115904,SOS1,89,0.98653,75,0.68802,39,-0.3773,8,-2.6429,39,-0.5369,83,0.84841,44,-0.1692
ENSG00000011566,MAP4K3,89,1.49787,26,-0.5404,19,-1.0072,16,-1.2361,28,-0.6265,57,0.68622,52,0.54497
ENSG00000231312,MAP4K3-DT,89,1.11475,14,-1.7840,24,-0.9837,25,-0.9224,44,-0.0695,88,1.08552,40,-0.2228
ENSG00000152154,TMEM178A,89,0.21607,24,-1.7707,50,-0.7095,54,-0.5800,95,0.49085,136,0.91342,50,-0.6864
ENSG00000138050,THUMPD2,89,2.15764,20,-0.4286,19,-0.5458,6,-2.0833,15,-1.1623,45,0.86568,26,-0.0297
ENSG00000183023,SLC8A1,89,-1.2461,12,-4.1014,94,-1.1644,68,-1.6639,231,0.35955,635,2.06009,180,-0.1667
ENSG00000143924,EML4,89,2.77447,21,0.03015,9,-1.2646,12,-0.8162,6,-2.1966,30,0.64284,18,-0.2063
ENSG00000115944,COX7A2L,89,-1.1515,70,-1.5130,138,-0.4891,153,-0.3285,267,0.97440,190,0.01767,173,-0.1318
ENSG00000057935,MTA3,89,1.87882,12,-1.3581,16,-0.9525,17,-0.9319,33,0.19754,26,-0.2635,12,-1.3761
ENSG00000152518,ZFP36L2,89,1.09121,106,1.39706,85,1.00199,44,-0.0741,8,-3.0153,14,-1.8426,93,1.15632
ENSG00000138036,DYNC2LI1,89,1.20259,24,-0.9489,25,-0.8654,38,-0.2036,46,0.10790,39,-0.1861,39,-0.1784
ENSG00000138095,LRPPRC,89,-0.2110,66,-0.6881,69,-0.6036,98,-0.0576,121,0.44033,110,0.11265,103,0.01752
ENSG00000138032,PPM1B,89,0.48983,123,1.03757,45,-0.5979,80,0.31008,53,-0.5100,56,-0.2680,57,-0.2307
ENSG00000138078,PREPL,89,-2.6265,196,-1.4688,157,-1.7928,307,-0.7869,720,0.97114,1006,1.15223,445,-0.2108
ENSG00000171132,PRKCE,89,-0.0342,8,-3.5341,39,-1.2985,45,-1.0892,117,0.65064,193,1.26628,71,-0.4035
ENSG00000116016,EPAS1,89,0.57009,32,-1.0327,277,2.80315,58,-0.1353,19,-2.2611,30,-1.1534,68,0.13247
ENSG00000250565,ATP6V1E2,89,2.69094,8,-1.3744,11,-0.9524,22,0.08752,12,-1.1237,17,-0.3605,14,-0.6216
ENSG00000119729,RHOQ,89,0.10032,121,0.60417,159,1.07278,91,0.12290,53,-0.9617,55,-0.6631,110,0.44171
ENSG00000151665,PIGF,89,2.03888,23,-0.3467,31,0.13006,38,0.49296,18,-0.9073,16,-0.8802,12,-1.2923
ENSG00000119878,CRIPT,988,3.66057,135,-0.3490,61,-1.5467,91,-0.9659,70,-1.7326,53,-1.7607,78,-1.1956
ENSG00000171150,SOCS5,89,2.05448,22,-0.3881,21,-0.4097,21,-0.4147,18,-0.8750,36,0.41361,16,-0.8965
ENSG00000180398,MCFD2,89,-0.2865,57,-0.9728,115,0.10728,158,0.63652,101,-0.1476,138,0.40578,112,0.07417
ENSG00000143933,CALM2,988,-1.5402,2832,0.08530,1780,-0.6462,1699,-0.7184,3679,0.86222,2226,-0.2982,2617,-0.0414
ENSG00000095002,MSH2,89,1.22574,43,0.00455,22,-0.9959,17,-1.4200,41,-0.1077,58,0.48078,36,-0.2704
ENSG00000184261,KCNK12,89,2.42878,8,-1.5499,21,-0.1524,13,-0.9080,20,-0.3797,19,-0.3213,5,-2.3126
ENSG00000116062,MSH6,89,1.54316,84,1.42471,4,-3.2623,36,-0.0159,23,-0.9364,36,-0.0229,21,-0.8451
ENSG00000138081,FBXO11,89,-0.0685,67,-0.5234,34,-1.5367,73,-0.3889,110,0.41725,144,0.70854,86,-0.1209
ENSG00000170802,FOXN2,89,2.25930,92,2.31173,18,-0.5255,3,-3.0128,7,-2.2688,9,-1.5829,14,-0.9406
ENSG00000162869,PPP1R21,89,0.64232,51,-0.2672,69,0.20559,31,-1.0225,67,0.27708,56,-0.1250,38,-0.7261
ENSG00000179915,NRXN1,89,-2.1257,40,-3.3024,133,-1.5416,313,-0.2285,388,0.17456,765,1.27094,723,1.16863
ENSG00000115239,ASB3,89,1.10947,36,-0.3886,28,-0.7851,33,-0.5111,34,-0.6534,51,0.16437,86,1.05055
ENSG00000068912,ERLEC1,89,-0.9788,140,-0.2848,65,-1.4606,85,-1.0590,222,0.74951,219,0.43517,192,0.21913
ENSG00000068878,PSME4,89,2.02920,58,1.20317,10,-1.6208,15,-1.0157,15,-1.2292,34,0.27049,16,-0.8590
ENSG00000170634,ACYP2,89,-1.0959,180,-0.0122,172,-0.0885,244,0.48637,236,0.70435,71,-1.4326,112,-0.7534
ENSG00000115306,SPTBN1,89,-2.8312,513,-0.2076,852,0.61967,414,-0.5425,559,-0.1037,940,0.78689,797,0.50755
ENSG00000214595,EML6,89,2.58533,2,-3.1321,11,-0.9918,9,-1.2848,15,-0.8347,32,0.62550,16,-0.5079
ENSG00000115310,RTN4,988,-0.7970,2240,0.50491,447,-1.9916,859,-1.0107,2082,0.62218,2360,0.59255,1222,-0.4690
ENSG00000143947,RPS27A,89,-4.0529,1696,0.37011,2546,1.06355,1618,0.29176,1460,0.19122,585,-1.2954,1136,-0.2753
ENSG00000085760,MTIF2,89,0.81526,80,0.62296,47,-0.2446,13,-2.1093,48,-0.2865,83,0.68626,40,-0.4666
ENSG00000115355,CCDC88A,89,-2.5253,1674,2.29418,372,-0.3821,150,-1.7600,187,-1.8293,1005,1.27508,703,0.64611
ENSG00000163001,CFAP36,89,-1.4815,82,-1.6075,159,-0.6084,207,-0.1995,325,0.90110,282,0.29755,224,-0.0705
ENSG00000275052,PPP4R3B,89,0.14719,110,0.48525,99,0.31235,29,-1.5556,57,-0.7807,133,0.80633,127,0.73325
ENSG00000138035,PNPT1,89,1.90607,62,1.20861,7,-2.1358,21,-0.5597,15,-1.4353,40,0.44088,23,-0.3912
ENSG00000115380,EFEMP1,89,-0.3073,68,-0.7324,54,-1.0870,125,0.23045,5,-4.9738,23,-2.3365,706,4.04780
ENSG00000055813,CCDC85A,89,1.37132,2,-4.4507,30,-0.4409,40,0.01944,45,0.31896,31,-0.3737,24,-0.7548
ENSG00000028116,VRK2,89,2.66873,106,3.12827,10,-1.1053,0,-7.4487,1,-4.4837,3,-2.9579,0,-8.0154
ENSG00000115392,FANCL,89,1.78164,58,0.96851,4,-2.8920,13,-1.3772,25,-0.5129,34,0.11122,20,-0.7090
ENSG00000119866,BCL11A,89,0.35275,5,-3.9224,41,-0.8775,33,-1.1872,82,0.34042,161,1.37286,60,-0.2819
ENSG00000115421,PAPOLG,89,2.52604,18,-0.3327,7,-1.6735,16,-0.5177,16,-0.6725,24,0.10820,4,-2.3629
ENSG00000162928,PEX13,89,2.65372,14,-0.6752,8,-1.5316,15,-0.5561,14,-0.8299,17,-0.3196,13,-0.7569
ENSG00000162929,KIAA1841,89,2.16089,25,-0.0689,13,-1.0577,8,-1.8463,23,-0.2802,30,0.21799,6,-2.2528
ENSG00000237651,C2orf74,988,2.66521,113,-1.1566,192,-0.3417,101,-1.3206,183,-0.5950,133,-0.9127,129,-0.9616
ENSG00000115464,USP34,89,0.07801,123,0.60451,102,0.28847,67,-0.3687,64,-0.6181,130,0.70044,82,-0.0649
ENSG00000082898,XPO1,89,-0.1169,143,0.65043,72,-0.4570,97,0.00716,77,-0.5097,101,0.07151,154,0.77513
ENSG00000170264,FAM161A,89,1.39475,57,0.59891,21,-0.9887,13,-1.6816,32,-0.4784,43,0.15474,43,0.14821
ENSG00000115484,CCT4,89,-1.1986,181,-0.1081,103,-0.9911,160,-0.3099,260,0.79324,190,-0.0346,177,-0.1453
ENSG00000173163,COMMD1,89,0.80566,47,-0.2489,33,-0.7842,48,-0.2046,64,0.40402,22,-1.4002,52,-0.0948
ENSG00000186889,TMEM17,89,2.30964,8,-1.6493,1,-4.1434,21,-0.2731,19,-0.5535,19,-0.3913,32,0.42351
ENSG00000115504,EHBP1,89,-0.2691,51,-1.1327,79,-0.4614,49,-1.1888,110,0.09021,218,1.21537,134,0.37599
ENSG00000143951,WDPCP,89,2.60731,35,0.76098,1,-3.6420,15,-0.5620,11,-1.3569,18,-0.2852,15,-0.5859
ENSG00000014641,MDH1,89,-3.2816,129,-2.7444,141,-2.6132,740,-0.1140,1468,2.08121,447,-0.8979,532,-0.6324
ENSG00000169764,UGP2,89,-1.8412,84,-1.9318,347,0.24236,262,-0.2067,364,0.51515,332,0.17008,414,0.53432
ENSG00000197329,PELI1,89,2.58033,30,0.47839,10,-1.1724,3,-2.6337,16,-0.6834,21,-0.1100,3,-2.8227
ENSG00000119862,LGALSL,988,5.44471,5,-4.4947,13,-3.2692,21,-2.5696,27,-2.7291,41,-1.6126,12,-3.4353
ENSG00000119844,AFTPH,89,0.72495,47,-0.3027,23,-1.3658,37,-0.6772,60,0.09053,82,0.57478,57,-0.0198
ENSG00000179833,SERTAD2,89,2.83344,30,0.68465,15,-0.4256,14,-0.4930,9,-1.5275,13,-0.6070,0,-6.6059
ENSG00000237638,LINC02245,89,2.39474,3,-2.7538,4,-2.6276,48,1.16755,18,-0.5579,14,-0.8244,6,-2.0095
ENSG00000115902,SLC1A4,89,-0.1698,10,-3.3431,38,-1.4682,204,1.21469,62,-1.0048,66,-0.6371,339,2.21046
ENSG00000011523,CEP68,89,0.72358,43,-0.4474,37,-0.6799,26,-1.2365,57,-0.0317,108,1.05586,44,-0.4062
ENSG00000138069,RAB1A,89,-0.8397,81,-0.9865,122,-0.3577,193,0.37181,198,0.67734,125,-0.3259,131,-0.2484
ENSG00000138071,ACTR2,89,-1.7880,211,-0.4911,220,-0.4255,239,-0.2963,353,0.52868,395,0.51544,313,0.13716
ENSG00000198369,SPRED2,89,1.54886,3,-3.5953,21,-0.8016,51,0.56079,30,-0.4383,30,-0.2999,48,0.45630
ENSG00000143971,ETAA1,89,2.60159,25,0.19185,22,0.01021,19,-0.2375,9,-1.6490,20,-0.1143,6,-1.8722
ENSG00000197223,C1D,89,0.07274,72,-0.2675,64,-0.4639,88,0.05554,99,0.37123,82,-0.0676,63,-0.4775
ENSG00000115946,PNO1,89,2.29260,17,-0.6013,16,-0.6386,12,-1.1226,21,-0.4046,11,-1.2072,21,-0.2908
ENSG00000221823,PPP3R1,89,0.00251,12,-2.9972,51,-0.8738,72,-0.3445,128,0.99651,103,0.22617,56,-0.7337
ENSG00000119865,CNRIP1,89,-0.6541,30,-2.2766,68,-1.0790,126,-0.1170,194,1.00549,143,0.08042,124,-0.1461
ENSG00000169604,ANTXR1,89,2.21577,50,1.08767,60,1.42333,4,-2.6648,4,-3.2334,8,-1.7351,32,0.33919
ENSG00000198380,GFPT1,89,1.08992,24,-1.0429,16,-1.5899,38,-0.3067,49,0.11196,63,0.48611,40,-0.2379
ENSG00000169599,NFU1,89,0.51558,38,-0.8481,38,-0.8356,82,0.37185,83,0.64642,19,-1.8921,52,-0.3386
ENSG00000115977,AAK1,89,-1.1548,57,-1.8139,98,-1.0095,162,-0.2371,252,0.77713,332,0.94105,140,-0.4687
ENSG00000196975,ANXA4,89,2.54228,32,0.57044,18,-0.3497,36,0.79573,8,-2.0091,8,-1.4592,9,-1.3191
ENSG00000087338,GMCL1,89,1.88885,28,-0.1410,26,-0.2188,15,-1.1065,24,-0.5188,39,0.38669,11,-1.5592
ENSG00000124380,SNRNP27,89,-0.6560,161,0.27713,144,0.08709,70,-1.0223,132,-0.0614,190,0.54449,175,0.41141
ENSG00000179818,PCBP1-AS1,89,2.84038,23,0.21031,14,-0.5630,20,-0.0155,6,-2.1435,15,-0.4667,13,-0.5964
ENSG00000169564,PCBP1,89,-1.4019,270,0.31744,240,0.12292,225,0.01719,234,0.12969,222,0.00150,238,0.11146
ENSG00000116001,TIA1,89,1.40733,72,1.02598,27,-0.5803,11,-1.8502,27,-0.7566,46,0.26031,34,-0.1963
ENSG00000116005,PCYOX1,89,-0.1278,71,-0.4853,41,-1.3097,71,-0.4766,83,-0.3502,181,1.04833,182,1.05052
ENSG00000143977,SNRPG,89,-0.1913,123,0.31456,129,0.40255,184,1.00657,95,-0.1387,29,-1.8722,73,-0.5020
ENSG00000035141,FAM136A,89,1.24820,15,-1.6002,30,-0.5640,57,0.46210,44,0.07128,38,-0.1644,21,-1.0458
ENSG00000075340,ADD2,89,-0.2684,2,-5.5263,54,-1.0552,33,-1.7683,150,0.95742,222,1.25411,60,-0.8752
ENSG00000144043,TEX261,89,2.34031,26,0.07437,20,-0.3274,20,-0.3151,13,-1.2777,4,-2.5511,34,0.52203
ENSG00000124357,NAGK,89,0.94628,50,-0.0163,32,-0.7213,41,-0.3396,57,0.29565,38,-0.4444,28,-0.9248
ENSG00000124383,MPHOSPH10,89,0.20408,122,0.72286,19,-2.1394,45,-0.8776,68,-0.3375,168,1.27760,73,-0.1268
ENSG00000124374,PAIP2B,89,1.33606,189,2.94326,30,-0.4536,2,-4.3408,9,-2.6532,31,-0.3967,27,-0.6533
ENSG00000075292,ZNF638,89,-1.3835,380,0.91104,116,-0.9892,71,-1.7165,180,-0.4435,447,1.20187,369,0.86284
ENSG00000135636,DYSF,89,2.90302,75,2.48208,1,-4.2798,3,-2.5748,5,-2.4309,4,-2.1784,1,-4.4316
ENSG00000144036,EXOC6B,89,0.98419,94,1.08209,49,-0.0202,7,-2.9407,42,-0.3735,62,0.36153,25,-1.0274
ENSG00000144040,SFXN5,89,-0.7814,12,-3.7228,270,1.01132,346,1.45748,97,-0.9040,86,-0.8338,285,1.10409
ENSG00000135631,RAB11FIP5,89,1.53209,0,-5.4426,26,-0.5278,27,-0.4430,43,0.38868,35,-0.0426,16,-1.2804
ENSG00000272702,AC010913.1,89,2.42844,5,-2.1663,17,-0.4683,19,-0.3083,17,-0.6964,21,-0.1805,15,-0.6974
ENSG00000135632,SMYD5,89,2.72716,7,-1.6302,12,-0.7724,13,-0.6741,14,-0.8154,19,-0.1154,10,-1.1546
ENSG00000135617,PRADC1,89,1.96931,18,-0.7274,24,-0.2880,25,-0.2645,25,-0.3605,15,-1.0527,21,-0.4914
ENSG00000135624,CCT7,89,-0.8235,103,-0.6012,84,-0.9111,195,0.40742,209,0.88015,112,-0.4762,96,-0.7122
ENSG00000163013,FBXO41,89,1.03807,1,-5.2838,73,0.68785,51,0.10323,45,-0.1200,62,0.41462,21,-1.2809
ENSG00000135625,EGR4,89,2.74767,0,-9.8090,0,-6.7225,1,-4.2750,26,0.64526,11,-0.9474,0,-7.0355
ENSG00000116127,ALMS1,89,2.83111,27,0.48504,21,0.08605,4,-2.4178,5,-2.3617,23,0.24530,13,-0.6343
ENSG00000144034,TPRKB,89,1.56164,32,-0.1934,23,-0.6662,40,0.15864,33,-0.2121,19,-0.9769,25,-0.5625
ENSG00000144048,DUSP11,89,2.68286,8,-1.4499,13,-0.7211,7,-1.5328,17,-0.4699,13,-0.7621,12,-0.8522
ENSG00000124356,STAMBP,89,0.53873,164,1.61591,34,-0.9738,35,-0.9555,42,-0.8890,56,-0.2197,95,0.63827
ENSG00000114956,DGUOK,89,0.44295,36,-0.9613,30,-1.2588,89,0.44087,87,0.65094,42,-0.7657,45,-0.6391
ENSG00000163170,BOLA3,89,-0.2274,44,-1.2943,106,0.04098,147,0.58313,129,0.58666,32,-1.7655,96,-0.1200
ENSG00000225439,BOLA3-AS1,89,1.97542,10,-1.6248,24,-0.3035,19,-0.6760,25,-0.3111,31,0.10148,16,-0.8648
ENSG00000114978,MOB1A,89,1.63981,46,0.45678,60,0.92106,25,-0.5012,16,-1.4984,17,-1.1096,43,0.34936
ENSG00000204843,DCTN1,89,-1.3691,178,-0.3136,106,-1.1136,119,-0.9419,309,0.97571,300,0.52582,148,-0.6075
ENSG00000005448,WDR54,89,1.43127,8,-2.3434,6,-2.6249,22,-0.8818,54,0.90414,29,-0.4186,16,-1.3553
ENSG00000114993,RTKN,89,1.86808,138,2.85391,19,-0.7246,18,-0.8130,4,-3.6069,12,-1.4452,16,-1.0063
ENSG00000115274,INO80B,89,1.56073,26,-0.4923,15,-1.3560,32,-0.1683,37,0.07823,37,0.06289,11,-1.7829
ENSG00000239779,WBP1,89,0.50574,84,0.41303,114,0.92388,75,0.21806,58,-0.2932,36,-0.9346,25,-1.4520
ENSG00000115275,MOGS,89,2.68533,13,-0.7414,16,-0.3867,10,-1.1092,12,-1.1940,13,-0.7603,22,0.09939
ENSG00000115289,PCGF1,89,2.50438,8,-1.5772,8,-1.5068,21,-0.1561,19,-0.4150,25,0.15103,1,-4.2086
ENSG00000115307,AUP1,89,1.01218,43,-0.1924,40,-0.3061,97,1.15341,37,-0.6100,35,-0.5295,35,-0.5138
ENSG00000115317,HTRA2,89,1.60954,21,-0.7582,34,-0.0425,30,-0.2273,33,-0.1111,20,-0.8466,21,-0.7684
ENSG00000135622,SEMA4F,89,2.47631,4,-2.3863,11,-1.1121,4,-2.6018,25,0.17258,7,-1.7361,16,-0.5850
ENSG00000115350,POLE4,89,-0.1895,69,-0.5951,79,-0.3826,83,-0.3124,130,0.66652,55,-0.9254,114,0.19223
ENSG00000115364,MRPL19,89,0.93697,71,0.55524,28,-0.9342,28,-0.8941,46,-0.2436,51,0.00526,57,0.18741
ENSG00000005436,GCFC2,89,2.71394,20,-0.0440,16,-0.4301,3,-2.8166,12,-1.1474,21,-0.0163,12,-0.8240
ENSG00000176204,LRRTM4,89,1.58449,2,-4.2539,12,-1.6499,25,-0.5630,42,0.45635,37,0.08021,20,-0.8707
ENSG00000066032,CTNNA2,89,-0.9284,40,-2.1318,152,-0.1076,136,-0.2809,192,0.42345,133,-0.3114,307,1.06508
ENSG00000162951,LRRTM1,89,1.85816,0,-6.5841,4,-2.8675,33,0.09116,35,0.28082,22,-0.5210,22,-0.5288
ENSG00000163541,SUCLG1,89,-0.6545,146,0.12076,64,-1.1683,159,0.25391,160,0.41341,123,-0.1574,138,0.02032
ENSG00000034510,TMSB10,988,-1.7388,397,-3.0825,2809,-0.1405,1295,-1.3334,5315,1.75934,2150,-0.5597,1778,-0.8522
ENSG00000176407,KCMF1,89,0.60337,23,-1.4793,66,0.11301,56,-0.1458,67,0.20914,76,0.32613,38,-0.7690
ENSG00000152291,TGOLN2,89,-0.8608,175,0.19239,81,-1.0029,88,-0.8760,166,0.15757,318,1.20909,139,-0.1817
ENSG00000042445,RETSAT,89,1.86520,44,0.58051,28,-0.1191,21,-0.6043,22,-0.7345,16,-1.0340,22,-0.5415
ENSG00000042493,CAPG,89,2.52540,32,0.54996,49,1.31441,31,0.49984,3,-3.3544,6,-1.8880,6,-1.9837
ENSG00000168906,MAT2A,89,0.22402,123,0.75731,76,-0.0387,92,0.26716,49,-0.9811,53,-0.6084,149,1.08801
ENSG00000115486,GGCX,89,1.35090,24,-0.8180,24,-0.8227,34,-0.2791,36,-0.2353,15,-1.4526,71,0.94610
ENSG00000168899,VAMP5,89,1.50286,43,0.24203,122,2.13366,35,-0.1001,10,-2.3287,12,-1.6967,27,-0.5098
ENSG00000168894,RNF181,89,-0.1636,122,0.33152,100,0.00864,131,0.45288,111,0.28253,35,-1.5938,70,-0.5343
ENSG00000168883,USP39,89,1.93524,20,-0.6296,24,-0.3601,23,-0.3664,28,-0.0925,12,-1.3288,14,-1.1178
ENSG00000115525,ST3GAL5,89,0.07428,87,0.04018,54,-0.7238,109,0.40283,92,0.17291,85,-0.0010,62,-0.5051
ENSG00000068654,POLR1A,89,2.67914,11,-0.9689,12,-0.8840,17,-0.3507,13,-1.0560,24,0.20709,8,-1.5272
ENSG00000132300,PTCD3,89,0.41046,109,0.73540,34,-1.0922,95,0.50430,45,-0.9370,64,-0.1190,124,0.96707
ENSG00000132305,IMMT,89,-0.2269,61,-0.8284,47,-1.2070,91,-0.2047,141,0.85535,109,0.08347,70,-0.5952
ENSG00000132313,MRPL35,89,0.63852,33,-0.9231,40,-0.6586,68,0.19605,67,0.23644,56,-0.1073,51,-0.2560
ENSG00000068615,REEP1,89,0.27040,5,-3.8964,26,-1.6370,82,0.13568,105,0.89952,107,0.57154,26,-1.6101
ENSG00000115548,KDM3A,89,1.25505,43,0.03327,33,-0.3779,41,-0.0583,28,-0.8787,30,-0.5173,75,0.93269
ENSG00000115561,CHMP3,89,-1.4157,126,-0.9023,283,0.37487,154,-0.5926,258,0.35156,339,0.68038,221,-0.0233
ENSG00000239305,RNF103,89,0.92472,68,0.46650,32,-0.7302,49,-0.0542,46,-0.2414,31,-0.7788,57,0.18111
ENSG00000153561,RMND5A,89,1.17133,80,0.98605,29,-0.6707,20,-1.1937,40,-0.2139,53,0.27941,10,-2.1714
ENSG00000222041,CYTOR,89,2.42461,0,-4.9754,7,-1.7010,14,-0.7977,25,0.11872,10,-1.3026,16,-0.6363
ENSG00000172086,KRCC1,89,1.45693,106,1.78124,33,-0.2057,5,-2.9426,19,-1.3509,28,-0.4784,41,0.10469
ENSG00000172005,MAL,89,-0.4908,789,4.02195,45,-1.5267,83,-0.6063,19,-3.3007,27,-2.2533,112,-0.1341
ENSG00000144029,MRPS5,89,0.14307,91,0.16615,59,-0.4995,70,-0.2415,78,-0.1203,109,0.47495,88,0.11128
ENSG00000144026,ZNF514,89,2.90675,21,0.13112,7,-1.5386,6,-1.6603,12,-1.0118,10,-1.0430,13,-0.6396
ENSG00000115041,KCNIP3,89,2.34605,8,-1.6445,22,-0.1456,12,-1.0553,23,-0.1821,21,-0.2671,1,-3.7818
ENSG00000115042,FAHD2A,89,1.77201,31,-0.0410,24,-0.4740,23,-0.4994,30,-0.1729,20,-0.7376,15,-1.1902
ENSG00000232931,LINC00342,89,2.29984,38,0.68108,15,-0.8029,12,-1.1599,3,-3.5234,72,1.84725,12,-1.1557
ENSG00000174501,ANKRD36C,89,0.38444,201,1.83245,74,0.07880,14,-2.4557,19,-2.4254,190,1.72907,60,-0.2520
ENSG00000084090,STARD7,89,-0.5076,152,0.34031,133,0.12376,107,-0.2332,132,0.17064,111,-0.1675,112,-0.1481
ENSG00000135956,TMEM127,89,1.35243,22,-0.9198,27,-0.5934,34,-0.2485,35,-0.3164,54,0.46396,35,-0.2067
ENSG00000144021,CIAO1,89,-0.1826,81,-0.3274,67,-0.6332,79,-0.3853,107,0.16473,125,0.35594,133,0.45341
ENSG00000144028,SNRNP200,89,0.25468,63,-0.2927,69,-0.1604,115,0.67582,61,-0.4853,82,0.11074,98,0.41336
ENSG00000114982,KANSL3,89,1.96168,25,-0.2255,26,-0.1787,19,-0.6291,17,-1.1541,35,0.30088,30,0.06050
ENSG00000213337,ANKRD39,89,1.40376,14,-1.5539,23,-0.8123,51,0.44182,40,0.03467,30,-0.4087,24,-0.7324
ENSG00000144199,FAHD2B,89,1.37214,43,0.12354,11,-1.8616,54,0.49686,32,-0.5011,21,-0.9728,52,0.42320
ENSG00000135976,ANKRD36,89,0.70386,120,1.22492,69,0.27398,10,-2.6536,22,-1.8775,150,1.63385,55,-0.0850
ENSG00000196912,ANKRD36B,89,2.10786,58,1.26708,22,-0.3083,4,-2.7664,6,-2.7408,54,1.14044,22,-0.3670
ENSG00000135940,COX5B,89,-3.4838,631,-0.5828,849,-0.1164,1379,0.67865,1267,0.90226,369,-1.3997,749,-0.3154
ENSG00000115073,ACTR1B,89,0.70226,23,-1.4138,44,-0.4325,56,-0.0708,70,0.47008,58,0.00586,32,-0.9422
ENSG00000075568,TMEM131,89,1.04614,48,0.01701,34,-0.5234,5,-3.2160,38,-0.4891,74,0.72070,73,0.68943
ENSG00000040933,INPP4A,89,0.44897,11,-2.7193,34,-1.0578,58,-0.2328,83,0.53328,69,0.03790,82,0.31213
ENSG00000183513,COA5,89,0.09468,67,-0.3539,63,-0.4454,109,0.42471,97,0.34438,56,-0.6468,71,-0.2759
ENSG00000115446,UNC50,89,0.85487,50,-0.1015,24,-1.2260,82,0.70654,45,-0.3636,21,-1.4478,85,0.77295
ENSG00000071073,MGAT4A,89,1.81571,27,-0.2164,30,-0.1002,20,-0.6966,21,-0.8273,41,0.41330,22,-0.5296
ENSG00000196872,KIAA1211L,89,-0.1749,4,-4.5974,24,-2.1683,76,-0.4369,148,1.11817,170,0.88097,44,-1.2500
ENSG00000135951,TSGA10,89,2.37742,32,0.43797,11,-1.1668,12,-1.0171,10,-1.6229,24,0.00777,30,0.36954
ENSG00000158411,MITD1,89,1.89450,58,1.07520,24,-0.3351,16,-0.9909,18,-1.0613,27,-0.1678,15,-1.0196
ENSG00000185414,MRPL30,89,1.07300,43,-0.1241,24,-1.0312,57,0.30603,47,-0.0127,45,-0.0685,24,-1.0185
ENSG00000115514,TXNDC9,89,1.32407,23,-0.8842,20,-1.0740,54,0.46264,44,0.19796,14,-1.5598,30,-0.4965
ENSG00000158417,EIF5B,89,-1.7826,583,1.19887,363,0.38081,115,-1.4102,231,-0.4831,532,1.03303,260,-0.1541
ENSG00000135945,REV1,89,1.33613,48,0.25655,27,-0.6102,43,0.08084,20,-1.3808,74,1.00937,42,0.06506
ENSG00000144218,AFF3,89,1.03921,2,-4.2750,30,-0.6981,8,-2.7044,50,0.12028,103,1.29724,44,-0.1179
ENSG00000170500,LONRF2,89,-0.6670,14,-3.4304,70,-1.0328,100,-0.4981,186,0.84055,255,1.03644,96,-0.5578
ENSG00000115526,CHST10,89,1.93193,6,-2.3918,28,-0.1187,32,0.10895,20,-0.7940,25,-0.2536,35,0.27820
ENSG00000115539,PDCL3,89,1.25126,39,-0.1439,51,0.28702,43,0.00203,42,-0.0081,19,-1.2060,15,-1.6004
ENSG00000170485,NPAS2,89,1.70565,3,-3.2832,35,0.06556,7,-2.2508,31,-0.1853,31,-0.1244,45,0.47317
ENSG00000071082,RPL31,89,-3.6583,903,-0.2087,2002,1.11839,1343,0.43230,1178,0.33900,562,-0.9446,687,-0.6349
ENSG00000163162,RNF149,89,2.58654,16,-0.5075,13,-0.8426,6,-1.8783,18,-0.4779,20,-0.1754,5,-2.0418
ENSG00000175874,CREG2,89,-2.1493,31,-3.6779,64,-2.6351,78,-2.3407,572,1.30735,878,1.49807,244,-0.6432
ENSG00000071054,MAP4K4,89,-1.0676,891,3.16582,173,-0.0443,47,-2.0291,59,-2.1246,163,-0.1407,182,0.03886
ENSG00000233639,PANTR1,89,0.86366,70,0.44619,63,0.28432,114,1.29123,34,-0.9532,18,-1.6415,41,-0.4166
ENSG00000198914,POU3F3,89,0.39504,139,1.15540,122,0.92251,84,0.29667,33,-1.5030,52,-0.4761,81,0.23556
ENSG00000135972,MRPS9,89,1.11644,42,-0.1196,23,-1.0738,24,-0.9799,53,0.37854,30,-0.6455,36,-0.3732
ENSG00000135966,TGFBRAP1,89,2.61468,13,-0.7872,7,-1.6151,21,-0.0856,11,-1.3409,26,0.29445,16,-0.4235
ENSG00000135974,C2orf49,89,0.99901,75,0.70130,42,-0.2502,23,-1.1742,31,-0.9365,62,0.37439,73,0.65238
ENSG00000115641,FHL2,89,1.71097,0,-8.2315,17,-1.0547,5,-2.8268,44,0.77778,26,-0.3772,18,-0.9456
ENSG00000071051,NCK2,89,1.41489,14,-1.5601,43,0.15567,34,-0.2040,39,0.00047,38,-0.0366,15,-1.4452
