"id","label"
8028,"TMEM119"
10054,"TMEM119"
9746,"TMEM119"
8844,"NeuN"
12123,"AF"
3871,"AF"
9134,"AF"
10485,"AF"
9053,"DAPI"
2864,"AF"
6682,"NeuN"
12895,"TMEM119"
13170,"TMEM119"
12397,"TMEM119"
4507,"NeuN"
19696,"TMEM119"
20403,"TMEM119"
18062,"AF"
20778,"DAPI"
16870,"AF"
20004,"GFAP"
20255,"GFAP"
20569,"GFAP"
20353,"GFAP"
21975,"TMEM119"
19796,"GFAP"
19192,"OLIG2"
20883,"GFAP"
21462,"GFAP"
22900,"GFAP"
21008,"NeuN"
20662,"NeuN"
20634,"NeuN"
19529,"NeuN"
18768,"NeuN"
17988,"NeuN"
17799,"NeuN"
17638,"NeuN"
17106,"NeuN"
15894,"NeuN"
21199,"NeuN"
21164,"NeuN"
19638,"NeuN"
19672,"NeuN"
20214,"NeuN"
6621,"DAPI"
22183,"DAPI"
22025,"DAPI"
21118,"DAPI"
20893,"DAPI"
21061,"DAPI"
21144,"DAPI"
46666,"AF"
46056,"AF"
44282,"AF"
43333,"AF"
42356,"AF"
51381,"AF"
51154,"AF"
50944,"AF"
50186,"AF"
50159,"AF"
49901,"AF"
30733,"GFAP"
30079,"GFAP"
29820,"GFAP"
27638,"GFAP"
25454,"GFAP"
25161,"GFAP"
25967,"GFAP"
25075,"GFAP"
24131,"GFAP"
24011,"GFAP"
31695,"DAPI"
31608,"DAPI"
37980,"DAPI"
39217,"DAPI"
38314,"DAPI"
37289,"DAPI"
37051,"DAPI"
38266,"DAPI"
49058,"AF"
48643,"AF"
32305,"GFAP"
48238,"AF"
21847,"TMEM119"
20323,"OLIG2"
20102,"OLIG2"
19337,"OLIG2"
18827,"OLIG2"
17497,"OLIG2"
19226,"DAPI"
20132,"DAPI"
4479,"TMEM119"
3247,"TMEM119"
2842,"TMEM119"
2453,"TMEM119"
2190,"TMEM119"
831,"TMEM119"
153,"TMEM119"
821,"TMEM119"
1196,"TMEM119"
16300,"OLIG2"
15826,"OLIG2"
15505,"OLIG2"
15126,"OLIG2"
15027,"OLIG2"
14282,"OLIG2"
24368,"GFAP"
12300,"OLIG2"
12186,"OLIG2"
11615,"NeuN"
9685,"OLIG2"
37824,"DAPI"
15314,"TMEM119"
14505,"OLIG2"
13751,"OLIG2"
12962,"OLIG2"
12926,"OLIG2"
12656,"OLIG2"
13915,"NeuN"
2909,"TMEM119"
2742,"TMEM119"
2652,"TMEM119"
2432,"TMEM119"
2159,"TMEM119"
4485,"TMEM119"
4325,"TMEM119"
4104,"TMEM119"
3893,"TMEM119"
3790,"TMEM119"
3300,"TMEM119"
4196,"TMEM119"
5726,"TMEM119"
5546,"TMEM119"
4591,"GFAP"
3932,"TMEM119"
4760,"TMEM119"
3153,"TMEM119"
1726,"TMEM119"
5729,"GFAP"
3097,"TMEM119"
5005,"TMEM119"
4134,"TMEM119"
4454,"TMEM119"
9313,"TMEM119"
9972,"TMEM119"
9988,"TMEM119"
9764,"TMEM119"
5087,"TMEM119"
9637,"TMEM119"
10157,"TMEM119"
9662,"TMEM119"
8291,"TMEM119"
9997,"TMEM119"
8056,"TMEM119"
11039,"GFAP"
10251,"GFAP"
6998,"TMEM119"
6972,"TMEM119"
10928,"TMEM119"
9774,"TMEM119"
9071,"TMEM119"
11622,"TMEM119"
10063,"GFAP"
10298,"GFAP"
12372,"GFAP"
10342,"GFAP"
10360,"GFAP"
12774,"TMEM119"
12470,"TMEM119"
12402,"TMEM119"
11915,"TMEM119"
11886,"TMEM119"
11828,"TMEM119"
16888,"TMEM119"
14817,"TMEM119"
14034,"TMEM119"
13694,"TMEM119"
13443,"TMEM119"
19106,"GFAP"
15342,"GFAP"
20220,"GFAP"
13518,"GFAP"
31170,"OLIG2"
31719,"OLIG2"
32460,"OLIG2"
32745,"OLIG2"
32009,"OLIG2"
32529,"OLIG2"
33361,"OLIG2"
32697,"OLIG2"
33547,"OLIG2"
34591,"OLIG2"
32683,"OLIG2"
31196,"OLIG2"
31179,"OLIG2"
33071,"OLIG2"
32743,"OLIG2"
32433,"TMEM119"
36682,"OLIG2"
37106,"OLIG2"
36793,"OLIG2"
35860,"OLIG2"
36941,"OLIG2"
37222,"OLIG2"
36528,"OLIG2"
37364,"OLIG2"
37024,"OLIG2"
37691,"OLIG2"
37675,"OLIG2"
37600,"TMEM119"
38754,"OLIG2"
38707,"OLIG2"
