Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000117899,MESD,89,0.59297,101,0.80826,46,-0.4835,76,0.31907,51,-0.3593,35,-0.9881,50,-0.3367,89,0.57881
ENSG00000140406,TLNRD1,89,2.70248,9,-1.3176,18,-0.1927,15,-0.5324,11,-1.0342,15,-0.5501,19,-0.1396,6,-1.7755
ENSG00000182774,RPS17,89,-2.3508,492,0.25029,762,0.98985,489,0.24005,338,-0.3846,537,0.45464,280,-0.6387,348,-0.3021
ENSG00000214575,CPEB1,89,1.56655,48,0.47689,7,-2.3721,4,-3.0716,35,-0.0527,24,-0.6666,62,0.90334,29,-0.3136
ENSG00000103723,AP3B2,89,0.40848,4,-4.0642,34,-1.0870,36,-1.0282,144,1.49995,67,-0.0709,76,0.14011,33,-1.1407
ENSG00000156232,WHAMM,89,2.13462,29,0.09977,19,-0.5329,5,-2.3485,13,-1.2459,19,-0.6016,39,0.59711,25,-0.1274
ENSG00000103942,HOMER2,89,2.18330,12,-1.1512,27,0.04162,20,-0.4605,18,-0.6504,13,-1.1005,26,0.00581,26,-0.0412
ENSG00000169609,C15orf40,89,1.79785,28,-0.2074,22,-0.5341,22,-0.5763,22,-0.6470,18,-0.9480,34,0.12630,42,0.45760
ENSG00000064726,BTBD1,89,0.76868,36,-0.7005,33,-0.8036,53,-0.0713,83,0.74704,51,-0.1637,33,-0.8392,47,-0.2609
ENSG00000136404,TM6SF1,89,1.85066,8,-1.9742,15,-1.1364,20,-0.6432,38,0.35784,28,-0.1461,32,0.04150,13,-1.3295
ENSG00000166503,HDGFL3,89,-1.6036,175,-0.5870,303,0.28089,123,-1.1192,208,-0.3548,318,0.41371,502,1.14659,299,0.26079
ENSG00000140600,SH3GL3,89,-0.1740,317,2.06392,63,-0.7105,32,-1.7443,82,-0.3417,81,-0.3680,110,0.15301,60,-0.7879
ENSG00000197696,NMB,89,2.59104,60,1.72748,20,-0.1253,10,-1.1167,5,-2.3741,6,-2.0183,5,-2.1898,13,-0.7762
ENSG00000140612,SEC11A,89,1.14888,84,1.03887,43,-0.0605,66,0.61882,28,-0.8086,26,-0.9345,21,-1.1454,39,-0.2395
ENSG00000073417,PDE8A,89,1.74031,166,3.18550,33,2.41037,0,-6.0749,7,-2.4430,1,-4.3603,14,-1.2418,7,-2.1713
ENSG00000170776,AKAP13,89,0.92686,31,-0.7484,62,0.31931,6,-3.1989,46,-0.1961,23,-1.3217,117,1.41714,67,0.43980
ENSG00000140538,NTRK3,89,-0.0769,21,-2.2638,53,-0.8914,97,0.04902,135,0.68346,60,-0.7615,160,0.88221,129,0.52075
ENSG00000259494,MRPL46,89,1.06252,29,-0.7757,22,-1.1435,57,0.31102,37,-0.4085,73,0.82768,24,-1.0566,31,-0.6735
ENSG00000181991,MRPS11,89,0.28177,39,-1.0144,53,-0.5369,79,0.09126,77,0.04864,128,1.04699,24,-1.7094,55,-0.4972
ENSG00000140545,MFGE8,89,1.17599,1,-4.6954,99,1.36479,123,1.77787,6,-2.9674,8,-2.6754,3,-3.9281,98,1.35057
ENSG00000140526,ABHD2,89,-0.0110,21,-2.1774,97,0.11903,96,0.10761,101,0.20999,53,-0.9007,103,0.21558,185,1.21857
ENSG00000140521,POLG,89,1.68070,24,-0.5134,6,-2.5430,31,-0.1519,35,0.04285,25,-0.4888,27,-0.3232,40,0.26714
ENSG00000166823,MESP1,89,0.72088,4,-3.7145,32,-0.8911,92,0.77417,71,0.38155,79,0.59993,17,-1.8455,40,-0.5582
ENSG00000157823,AP3S2,89,0.97610,36,-0.5147,49,-0.0311,52,0.06719,42,-0.3010,34,-0.6343,43,-0.2153,75,0.68303
ENSG00000242498,ARPIN,89,2.48918,23,0.03778,23,0.02704,20,-0.2193,9,-1.5196,14,-0.8553,18,-0.3733,10,-1.2712
ENSG00000259291,ZNF710-AS1,89,1.90979,29,-0.0440,46,0.68102,18,-0.7845,7,-2.2177,14,-1.2377,15,-1.0944,61,1.17053
ENSG00000182054,IDH2,89,0.23553,62,-0.3368,93,0.30102,129,0.84276,50,-0.7401,38,-1.2032,40,-1.0151,183,1.48028
ENSG00000185043,CIB1,89,0.53196,64,-0.0194,80,0.35288,78,0.30677,54,-0.3066,49,-0.4652,27,-1.3290,99,0.71074
ENSG00000182768,NGRN,89,-2.2168,141,-1.5430,335,-0.2203,464,0.30300,413,0.13018,645,1.01280,399,0.05828,302,-0.3837
ENSG00000140575,IQGAP1,89,1.57571,107,1.93206,49,0.52157,13,-1.4721,13,-1.5876,11,-1.9229,17,-1.1393,32,-0.1552
ENSG00000140577,CRTC3,89,2.83098,43,1.28361,8,-1.3470,15,-0.4440,9,-1.2042,4,-2.2965,16,-0.3432,0,-6.3418
ENSG00000140564,FURIN,89,2.65340,6,-1.8692,8,-1.4678,13,-0.7086,26,0.37684,9,-1.3657,24,0.19561,2,-3.4037
ENSG00000196547,MAN2A2,89,0.55094,142,1.36673,39,-0.7701,57,-0.1744,62,-0.0348,42,-0.7200,55,-0.2226,45,-0.5264
ENSG00000184508,HDDC3,89,2.11344,11,-1.3655,27,0.01307,15,-0.8840,20,-0.5198,27,-0.0292,19,-0.5694,17,-0.7629
ENSG00000140553,UNC45A,89,2.50103,9,-1.3944,16,-0.5630,25,0.12409,22,-0.0257,10,-1.3738,14,-0.7342,11,-1.1520
ENSG00000184056,VPS33B,89,2.33961,8,-1.7198,6,-2.0303,14,-0.8422,29,0.28693,15,-0.7945,20,-0.3256,20,-0.3258
ENSG00000185518,SV2B,89,-1.1836,9,-4.5430,57,-1.8445,57,-1.8409,441,1.76052,192,0.00110,318,0.83420,124,-0.6891
ENSG00000176463,SLCO3A1,89,1.46358,151,2.55812,22,-0.8585,7,-2.4789,22,-0.9351,16,-1.4004,28,-0.4541,5,-2.8235
ENSG00000185442,FAM174B,89,2.63266,6,-1.9298,14,-0.7080,13,-0.7772,22,0.03244,16,-0.5282,19,-0.2155,0,-7.9855
ENSG00000272888,LINC01578,89,-0.1372,230,1.46982,140,0.58744,129,0.45909,52,-1.0728,82,-0.3052,57,-0.8249,62,-0.7048
ENSG00000173575,CHD2,89,-0.7915,188,0.38286,192,0.41899,88,-0.8133,114,-0.4653,118,-0.4070,286,1.09783,179,0.29894
ENSG00000182175,RGMA,89,1.44651,17,-1.2720,32,-0.2889,47,0.34639,8,-2.3798,11,-1.9894,15,-1.4329,143,2.41351
ENSG00000248441,LINC01197,89,2.12478,0,-5.4346,8,-1.7262,3,-3.1837,49,1.14568,12,-1.3251,27,0.02707,21,-0.3955
ENSG00000185551,NR2F2,89,1.71395,5,-2.6455,86,1.63970,112,2.17595,9,-2.1390,1,-4.5318,15,-1.2413,4,-2.8983
ENSG00000140450,ARRDC4,89,2.54488,68,1.95217,19,-0.2373,4,-2.3387,13,-0.8756,6,-2.1664,5,-2.1017,0,-7.9780
ENSG00000140443,IGF1R,89,1.39481,33,-0.2773,47,0.29354,19,-1.0987,25,-0.7416,19,-1.2366,54,0.51447,62,0.75353
ENSG00000182253,SYNM,89,-0.1379,152,0.72833,145,0.65524,56,-0.8523,94,-0.0691,53,-1.0196,130,0.46330,108,0.16640
ENSG00000068305,MEF2A,89,-0.1603,95,-0.0563,87,-0.2050,24,-2.1582,142,0.67902,82,-0.3304,168,0.88202,78,-0.3701
ENSG00000131871,SELENOS,89,0.32612,156,1.28681,51,-0.5618,91,0.36111,47,-0.7631,24,-1.7912,40,-0.9346,160,1.33446
ENSG00000131876,SNRPA1,89,0.82038,34,-0.7064,15,-1.9511,69,0.38903,73,0.54138,68,0.42824,26,-1.1569,28,-1.0386
ENSG00000140479,PCSK6,89,2.20739,146,3.47499,7,-1.9530,4,-2.7094,3,-3.2521,4,-2.8022,0,-5.1684,0,-8.3035
ENSG00000184277,TM2D3,89,-0.3066,53,-1.1191,24,-2.2504,87,-0.3404,204,1.26971,142,0.49687,82,-0.4495,58,-0.9807
ENSG00000185418,TARSL2,89,0.17467,268,2.16708,38,-1.1588,62,-0.4107,51,-0.7576,38,-1.2596,103,0.41421,63,-0.3772
ENSG00000161980,POLR3K,89,1.29531,13,-1.7429,14,-1.6102,71,0.88947,44,0.11698,53,0.44298,18,-1.2899,15,-1.5166
ENSG00000161981,SNRNP25,89,-0.3898,19,-2.6573,109,-0.0806,171,0.65700,112,-0.0357,188,0.96995,59,-1.0181,96,-0.2850
ENSG00000103152,MPG,89,1.04915,20,-1.3068,23,-1.1342,57,0.29185,69,0.69682,47,-0.0254,22,-1.2048,33,-0.5485
ENSG00000103148,NPRL3,89,2.28577,16,-0.6746,19,-0.4162,25,-0.0181,24,-0.0425,8,-1.7570,8,-1.6206,27,0.13455
ENSG00000188536,HBA2,89,0.43540,7,-3.2938,479,4.36999,0,-9.0563,23,-1.7973,15,-2.3953,33,-1.1401,0,-7.1826
ENSG00000206172,HBA1,89,1.10486,4,-3.6384,217,2.98322,1,-5.6419,32,-0.6351,24,-1.1190,37,-0.3488,2,-4.1432
ENSG00000086506,HBQ1,89,2.26645,0,-10.103,9,-1.4842,7,-1.8288,28,0.17581,35,0.60850,11,-1.2391,10,-1.3463
ENSG00000007392,LUC7L,89,0.70197,59,0.00925,48,-0.2948,40,-0.5697,66,0.22690,52,-0.1970,68,0.25131,41,-0.5300
ENSG00000167930,FAM234A,89,2.31312,50,1.15558,12,-1.1135,26,0.10706,17,-0.6375,3,-3.2662,9,-1.4476,22,-0.2179
ENSG00000076344,RGS11,89,2.65388,19,-0.2205,9,-1.3396,33,0.71121,13,-0.8638,9,-1.3936,14,-0.6740,7,-1.7173
ENSG00000242173,ARHGDIG,89,-1.8194,49,-2.7001,252,-0.2453,442,0.67131,368,0.41704,470,0.91000,259,-0.2022,172,-0.8339
ENSG00000185615,PDIA2,89,2.77966,61,1.90988,3,-2.6254,3,-2.5345,10,-1.1082,8,-1.4873,8,-1.2953,1,-3.9636
ENSG00000086504,MRPL28,89,-0.3297,40,-1.5661,85,-0.4164,102,-0.1154,164,0.75974,137,0.40882,105,-0.0754,78,-0.5456
ENSG00000103202,NME4,89,1.09582,25,-0.9251,78,0.85261,91,1.11970,26,-0.9983,44,-0.0768,10,-2.2449,30,-0.6652
ENSG00000090565,RAB11FIP3,89,1.73216,9,-1.9134,42,0.39363,25,-0.4185,28,-0.2882,20,-0.8054,45,0.52335,21,-0.6805
ENSG00000007541,PIGQ,89,2.45082,9,-1.3796,10,-1.3276,21,-0.1828,23,-0.0186,14,-0.9048,23,-0.0121,8,-1.6320
ENSG00000197562,RAB40C,89,2.24467,3,-2.9729,12,-1.1868,15,-0.7724,31,0.33540,23,-0.2099,20,-0.3435,9,-1.5958
ENSG00000130731,METTL26,89,-0.8911,69,-1.2769,111,-0.5545,275,0.91394,212,0.54959,221,0.62682,92,-0.8498,82,-1.0269
ENSG00000172366,MCRIP2,89,1.00880,20,-1.3537,49,0.00400,118,1.51707,35,-0.5619,42,-0.2500,25,-1.0231,31,-0.7071
ENSG00000140983,RHOT2,89,1.87688,17,-0.8731,19,-0.7556,49,0.77518,28,-0.1232,22,-0.5897,22,-0.4728,8,-1.9360
ENSG00000103269,RHBDL1,89,2.37535,0,-5.4852,15,-0.7638,32,0.44660,17,-0.5726,19,-0.4388,12,-1.0959,22,-0.1701
ENSG00000103266,STUB1,89,-1.1375,91,-1.1065,260,0.54225,253,0.49545,198,0.10620,249,0.54227,161,-0.2341,117,-0.7269
ENSG00000161999,JMJD8,89,2.28376,13,-0.9991,32,0.37517,11,-1.2630,27,0.11124,12,-1.1835,18,-0.5495,11,-1.2816
ENSG00000127585,FBXL16,89,-1.7589,3,-6.3436,563,1.16336,330,0.25270,287,0.02787,363,0.46992,341,0.30398,197,-0.5678
ENSG00000103260,METRN,89,-1.8536,314,0.06731,855,1.83658,553,1.01944,106,-1.7103,212,-0.6051,129,-1.3026,430,0.58348
ENSG00000103254,ANTKMT,89,-0.1362,29,-1.8565,79,-0.3316,92,-0.0986,146,0.77158,151,0.84038,40,-1.3777,52,-0.9627
ENSG00000103253,HAGHL,89,1.43480,29,-0.4183,33,-0.2559,53,0.53191,35,-0.1426,33,-0.2559,17,-1.2749,26,-0.6288
ENSG00000103245,CIAO3,89,2.54291,11,-1.1021,13,-0.8644,14,-0.7492,26,0.28011,12,-1.0253,13,-0.8571,8,-1.4849
ENSG00000103227,LMF1,89,2.48250,18,-0.3774,10,-1.3011,17,-0.4320,16,-0.6164,6,-2.1573,17,-0.4532,35,0.67367
ENSG00000260807,AC009041.2,89,1.33852,78,1.08297,24,-0.7775,53,0.44415,30,-0.5112,25,-0.8160,34,-0.2919,16,-1.3723
ENSG00000005513,SOX8,89,0.97806,217,2.78793,34,-0.6046,38,-0.4171,13,-2.1235,21,-1.4033,20,-1.3446,29,-0.8306
ENSG00000103275,UBE2I,89,0.50275,61,-0.1034,52,-0.3524,52,-0.3630,82,0.41188,64,-0.0433,47,-0.5146,61,-0.1043
ENSG00000007516,BAIAP3,89,-0.0889,28,-1.8333,68,-0.5059,63,-0.6261,177,1.25002,78,-0.3389,86,-0.1565,101,0.10699
ENSG00000007520,TSR3,89,0.35631,51,-0.5214,94,0.44075,140,1.11532,65,-0.1860,70,-0.0450,39,-0.9488,35,-1.1111
ENSG00000090581,GNPTG,89,-0.1261,111,0.22221,82,-0.2576,99,0.04209,126,0.49629,90,-0.1205,49,-1.0391,103,0.09672
ENSG00000174109,C16orf91,89,2.20562,6,-2.1302,14,-0.9810,37,0.55918,24,-0.1262,19,-0.5198,13,-1.0983,15,-0.8449
ENSG00000103249,CLCN7,89,1.85629,22,-0.5470,17,-0.8971,34,0.16442,32,0.09363,19,-0.8565,18,-0.8439,26,-0.2546
ENSG00000206053,JPT2,89,3.31035,55,2.10962,6,-1.4763,0,-6.1100,4,-2.0706,1,-3.4150,5,-1.7511,0,-7.6743
ENSG00000138834,MAPK8IP3,89,0.08965,51,-0.7937,67,-0.3564,74,-0.2201,120,0.66036,79,-0.1203,120,0.56895,47,-0.9221
ENSG00000103024,NME3,89,0.10330,87,0.06607,74,-0.1908,105,0.35770,98,0.27787,57,-0.6719,66,-0.3764,108,0.41140
ENSG00000074071,MRPS34,89,-0.1082,58,-0.7746,74,-0.4122,159,0.84351,101,0.10480,107,0.19555,60,-0.7265,100,0.07688
ENSG00000162032,SPSB3,89,1.36196,33,-0.3144,32,-0.3506,60,0.65057,27,-0.6466,26,-0.7221,41,0.05317,38,-0.0906
ENSG00000095906,NUBP2,988,4.50534,41,-1.8513,55,-1.4152,91,-0.6451,21,-2.9347,43,-1.8951,34,-2.1019,38,-1.9614
ENSG00000063854,HAGH,89,-0.5457,46,-1.5403,67,-0.9787,146,0.22630,200,0.88846,182,0.68961,96,-0.4338,56,-1.2597
ENSG00000180185,FAHD1,89,0.94000,18,-1.6036,21,-1.3535,35,-0.5567,56,0.19830,58,0.24672,64,0.38610,50,-0.0217
ENSG00000198736,MSRB1,89,2.61228,16,-0.4520,31,0.59307,28,0.41138,13,-0.9085,8,-1.5761,2,-3.4242,9,-1.3095
ENSG00000140990,NDUFB10,89,-1.8016,190,-0.6673,310,0.10697,434,0.66038,290,-0.0055,458,0.88166,140,-1.1348,246,-0.2663
ENSG00000140988,RPS2,89,-2.6021,730,0.62285,1124,1.38395,646,0.41709,372,-0.5161,585,0.29214,251,-1.0709,242,-1.1230
ENSG00000255198,SNHG9,89,0.81897,73,0.48218,78,0.59667,56,0.05148,40,-0.5493,58,0.10700,15,-1.9278,37,-0.6016
ENSG00000183751,TBL3,89,2.58006,15,-0.5467,25,0.18448,18,-0.3032,23,0.06187,5,-2.2965,9,-1.3201,8,-1.5147
ENSG00000127554,GFER,89,2.56892,9,-1.3926,19,-0.2510,29,0.43367,14,-0.7838,14,-0.7107,9,-1.3661,10,-1.2189
ENSG00000127561,SYNGR3,89,-0.1740,2,-5.6334,41,-1.3508,133,0.46522,143,0.68394,141,0.65264,133,0.46530,31,-1.7630
ENSG00000065054,SLC9A3R2,89,1.19678,37,-0.2726,110,1.58617,27,-0.7487,24,-0.9860,31,-0.6173,51,0.25831,13,-1.7919
ENSG00000065057,NTHL1,89,1.34489,16,-1.3750,35,-0.2403,55,0.51601,29,-0.5849,52,0.48444,24,-0.7903,21,-0.9784
ENSG00000103197,TSC2,89,1.04292,32,-0.6170,25,-0.9865,59,0.33516,38,-0.4025,46,-0.0568,62,0.41966,42,-0.2050
ENSG00000008710,PKD1,89,1.10624,26,-0.9040,34,-0.4578,46,-0.0145,61,0.52770,34,-0.5126,58,0.38516,16,-1.5636
ENSG00000167964,RAB26,89,1.60375,0,-7.9831,20,-0.8644,17,-1.1043,42,0.32311,31,-0.1904,53,0.65671,26,-0.4874
ENSG00000260260,SNHG19,89,1.49172,23,-0.7146,76,1.19326,47,0.38440,14,-1.5767,31,-0.2986,25,-0.6075,20,-0.9320
ENSG00000131653,TRAF7,89,2.52342,7,-1.7726,24,0.09381,7,-1.6858,18,-0.4185,13,-0.8679,13,-0.8664,23,0.06018
ENSG00000167971,CASKIN1,89,0.83048,5,-3.4148,103,1.08310,67,0.35914,34,-0.7915,45,-0.3239,67,0.35506,50,-0.1278
ENSG00000167965,MLST8,89,1.15190,22,-1.0684,33,-0.4964,62,0.52428,44,-0.0375,40,-0.2149,42,-0.1001,33,-0.4781
ENSG00000184207,PGP,988,3.50416,16,-3.5523,43,-2.1308,101,-0.8738,115,-0.7389,125,-0.5999,106,-0.7926,33,-2.5281
ENSG00000167967,E4F1,89,2.68350,12,-0.8948,9,-1.2245,6,-1.8103,23,0.15335,16,-0.5192,8,-1.3989,9,-1.2542
ENSG00000167969,ECI1,89,0.62846,57,-0.1066,91,0.65650,125,1.21252,29,-1.2397,54,-0.2034,30,-1.0906,50,-0.3078
ENSG00000205937,RNPS1,988,2.84565,75,-1.6573,121,-0.9443,146,-0.6525,128,-0.9399,172,-0.4519,172,-0.4001,119,-0.9650
ENSG00000167972,ABCA3,89,0.60599,27,-1.2607,40,-0.6553,83,0.48851,78,0.44797,49,-0.3858,69,0.18649,51,-0.2936
ENSG00000162065,TBC1D24,89,0.75839,9,-2.6844,28,-1.0769,38,-0.5918,64,0.22650,57,0.01614,83,0.63351,74,0.43974
ENSG00000185883,ATP6V0C,89,-2.8054,212,-1.5355,325,-0.8864,615,0.11152,1033,1.16926,619,0.13813,800,0.54326,393,-0.5941
ENSG00000140992,PDPK1,89,0.56321,33,-1.0200,80,0.38362,29,-1.2010,63,-0.0077,52,-0.3373,106,0.85215,65,0.04630
ENSG00000167978,SRRM2,89,-0.6187,202,0.69423,128,-0.0556,74,-0.9122,94,-0.5879,84,-0.7749,261,1.13796,214,0.79090
ENSG00000103363,ELOB,89,-3.1108,499,-0.5499,721,0.03134,1052,0.65353,793,0.20888,1167,0.97849,334,-1.1613,456,-0.6888
ENSG00000162076,FLYWCH2,89,1.54845,17,-1.1617,24,-0.6387,46,0.39391,31,-0.2618,31,-0.2452,23,-0.6759,37,0.02639
ENSG00000059122,FLYWCH1,89,1.52063,16,-1.2303,31,-0.2578,32,-0.1924,46,0.42115,24,-0.7167,33,-0.1457,24,-0.6690
ENSG00000162073,PAQR4,89,1.94293,77,1.64777,12,-1.3904,17,-0.8166,21,-0.5763,17,-0.8998,15,-0.9942,8,-1.9557
ENSG00000103145,HCFC1R1,89,-1.0692,68,-1.4709,157,-0.2048,230,0.41673,183,0.04393,301,1.03025,165,-0.1249,104,-0.8337
ENSG00000006194,ZNF263,89,2.27228,15,-0.7974,18,-0.5037,7,-1.8214,27,0.15088,14,-0.9252,26,0.01817,13,-0.9966
ENSG00000162086,ZNF75A,89,2.64898,19,-0.2196,11,-1.0128,31,0.61243,6,-2.0502,12,-0.9660,17,-0.3222,11,-0.9948
ENSG00000122390,NAA60,89,1.91250,23,-0.4167,29,-0.0729,25,-0.3034,29,-0.0510,16,-1.0136,17,-0.8377,26,-0.2217
ENSG00000103351,CLUAP1,89,0.88700,49,-0.0899,38,-0.5037,34,-0.6828,45,-0.2594,41,-0.4243,59,0.19181,81,0.72524
ENSG00000126602,TRAP1,89,0.26327,32,-1.3084,36,-1.1470,78,0.04577,114,0.76931,83,0.17053,63,-0.2860,66,-0.2245
ENSG00000005339,CREBBP,89,0.48636,85,0.39496,83,0.36256,38,-0.8699,48,-0.5629,35,-1.0699,121,0.99597,82,0.33561
ENSG00000162104,ADCY9,89,2.61196,3,-2.6182,12,-0.9145,21,-0.0870,15,-0.5815,12,-1.0035,15,-0.5486,22,0.04355
ENSG00000217930,PAM16,89,0.26422,36,-1.1643,48,-0.7086,128,0.87100,83,0.16264,106,0.62742,36,-1.1639,44,-0.8521
ENSG00000262246,CORO7,89,2.95197,26,0.51851,4,-2.2450,11,-0.8179,7,-1.5967,11,-0.9293,14,-0.4168,9,-1.1093
ENSG00000103423,DNAJA3,89,1.56889,28,-0.3824,25,-0.5368,30,-0.2619,50,0.61121,27,-0.4593,29,-0.3453,2,-3.9855
ENSG00000153406,NMRAL1,89,0.61292,56,-0.1481,34,-0.9137,106,0.90052,80,0.49691,51,-0.3314,30,-1.0995,37,-0.7918
ENSG00000103415,HMOX2,89,-0.4610,103,-0.2465,46,-1.4699,120,0.00635,183,0.80875,157,0.50910,93,-0.4055,67,-0.8960
ENSG00000089486,CDIP1,89,-0.5466,50,-1.4292,101,-0.3494,164,0.42371,186,0.72805,141,0.18984,118,-0.1108,91,-0.5235
ENSG00000153443,UBALD1,89,2.00969,13,-1.1604,19,-0.6147,8,-1.9432,31,0.15122,29,0.05575,29,0.02494,6,-2.2602
ENSG00000102858,MGRN1,89,2.58718,10,-1.1553,23,0.05763,4,-2.6061,21,-0.0498,9,-1.4275,13,-0.7437,19,-0.1900
ENSG00000168101,NUDT16L1,89,0.93342,32,-0.6949,34,-0.6350,90,0.94947,49,-0.0676,51,0.01164,22,-1.3061,41,-0.3462
ENSG00000067836,ROGDI,89,-0.1038,138,0.60648,62,-0.6826,77,-0.3311,108,0.21923,123,0.46762,86,-0.1565,40,-1.3154
ENSG00000140632,GLYR1,89,0.32872,51,-0.5715,38,-0.9865,66,-0.1459,98,0.54989,60,-0.3297,105,0.59109,63,-0.2326
ENSG00000118900,UBN1,89,1.78896,21,-0.6163,26,-0.3039,7,-2.3264,26,-0.3675,15,-1.2779,65,1.20087,29,-0.1416
ENSG00000103184,SEC14L5,89,2.23107,72,1.77176,4,-2.5341,10,-1.4471,17,-0.6912,11,-1.3986,23,-0.1829,3,-2.9344
ENSG00000103174,NAGPA,89,1.84638,2,-3.5734,15,-1.0998,9,-1.7744,61,1.37792,22,-0.6046,21,-0.5923,6,-2.3832
ENSG00000153446,C16orf89,89,1.91890,6,-2.3602,31,0.03765,53,0.93162,7,-2.2200,3,-3.3832,8,-1.8700,91,1.96053
ENSG00000078328,RBFOX1,89,-1.2494,3,-6.1699,56,-1.9467,111,-0.9186,343,1.05429,242,0.34281,452,1.38601,126,-0.7305
ENSG00000183044,ABAT,89,-0.8385,49,-1.7448,190,0.34882,327,1.28397,97,-0.7739,178,0.27878,144,-0.0995,181,0.27174
ENSG00000153048,CARHSP1,89,1.38151,89,1.36486,42,0.09780,56,0.57831,7,-2.6179,20,-1.1225,9,-2.1845,55,0.53242
ENSG00000187555,USP7,89,-0.4097,82,-0.5424,87,-0.4511,76,-0.6569,177,0.80944,94,-0.3585,173,0.65154,110,-0.0902
ENSG00000182831,C16orf72,89,1.49622,28,-0.4455,39,0.05735,33,-0.1950,27,-0.5574,39,0.07492,33,-0.1838,19,-1.0458
ENSG00000183454,GRIN2A,89,-1.1030,2,-6.6246,39,-2.3199,133,-0.4916,428,1.81805,124,-0.6659,348,1.08735,107,-0.8239
ENSG00000166669,ATF7IP2,89,2.58850,5,-2.0465,19,-0.1863,13,-0.8329,17,-0.4423,15,-0.6245,10,-1.1728,18,-0.2835
ENSG00000103274,NUBP1,89,2.73927,15,-0.4936,20,-0.0718,14,-0.5578,7,-1.6598,12,-0.8416,16,-0.3557,12,-0.8123
ENSG00000182108,DEXI,89,0.87972,19,-1.5451,59,0.18379,80,0.69170,35,-0.6996,50,-0.0700,40,-0.4198,67,0.38788
ENSG00000189067,LITAF,89,0.80157,260,3.00066,58,0.08940,37,-0.6097,5,-3.5076,15,-2.0735,27,-1.0991,36,-0.6393
ENSG00000184602,SNN,89,-0.5202,39,-1.7782,132,0.09482,143,0.22078,175,0.64482,162,0.49226,96,-0.4077,71,-0.8643
ENSG00000122299,ZC3H7A,89,1.38496,49,0.35797,43,0.13570,20,-1.0614,29,-0.5062,14,-1.6531,45,0.21809,61,0.70488
ENSG00000171490,RSL1D1,89,-0.6982,172,0.34019,133,-0.0737,59,-1.3352,140,0.00259,88,-0.7970,254,0.99404,235,0.85813
ENSG00000103342,GSPT1,89,-0.4912,159,0.42555,131,0.11576,47,-1.4486,111,-0.1675,102,-0.3108,148,0.30507,220,0.98041
ENSG00000048471,SNX29,89,2.48000,48,1.23967,18,-0.3676,9,-1.4456,9,-1.5154,7,-1.7929,17,-0.4711,16,-0.5822
ENSG00000103381,CPPED1,89,2.14283,77,1.83956,18,-0.6463,4,-2.7635,16,-0.8194,11,-1.4073,10,-1.5030,15,-0.9058
ENSG00000237515,SHISA9,89,1.32543,4,-3.1855,4,-3.3216,38,-0.1034,68,1.00426,29,-0.6082,60,0.64209,17,-1.3148
ENSG00000175595,ERCC4,89,2.03128,48,0.88535,18,-0.7101,12,-1.2909,9,-1.8478,14,-1.1897,34,0.31747,35,0.36266
ENSG00000186260,MRTFB,89,-0.4846,8,-3.9419,79,-0.6819,44,-1.5458,259,1.55928,133,0.16493,159,0.42981,54,-1.2544
ENSG00000140694,PARN,89,1.92297,34,0.21458,14,-1.1001,16,-0.9209,28,-0.0804,14,-1.2379,34,0.19710,25,-0.2655
ENSG00000103429,BFAR,89,1.98642,23,-0.3252,18,-0.7153,12,-1.3204,21,-0.5669,21,-0.5367,33,0.21263,29,0.02236
ENSG00000103512,NOMO1,89,0.77900,22,-1.4297,21,-1.4692,60,0.12206,89,0.90862,48,-0.2540,44,-0.3530,45,-0.3330
ENSG00000179889,PDXDC1,89,0.66167,55,-0.1160,34,-0.8645,45,-0.4464,64,0.14177,46,-0.4385,88,0.63441,63,0.08726
ENSG00000157045,NTAN1,89,1.51502,17,-1.1813,41,0.15798,29,-0.3590,29,-0.4000,46,0.39210,28,-0.4124,14,-1.4570
ENSG00000085721,RRN3,89,2.11848,21,-0.3738,15,-0.9086,19,-0.5684,27,-0.0330,10,-1.6342,20,-0.5052,34,0.38215
ENSG00000166780,BMERB1,89,-1.3314,68,-1.7395,173,-0.3197,130,-0.7654,285,0.55253,281,0.53074,331,0.73525,196,-0.1212
ENSG00000166783,MARF1,89,-0.0520,74,-0.3397,126,0.50359,60,-0.6710,56,-0.8401,96,0.06857,177,1.08635,92,0.00047
ENSG00000133393,FOPNL,89,1.52590,24,-0.6601,28,-0.4134,44,0.28145,37,0.01280,33,-0.1824,20,-0.9069,21,-0.8509
ENSG00000103489,XYLT1,89,1.89495,13,-1.3106,26,-0.2530,11,-1.5097,26,-0.2728,36,0.30165,33,0.12646,8,-2.0171
ENSG00000134419,RPS15A,89,-2.5929,713,0.59267,1055,1.27923,783,0.75146,319,-0.7588,609,0.38002,146,-1.8686,321,-0.6837
ENSG00000170540,ARL6IP1,89,-2.6621,229,-1.2718,564,0.12900,429,-0.3058,588,0.22499,682,0.50593,718,0.52683,634,0.32028
