Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to10,Feature log2 fold change topic 3to10
ENSG00000116288,PARK7,175,-1.2253,409,1.22531
ENSG00000116285,ERRFI1,12,-0.4841,17,0.48412
ENSG00000162426,SLC45A1,9,-1.9517,34,1.95177
ENSG00000142599,RERE,257,1.48775,91,-1.4877
ENSG00000074800,ENO1,192,-2.0052,772,2.00525
ENSG00000171612,SLC25A33,19,-0.5566,28,0.55666
ENSG00000171603,CLSTN1,154,-2.0818,655,2.08186
ENSG00000178585,CTNNBIP1,31,-0.5622,46,0.56223
ENSG00000162441,LZIC,107,1.14218,48,-1.1421
ENSG00000130939,UBE4B,39,0.03427,38,-0.0342
ENSG00000054523,KIF1B,463,0.51811,323,-0.5181
ENSG00000142657,PGD,32,-0.8707,58,0.87071
ENSG00000175279,CENPS,5,-1.6346,16,1.63462
ENSG00000241563,CORT,7,-3.5007,84,3.50079
ENSG00000160049,DFFA,92,1.00611,46,-1.0061
ENSG00000142655,PEX14,4,-2.4460,24,2.44609
ENSG00000120948,TARDBP,101,0.44625,74,-0.4462
ENSG00000116649,SRM,28,-1.4596,79,1.45965
ENSG00000171824,EXOSC10,57,0.80050,32,-0.8005
ENSG00000198793,MTOR,22,-1.0535,45,1.05357
ENSG00000116661,FBXO2,83,-1.7962,288,1.79623
ENSG00000132879,FBXO44,30,-1.8552,111,1.85523
ENSG00000116670,MAD2L2,14,-0.3786,19,0.37861
ENSG00000177000,MTHFR,19,-0.1081,20,0.10812
ENSG00000011021,CLCN6,34,-1.1723,76,1.17232
ENSG00000116685,KIAA2013,37,0.13643,34,-0.1364
ENSG00000083444,PLOD1,17,-0.2639,21,0.26397
ENSG00000116688,MFN2,65,-0.8298,116,0.82988
ENSG00000116691,MIIP,20,-0.1296,22,0.12964
ENSG00000048707,VPS13D,46,-0.3081,57,0.30817
ENSG00000162496,DHRS3,9,-1.2372,22,1.23726
ENSG00000116731,PRDM2,202,0.86047,111,-0.8604
ENSG00000189337,KAZN,79,0.65084,50,-0.6508
ENSG00000142634,EFHD2,11,-3.7215,157,3.72154
ENSG00000116138,DNAJC16,13,-1.0233,27,1.02335
ENSG00000197312,DDI2,27,0.08989,25,-0.0898
ENSG00000116786,PLEKHM2,57,-0.6297,88,0.62978
ENSG00000065526,SPEN,416,2.66786,65,-2.6678
ENSG00000116809,ZBTB17,25,0.31857,20,-0.3185
ENSG00000185519,FAM131C,40,1.44328,14,-1.4432
ENSG00000037637,FBXO42,11,-0.7846,20,0.78468
ENSG00000055070,SZRD1,46,0.71036,28,-0.7103
ENSG00000159363,ATP13A2,36,-1.9048,137,1.90481
ENSG00000117118,SDHB,34,-1.3141,85,1.31419
ENSG00000117115,PADI2,292,1.92025,77,-1.9202
ENSG00000179051,RCC2,14,-0.4801,20,0.48016
ENSG00000074964,ARHGEF10L,7,-1.4069,19,1.40695
ENSG00000117154,IGSF21,17,-2.2816,84,2.28161
ENSG00000159423,ALDH4A1,8,-1.7632,28,1.76324
ENSG00000127481,UBR4,52,1.28836,21,-1.2883
ENSG00000127463,EMC1,21,-0.3544,27,0.35444
ENSG00000053372,MRTO4,15,-1.7553,51,1.75539
ENSG00000053371,AKR7A2,24,-0.9556,46,0.95564
ENSG00000077549,CAPZB,126,-0.6920,204,0.69202
ENSG00000173436,MICOS10,307,-0.4495,420,0.44951
ENSG00000158747,NBL1,27,-2.7063,178,2.70637
ENSG00000162545,CAMK2N1,1062,-0.5604,1567,0.56046
ENSG00000090432,MUL1,11,-0.7741,20,0.77416
ENSG00000158828,PINK1,155,-1.8093,546,1.80939
ENSG00000244038,DDOST,15,-1.2297,36,1.22977
ENSG00000117245,KIF17,2,-3.1106,24,3.11065
ENSG00000189410,SH2D5,4,-3.1066,42,3.10666
ENSG00000127483,HP1BP3,374,1.17603,165,-1.1760
ENSG00000075151,EIF4G3,258,0.66429,162,-0.6642
ENSG00000117298,ECE1,26,0.40211,19,-0.4021
ENSG00000076864,RAP1GAP,28,-2.5547,166,2.55477
ENSG00000090686,USP48,137,1.28881,56,-1.2888
ENSG00000070831,CDC42,142,-0.5386,207,0.53867
ENSG00000173372,C1QA,18,-0.2160,21,0.21605
ENSG00000173369,C1QB,27,-0.0564,28,0.05648
ENSG00000004487,KDM1A,23,-1.0550,48,1.05509
ENSG00000169641,LUZP1,43,-0.8657,78,0.86570
ENSG00000125944,HNRNPR,168,0.61101,110,-0.6110
ENSG00000142676,RPL11,915,0.50890,643,-0.5089
ENSG00000011007,ELOA,36,0.75578,21,-0.7557
ENSG00000057757,PITHD1,75,-1.3493,191,1.34933
ENSG00000011009,LYPLA2,7,-1.8660,29,1.86604
ENSG00000117305,HMGCL,16,-0.1303,18,0.13030
ENSG00000189266,PNRC2,43,-0.3917,56,0.39174
ENSG00000188529,SRSF10,74,0.29606,60,-0.2960
ENSG00000001461,NIPAL3,347,1.67613,108,-1.6761
ENSG00000133226,SRRM1,794,2.62227,128,-2.6222
ENSG00000169504,CLIC4,143,2.07684,34,-2.0768
ENSG00000117614,SYF2,165,0.67568,103,-0.6756
ENSG00000117616,RSRP1,95,0.57625,64,-0.5762
ENSG00000183726,TMEM50A,71,0.18644,62,-0.1864
ENSG00000204178,MACO1,70,1.06605,33,-1.0660
ENSG00000117643,MAN1C1,14,-1.0682,30,1.06827
ENSG00000162430,SELENON,15,-1.1055,34,1.10559
ENSG00000117640,MTFR1L,26,-1.4461,72,1.44613
ENSG00000117632,STMN1,872,-0.8205,1540,0.82056
ENSG00000158008,EXTL1,4,-3.5691,49,3.56913
ENSG00000142684,ZNF593,6,-2.6298,39,2.62987
ENSG00000142669,SH3BGRL3,131,-1.0703,276,1.07031
ENSG00000158062,UBXN11,3,-2.8309,26,2.83094
ENSG00000117682,DHDDS,5,-1.9895,23,1.98957
ENSG00000198830,HMGN2,232,0.42685,173,-0.4268
ENSG00000117713,ARID1A,87,0.57425,58,-0.5742
ENSG00000204160,ZDHHC18,10,-1.1625,22,1.16250
ENSG00000142751,GPN2,17,-0.2080,20,0.20808
ENSG00000090273,NUDC,165,-0.7696,282,0.76968
ENSG00000253368,TRNP1,9,-2.6243,58,2.62435
ENSG00000090020,SLC9A1,3,-2.1404,16,2.14048
ENSG00000142784,WDTC1,16,-0.9377,30,0.93778
ENSG00000186501,TMEM222,34,-0.8543,63,0.85437
ENSG00000158195,WASF2,187,2.28959,38,-2.2895
ENSG00000126705,AHDC1,16,-1.4745,45,1.47456
ENSG00000126709,IFI6,64,-0.8747,117,0.87470
ENSG00000009780,FAM76A,20,-0.0733,21,0.07338
ENSG00000117758,STX12,72,-0.7469,121,0.74693
ENSG00000117751,PPP1R8,33,0.10458,30,-0.1045
ENSG00000117748,RPA2,26,-1.4259,72,1.42591
ENSG00000126698,DNAJC8,266,0.43760,196,-0.4376
ENSG00000130770,ATP5IF1,201,-1.8714,737,1.87146
ENSG00000204138,PHACTR4,113,2.69148,17,-2.6914
ENSG00000180098,TRNAU1AP,27,0.29604,22,-0.2960
ENSG00000198492,YTHDF2,42,-0.8264,75,0.82640
ENSG00000116350,SRSF4,128,1.05340,61,-1.0534
ENSG00000116353,MECR,11,-2.0342,47,2.03423
ENSG00000162511,LAPTM5,29,0.29513,24,-0.2951
ENSG00000162512,SDC3,35,-1.3437,89,1.34374
ENSG00000134644,PUM1,95,-0.4153,127,0.41533
ENSG00000121766,ZCCHC17,164,-0.1401,181,0.14013
ENSG00000121769,FABP3,18,-2.8397,133,2.83970
ENSG00000162517,PEF1,26,-1.6574,83,1.65744
ENSG00000084636,COL16A1,64,0.17363,57,-0.1736
ENSG00000121753,ADGRB2,41,-2.5787,245,2.57878
ENSG00000184007,PTP4A2,1408,2.58124,235,-2.5812
ENSG00000121774,KHDRBS1,132,0.12899,121,-0.1289
ENSG00000025800,KPNA6,94,0.13783,85,-0.1378
ENSG00000084652,TXLNA,36,0.42243,27,-0.4224
ENSG00000160050,CCDC28B,9,-1.3176,24,1.31768
ENSG00000084623,EIF3I,49,-0.9841,97,0.98415
ENSG00000175130,MARCKSL1,675,1.78607,195,-1.7860
ENSG00000160058,BSDC1,51,-0.2745,61,0.27457
ENSG00000176261,ZBTB8OS,36,-0.3249,45,0.32493
ENSG00000162521,RBBP4,82,0.00782,82,-0.0078
ENSG00000162522,KIAA1522,3,-2.5244,18,2.52449
ENSG00000134684,YARS,28,-2.0310,114,2.03103
ENSG00000160097,FNDC5,6,-1.8767,23,1.87675
ENSG00000121905,HPCA,17,-3.5320,207,3.53205
ENSG00000121900,TMEM54,37,-0.2709,45,0.27098
ENSG00000004455,AK2,64,0.88388,35,-0.8838
ENSG00000142920,AZIN2,19,-0.6840,31,0.68403
ENSG00000160094,ZNF362,10,-0.8516,18,0.85167
ENSG00000134686,PHC2,69,0.30747,55,-0.3074
ENSG00000163866,SMIM12,15,-1.9997,60,1.99979
ENSG00000116544,DLGAP3,1,-5.0850,47,5.08500
ENSG00000163867,ZMYM6,13,-0.5938,20,0.59380
ENSG00000116560,SFPQ,473,1.38505,181,-1.3850
ENSG00000146463,ZMYM4,51,0.21320,44,-0.2132
ENSG00000142687,KIAA0319L,56,-0.4286,76,0.42861
ENSG00000020129,NCDN,53,-3.4639,585,3.46395
ENSG00000126067,PSMB2,51,-1.0424,106,1.04240
ENSG00000142686,C1orf216,11,-3.1644,107,3.16447
ENSG00000134698,AGO4,12,-0.6278,18,0.62786
ENSG00000092847,AGO1,43,0.13854,39,-0.1385
ENSG00000126070,AGO3,113,1.87560,30,-1.8756
ENSG00000116863,ADPRHL2,20,-0.1818,23,0.18181
ENSG00000054116,TRAPPC3,19,-1.3939,52,1.39390
ENSG00000116871,MAP7D1,234,0.18834,205,-0.1883
ENSG00000054118,THRAP3,238,1.13804,108,-1.1380
ENSG00000196182,STK40,9,-1.0957,20,1.09576
ENSG00000181817,LSM10,16,-1.4628,45,1.46285
ENSG00000116885,OSCP1,2,-3.2123,23,3.21239
ENSG00000116898,MRPS15,30,-1.2685,73,1.26858
ENSG00000163873,GRIK3,1,-4.1781,24,4.17818
ENSG00000163875,MEAF6,36,-1.6279,113,1.62791
ENSG00000134697,GNL2,42,1.16706,19,-1.1670
ENSG00000185090,MANEAL,4,-2.5768,29,2.57683
ENSG00000197982,C1orf122,242,-0.0532,251,0.05324
ENSG00000188786,MTF1,36,1.48315,13,-1.4831
ENSG00000183431,SF3A3,33,-0.3503,42,0.35030
ENSG00000183520,UTP11,35,0.27340,28,-0.2734
ENSG00000116954,RRAGC,42,-0.1322,46,0.13221
ENSG00000174574,AKIRIN1,76,-0.1403,83,0.14030
ENSG00000168653,NDUFS5,376,-1.4549,1032,1.45490
ENSG00000127603,MACF1,591,1.52107,206,-1.5210
ENSG00000090621,PABPC4,109,0.85142,60,-0.8514
ENSG00000116983,HPCAL4,30,-3.5848,367,3.58487
ENSG00000084072,PPIE,32,-0.3100,40,0.31002
ENSG00000131236,CAP1,135,-0.2920,165,0.29207
ENSG00000131238,PPT1,57,-1.1571,128,1.15713
ENSG00000117000,RLF,34,1.12540,15,-1.1254
ENSG00000084073,ZMPSTE24,24,-0.2795,29,0.27952
ENSG00000049089,COL9A2,80,1.28240,33,-1.2824
ENSG00000084070,SMAP2,48,-1.3129,120,1.31294
ENSG00000117016,RIMS3,10,-3.6105,123,3.61050
ENSG00000066136,NFYC,14,-1.0193,30,1.01936
ENSG00000179862,CITED4,4,-2.0284,16,2.02841
ENSG00000127124,HIVEP3,11,-0.7541,19,0.75414
ENSG00000198815,FOXJ3,14,-1.5375,43,1.53759
ENSG00000177181,RIMKLA,10,-1.6936,32,1.69363
ENSG00000127125,PPCS,46,-0.4128,62,0.41287
ENSG00000186409,CCDC30,41,0.57831,27,-0.5783
ENSG00000171960,PPIH,6,-1.4955,19,1.49551
ENSG00000065978,YBX1,248,1.24923,104,-1.2492
ENSG00000164008,C1orf50,20,-0.4523,27,0.45239
ENSG00000177868,SVBP,43,-0.2237,50,0.22379
ENSG00000117394,SLC2A1,37,0.02519,36,-0.0251
ENSG00000117395,EBNA1BP2,48,-1.0973,103,1.09734
ENSG00000179178,TMEM125,122,3.06228,14,-3.0622
ENSG00000066322,ELOVL1,165,2.59506,27,-2.5950
ENSG00000159479,MED8,12,-1.0115,26,1.01153
ENSG00000198198,SZT2,37,1.37756,14,-1.3775
ENSG00000178922,HYI,23,0.10579,21,-0.1057
ENSG00000142949,PTPRF,92,-0.1791,104,0.17911
ENSG00000066135,KDM4A,15,-0.0134,15,0.01347
ENSG00000126091,ST3GAL3,4,-3.2056,39,3.20567
ENSG00000117408,IPO13,107,0.65428,68,-0.6542
ENSG00000117410,ATP6V0B,168,-1.3049,417,1.30492
ENSG00000117411,B4GALT2,41,-0.8399,73,0.83993
ENSG00000159214,CCDC24,4,-1.9715,18,1.97159
ENSG00000178028,DMAP1,37,-0.7944,65,0.79443
ENSG00000117419,ERI3,67,-1.3913,176,1.39136
ENSG00000187147,RNF220,178,0.53773,122,-0.5377
ENSG00000142937,RPS8,2250,0.84023,1256,-0.8402
ENSG00000070785,EIF2B3,30,-0.0901,32,0.09018
ENSG00000126088,UROD,35,-1.4397,95,1.43978
ENSG00000117450,PRDX1,209,-0.5483,305,0.54837
ENSG00000117448,AKR1A1,37,-0.8115,65,0.81150
ENSG00000132780,NASP,304,2.57224,51,-2.5722
ENSG00000159592,GPBP1L1,42,0.63672,27,-0.6367
ENSG00000086015,MAST2,15,-0.9322,28,0.93221
ENSG00000117461,PIK3R3,9,-1.2012,22,1.20123
ENSG00000085998,POMGNT1,58,0.03225,57,-0.0322
ENSG00000132128,LRRC41,22,-0.7137,37,0.71371
ENSG00000173660,UQCRH,160,-1.8667,587,1.86673
ENSG00000117481,NSUN4,22,0.60547,14,-0.6054
ENSG00000117480,FAAH,67,0.69136,42,-0.6913
ENSG00000282881,TMEM275,1,-4.2394,21,4.23945
ENSG00000079277,MKNK1,10,-1.2045,23,1.20450
ENSG00000123472,ATPAF1,53,-1.2398,126,1.23986
ENSG00000159658,EFCAB14,165,1.32450,65,-1.3245
ENSG00000186377,CYP4X1,1,-3.8157,19,3.81570
ENSG00000162368,CMPK1,97,-0.4967,137,0.49676
ENSG00000162373,BEND5,16,-1.1199,36,1.11998
ENSG00000162374,ELAVL4,20,-2.9633,159,2.96334
ENSG00000185104,FAF1,40,0.02851,39,-0.0285
ENSG00000123091,RNF11,102,-2.1350,452,2.13503
ENSG00000085832,EPS15,156,-0.0288,159,0.02883
ENSG00000117859,OSBPL9,51,1.44027,18,-1.4402
ENSG00000078618,NRDC,167,0.54484,114,-0.5448
ENSG00000169213,RAB3B,28,-2.1100,125,2.11002
ENSG00000117862,TXNDC12,16,-0.8661,29,0.86617
ENSG00000134717,BTF3L4,42,-0.6485,67,0.64856
ENSG00000157077,ZFYVE9,27,-0.2407,32,0.24075
ENSG00000134748,PRPF38A,89,1.26986,37,-1.2698
ENSG00000134744,TUT4,204,2.29132,41,-2.2913
ENSG00000162377,COA7,14,-0.8167,25,0.81675
ENSG00000162378,ZYG11B,56,-1.2901,138,1.29012
ENSG00000121310,ECHDC2,11,-0.7035,18,0.70358
ENSG00000116171,SCP2,58,-0.5577,86,0.55772
ENSG00000162384,CZIB,37,-0.6283,58,0.62837
ENSG00000162385,MAGOH,16,-0.9138,30,0.91381
ENSG00000157193,LRP8,4,-3.2489,44,3.24890
ENSG00000058799,YIPF1,6,-1.4124,18,1.41249
ENSG00000081870,HSPB11,18,-1.2465,43,1.24658
ENSG00000116209,TMEM59,189,0.05409,182,-0.0540
ENSG00000116221,MRPL37,16,-2.3275,80,2.32752
ENSG00000157216,SSBP3,68,-2.0411,283,2.04114
ENSG00000243725,TTC4,15,-0.4808,21,0.48087
ENSG00000116133,DHCR24,265,0.32441,212,-0.3244
ENSG00000162402,USP24,31,0.31450,25,-0.3145
ENSG00000162407,PLPP3,84,-0.0965,90,0.09651
ENSG00000162409,PRKAA2,10,-2.2925,49,2.29254
ENSG00000162601,MYSM1,64,0.97920,32,-0.9792
ENSG00000177606,JUN,66,-0.3023,82,0.30231
ENSG00000134709,HOOK1,8,-2.0491,35,2.04918
ENSG00000162599,NFIA,342,1.11142,158,-1.1114
ENSG00000162604,TM2D1,36,-0.6520,56,0.65209
ENSG00000162607,USP1,118,1.89487,31,-1.8948
ENSG00000116641,DOCK7,15,-0.7893,26,0.78937
ENSG00000125703,ATG4C,61,1.54644,21,-1.5464
ENSG00000079739,PGM1,9,-1.8676,36,1.86764
ENSG00000158966,CACHD1,9,-1.1103,20,1.11033
ENSG00000162434,JAK1,71,0.23911,60,-0.2391
ENSG00000162433,AK4,12,-2.4520,68,2.45207
ENSG00000116675,DNAJC6,268,-0.4481,366,0.44812
ENSG00000213625,LEPROT,32,0.27557,27,-0.2755
ENSG00000184588,PDE4B,112,1.56110,38,-1.5611
ENSG00000118473,SGIP1,44,-1.4684,122,1.46846
ENSG00000198160,MIER1,132,2.10839,30,-2.1083
ENSG00000142864,SERBP1,345,1.10441,160,-1.1044
ENSG00000116717,GADD45A,18,-0.6130,29,0.61309
ENSG00000172380,GNG12,3,-2.5525,22,2.55254
ENSG00000116729,WLS,14,-2.1796,64,2.17966
ENSG00000033122,LRRC7,17,-1.9162,66,1.91625
ENSG00000066557,LRRC40,13,-0.8125,23,0.81257
ENSG00000116754,SRSF11,753,1.83152,211,-1.8315
ENSG00000118454,ANKRD13C,25,-0.2986,31,0.29862
ENSG00000132485,ZRANB2,258,0.86450,141,-0.8645
ENSG00000172260,NEGR1,95,-1.5738,283,1.57383
ENSG00000178965,ERICH3,21,-1.9953,86,1.99532
ENSG00000116791,CRYZ,4,-2.5092,24,2.50927
ENSG00000162623,TYW3,54,0.37213,41,-0.3721
ENSG00000117054,ACADM,42,0.10576,39,-0.1057
ENSG00000137955,RABGGTB,38,-0.2853,46,0.28537
ENSG00000117069,ST6GALNAC5,0,-5.7320,40,5.73206
ENSG00000142892,PIGK,24,-0.5477,35,0.54775
ENSG00000154027,AK5,149,-1.2331,351,1.23312
ENSG00000036549,AC118549.1,63,1.30768,25,-1.3076
ENSG00000077254,USP33,73,-0.3400,92,0.34004
ENSG00000180488,MIGA1,141,0.36565,109,-0.3656
ENSG00000162613,FUBP1,56,0.30887,45,-0.3088
ENSG00000162616,DNAJB4,19,-0.4322,26,0.43222
ENSG00000117114,ADGRL2,2,-3.2040,24,3.20408
ENSG00000137941,TTLL7,1099,2.58338,183,-2.5833
ENSG00000142875,PRKACB,233,-0.7334,387,0.73340
ENSG00000117133,RPF1,28,-0.0064,28,0.00648
ENSG00000174021,GNG5,15,-0.9981,31,0.99812
ENSG00000117155,SSX2IP,30,-1.7649,103,1.76497
ENSG00000162642,C1orf52,27,-1.1081,58,1.10817
ENSG00000153904,DDAH1,32,-3.1506,287,3.15060
ENSG00000117174,ZNHIT6,124,1.63830,40,-1.6383
ENSG00000122417,ODF2L,83,0.57177,56,-0.5717
ENSG00000097033,SH3GLB1,83,1.01665,41,-1.0166
ENSG00000183291,SELENOF,91,-0.0401,93,0.04016
ENSG00000153936,HS2ST1,6,-2.6099,37,2.60999
ENSG00000143013,LMO4,203,-1.9409,780,1.94092
ENSG00000065243,PKN2,93,2.19762,20,-2.1976
ENSG00000137947,GTF2B,10,-1.0689,22,1.06896
ENSG00000137944,KYAT3,8,-1.8231,28,1.82317
ENSG00000213516,RBMXL1,44,1.36931,17,-1.3693
ENSG00000197147,LRRC8B,64,-0.5046,91,0.50466
ENSG00000171492,LRRC8D,80,1.92539,21,-1.9253
ENSG00000162664,ZNF326,321,2.64546,51,-2.6454
ENSG00000233593,LINC02609,41,1.15641,18,-1.1564
ENSG00000122482,ZNF644,167,2.39269,31,-2.3926
ENSG00000172031,EPHX4,2,-3.0209,23,3.02097
ENSG00000189195,BTBD8,166,0.21140,143,-0.2114
ENSG00000122484,RPAP2,109,1.32662,43,-1.3266
ENSG00000067208,EVI5,181,2.46255,32,-2.4625
ENSG00000122406,RPL5,851,0.38428,652,-0.3842
ENSG00000154511,DIPK1A,26,-0.1943,30,0.19436
ENSG00000143033,MTF2,53,1.04288,26,-1.0428
ENSG00000117500,TMED5,25,0.00264,25,-0.0026
ENSG00000117505,DR1,28,-0.8003,48,0.80030
ENSG00000137942,FNBP1L,13,-0.9932,27,0.99323
ENSG00000067334,DNTTIP2,128,1.06866,61,-1.0686
ENSG00000023909,GCLM,16,-0.8528,29,0.85284
ENSG00000117528,ABCD3,61,0.80138,35,-0.8013
ENSG00000117525,F3,7,-2.0090,29,2.00905
ENSG00000117519,CNN3,54,-0.6937,87,0.69372
ENSG00000152078,TLCD4,12,-1.2586,29,1.25866
ENSG00000228971,LINC02607,4,-3.5436,53,3.54362
ENSG00000117569,PTBP2,46,-0.4915,65,0.49153
ENSG00000117598,PLPPR5,2,-3.8412,32,3.84126
ENSG00000117600,PLPPR4,8,-3.8861,132,3.88611
ENSG00000162688,AGL,22,-0.3434,29,0.34345
ENSG00000117620,SLC35A3,43,1.51726,15,-1.5172
ENSG00000156875,MFSD14A,28,-0.3480,36,0.34803
ENSG00000137992,DBT,49,0.22037,42,-0.2203
ENSG00000224616,RTCA-AS1,39,1.53753,13,-1.5375
ENSG00000137996,RTCA,15,-1.8495,55,1.84950
ENSG00000162694,EXTL2,22,-0.2533,27,0.25332
ENSG00000170989,S1PR1,4,-2.4883,25,2.48839
ENSG00000118733,OLFM3,10,-2.3618,54,2.36186
ENSG00000185946,RNPC3,230,2.22456,49,-2.2245
ENSG00000162636,FAM102B,9,-2.4970,55,2.49709
ENSG00000162639,HENMT1,6,-1.7954,21,1.79546
ENSG00000134186,PRPF38B,348,2.26722,72,-2.2672
ENSG00000116266,STXBP3,120,1.33203,47,-1.3320
ENSG00000121957,GPSM2,80,2.17288,17,-2.1728
ENSG00000121940,CLCC1,18,-0.2277,22,0.22774
ENSG00000085433,WDR47,16,-3.0225,131,3.02251
ENSG00000197780,TAF13,84,0.09409,79,-0.0940
ENSG00000215717,TMEM167B,27,-0.6092,42,0.60922
ENSG00000116299,KIAA1324,10,-0.8045,18,0.80457
ENSG00000031698,SARS,153,-0.6491,240,0.64913
ENSG00000143126,CELSR2,66,-0.7167,109,0.71677
ENSG00000134222,PSRC1,74,0.74162,44,-0.7416
ENSG00000134243,SORT1,389,0.76588,229,-0.7658
ENSG00000143106,PSMA5,28,-1.5040,79,1.50404
ENSG00000181754,AMIGO1,4,-3.3811,46,3.38110
ENSG00000065135,GNAI3,24,0.12712,21,-0.1271
ENSG00000116337,AMPD2,12,-2.7234,84,2.72347
ENSG00000168765,GSTM4,7,-1.9884,28,1.98843
ENSG00000134201,GSTM5,11,-2.3598,61,2.35985
ENSG00000134202,GSTM3,17,-2.5883,106,2.58837
ENSG00000168710,AHCYL1,220,-0.6817,354,0.68174
ENSG00000143093,STRIP1,7,-2.4693,42,2.46932
ENSG00000197106,SLC6A17,17,-3.0760,147,3.07608
ENSG00000116396,KCNC4,7,-2.6996,47,2.69960
ENSG00000134248,LAMTOR5,65,-1.3531,167,1.35312
ENSG00000177301,KCNA2,8,-2.8245,60,2.82450
ENSG00000259834,AL365361.1,2,-2.9756,19,2.97569
ENSG00000121931,LRIF1,24,0.33360,19,-0.3336
ENSG00000134255,CEPT1,29,0.37260,22,-0.3726
ENSG00000116455,WDR77,6,-1.3207,16,1.32078
ENSG00000116459,ATP5PB,87,-1.2200,203,1.22004
ENSG00000116473,RAP1A,127,1.40771,48,-1.4077
ENSG00000197852,INKA2,8,-2.3593,45,2.35930
ENSG00000171385,KCND3,34,-1.4301,92,1.43013
ENSG00000143079,CTTNBP2NL,33,0.86785,18,-0.8678
ENSG00000116489,CAPZA1,39,-0.5010,56,0.50104
ENSG00000155366,RHOC,45,-0.7228,74,0.72282
ENSG00000155380,SLC16A1,39,1.09457,18,-1.0945
ENSG00000226419,SLC16A1-AS1,50,2.40396,9,-2.4039
ENSG00000198799,LRIG2,30,1.30267,12,-1.3026
ENSG00000081026,MAGI3,28,-0.2576,34,0.25769
ENSG00000116793,PHTF1,12,-0.6686,20,0.66860
ENSG00000081019,RSBN1,52,0.66392,33,-0.6639
ENSG00000134262,AP4B1,14,-0.6964,23,0.69642
ENSG00000163349,HIPK1,35,-0.5166,50,0.51661
ENSG00000197323,TRIM33,59,-0.2298,70,0.22986
