id,id,gfap,neun,olig2,tmem119,area,y,x,cell_type_orig,cell_type
106,106,75.942,0.000,0.000,0.479,449.000,2714.120,2813.325,GFAP,astrocyte
107,107,19.825,0.000,0.780,0.000,382.000,2716.160,1685.819,DAPI,other
108,108,45.696,0.000,0.000,0.052,787.000,2716.140,2563.264,GFAP,astrocyte
109,109,10.806,0.000,1.061,1.520,885.000,2721.427,607.252,DAPI,other
110,110,12.386,0.000,1.462,4.518,866.000,2724.495,988.470,DAPI,other
111,111,28.926,0.000,5.632,0.000,759.000,2722.373,1975.287,DAPI,other
112,112,11.264,0.072,6.471,18.627,1163.000,2731.665,880.897,TMEM119,microglia
113,113,35.056,0.000,0.000,0.000,567.000,2724.342,1075.319,GFAP,astrocyte
114,114,11.213,0.000,0.776,0.000,526.000,2725.000,641.312,DAPI,other
115,115,30.132,0.000,0.000,18.522,780.000,2726.186,2216.623,TMEM119,microglia
116,116,26.496,0.000,0.013,3.893,1010.000,2730.819,1364.722,DAPI,other
117,117,33.038,0.012,13.854,0.906,765.000,2731.012,2156.362,OLIG2,oligo
118,118,21.613,0.011,18.225,0.000,537.000,2730.533,2136.514,OLIG2,oligo
119,119,26.438,0.000,1.290,4.589,754.000,2727.528,2412.537,DAPI,other
120,120,11.532,0.462,0.351,0.030,658.000,2730.848,907.574,DAPI,other
121,121,12.411,0.000,2.647,0.019,978.000,2735.534,807.968,DAPI,other
122,122,66.580,0.097,0.000,1.614,474.000,2728.785,2909.859,GFAP,astrocyte
123,123,9.333,0.077,2.188,9.572,892.000,2734.315,521.673,TMEM119,microglia
124,124,36.054,0.000,4.086,0.000,755.000,2735.722,2555.356,GFAP,astrocyte
125,125,9.987,0.000,4.427,2.836,670.000,2735.773,489.542,DAPI,other
126,126,7.122,0.000,0.426,0.000,714.000,2734.690,581.223,DAPI,other
127,127,67.160,0.000,0.000,5.645,431.000,2730.360,2979.807,GFAP,astrocyte
128,128,32.142,0.000,0.000,26.238,826.000,2736.176,2444.482,TMEM119,microglia
129,129,17.082,0.000,0.044,53.243,682.000,2738.494,852.375,TMEM119,microglia
130,130,21.153,0.122,5.929,20.336,968.000,2739.798,1569.145,TMEM119,microglia
131,131,36.180,0.010,32.020,8.204,941.000,2739.735,2285.306,OLIG2,oligo
132,132,35.323,0.012,4.001,0.118,737.000,2738.501,2472.168,GFAP,astrocyte
133,133,17.808,0.000,3.480,0.774,1101.000,2742.128,1313.554,DAPI,other
134,134,21.338,0.000,12.346,0.000,755.000,2740.393,2118.768,OLIG2,oligo
135,135,8.926,0.000,8.677,6.180,1073.000,2743.882,553.523,DAPI,other
136,136,27.761,0.000,9.771,0.523,1085.000,2743.601,1990.552,DAPI,other
137,137,7.761,0.017,0.000,0.041,936.000,2742.051,262.812,DAPI,other
138,138,23.386,0.375,2.021,1.336,1260.000,2745.299,1600.979,DAPI,other
139,139,11.327,0.000,2.785,0.000,906.000,2744.348,930.762,DAPI,other
140,140,6.303,0.006,0.375,0.015,1180.000,2746.910,205.711,DAPI,other
141,141,5.337,0.000,0.000,0.485,1159.000,2749.126,132.438,DAPI,other
142,142,28.437,0.079,8.438,0.039,917.000,2746.026,2074.119,DAPI,other
143,143,9.367,0.000,0.314,0.000,829.000,2751.368,473.048,DAPI,other
144,144,23.040,0.000,1.258,0.074,1220.000,2749.167,1489.553,DAPI,other
145,145,39.770,0.024,5.665,5.987,839.000,2748.501,2257.461,GFAP,astrocyte
146,146,32.219,0.170,0.420,17.201,1404.000,2755.129,2851.744,TMEM119,microglia
147,147,9.471,0.000,2.548,5.011,1120.000,2750.546,331.595,DAPI,other
148,148,24.182,0.050,4.995,0.412,561.000,2751.166,2422.182,DAPI,other
149,149,8.469,0.000,0.000,0.308,853.000,2760.872,358.698,DAPI,other
150,150,28.916,0.000,24.133,0.550,964.000,2750.357,2636.312,OLIG2,oligo
151,151,18.171,0.000,0.000,2.546,691.000,2751.346,1055.863,DAPI,other
152,152,20.521,0.048,4.431,0.149,1169.000,2762.317,1705.142,DAPI,other
153,153,31.226,0.067,4.307,0.140,997.000,2756.377,1853.516,DAPI,other
154,154,27.787,0.267,5.598,0.040,1384.000,2759.941,2321.262,DAPI,other
155,155,36.103,0.000,5.668,0.705,1125.000,2759.199,3588.549,GFAP,astrocyte
156,156,9.043,0.079,6.566,0.351,1065.000,2763.565,523.909,DAPI,other
157,157,8.738,0.000,3.971,0.761,833.000,2760.866,588.876,DAPI,other
158,158,19.195,0.000,0.000,0.000,802.000,2759.377,1132.055,DAPI,other
159,159,13.776,0.000,3.784,4.726,862.000,2761.868,904.268,DAPI,other
160,160,25.005,0.018,12.115,0.297,1311.000,2767.533,1656.445,OLIG2,oligo
161,161,23.216,0.067,0.097,0.000,661.000,2759.405,1787.545,DAPI,other
162,162,36.602,0.007,11.094,0.016,897.000,2766.819,2615.857,OLIG2,oligo
163,163,30.864,0.032,6.835,0.000,1039.000,2764.704,3513.178,DAPI,other
164,164,15.566,0.163,2.031,0.000,946.000,2765.154,976.539,DAPI,other
165,165,32.353,0.026,8.005,0.818,1831.000,2774.056,2476.741,GFAP,astrocyte
166,166,30.407,0.023,14.655,1.073,643.000,2760.683,2685.401,OLIG2,oligo
167,167,25.712,0.052,6.043,0.706,1220.000,2771.338,1829.722,DAPI,other
168,168,33.585,0.000,0.400,0.000,663.000,2766.682,3005.778,GFAP,astrocyte
169,169,31.168,0.020,5.565,1.152,930.000,2771.035,1984.342,DAPI,other
170,170,30.638,0.000,0.718,0.162,813.000,2769.908,3067.891,DAPI,other
171,171,41.768,0.116,5.155,4.575,1460.000,2774.392,2028.543,GFAP,astrocyte
172,172,29.493,0.000,0.000,0.000,669.000,2770.712,3886.433,DAPI,other
173,173,8.969,0.000,0.000,0.000,550.000,2773.542,819.913,DAPI,other
174,174,17.102,0.000,2.475,0.000,920.000,2775.730,1172.184,DAPI,other
175,175,20.329,0.000,0.778,0.000,776.000,2773.776,2879.152,DAPI,other
176,176,31.343,0.000,0.339,0.000,626.000,2774.117,3488.802,DAPI,other
177,177,8.272,0.000,0.743,15.184,908.000,2779.670,332.399,TMEM119,microglia
178,178,26.780,0.000,0.638,0.000,373.000,2770.458,2360.416,DAPI,other
179,179,34.552,0.000,13.275,0.000,777.000,2776.589,3654.526,OLIG2,oligo
180,180,46.550,0.056,0.039,0.000,431.000,2778.566,2701.206,GFAP,astrocyte
181,181,39.043,0.134,2.660,3.180,1231.000,2781.805,3175.677,GFAP,astrocyte
182,182,52.353,0.260,0.000,11.165,1119.000,2783.092,1445.777,GFAP,astrocyte
183,183,60.451,0.548,0.811,0.816,889.000,2780.377,2671.567,GFAP,astrocyte
184,184,30.266,0.053,1.098,1.967,488.000,2774.781,3033.186,DAPI,other
185,185,9.125,0.057,2.719,17.364,1000.000,2784.992,504.318,TMEM119,microglia
186,186,8.580,0.000,0.000,0.000,440.000,2777.507,566.309,DAPI,other
187,187,31.261,0.020,16.288,0.000,1232.000,2781.622,1929.304,OLIG2,oligo
188,188,9.165,0.010,2.957,5.140,1059.000,2787.189,769.086,DAPI,other
189,189,7.532,0.000,0.128,0.695,919.000,2788.591,284.671,DAPI,other
190,190,8.667,0.481,0.000,3.164,616.000,2785.346,666.328,DAPI,other
191,191,40.776,0.000,5.714,0.000,724.000,2786.779,3631.890,GFAP,astrocyte
192,192,26.724,0.000,6.028,0.312,1155.000,2789.841,4014.053,DAPI,other
193,193,25.258,0.082,7.654,5.660,1169.000,2790.879,2371.534,DAPI,other
194,194,31.949,0.236,0.000,13.666,785.000,2787.720,3761.608,TMEM119,microglia
195,195,26.016,0.000,8.167,0.000,615.000,2792.509,1957.325,DAPI,other
196,196,27.073,0.000,2.702,0.000,1558.000,2797.626,1887.763,DAPI,other
197,197,36.257,0.057,0.000,0.000,440.000,2786.893,2097.561,GFAP,astrocyte
198,198,51.671,0.657,2.388,0.246,854.000,2790.516,2223.232,GFAP,astrocyte
199,199,29.861,0.051,7.460,0.370,886.000,2794.885,3023.314,DAPI,other
200,200,33.856,0.010,8.089,0.000,1106.000,2795.780,4046.720,GFAP,astrocyte
201,201,36.384,0.090,11.220,0.000,1395.000,2797.183,3586.852,OLIG2,oligo
202,202,59.292,2.752,1.527,0.505,713.000,2792.923,2175.056,GFAP,astrocyte
203,203,26.797,0.000,7.129,0.000,1101.000,2798.302,2844.314,DAPI,other
204,204,35.094,0.111,2.225,1.655,1056.000,2797.014,3221.808,GFAP,astrocyte
205,205,8.452,0.000,0.768,3.846,1417.000,2803.315,352.339,DAPI,other
206,206,30.700,0.034,8.298,19.744,862.000,2796.671,1985.313,TMEM119,microglia
207,207,43.428,0.000,13.912,5.080,622.000,2793.804,2256.063,OLIG2,oligo
208,208,29.320,0.041,3.864,0.534,919.000,2796.836,2318.003,DAPI,other
209,209,29.692,0.015,8.745,0.013,1414.000,2803.557,3306.662,DAPI,other
210,210,8.348,0.000,0.057,8.746,965.000,2800.575,606.996,DAPI,other
211,211,40.584,0.251,14.962,1.556,746.000,2796.902,2651.572,OLIG2,oligo
212,212,37.262,0.000,4.310,0.755,1210.000,2800.902,4152.735,GFAP,astrocyte
213,213,34.060,0.000,0.567,0.103,1004.000,2801.205,4186.527,GFAP,astrocyte
214,214,25.618,0.028,0.314,0.000,793.000,2798.135,2427.299,DAPI,other
215,215,37.685,0.103,8.607,0.311,1151.000,2800.523,3702.926,GFAP,astrocyte
216,216,14.725,0.000,14.328,0.000,723.000,2799.683,1188.503,OLIG2,oligo
217,217,29.196,0.000,2.240,0.220,903.000,2801.818,1473.735,DAPI,other
218,218,17.470,0.000,5.290,1.705,878.000,2801.798,1055.678,DAPI,other
219,219,30.950,0.000,0.000,0.000,584.000,2798.981,4301.425,DAPI,other
220,220,39.548,0.035,29.691,0.615,943.000,2810.423,3834.355,OLIG2,oligo
221,221,32.589,0.000,3.156,0.000,270.000,2798.478,3853.000,GFAP,astrocyte
222,222,36.870,0.000,0.222,0.320,460.000,2801.583,1417.280,GFAP,astrocyte
223,223,32.674,0.251,22.397,2.738,1248.000,2812.268,2125.530,OLIG2,oligo
224,224,45.752,0.530,1.531,0.000,657.000,2805.416,2152.702,GFAP,astrocyte
225,225,25.968,0.000,9.312,3.692,494.000,2805.146,2892.917,DAPI,other
226,226,45.767,0.041,0.000,2.017,1000.000,2808.340,3948.564,GFAP,astrocyte
227,227,40.210,1.376,0.071,13.117,463.000,2803.050,3976.927,TMEM119,microglia
228,228,38.437,0.108,8.739,2.397,725.000,2807.611,2278.032,GFAP,astrocyte
229,229,9.505,0.267,0.617,25.663,991.000,2809.982,570.764,TMEM119,microglia
230,230,19.065,0.139,5.984,5.178,634.000,2808.437,2911.697,DAPI,other
231,231,23.589,0.473,10.187,0.468,1064.000,2812.626,1929.697,DAPI,other
232,232,29.561,0.011,22.226,0.518,716.000,2811.865,2097.624,OLIG2,oligo
233,233,48.980,0.090,14.867,0.279,645.000,2808.456,3764.567,OLIG2,oligo
234,234,58.167,1.107,10.094,0.078,785.000,2814.336,2218.017,OLIG2,oligo
235,235,19.197,1.022,0.000,0.000,539.000,2808.950,2394.696,DAPI,other
236,236,30.717,0.226,4.765,17.599,1232.000,2813.168,3255.012,TMEM119,microglia
237,237,18.735,0.046,9.425,19.140,850.000,2814.966,1209.859,TMEM119,microglia
238,238,29.064,0.113,0.218,0.353,1001.000,2812.720,3118.731,DAPI,other
239,239,33.895,0.047,2.353,0.000,485.000,2808.569,2702.295,GFAP,astrocyte
240,240,16.382,0.059,3.104,0.307,1190.000,2815.584,1255.776,DAPI,other
241,241,15.620,0.000,12.198,10.622,977.000,2814.372,1314.947,TMEM119,microglia
242,242,44.218,0.263,0.385,3.323,771.000,2816.396,2249.530,GFAP,astrocyte
243,243,42.814,0.093,8.636,1.008,861.000,2815.067,3808.699,GFAP,astrocyte
244,244,9.454,0.000,10.562,36.630,740.000,2813.122,695.024,TMEM119,microglia
245,245,30.461,0.000,2.341,0.350,525.000,2812.118,2876.981,DAPI,other
246,246,38.110,0.125,10.152,0.000,864.000,2813.363,3641.517,OLIG2,oligo
247,247,23.313,0.032,7.295,1.286,970.000,2818.158,1445.632,DAPI,other
248,248,42.142,0.032,0.000,53.253,744.000,2816.336,1723.129,TMEM119,microglia
249,249,18.704,0.203,2.468,1.201,1137.000,2818.619,1538.207,DAPI,other
250,250,25.863,0.000,17.579,9.333,889.000,2819.135,2624.945,TMEM119,microglia
251,251,15.788,0.000,3.202,3.634,1483.000,2825.227,1077.926,DAPI,other
252,252,29.922,0.051,3.237,0.870,1089.000,2819.478,1596.556,DAPI,other
253,253,33.453,0.187,6.313,32.554,563.000,2818.147,2000.046,TMEM119,microglia
254,254,36.508,0.030,7.714,1.027,329.000,2816.240,2200.204,GFAP,astrocyte
255,255,27.767,0.000,4.631,3.710,938.000,2821.349,2299.344,DAPI,other
256,256,35.835,0.111,17.601,0.000,740.000,2817.114,2656.507,OLIG2,oligo
257,257,21.363,0.000,2.286,3.094,1033.000,2820.699,1695.547,DAPI,other
258,258,21.960,0.000,0.446,16.102,706.000,2818.880,1745.653,TMEM119,microglia
259,259,30.716,0.000,8.519,3.575,751.000,2818.222,3082.750,DAPI,other
260,260,39.590,0.000,0.398,4.031,417.000,2813.129,3921.894,GFAP,astrocyte
261,261,23.692,0.000,18.907,0.698,686.000,2825.620,1980.918,OLIG2,oligo
262,262,23.418,0.096,0.022,12.424,861.000,2820.977,2177.338,TMEM119,microglia
263,263,12.080,0.021,11.530,3.132,1240.000,2823.773,936.369,OLIG2,oligo
264,264,29.922,0.131,0.170,0.000,766.000,2820.244,2508.980,DAPI,other
265,265,32.875,0.000,9.231,0.072,960.000,2824.646,3613.764,OLIG2,oligo
266,266,40.059,0.005,7.162,2.667,835.000,2825.771,3752.315,GFAP,astrocyte
267,267,31.674,0.000,3.396,1.830,702.000,2825.178,2860.145,DAPI,other
268,268,35.197,0.000,6.838,20.403,790.000,2825.843,3059.365,TMEM119,microglia
269,269,31.849,3.544,0.232,23.347,689.000,2828.358,2602.055,TMEM119,microglia
270,270,19.813,0.142,0.040,23.703,1217.000,2830.190,1410.901,TMEM119,microglia
271,271,24.532,0.039,10.257,2.433,645.000,2825.450,2078.078,DAPI,other
272,272,37.864,0.031,3.799,0.090,801.000,2824.614,2731.591,GFAP,astrocyte
273,273,17.615,1.411,0.558,21.824,1395.000,2833.474,1181.442,TMEM119,microglia
274,274,26.807,0.000,11.276,0.175,514.000,2824.761,1960.119,OLIG2,oligo
275,275,29.232,0.015,9.780,0.045,1170.000,2830.220,2432.852,DAPI,other
276,276,27.701,0.000,0.000,0.000,696.000,2826.170,2938.754,DAPI,other
277,277,21.417,0.000,4.968,4.529,1452.000,2832.960,1350.688,DAPI,other
278,278,23.417,0.000,10.198,0.000,961.000,2831.156,2827.880,DAPI,other
279,279,9.642,0.000,1.023,13.563,742.000,2832.065,675.383,TMEM119,microglia
280,280,22.843,0.024,3.830,1.534,789.000,2828.973,1137.591,DAPI,other
281,281,25.995,0.000,0.799,0.029,804.000,2831.861,2701.058,DAPI,other
282,282,20.292,0.000,0.527,0.000,507.000,2830.367,1473.499,DAPI,other
283,283,28.598,0.000,2.718,0.000,721.000,2832.906,3974.466,DAPI,other
284,284,6.281,0.000,2.996,0.600,830.000,2835.431,198.464,DAPI,other
285,285,24.673,0.000,0.808,0.716,584.000,2834.420,1761.860,DAPI,other
286,286,25.168,0.000,8.071,5.473,708.000,2835.689,2057.219,DAPI,other
287,287,39.430,0.055,1.939,1.530,965.000,2835.799,3473.383,GFAP,astrocyte
288,288,26.247,0.000,4.640,0.096,1352.000,2839.324,3291.493,DAPI,other
289,289,13.826,0.000,0.040,1.717,870.000,2837.218,1018.343,DAPI,other
290,290,9.427,0.000,2.327,1.239,1089.000,2839.551,608.255,DAPI,other
291,291,43.558,0.098,6.841,0.100,1037.000,2840.788,4393.127,GFAP,astrocyte
292,292,31.793,0.053,8.199,1.123,1295.000,2844.801,2572.381,DAPI,other
293,293,39.778,0.000,21.125,0.028,1196.000,2847.509,4762.278,OLIG2,oligo
294,294,72.472,0.026,0.000,0.000,623.000,2839.949,4811.873,GFAP,astrocyte
295,295,11.215,0.000,0.544,0.000,687.000,2842.412,953.540,DAPI,other
296,296,26.676,0.077,0.000,1.652,1138.000,2844.631,1942.996,DAPI,other
297,297,30.938,0.000,0.000,2.427,450.000,2841.189,2183.596,DAPI,other
298,298,30.597,0.000,7.418,0.000,965.000,2843.476,2756.820,DAPI,other
299,299,6.944,0.003,0.030,0.045,1117.000,2846.808,308.390,DAPI,other
300,300,19.549,0.036,16.648,1.739,1169.000,2849.568,1441.204,OLIG2,oligo
301,301,25.491,0.021,6.518,0.000,1461.000,2853.697,2014.298,DAPI,other
302,302,10.334,0.000,4.136,17.759,917.000,2847.263,745.989,TMEM119,microglia
303,303,17.039,0.040,2.853,4.955,802.000,2849.792,1144.898,DAPI,other
304,304,10.301,0.060,5.772,1.312,1203.000,2853.520,636.805,DAPI,other
305,305,18.853,0.062,0.001,70.147,1145.000,2856.534,1304.818,TMEM119,microglia
306,306,22.480,0.000,3.707,0.000,844.000,2851.904,2891.924,DAPI,other
307,307,30.386,0.060,4.004,0.015,810.000,2848.527,3529.021,DAPI,other
308,308,31.852,0.063,10.399,0.394,616.000,2850.256,4108.925,OLIG2,oligo
309,309,35.653,0.018,5.734,0.000,994.000,2850.134,4953.794,GFAP,astrocyte
310,310,26.402,0.000,1.313,0.726,910.000,2850.192,1906.027,DAPI,other
311,311,34.959,0.000,13.181,0.000,1108.000,2858.563,2843.216,OLIG2,oligo
312,312,45.366,0.025,1.218,6.242,967.000,2853.169,3811.455,GFAP,astrocyte
313,313,26.848,0.000,0.779,0.013,818.000,2851.802,2391.193,DAPI,other
314,314,29.136,0.007,16.819,1.289,736.000,2853.621,4072.774,OLIG2,oligo
315,315,26.581,0.015,38.300,0.469,454.000,2852.526,4092.123,OLIG2,oligo
316,316,31.355,0.000,6.391,1.288,642.000,2851.206,4355.685,DAPI,other
317,317,7.929,0.104,1.737,2.124,1404.000,2857.493,498.900,DAPI,other
318,318,11.724,0.002,9.096,3.930,1619.000,2859.599,828.041,DAPI,other
319,319,6.656,0.000,0.000,0.000,1087.000,2862.071,215.732,DAPI,other
320,320,26.909,0.000,12.601,0.168,667.000,2854.606,2869.120,OLIG2,oligo
321,321,56.145,0.170,0.010,0.000,619.000,2850.036,3418.276,GFAP,astrocyte
322,322,41.583,0.051,12.899,0.000,900.000,2859.208,4639.812,OLIG2,oligo
323,323,19.143,0.000,0.944,0.000,897.000,2859.117,1693.117,DAPI,other
324,324,26.572,0.000,5.821,0.000,995.000,2858.946,3582.868,DAPI,other
325,325,32.212,0.036,7.965,0.107,768.000,2861.004,4335.299,GFAP,astrocyte
326,326,39.469,0.000,6.220,1.805,982.000,2859.588,4291.320,GFAP,astrocyte
327,327,5.316,0.000,0.000,0.000,705.000,2860.099,20.265,DAPI,other
