id,id,gfap,neun,olig2,tmem119,area,y,x,cell_type_orig,cell_type
0,0,0.105,0.065,0.000,0.000,1142.000,96.133,16550.165,DAPI,other
1,1,29.836,0.000,3.014,15.244,780.000,2413.199,10946.691,TMEM119,microglia
2,2,4.688,0.000,0.000,0.000,509.000,2704.768,1301.149,DAPI,other
3,3,69.891,18.244,0.000,0.080,1627.000,2717.856,13600.033,GFAP,astrocyte
4,4,47.718,5.818,0.000,0.262,997.000,2793.762,13533.764,GFAP,astrocyte
5,5,50.370,13.440,0.000,0.000,1104.000,2827.070,13952.383,GFAP,astrocyte
6,6,39.767,2.674,0.000,0.698,546.000,2842.507,13425.328,GFAP,astrocyte
7,7,42.868,1.899,0.000,0.000,365.000,2863.153,13801.663,GFAP,astrocyte
8,8,49.108,0.136,0.000,0.000,721.000,2868.054,13677.524,GFAP,astrocyte
9,9,52.724,11.437,0.000,0.000,565.000,2867.910,13401.765,GFAP,astrocyte
10,10,59.954,1.137,0.000,0.000,802.000,2874.277,13726.403,GFAP,astrocyte
11,11,51.941,5.802,0.000,1.202,896.000,2883.592,12763.773,GFAP,astrocyte
12,12,52.248,31.046,0.000,0.000,674.000,2883.951,13081.700,NeuN,neuron
13,13,48.408,5.223,0.000,0.000,593.000,2920.948,13822.825,GFAP,astrocyte
14,14,40.509,0.497,14.117,7.321,794.000,2929.065,13907.909,OLIG2,oligo
15,15,50.759,2.336,0.000,0.000,771.000,2939.189,13933.105,GFAP,astrocyte
16,16,48.315,2.400,0.000,0.000,663.000,2940.621,14008.190,GFAP,astrocyte
17,17,50.428,22.924,0.000,0.454,355.000,2950.986,14587.989,NeuN,neuron
18,18,52.228,15.695,0.000,0.035,781.000,2963.722,13013.795,GFAP,astrocyte
19,19,29.986,10.043,0.000,0.152,277.000,2963.426,14597.664,DAPI,other
20,20,36.611,0.730,0.000,0.000,370.000,2969.762,13964.359,GFAP,astrocyte
21,21,39.513,0.574,0.000,0.102,840.000,2978.531,13945.774,GFAP,astrocyte
22,22,65.577,36.826,0.383,0.783,945.000,3009.075,12637.327,NeuN,neuron
23,23,46.458,0.759,16.911,0.000,1006.000,3008.918,13916.839,OLIG2,oligo
24,24,52.461,8.072,0.000,0.000,766.000,3022.321,13954.352,GFAP,astrocyte
25,25,50.086,4.300,0.000,0.000,337.000,3035.926,13987.356,GFAP,astrocyte
26,26,33.003,3.037,0.000,0.023,682.000,3046.611,14457.113,GFAP,astrocyte
27,27,37.854,0.449,0.000,0.000,664.000,3052.465,13976.592,GFAP,astrocyte
28,28,53.021,22.767,0.000,0.762,1102.000,3061.733,13303.301,NeuN,neuron
29,29,36.447,2.204,0.000,0.000,514.000,3062.035,14507.809,GFAP,astrocyte
30,30,56.147,22.861,0.000,0.000,489.000,3065.014,13034.098,NeuN,neuron
31,31,28.524,27.350,0.653,0.027,412.000,3066.536,14484.282,NeuN,neuron
32,32,32.956,2.685,0.000,0.026,642.000,3084.025,14492.805,GFAP,astrocyte
33,33,53.869,16.461,0.000,0.084,475.000,3083.371,13304.280,GFAP,astrocyte
34,34,71.699,1.708,0.020,0.019,787.000,3103.150,14305.010,GFAP,astrocyte
35,35,39.213,0.037,0.000,0.000,842.000,3128.190,14343.708,GFAP,astrocyte
36,36,35.694,0.350,0.000,0.159,768.000,3129.986,14367.262,GFAP,astrocyte
37,37,62.040,17.605,0.000,0.000,506.000,3134.650,13827.099,GFAP,astrocyte
38,38,40.359,16.253,0.000,0.000,446.000,3139.067,13767.955,GFAP,astrocyte
39,39,55.616,8.746,0.000,0.215,674.000,3151.059,13783.650,GFAP,astrocyte
40,40,67.326,0.935,0.081,12.372,690.000,3152.683,13812.939,GFAP,astrocyte
41,41,27.816,14.373,0.687,0.000,691.000,3158.929,12982.977,DAPI,other
42,42,30.717,0.000,0.000,0.000,533.000,3164.036,14335.098,DAPI,other
43,43,53.659,0.757,0.262,12.579,378.000,3173.648,13834.706,GFAP,astrocyte
44,44,84.536,3.544,0.852,2.822,338.000,3181.405,13820.858,GFAP,astrocyte
45,45,50.198,0.802,0.127,0.000,465.000,3180.895,13857.486,GFAP,astrocyte
46,46,50.050,0.444,0.000,0.069,577.000,3186.704,13802.163,GFAP,astrocyte
47,47,41.096,10.073,0.000,0.000,491.000,3190.242,13082.574,GFAP,astrocyte
48,48,65.592,0.125,0.211,0.000,360.000,3187.667,13880.581,GFAP,astrocyte
49,49,86.646,4.143,0.116,0.082,147.000,3191.381,13830.422,GFAP,astrocyte
50,50,80.727,0.695,0.266,0.000,403.000,3198.667,13849.176,GFAP,astrocyte
51,51,77.437,0.439,1.115,0.000,538.000,3194.112,13903.275,GFAP,astrocyte
52,52,61.680,0.332,0.000,0.000,253.000,3199.182,13868.000,GFAP,astrocyte
53,53,49.251,0.000,0.000,0.000,602.000,3199.799,14170.663,GFAP,astrocyte
54,54,66.848,0.938,0.000,0.028,290.000,3204.524,13818.376,GFAP,astrocyte
55,55,82.359,0.397,0.000,0.014,370.000,3206.359,13835.338,GFAP,astrocyte
56,56,40.438,0.000,0.000,0.000,210.000,3207.471,13907.671,GFAP,astrocyte
57,57,52.604,0.132,3.501,0.003,903.000,3217.236,13886.303,GFAP,astrocyte
58,58,63.844,0.037,0.000,0.591,1051.000,3218.324,14894.467,GFAP,astrocyte
59,59,108.332,0.717,0.000,0.705,325.000,3215.508,13862.237,GFAP,astrocyte
60,60,61.335,0.119,0.007,0.247,813.000,3235.138,13839.632,GFAP,astrocyte
61,61,50.050,0.399,0.000,0.000,657.000,3232.699,13909.586,GFAP,astrocyte
62,62,95.747,0.161,0.000,0.000,304.000,3231.743,13856.691,GFAP,astrocyte
63,63,53.027,0.096,0.006,0.264,844.000,3238.608,14680.660,GFAP,astrocyte
64,64,67.057,0.077,0.000,0.000,405.000,3234.706,14526.267,GFAP,astrocyte
65,65,46.190,0.610,0.000,1.780,1025.000,3240.320,14873.760,GFAP,astrocyte
66,66,50.588,0.461,0.000,0.007,1363.000,3244.459,14268.167,GFAP,astrocyte
67,67,47.496,0.102,0.000,0.000,707.000,3241.426,14506.157,GFAP,astrocyte
68,68,67.983,2.373,0.268,0.002,919.000,3248.644,13884.960,GFAP,astrocyte
69,69,46.078,1.156,0.000,0.024,707.000,3247.941,14541.504,GFAP,astrocyte
70,70,42.914,0.000,0.000,0.000,674.000,3252.512,14485.521,GFAP,astrocyte
71,71,75.319,0.217,0.000,0.021,618.000,3256.859,13863.500,GFAP,astrocyte
72,72,34.438,0.246,0.000,0.000,655.000,3255.870,14694.577,GFAP,astrocyte
73,73,44.498,1.724,0.000,0.000,243.000,3257.543,13904.440,GFAP,astrocyte
74,74,43.405,1.076,0.000,0.000,368.000,3262.698,14514.022,GFAP,astrocyte
75,75,43.471,12.220,0.031,0.000,937.000,3271.185,14548.551,GFAP,astrocyte
76,76,50.004,0.018,0.006,0.015,908.000,3271.381,14416.186,GFAP,astrocyte
77,77,82.195,2.453,0.000,0.439,875.000,3278.371,13904.449,GFAP,astrocyte
78,78,57.433,0.000,0.000,1.061,593.000,3279.762,14395.234,GFAP,astrocyte
79,79,59.922,0.460,12.522,0.000,578.000,3286.007,14183.801,OLIG2,oligo
80,80,37.800,29.316,4.108,0.074,564.000,3290.188,14733.463,NeuN,neuron
81,81,72.327,0.754,0.000,0.043,694.000,3291.618,13850.339,GFAP,astrocyte
82,82,51.054,11.227,0.000,0.000,776.000,3294.854,13003.063,GFAP,astrocyte
83,83,56.740,4.258,0.000,0.244,757.000,3297.806,14752.778,GFAP,astrocyte
84,84,131.871,2.119,0.036,1.451,388.000,3298.838,13699.577,GFAP,astrocyte
85,85,35.561,0.147,0.000,0.000,952.000,3307.756,14432.087,GFAP,astrocyte
86,86,46.725,1.579,0.000,0.048,1007.000,3309.130,14714.188,GFAP,astrocyte
87,87,80.238,1.832,0.004,2.239,827.000,3310.125,13680.230,GFAP,astrocyte
88,88,65.594,0.482,0.000,0.000,678.000,3310.754,12890.248,GFAP,astrocyte
89,89,48.137,0.176,0.014,0.396,432.000,3306.493,14401.646,GFAP,astrocyte
90,90,41.240,0.613,0.000,0.000,749.000,3311.366,14898.003,GFAP,astrocyte
