id,id,gfap,neun,olig2,tmem119,area,y,x,cell_type_orig,cell_type
0,0,10.128,0.107,9.721,0.000,741.000,935.489,8598.211,DAPI,other
1,1,25.719,10.249,0.000,0.000,430.000,940.181,8227.426,DAPI,other
2,2,3.399,0.000,0.000,0.000,416.000,1045.096,13288.930,DAPI,other
3,3,17.082,40.124,0.000,0.000,973.000,1084.606,8618.048,NeuN,neuron
4,4,41.664,5.703,12.945,0.057,946.000,1094.321,8691.050,OLIG2,oligo
5,5,14.475,0.000,0.000,0.000,434.000,1098.885,13780.382,DAPI,other
6,6,10.549,46.633,0.000,0.000,984.000,1111.474,8400.228,NeuN,neuron
7,7,23.331,6.490,0.000,0.483,574.000,1112.960,8675.425,DAPI,other
8,8,16.059,0.000,0.000,0.000,307.000,1114.166,8563.664,DAPI,other
9,9,25.669,4.274,0.000,0.000,543.000,1120.718,8579.692,DAPI,other
10,10,43.614,25.315,0.000,0.000,394.000,1118.401,7846.208,NeuN,neuron
11,11,9.236,4.121,0.000,0.000,571.000,1136.685,8557.373,DAPI,other
12,12,22.232,0.998,0.000,0.000,456.000,1141.664,8675.322,DAPI,other
13,13,27.948,4.304,0.002,0.000,1149.000,1156.151,8735.958,DAPI,other
14,14,17.578,5.431,0.000,0.000,761.000,1152.417,7596.269,DAPI,other
15,15,12.945,20.973,0.000,0.036,582.000,1171.301,8552.093,NeuN,neuron
16,16,39.232,15.540,0.000,0.445,483.000,1175.892,8287.151,GFAP,astrocyte
17,17,4.931,1.097,0.000,0.422,566.000,1187.104,8369.224,DAPI,other
18,18,21.973,114.593,0.000,0.000,894.000,1199.357,8199.046,NeuN,neuron
19,19,21.859,16.687,0.343,0.431,779.000,1212.371,8224.913,DAPI,other
20,20,28.289,4.993,5.390,0.000,1208.000,1233.302,8761.410,DAPI,other
21,21,13.057,5.556,0.000,0.000,522.000,1234.996,9158.337,DAPI,other
22,22,55.564,28.654,0.000,0.000,477.000,1236.656,8915.214,NeuN,neuron
23,23,6.568,2.618,0.000,0.000,479.000,1264.666,8486.299,DAPI,other
24,24,39.080,13.465,0.000,0.000,312.000,1263.561,13702.667,GFAP,astrocyte
25,25,5.909,1.455,0.000,0.000,341.000,1265.962,8379.856,DAPI,other
26,26,13.032,2.985,0.000,0.000,401.000,1268.394,8464.297,DAPI,other
27,27,40.130,13.728,0.000,0.000,529.000,1268.066,8804.270,GFAP,astrocyte
28,28,61.124,3.251,0.000,0.000,742.000,1274.534,13720.840,GFAP,astrocyte
29,29,8.095,3.895,0.000,0.000,285.000,1281.214,8481.060,DAPI,other
30,30,46.739,17.510,0.160,0.288,1186.000,1291.535,8822.461,GFAP,astrocyte
31,31,14.264,5.893,7.160,0.000,1216.000,1303.110,9173.688,DAPI,other
32,32,12.636,1.859,0.000,0.000,539.000,1298.917,9317.753,DAPI,other
33,33,68.083,5.415,0.000,0.000,521.000,1298.322,13659.676,GFAP,astrocyte
34,34,25.914,14.654,0.000,0.000,419.000,1306.251,9060.055,DAPI,other
35,35,32.380,14.047,0.054,0.868,577.000,1327.282,7916.288,GFAP,astrocyte
36,36,13.704,8.793,0.000,0.000,798.000,1336.774,9192.717,DAPI,other
37,37,34.505,42.980,0.000,1.068,658.000,1334.881,7224.985,NeuN,neuron
38,38,13.917,6.927,9.767,0.000,767.000,1335.836,8389.626,DAPI,other
39,39,25.474,0.671,0.000,0.000,428.000,1335.484,8293.977,DAPI,other
40,40,9.165,7.461,0.000,0.000,375.000,1344.077,8257.123,DAPI,other
41,41,11.267,3.242,0.000,0.000,1038.000,1357.305,8197.871,DAPI,other
42,42,40.120,0.783,6.515,0.000,791.000,1361.143,13733.223,GFAP,astrocyte
43,43,26.377,6.269,1.395,0.000,494.000,1359.820,7106.844,DAPI,other
44,44,14.999,17.340,0.000,0.000,683.000,1373.590,8221.827,DAPI,other
45,45,20.941,2.228,10.050,0.000,1196.000,1383.222,7234.291,DAPI,other
46,46,45.419,36.514,0.000,0.000,504.000,1386.127,6082.720,NeuN,neuron
47,47,30.792,2.075,0.000,0.000,506.000,1394.245,9920.563,DAPI,other
48,48,40.741,0.803,0.000,0.000,717.000,1401.015,13534.697,GFAP,astrocyte
49,49,41.589,14.435,0.000,0.000,749.000,1411.417,13565.068,GFAP,astrocyte
50,50,22.804,0.250,2.528,0.483,1249.000,1413.098,13677.034,DAPI,other
51,51,7.631,8.900,0.000,0.000,520.000,1410.723,8214.017,DAPI,other
52,52,33.682,33.968,0.000,0.000,600.000,1414.465,7263.502,NeuN,neuron
53,53,16.960,8.201,0.000,0.000,1286.000,1429.881,8148.570,DAPI,other
54,54,28.204,0.112,0.525,0.000,358.000,1429.190,9976.578,DAPI,other
55,55,117.396,0.494,0.000,0.113,798.000,1437.891,10801.768,GFAP,astrocyte
56,56,21.327,4.237,0.000,0.000,1390.000,1458.217,9223.044,DAPI,other
57,57,8.699,0.500,13.094,0.067,1016.000,1457.475,9161.453,OLIG2,oligo
58,58,62.497,0.610,0.000,0.409,1073.000,1459.258,5058.800,GFAP,astrocyte
59,59,31.291,0.124,6.649,0.000,1032.000,1468.748,4964.627,DAPI,other
60,60,18.628,17.610,0.010,0.000,575.000,1463.035,8227.722,DAPI,other
61,61,16.559,8.785,0.000,0.000,413.000,1472.775,8047.249,DAPI,other
62,62,36.662,0.136,7.216,0.000,633.000,1481.694,4851.989,GFAP,astrocyte
63,63,34.335,0.674,1.138,0.000,427.000,1476.712,4895.096,GFAP,astrocyte
64,64,26.575,0.000,11.623,0.746,737.000,1482.741,4831.115,OLIG2,oligo
65,65,25.088,16.369,0.548,0.000,442.000,1478.959,6318.891,DAPI,other
66,66,49.005,1.595,0.000,0.070,817.000,1484.390,13510.050,GFAP,astrocyte
67,67,34.175,0.249,5.320,0.000,1167.000,1489.342,5247.649,GFAP,astrocyte
68,68,29.904,24.179,0.029,2.409,1133.000,1489.162,7128.831,NeuN,neuron
69,69,57.294,1.225,0.000,37.976,925.000,1486.777,5187.507,GFAP,astrocyte
