"","NMF","p.value","statistic","epsilon_squared_values"
"1","NMF_1",0,52425.5614868116,0.676005280157979
"2","NMF_2",0,26897.5761891161,0.346832785603416
"3","NMF_3",0,27488.5248650784,0.354452817014111
"4","NMF_4",0,55634.088894943,0.717377874135329
"5","NMF_5",0,51825.9944441525,0.668274118580468
"6","NMF_6",0,32471.9662694035,0.418712170793835
"7","NMF_7",0,37935.1428543165,0.489157505342434
"8","NMF_8",0,57882.8110137538,0.74637418781919
"9","NMF_9",0,50894.0795134933,0.656257472579602
"10","NMF_10",0,37963.3100153231,0.489520708883369
"11","NMF_11",0,39975.9378147643,0.51547268690381
"12","NMF_12",0,25538.5134364612,0.329308250418574
"13","NMF_13",0,2155.09514892664,0.0277890337957324
"14","NMF_14",0,16561.8412664268,0.213557887177981
"15","NMF_15",0,3826.95690824782,0.0493469789076726
"16","NMF_16",0,3211.52474492177,0.0414112433582857
"17","NMF_17",0,5052.77773467119,0.0651534162197131
"18","NMF_18",0,40861.9453234915,0.526897376257112
"19","NMF_19",0,3302.72422819791,0.0425872218408025
"20","NMF_20",0,3680.37467400322,0.0474568634465032
"21","NMF_21",0,13805.5991339061,0.178017319139495
"22","NMF_22",0,27186.2850202965,0.350555562980922
"23","NMF_23",0,26445.2347234001,0.341000035117084
"24","NMF_24",0,41614.1112587885,0.536596235542456
"25","NMF_25",0,31471.0085913413,0.405805247979953
"26","NMF_26",0,14607.2138151502,0.188353798936846
"27","NMF_27",0,2892.42412634608,0.0372965768303343
"28","NMF_28",0,2206.24412498913,0.0284485780507161
"29","NMF_29",0,22673.5584410396,0.292365876328651
"30","NMF_30",0,43889.6886027788,0.565938835913694
"31","NMF_31",0,5760.44518440937,0.0742784864917651
"32","NMF_32",0,47159.8471587045,0.608106137284719
"33","NMF_33",0,4457.99836828514,0.0574839896880175
"34","NMF_34",0,9560.03879212885,0.123272627296896
"35","NMF_35",0,1795.9083014993,0.0231574724249446
"36","NMF_36",6.65391174352611e-118,555.94364836788,0.00716865649329327
"37","NMF_37",0,11107.2576391808,0.143223355157582
"38","NMF_38",0,6800.99371537367,0.0876959164866628
"39","NMF_39",0,4518.50942712142,0.0582642540117782
"40","NMF_40",0,26632.2538420143,0.343411566974602
"41","NMF_41",1.05645027112607e-101,480.903012870147,0.00620103946861651
"42","NMF_42",0,3882.01714223996,0.0500569571673195
"43","NMF_43",0,14550.8815283087,0.187627418097647
"44","NMF_44",0,13436.8048439198,0.173261873890033
"45","NMF_45",8.89745084066146e-266,1239.32674263048,0.015980590347515
"46","NMF_46",0,5199.15926388295,0.0670409436749916
"47","NMF_47",0,15509.1481789252,0.199983858300563
"48","NMF_48",0,2159.28577306335,0.0278430701086154
"49","NMF_49",0,5948.96161027011,0.076709325488319
"50","NMF_50",0,4886.30644294677,0.0630068398358105
"51","NMF_51",0,4264.84757476236,0.0549933924948726
"52","NMF_52",0,21729.6096907158,0.280194059350059
"53","NMF_53",0,14458.2466627226,0.186432930971769
"54","NMF_54",0,17231.6030496851,0.222194180029981
"55","NMF_55",4.74770393953067e-97,459.339797169205,0.00592299098887462
"56","NMF_56",0,12165.2114170641,0.156865218396226
"57","NMF_57",0,5376.12815406841,0.0693228821186869
"58","NMF_58",0,18380.7355511016,0.237011754063101
"59","NMF_59",0,10969.6336194615,0.141448752056188
"60","NMF_60",1.12835700993041e-129,610.428928197626,0.00787122096396774
"61","NMF_61",8.70927480436479e-47,225.750220587371,0.00291095291658979
"62","NMF_62",0,3724.70629085064,0.0480285007588539
"63","NMF_63",0,9445.89403969505,0.121800779344118
"64","NMF_64",0,4358.1161914335,0.056196051570991
"65","NMF_65",0,5146.93515221411,0.0663675360044114
"66","NMF_66",0,1604.25019866573,0.0206861228422958
"67","NMF_67",0,6668.34856857911,0.0859855138304507
"68","NMF_68",0,2399.00388598925,0.0309341330460756
"69","NMF_69",0,15112.1972893985,0.194865345695772
"70","NMF_70",0,3499.99059297632,0.0451308875719043
"71","NMF_71",0,8392.91174754466,0.108223021295965
"72","NMF_72",2.12077948392216e-155,729.434030842531,0.00940574106202974
"73","NMF_73",0,6256.50943519133,0.0806750236640103
"74","NMF_74",7.18000056981869e-89,421.413806956607,0.00543395150294779
"75","NMF_75",0,15915.0664355556,0.205218001283727
"76","NMF_76",2.17626929271786e-275,1283.6949354946,0.0165526992920183
"77","NMF_77",1.18964636570051e-142,670.470930224882,0.00864543700001138
"78","NMF_78",3.38314088202171e-140,659.119219102432,0.00849906152133319
"79","NMF_79",0,2079.64538185391,0.0268161411937011
"80","NMF_80",0,2139.99383876285,0.0275943088348831
"81","NMF_81",1.02891388343123e-251,1174.40255317036,0.0151434205845157
"82","NMF_82",0,3980.15241658554,0.051322369720775
"83","NMF_83",2.38464273304796e-167,784.679984605935,0.0101181140990037
"84","NMF_84",3.82625958625523e-169,792.976119687214,0.0102250892264186
"85","NMF_85",2.17728378031045e-114,539.668409950457,0.00695879422774986
"86","NMF_86",0,1836.7912360674,0.0236846404485687
"87","NMF_87",2.56347611720685e-104,493.019970211795,0.00635728247126825
"88","NMF_88",2.21166606747933e-86,409.870480952195,0.00528510523200169
"89","NMF_89",0,3708.76474697308,0.0478229413422359
"90","NMF_90",5.16888190155453e-241,1124.9938242066,0.0145063160744611
"91","NMF_91",1.84497068215675e-236,1103.9718715353,0.0142352469508885
"92","NMF_92",6.65811816860464e-131,616.116853720476,0.00794456434031973
"93","NMF_93",1.47352981787738e-294,1372.17272899983,0.0176935827444789
"94","NMF_94",0,1957.39392638156,0.0252397607589948
"95","NMF_95",0,12863.1644884824,0.165865025898524
"96","NMF_96",0,23190.600535713,0.299032913860545
"97","NMF_97",1.90935359153682e-120,567.713495551256,0.00732042365833578
"98","NMF_98",1.82624565855358e-233,1090.13900427705,0.0140568780209028
"99","NMF_99",1.31008805772358e-268,1252.39985335662,0.0161491625407033
"100","NMF_100",2.32067680156085e-126,595.09515629565,0.0076734985080417
