"","NMF","p.value","statistic","epsilon_squared_values"
"1","NMF_1",0,36470.1583505842,0.325542121687993
"2","NMF_2",0,25599.0931155868,0.228504165132125
"3","NMF_3",0,20754.1523796657,0.185256963640359
"4","NMF_4",0,44025.4345783696,0.392982482913974
"5","NMF_5",0,29685.2330786572,0.264978113512191
"6","NMF_6",0,54782.8337731891,0.489005826823314
"7","NMF_7",0,9435.76108127141,0.0842260582641228
"8","NMF_8",0,53859.1424338779,0.48076071761667
"9","NMF_9",0,34772.585738715,0.310389146905846
"10","NMF_10",0,31816.8630063955,0.284005596822211
"11","NMF_11",0,23147.2390110337,0.206618277508803
"12","NMF_12",0,36014.5717971112,0.321475437584119
"13","NMF_13",0,4716.72104909871,0.0421026792089433
"14","NMF_14",0,9590.66713382134,0.0856087899902823
"15","NMF_15",0,20741.1855232916,0.185141218106844
"16","NMF_16",1.58966186884059e-219,1031.20804787888,0.00920483131938048
"17","NMF_17",0,1867.16631355625,0.016666812285714
"18","NMF_18",0,22972.2332765913,0.205056130792842
"19","NMF_19",0,3313.9119814959,0.0295808405100099
"20","NMF_20",0,8482.23895187425,0.0757146716642499
"21","NMF_21",0,7942.17996902476,0.0708939646790095
"22","NMF_22",0,6724.46006750154,0.0600242800301845
"23","NMF_23",0,14473.0447958603,0.129190163224346
"24","NMF_24",0,16992.6805131346,0.151681087157206
"25","NMF_25",0,5250.29335627387,0.04686548443951
"26","NMF_26",0,4589.51519291478,0.0409672066421621
"27","NMF_27",3.17756535420255e-147,696.685724195073,0.00621879802725252
"28","NMF_28",1.43027986949944e-286,1341.01474296486,0.0119702464805083
"29","NMF_29",0,8651.92966148582,0.0772293750857887
"30","NMF_30",0,37485.7554964651,0.334607606034733
"31","NMF_31",0,2364.21098940294,0.0211035623758396
"32","NMF_32",0,39333.076913265,0.351097277609056
"33","NMF_33",0,2696.11024285873,0.0240661814606818
"34","NMF_34",0,2549.82921774389,0.0227604389733363
"35","NMF_35",0,3104.95836890501,0.0277156662016533
"36","NMF_36",2.79173727662804e-41,203.909706064617,0.00182015108645634
"37","NMF_37",0,3846.68806401673,0.0343365384321624
"38","NMF_38",0,12128.5160683907,0.108262289839155
"39","NMF_39",0,1540.08542089125,0.0137472031428581
"40","NMF_40",0,2480.24670583494,0.0221393273691182
"41","NMF_41",2.53750938541192e-63,307.038418717875,0.00274070480605803
"42","NMF_42",0,4287.40416282848,0.0382704849889625
"43","NMF_43",0,4800.54215321169,0.0428508881915548
"44","NMF_44",0,5169.57646527564,0.0461449844707677
"45","NMF_45",1.19982563963507e-130,619.879897220377,0.0055332092335054
"46","NMF_46",9.307129697839e-180,847.287792432471,0.00756311126969331
"47","NMF_47",0,3169.86478888857,0.0282950377927909
"48","NMF_48",2.47032822920623e-323,1510.69795770698,0.0134848830008925
"49","NMF_49",0,4778.21088891928,0.0426515535166723
"50","NMF_50",0,1639.6231181396,0.0146357025246999
"51","NMF_51",4.40367302486099e-281,1315.66352741359,0.0117439549350042
"52","NMF_52",0,6176.92860472441,0.055136871745034
"53","NMF_53",0,3604.51726874161,0.0321748589092254
"54","NMF_54",0,4316.34101561762,0.0385287828653083
"55","NMF_55",4.35025178739183e-75,361.875723394473,0.00323019685433658
"56","NMF_56",0,2152.70340506479,0.0192155906512134
"57","NMF_57",2.05946787191353e-287,1344.90232006385,0.0120049480051045
"58","NMF_58",0,4354.2516348226,0.0388671829153398
"59","NMF_59",0,3008.68056017297,0.0268562654328162
"60","NMF_60",1.30113891846241e-58,285.053276164435,0.00254445970386627
"61","NMF_61",7.64574377650746e-135,639.324958362868,0.00570678090818331
"62","NMF_62",3.32676234189376e-178,840.101022124455,0.00749896028817944
