"","NMF","p.value","statistic","epsilon_squared_values"
"68","NMF_68",3.94151103305263e-272,1274.31120138465,0.0269251014491347
"69","NMF_69",1.00522104119836e-67,327.568312732757,0.00692123716896461
"70","NMF_70",2.26190995734404e-46,227.795435839039,0.00481312195400268
"71","NMF_71",1.29350669739033e-121,578.004160508434,0.0122127315861316
"72","NMF_72",2.82043947613114e-20,104.545737204574,0.002208961654931
"73","NMF_73",3.47485538722178e-45,222.233581798337,0.00469560475402165
"74","NMF_74",4.38845379078164e-86,413.041358139658,0.00872720922370812
"75","NMF_75",5.12876452174051e-272,1273.78294420016,0.0269139398284347
"76","NMF_76",6.91600103896516e-56,272.320263274634,0.00575389332476831
"77","NMF_77",7.77409835251743e-160,755.084666029715,0.0159542906108375
"78","NMF_78",2.57200159778032e-11,61.1955583480436,0.00129300959998402
"79","NMF_79",1.00678816176824e-52,257.532076112285,0.0054414316284712
"80","NMF_80",9.26265089990159e-16,82.8358431017371,0.00175025023457017
"81","NMF_81",4.45489975208931e-176,830.259649969287,0.0175426734696012
"82","NMF_82",3.3508310127925e-285,1334.68800843516,0.028200811537254
"83","NMF_83",4.22169446820456e-32,160.693873351628,0.00339532355797051
"84","NMF_84",4.18518967887728e-35,174.860674198725,0.00369465589500348
"85","NMF_85",4.3198280277658e-96,459.549417653631,0.00970988458531167
"86","NMF_86",3.16083121690434e-72,348.549776180181,0.00736455747507144
"87","NMF_87",1.73289404376963e-58,284.472063534463,0.00601065042964975
"88","NMF_88",1.79965205112556e-188,887.60102762319,0.0187542475410579
"89","NMF_89",3.83338169275651e-14,75.0027163396807,0.00158474299230225
"90","NMF_90",5.76260102292116e-86,412.491228851756,0.00871558546424433
"91","NMF_91",3.47067977359236e-139,659.448820551244,0.0139335873172592
"92","NMF_92",5.17919167857211e-198,931.732283976247,0.0196867030928044
"93","NMF_93",1.53996998065523e-53,261.34559515816,0.00552200801128635
"94","NMF_94",7.17758144746668e-299,1397.82148162603,0.0295347676138021
"95","NMF_95",4.50982238522625e-234,1098.45233786537,0.0232093546709215
"96","NMF_96",0,7477.99719320808,0.158003659423768
"97","NMF_97",3.24673690177041e-75,362.467388478788,0.00765862467205012
"98","NMF_98",7.96274226783e-287,1342.18960417241,0.0283593138136497
"99","NMF_99",9.92286530490869e-32,158.94134826637,0.00335829420779179
"100","NMF_100",8.92047606680344e-229,1073.97231784019,0.0226921128684963
