"","NMF","p.value","statistic","epsilon_squared_values"
"1","NMF_1",0,1893.29641854564,0.0400037275723808
"2","NMF_2",0,10039.9852141999,0.212136266358178
"3","NMF_3",0,1961.26043330666,0.0414397488443767
"4","NMF_4",0.416859211697718,6.05678460925293,0.000127974657903417
"5","NMF_5",0,14344.9590331116,0.30309666652112
"6","NMF_6",NA,NA,NA
"7","NMF_7",0,14706.8752285509,0.31074364495755
"8","NMF_8",1.91671391011662e-303,1418.94276620469,0.0299810422203492
"9","NMF_9",0,2762.40203112793,0.0583671828754212
"10","NMF_10",0,10779.5321344939,0.227762257743702
"11","NMF_11",0,15559.5048007363,0.328758975674787
"12","NMF_12",3.91207410213479e-14,74.9598498032887,0.00158383725919728
"13","NMF_13",0.547030798177805,4.97494359386462,0.000105116286212488
"14","NMF_14",3.42998179639372e-06,35.5112713588821,0.000750322670699841
"15","NMF_15",0,9428.59308834426,0.199218075734116
"16","NMF_16",0.163884268372377,9.17665289228546,0.000193894795729493
"17","NMF_17",NA,NA,NA
"18","NMF_18",4.14119201558767e-46,226.56440334831,0.00478711129454678
"19","NMF_19",0,4875.86532956426,0.103022847565168
"20","NMF_20",0,3007.88391379658,0.0635540042637883
"21","NMF_21",3.50847371943082e-11,60.5324116168333,0.00127899787898989
"22","NMF_22",6.21378270101002e-32,159.901275317618,0.00337857664210654
"23","NMF_23",0,6738.68064807121,0.142382535667495
"24","NMF_24",NA,NA,NA
"25","NMF_25",0.0893991784904438,10.967080974189,0.000231725003680464
"26","NMF_26",9.63201112495009e-132,624.956929110867,0.0132048032689078
"27","NMF_27",NA,NA,NA
"28","NMF_28",0.000114094160470507,27.5518094179989,0.000582146074585845
"29","NMF_29",0,2990.88455958095,0.0631948225063587
"30","NMF_30",2.13258723858779e-305,1427.96497666258,0.0301716737800578
"31","NMF_31",0,17887.67470027,0.377951206479675
"32","NMF_32",0,4845.73224967712,0.102386161462076
"33","NMF_33",0,22285.0955524666,0.470864933072739
"34","NMF_34",1.17242999580843e-08,48.0169656986454,0.00101455725360559
"35","NMF_35",2.95214302029599e-29,147.248807769793,0.00311124086734688
"36","NMF_36",1.51062737182772e-34,172.233706827821,0.00363915033020245
"37","NMF_37",0,1827.2431259496,0.0386080782190163
"38","NMF_38",2.97815262488947e-210,988.33643664508,0.0208827002333731
"39","NMF_39",0,19387.2804301825,0.409636587858827
"40","NMF_40",0,9504.86712306193,0.200829680592079
"41","NMF_41",0.000391790482435613,24.6771181134051,0.000521406315783575
"42","NMF_42",7.12523297964446e-48,234.831539966219,0.00496178879238967
"43","NMF_43",2.75160060157314e-31,156.849164548281,0.00331408816236225
"44","NMF_44",5.36571411435001e-89,426.583187498436,0.00901333644984862
"45","NMF_45",3.00722174651549e-24,123.492665265275,0.0026092939753481
"46","NMF_46",1.97674571029594e-148,702.272075759082,0.0148384059279725
"47","NMF_47",6.22981635332559e-31,155.172395854853,0.0032786594796918
"48","NMF_48",0.394394834560167,6.26288763428021,0.000132329437843987
"49","NMF_49",2.76571782587636e-298,1395.11589728343,0.0294776009398966
"50","NMF_50",0,4423.9358997486,0.0934739667796779
"51","NMF_51",1.78053564022667e-06,36.9752793289711,0.000781255901981304
"52","NMF_52",0,6107.89394311123,0.129054554240856
"53","NMF_53",NA,NA,NA
"54","NMF_54",1.67584097723459e-96,461.459739865907,0.00975024805328573
"55","NMF_55",2.98248206294735e-11,60.8793722383055,0.00128632885899056
"56","NMF_56",2.98376161880337e-159,752.380408003569,0.0158971519608597
"57","NMF_57",5.09070668287221e-27,136.65422775876,0.00288738648915569
"58","NMF_58",2.0461183287787e-11,61.6837919029778,0.00130332555575933
"59","NMF_59",0.00017718542365572,26.5315962527482,0.00056058984644921
"60","NMF_60",1.8461535215027e-123,586.561590605982,0.0123935427359276
"61","NMF_61",0,7512.90509608263,0.158741233436499
"62","NMF_62",2.98781440712005e-249,1168.60050334798,0.0246915251721598
"63","NMF_63",6.1608128894033e-39,192.89642026511,0.00407573572230202
"64","NMF_64",3.95575808638346e-31,156.10439022336,0.00329835172040568
"65","NMF_65",5.54306523356082e-77,370.697249256427,0.00783251456339645
"66","NMF_66",3.95957720402761e-24,122.924270294043,0.00259728427768008
"67","NMF_67",1.20159322904905e-08,47.9635594935136,0.00101342882635044
"68","NMF_68",1.29763732269693e-54,266.368775958102,0.00562814350824253
"69","NMF_69",5.26472908413592e-14,74.3332469821339,0.00157059767964279
"70","NMF_70",3.16844475622971e-13,70.5399152325779,0.00149044783706427
"71","NMF_71",1.36240575547079e-38,191.2757660156,0.00404149268964672
"72","NMF_72",0.352494899147513,6.66950574827481,0.000140920929434474
"73","NMF_73",4.23385458876747e-177,834.989270605386,0.0176426062923721
"74","NMF_74",3.81331197098815e-42,207.969295215425,0.00439421262710077
"75","NMF_75",4.9349715430831e-72,347.648454871448,0.00734551332977197
