"","gene","dACC_logFC","DLPFC_logFC","color"
"41","ENC1",1.32992048472197,0.716510796074425,"dACC enriched"
"101","NPTXR",1.42536254856261,0.505263583008994,"dACC enriched"
"119","HPCAL1",1.68172380182383,1.49606574044021,"dlPFC & dACC enriched"
"210","HOPX",1.7505577267022,0.99502635647584,"dACC enriched"
"636","HPCA",1.32690947867101,0.425927670203554,"dACC enriched"
"727","PRKCG",1.32303465420778,0.569414622665997,"dACC enriched"
"990","CDH13",1.39308364263308,0.368623826953654,"dACC enriched"
"1330","PCDH8",2.54259144848993,1.65326916912238,"dlPFC & dACC enriched"
"1705","LAMP5",2.62457435037512,1.46746376745806,"dlPFC & dACC enriched"
"1780","EPHA4",1.39018783829821,0.343893776056306,"dACC enriched"
"1786","C11orf87",1.30307327501794,0.471930638724617,"dACC enriched"
"1831","CAMKK1",1.28810342141313,0.557462340107038,"dACC enriched"
"2182","KCNIP4",1.35766767882835,0.447615393978182,"dACC enriched"
"2188","ICAM5",1.29042850989809,0.727054198088812,"dACC enriched"
"2274","TESPA1",1.57721281143858,0.57893092036894,"dACC enriched"
"2347","ITPKA",1.97027631436289,1.01446064359056,"dACC enriched"
"2469","GNAL",1.83252372405287,1.27283073894277,"dlPFC & dACC enriched"
"2502","CA10",1.3156554777866,0.401960245947496,"dACC enriched"
"2557","EGR3",1.57342943837999,0.7856711150796,"dACC enriched"
"2696","C2orf80",1.36089721354228,0.430873693702015,"dACC enriched"
"2872","VSTM2A",1.31032389023933,0.882213419063893,"dACC enriched"
"2964","HS6ST3",1.56404758282611,1.00349767591611,"dACC enriched"
"2988","STXBP6",1.40045229640527,0.920272904355637,"dACC enriched"
"3008","RTN4RL2",1.50528037056769,0.398945617375552,"dACC enriched"
"3091","DGKB",1.32720544891198,0.810670704790033,"dACC enriched"
"3273","CALB2",1.76165203521662,1.82741740576041,"dlPFC & dACC enriched"
"3426","CACNB2",1.36867612270803,0.750924320503116,"dACC enriched"
"3775","SSTR1",1.25579013726084,0.391399772050813,"dACC enriched"
"3788","PPP4R4",1.50266744255112,0.802746227966327,"dACC enriched"
"3835","VIP",1.61887364175155,1.08660131592926,"dACC enriched"
"4013","TAFA2",1.46936699601661,0.751411155081359,"dACC enriched"
"4116","ANO3",1.5611509823816,0.533854730723224,"dACC enriched"
"4172","ST6GALNAC5",1.47082870679222,0.517732218600049,"dACC enriched"
"4288","LNX1",1.34900892359662,0.591635923156713,"dACC enriched"
"4436","AKAP5",1.62563268366154,0.866848836292393,"dACC enriched"
"4519","CBLN4",2.1950579852819,0.951989545869675,"dACC enriched"
"4621","RCN1",1.53224512324691,1.08165373358909,"dACC enriched"
"4626","CALB1",1.8633376327167,1.73088201462621,"dlPFC & dACC enriched"
"4643","KCNIP2",1.37576327288285,0.976842786841557,"dACC enriched"
"4773","TAFA1",1.84360382551646,0.581130610689335,"dACC enriched"
"4948","MAN1A1",2.11171611674348,1.2371601247005,"dACC enriched"
"5019","CDH22",1.52131042978264,0.635984205327627,"dACC enriched"
"5141","MGAT5B",1.41808969752142,0.549031795080804,"dACC enriched"
"5172","TP53I11",1.49302593318116,0.939331987392962,"dACC enriched"
"5704","RTN4RL1",1.36744189094012,0.398488314533225,"dACC enriched"
"5821","WIF1",1.65044382753549,0.854937851650586,"dACC enriched"
"5896","C2CD4C",1.27284251152258,0.782362144267856,"dACC enriched"
"6052","EPHX4",1.25252474500409,0.379169775795288,"dACC enriched"
"6135","CRH",1.64111407855274,0.657416638090145,"dACC enriched"
"6146","KCNG1",1.55345152244966,0.859804375104765,"dACC enriched"
"6188","CRLF1",1.77471622572531,0.940510923506213,"dACC enriched"
"6205","BDNF",1.27907779290379,0.902773999746706,"dACC enriched"
"6219","ADCYAP1",1.87389956628605,0.863426404635357,"dACC enriched"
"6244","LRRTM4",1.38215122516242,0.872631679674163,"dACC enriched"
"6259","GALNT18",1.36661200314982,0.723468248969781,"dACC enriched"
"6426","NECTIN3",1.66221933447445,0.680663832470713,"dACC enriched"
"6522","GLRA3",1.64750020211152,0.93871629701838,"dACC enriched"
"6635","KITLG",1.36986037195861,0.671973303719923,"dACC enriched"
"6676","RFTN1",1.30331400358018,0.523860634458188,"dACC enriched"
"6683","RTP5",2.04403519787997,1.00928993611706,"dACC enriched"
"6896","TAC3",1.30316023317744,0.937467460058645,"dACC enriched"
"6948","COL26A1",1.72352479997241,0.776720722560264,"dACC enriched"
"7007","GPR26",2.07857665925794,0.853540177258185,"dACC enriched"
"7211","GRM1",1.30445727047109,0.563661968196958,"dACC enriched"
"7309","KCNS1",1.36664267753063,0.243065712621028,"dACC enriched"
"7347","KCTD4",1.26693465013887,0.682528042174751,"dACC enriched"
"7462","GULP1",1.52433588544487,0.639538344863738,"dACC enriched"
"7481","CA4",1.38949172585653,0.83232001446005,"dACC enriched"
"7510","RSPO2",1.34867657082566,0.572300248192755,"dACC enriched"
"7632","TNFRSF25",1.28662638403127,0.801023641893274,"dACC enriched"
"7915","C1QL2",1.79989224200223,2.02875574677178,"dlPFC & dACC enriched"
"8008","TUNAR",1.95492960270094,0.669321365345427,"dACC enriched"
"8078","CTXN3",2.1136181110867,1.19581567853359,"dACC enriched"
"8079","RGS6",1.31897254917678,0.451006407356209,"dACC enriched"
"8080","NDST3",1.29078576926871,0.895981632291511,"dACC enriched"
"8081","LINC01007",1.82787058387168,1.14935809953092,"dACC enriched"
"8135","IGFBP4",1.49682768320598,1.2503749088629,"dlPFC & dACC enriched"
"8275","LAMB1",2.17908475128669,0.998967357316134,"dACC enriched"
"8313","CUX2",3.03943309129122,1.68314105485689,"dlPFC & dACC enriched"
"8326","NWD2",1.3218114243261,0.40039308478804,"dACC enriched"
"8355","TMEM196",1.40057343219998,0.630772559564557,"dACC enriched"
"8412","ARHGAP4",1.53450924961002,0.471798957633972,"dACC enriched"
"8477","GPR83",1.71949418219396,1.74050094901469,"dlPFC & dACC enriched"
"8613","AC110491.1",2.06162113841263,0.925043282382312,"dACC enriched"
"8620","PNMA5",1.45477867942141,1.09709844273759,"dACC enriched"
"8632","PRAG1",1.66410296480459,0.998731519735908,"dACC enriched"
"8640","PENK",1.47083105274874,1.94519906136487,"dlPFC & dACC enriched"
"8695","DGKA",1.7884338956255,1.02326068482837,"dACC enriched"
"8698","THSD7A",1.41930516920445,1.63908308833739,"dlPFC & dACC enriched"
"8814","ACVR1C",2.11929649293127,0.899296069017405,"dACC enriched"
"8863","TMEM74B",1.26798734042977,0.539304538979849,"dACC enriched"
"8916","LINC00507",2.68863038038979,1.43220635988595,"dlPFC & dACC enriched"
"8934","PYDC1",1.25852232491209,1.11584488060078,"dACC enriched"
"9027","FBLN2",1.43718288844413,0.0612959329316016,"dACC enriched"
"9224","CDH9",1.49304115180005,1.07155861254376,"dACC enriched"
"9239","ZNF184",1.28469003869825,0.789924570046522,"dACC enriched"
"9297","LINC01476",1.56541763531248,0.821284433084221,"dACC enriched"
"9344","MARCH4",1.26339583034422,0.602368335115327,"dACC enriched"
"9347","SLC24A4",1.60887032631668,1.38339249796414,"dlPFC & dACC enriched"
"9454","STRIP2",1.594970194148,0.529827049057676,"dACC enriched"
"9571","CITED1",1.34151021268981,0.422031896465297,"dACC enriched"
"9597","PTHLH",1.68568056134979,0.851959816614267,"dACC enriched"
"9644","CFAP44",1.34920178598221,1.09851287688322,"dACC enriched"
"9736","IGSF3",1.51202125323505,0.803443116254803,"dACC enriched"
"9905","CRHR1",1.46384390426934,0.858486894162306,"dACC enriched"
"9913","FNDC9",1.43899437419799,1.03170782569276,"dACC enriched"
"9952","CARTPT",1.07838717106547,2.05176179651265,"dlPFC enriched"
"9976","GPR88",2.02465683637744,1.18080630424696,"dACC enriched"
"10077","AJ009632.2",1.50039991143596,0.704375750926085,"dACC enriched"
"10086","COL23A1",1.45423547675669,0.486877120912509,"dACC enriched"
"10225","AC021613.1",1.40292990931525,0.829566905383564,"dACC enriched"
"10326","NEUROD1",2.87938734943338,1.79990642416159,"dlPFC & dACC enriched"
"10384","DACT1",1.64970435095272,1.42681245572063,"dlPFC & dACC enriched"
"10556","FBLN7",1.88512429303236,1.12010048343558,"dACC enriched"
"10707","NPPA",1.77731940463636,1.21964244813965,"dACC enriched"
"10899","AC018358.1",1.62636078203589,0.718041487599259,"dACC enriched"
"10900","ART3",0.634501619245571,1.59428048394983,"dlPFC enriched"
"10910","RGS8",1.91286349368637,1.06227824917771,"dACC enriched"
"10998","CNTN5",2.05233314635775,0.649052655901365,"dACC enriched"
"11051","FFAR4",1.41491924467875,1.31301138795657,"dlPFC & dACC enriched"
"11158","MGP",-0.460298877478522,1.61238039947927,"dlPFC enriched"
"11199","ITGA9",1.44475209583315,0.925598186374492,"dACC enriched"
"11239","SHISA8",0.82895693171688,1.2685385180507,"dlPFC enriched"
"11425","EFCAB1",1.47135197428095,0.201063875491492,"dACC enriched"
"11560","AC122707.1",2.0904547372184,1.72883647377339,"dlPFC & dACC enriched"
"11576","GPR6",1.71252842964802,0.393769768038323,"dACC enriched"
"11619","PTGES",1.8734065890642,1.41830923160425,"dlPFC & dACC enriched"
"11635","LINC02552",1.33521357814348,1.35187573436199,"dlPFC & dACC enriched"
"11655","AL583827.1",1.38719196217373,1.1824969280553,"dACC enriched"
"11677","FREM3",2.3992014180787,1.83073717031849,"dlPFC & dACC enriched"
"11688","SLC17A6",1.83076351435105,0.3476004816821,"dACC enriched"
"11692","ASB2",1.49159376198655,0.654857945053501,"dACC enriched"
"11751","SYTL5",0.852470535958254,1.27805317144571,"dlPFC enriched"
"11815","AP001972.3",1.37246301418534,1.02502276367562,"dACC enriched"
"11846","TRIM17",1.49802351318163,1.04155929217398,"dACC enriched"
"11911","RHOV",1.30518083440357,0.787038225277548,"dACC enriched"
"12107","AP003355.2",1.34794138818452,0.640610602126487,"dACC enriched"
"12126","ADAMTS3",1.75433963843614,0.898428217253216,"dACC enriched"
"12225","EPCAM",-0.103886004580844,1.29201298567334,"dlPFC enriched"
"12303","EGR2",2.03490116821173,1.37998522457689,"dlPFC & dACC enriched"
"12315","LINC02433",1.31227358860102,0.756244985293886,"dACC enriched"
"12318","PTH2R",1.40413477574146,0.750103067426339,"dACC enriched"
"12407","ZNF469",1.26064951604667,1.02626394604667,"dACC enriched"
"12442","CCNO",2.07592550299193,0.869005187440685,"dACC enriched"
"12451","HTR3B",1.47575683650493,1.23647676562105,"dACC enriched"
"12593","CCDC88C",1.21128013127515,1.59131969618651,"dlPFC enriched"
"12594","THBS1",-0.00697598505670547,1.38823110199515,"dlPFC enriched"
"12595","AC103681.2",2.17236473870922,1.69484049111802,"dlPFC & dACC enriched"
"12601","SLCO2A1",1.38383824789374,1.84251475846775,"dlPFC & dACC enriched"
