Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
ENSG00000228794,LINC01128,9,-1.1811,22,1.18116
ENSG00000188976,NOC2L,38,0.10430,35,-0.1043
ENSG00000188290,HES4,16,-1.7165,55,1.71655
ENSG00000187608,ISG15,24,-0.9108,46,0.91082
ENSG00000188157,AGRN,44,1.38622,16,-1.3862
ENSG00000078808,SDF4,55,0.44427,40,-0.4442
ENSG00000176022,B3GALT6,12,-0.6885,19,0.68854
ENSG00000160087,UBE2J2,32,0.06760,30,-0.0676
ENSG00000131584,ACAP3,102,0.99231,51,-0.9923
ENSG00000127054,INTS11,59,0.84056,33,-0.8405
ENSG00000224051,CPTP,12,-0.0605,12,0.06059
ENSG00000107404,DVL1,36,-0.0996,39,0.09969
ENSG00000175756,AURKAIP1,132,-0.9956,263,0.99565
ENSG00000221978,CCNL2,80,0.72972,48,-0.7297
ENSG00000242485,MRPL20,151,-0.6910,244,0.69102
ENSG00000235098,ANKRD65,48,1.70497,14,-1.7049
ENSG00000179403,VWA1,186,3.95231,12,-3.9523
ENSG00000205090,TMEM240,8,-1.4783,23,1.47831
ENSG00000160075,SSU72,62,-1.4314,168,1.43142
ENSG00000228594,FNDC10,4,-2.4950,22,2.49500
ENSG00000272106,AL691432.2,19,0.25295,16,-0.2529
ENSG00000197530,MIB2,13,-1.0871,28,1.08719
ENSG00000248333,CDK11B,55,0.33757,44,-0.3375
ENSG00000008128,CDK11A,42,1.09727,19,-1.0972
ENSG00000215790,SLC35E2A,11,-0.5365,16,0.53657
ENSG00000008130,NADK,24,0.45497,18,-0.4549
ENSG00000078369,GNB1,221,-0.9328,423,0.93282
ENSG00000187730,GABRD,3,-4.5198,77,4.51982
ENSG00000067606,PRKCZ,107,-0.9053,200,0.90537
ENSG00000162585,FAAP20,41,-0.1314,45,0.13144
ENSG00000157933,SKI,29,1.27268,12,-1.2726
ENSG00000157916,RER1,83,0.59174,55,-0.5917
ENSG00000157911,PEX10,31,0.38077,23,-0.3807
ENSG00000197921,HES5,0,-7.5986,33,7.59861
ENSG00000157870,PRXL2B,16,-1.5382,46,1.53827
ENSG00000177133,PRDM16-DT,3,-2.7501,22,2.75014
ENSG00000158109,TPRG1L,25,-2.7628,172,2.76283
ENSG00000130764,LRRC47,57,0.13648,52,-0.1364
ENSG00000116198,CEP104,63,1.74316,18,-1.7431
