"","NMF","p.value","statistic","epsilon_squared_values"
"1","NMF_1",NA,NA,NA
"2","NMF_2",NA,NA,NA
"3","NMF_3",NA,NA,NA
"4","NMF_4",NA,NA,NA
"5","NMF_5",NA,NA,NA
"6","NMF_6",0,2199.64524633019,0.0196346057389622
"7","NMF_7",2.43495689403584e-79,381.668877377063,0.00340687569626671
"8","NMF_8",0.211990861457367,8.37358519848159,7.47447999935873e-05
"9","NMF_9",0.00061710814496823,23.6054323697885,0.000210708230634822
"10","NMF_10",0,28137.4000608818,0.251161753303892
"11","NMF_11",6.6238597858053e-44,216.229607593942,0.00193012173271155
"12","NMF_12",0,13081.3636001114,0.116767654804661
"13","NMF_13",0.0473098246593139,12.7426407787566,0.000113744126777501
"14","NMF_14",0.12210250647849,10.0610982969755,8.98079809422154e-05
"15","NMF_15",0,30830.5191616396,0.275201235051992
"16","NMF_16",0,43147.5149376763,0.385145943797376
"17","NMF_17",3.687895423765e-52,254.894640066994,0.00227525587184563
"18","NMF_18",3.47057306333145e-13,70.3471203325922,0.000627936697931716
"19","NMF_19",2.43853429278305e-13,71.0940179338705,0.000634603700237175
"20","NMF_20",0,26158.4536918319,0.233497163161609
"21","NMF_21",1.40708945144319e-19,101.203880522686,0.000903372167230678
"22","NMF_22",3.85631079540492e-16,84.6741031437941,0.000755823073880817
"23","NMF_23",0,11536.646019563,0.102979103799578
"24","NMF_24",3.39424434988532e-22,113.715846398844,0.0010150572298141
"25","NMF_25",NA,NA,NA
"26","NMF_26",7.09048147123924e-22,112.189401914746,0.00100143178922195
"27","NMF_27",0,2939.73739983843,0.0262408608470881
"28","NMF_28",1.84896158189468e-140,665.348964949005,0.00593907796150108
"29","NMF_29",0.109889904597317,10.3705495342584,9.25702231945154e-05
"30","NMF_30",8.20384453291643e-147,694.777811280109,0.00620176750020181
"31","NMF_31",5.61300728345931e-77,370.671899194533,0.00330871380798305
"32","NMF_32",0,19234.2107854717,0.171689569535314
"33","NMF_33",2.1181820405591e-25,128.969581904465,0.001151216041422
"34","NMF_34",5.60503987779676e-161,760.371936451402,0.00678727772676184
"35","NMF_35",0,51303.6906474928,0.457950090132847
"36","NMF_36",0,2420.03946356929,0.0216019018608511
"37","NMF_37",7.04262537272e-08,44.1060531528515,0.000393702105283913
"38","NMF_38",0.561093550344064,4.86613523572227,4.3436389111054e-05
"39","NMF_39",1.42629510829741e-11,62.4535313534241,0.000557476469069831
"40","NMF_40",0,7386.29124403438,0.0659319572970782
"41","NMF_41",1.13963149619907e-226,1064.23573494447,0.00949964504676887
"42","NMF_42",5.39349273404281e-12,64.5248839469327,0.000575965901212478
"43","NMF_43",0,27071.0722237515,0.241643433608722
"44","NMF_44",NA,NA,NA
"45","NMF_45",1.37658870743867e-12,67.4266865155791,0.000601868145887039
"46","NMF_46",0,3369.45486221104,0.0300766307135745
"47","NMF_47",9.97003153329951e-55,266.903835593988,0.00238245307548928
"48","NMF_48",1.9620677494293e-70,340.19664267207,0.00303668373967517
"49","NMF_49",NA,NA,NA
"50","NMF_50",NA,NA,NA
