Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to11,Feature log2 fold change topic 3to11
ENSG00000228794,LINC01128,6,-1.8607,23,1.86070
ENSG00000188976,NOC2L,27,-0.7562,46,0.75629
ENSG00000188290,HES4,19,-1.6854,64,1.68545
ENSG00000187608,ISG15,34,-0.4961,48,0.49614
ENSG00000188157,AGRN,39,0.94769,20,-0.9476
ENSG00000078808,SDF4,55,-0.1972,63,0.19727
ENSG00000176022,B3GALT6,12,-0.8968,23,0.89689
ENSG00000160087,UBE2J2,19,-1.0089,39,1.00896
ENSG00000131584,ACAP3,131,0.76718,77,-0.7671
ENSG00000127054,INTS11,49,0.19676,43,-0.1967
ENSG00000224051,CPTP,9,-1.1893,22,1.18931
ENSG00000107404,DVL1,42,-0.5619,63,0.56194
ENSG00000175756,AURKAIP1,94,-1.6985,308,1.69857
ENSG00000221978,CCNL2,69,0.48700,49,-0.4870
ENSG00000242485,MRPL20,101,-1.1818,229,1.18189
ENSG00000235098,ANKRD65,44,0.52773,30,-0.5277
ENSG00000179403,VWA1,115,2.73978,17,-2.7397
ENSG00000197785,ATAD3A,14,-0.6179,21,0.61791
ENSG00000205090,TMEM240,7,-1.9787,29,1.97877
ENSG00000160075,SSU72,93,-0.9340,177,0.93401
ENSG00000228594,FNDC10,10,-1.7395,34,1.73956
ENSG00000272106,AL691432.2,10,-0.7909,18,0.79094
ENSG00000197530,MIB2,36,-0.2986,45,0.29860
ENSG00000248333,CDK11B,91,0.94937,47,-0.9493
ENSG00000189339,SLC35E2B,16,0.24502,14,-0.2450
ENSG00000008128,CDK11A,98,2.37963,18,-2.3796
ENSG00000215790,SLC35E2A,7,-1.5513,22,1.55132
ENSG00000008130,NADK,14,-0.2932,18,0.29329
ENSG00000078369,GNB1,168,-1.5504,494,1.55047
ENSG00000187730,GABRD,16,-3.1250,143,3.12502
ENSG00000067606,PRKCZ,92,-1.2307,218,1.23072
ENSG00000162585,FAAP20,42,-0.4243,56,0.42438
ENSG00000157933,SKI,47,1.54233,16,-1.5423
ENSG00000157916,RER1,57,-0.0928,61,0.09289
ENSG00000157911,PEX10,30,0.02187,30,-0.0218
ENSG00000149527,PLCH2,15,0.03867,15,-0.0386
ENSG00000157870,PRXL2B,11,-2.2609,57,2.26090
ENSG00000177133,PRDM16-DT,5,-2.1435,23,2.14356
ENSG00000158109,TPRG1L,42,-2.0986,184,2.09860
ENSG00000130764,LRRC47,34,-0.7721,59,0.77215
ENSG00000116198,CEP104,87,1.74638,25,-1.7463
ENSG00000196581,AJAP1,24,-0.3142,30,0.31426
ENSG00000069424,KCNAB2,34,-2.8298,244,2.82989
ENSG00000116254,CHD5,38,-2.5293,220,2.52932
ENSG00000116251,RPL22,806,0.11657,743,-0.1165
ENSG00000116237,ICMT,14,-0.6781,22,0.67814
ENSG00000097021,ACOT7,57,-2.2009,265,2.20092
ENSG00000171680,PLEKHG5,1,-4.2733,29,4.27335
ENSG00000162408,NOL9,9,-1.0363,20,1.03632
