"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","ADCYAP1+","RORB+","PCP4+","AQP4+","DAPI Positive","DAPI Positive Nucleus","DAPI Nucleus Intensity","DAPI Positive Cytoplasm","DAPI Cytoplasm Intensity","AQP4-520 Copies","AQP4-520 Area (µm²)","AQP4-520 Classification","AQP4-520 Cell Intensity","AQP4-520 Avg Intensity","ADCYAP1-520 Copies","ADCYAP1-520 Area (µm²)","ADCYAP1-520 Classification","ADCYAP1-520 Cell Intensity","ADCYAP1-520 Avg Intensity","RORB-620 Copies","RORB-620 Area (µm²)","RORB-620 Classification","RORB-620 Cell Intensity","RORB-620 Avg Intensity","PCP4-690 Copies","PCP4-690 Area (µm²)","PCP4-690 Classification","PCP4-690 Cell Intensity","PCP4-690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","0","4511","4532","5571","5593","0","0","0","0","1","1","2144.2668","0","280.29773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.98766","56.433907","11.553761","14.589275","0.825905"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","1","4897","4921","5572","5602","0","0","0","0","1","1","2947.1587","0","540.52313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105.5489","71.62411","33.924786","25.74578","0.813612"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","2","4873","4900","5574","5603","0","0","0","0","1","1","2802.007","0","518.8874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113.37415","74.80024","38.57391","28.749454","0.818009"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","3","4694","4721","5580","5611","0","0","0","0","1","1","3059.1482","0","441.70886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115.90585","81.428696","34.477158","27.462166","0.707331"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","4","5475","5508","2354","2385","1","1","0","0","1","1","1609.1106","0","316.61075","1","2.301546","0","2109.3667","916.5","5","4.557061","1","4180.298","818.15314","4","3.590412","1","2876.7021","801.21796","0","0","0","0","0","151.80997","96.84905","54.960915","32.61132","0.775167"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","5","5322","5351","2376","2402","0","0","0","0","1","1","2435.8213","0","408.19598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112.26941","80.093796","32.17561","24.887589","0.782194"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","6","5477","5504","2385","2414","0","0","0","0","1","1","2602.9648","0","425.95895","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118.62167","81.84297","36.7787","26.603973","0.883691"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","7","5401","5426","2404","2428","0","0","0","0","1","1","1084.5322","0","239.07318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.58415","67.2972","19.286955","20.167528","0.81573"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","8","5599","5634","2441","2466","0","0","0","0","1","1","1996.3877","0","322.164","2","1.565051","0","1338.6251","855.32355","0","0","0","0","0","2","1.242835","0","849.3625","683.4074","0","0","0","0","0","129.0707","89.530136","39.540558","29.393099","0.700441"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","9","5340","5370","2468","2500","0","0","0","0","1","1","1752.4594","0","463.44696","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","137.49435","93.30467","44.189682","32.61132","0.812843"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","10","5396","5421","2488","2516","0","0","0","0","1","1","2094.9697","0","511.57278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.93972","58.505295","27.434427","25.96033","0.740252"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","11","5405","5438","2502","2541","0","0","0","0","1","1","2573.4146","0","752.4276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","169.4398","98.92044","70.51936","42.480537","0.717792"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","12","5643","5669","2520","2539","0","0","0","0","1","1","565.50836","0","138.5627","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.51936","59.471947","11.047421","15.447468","0.655916"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","13","5459","5483","2529","2551","0","0","0","0","1","1","1782.5142","0","243.6426","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76.41132","61.819523","14.591801","17.59295","0.755684"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","14","5537","5570","2541","2571","1","0","0","0","1","1","1992.0535","0","381.44208","1","0.966649","0","845.4038","874.5714","21","36.318394","3","49188.684","1354.3739","0","0","0","0","0","1","0.414278","0","182.2364","439.8889","138.23085","92.56818","45.66267","32.182224","0.737749"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","15","5324","5355","2560","2585","0","0","0","0","1","1","1867.7926","0","438.78494","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","109.139305","79.403336","29.735973","25.316685","0.696184"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","16","5466","5498","2560","2587","0","0","0","0","1","1","1592.4844","0","359.23126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119.91054","85.985756","33.924786","27.891262","0.724806"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","17","5687","5713","2572","2598","0","0","0","0","1","1","3663.932","0","410.31088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.3507","71.07174","22.278965","21.883913","0.765616"
"D:\HAA\dACC revisions\Run 4\Br8492_dlPFC_20x_img_005-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","18","5664","5685","2577","2597","0","0","0","0","1","1","1774.3947","0","227.09204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60.024315","51.5086","8.515719","12.443794","0.867265"
