"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","ADCYAP1+","RORB+","PCP4+","AQP4+","DAPI Positive","DAPI Positive Nucleus","DAPI Nucleus Intensity","DAPI Positive Cytoplasm","DAPI Cytoplasm Intensity","AQP4-520 Copies","AQP4-520 Area (µm²)","AQP4-520 Classification","AQP4-520 Cell Intensity","AQP4-520 Avg Intensity","ADCYAP1-520 Copies","ADCYAP1-520 Area (µm²)","ADCYAP1-520 Classification","ADCYAP1-520 Cell Intensity","ADCYAP1-520 Avg Intensity","RORB-620 Copies","RORB-620 Area (µm²)","RORB-620 Classification","RORB-620 Cell Intensity","RORB-620 Avg Intensity","PCP4-690 Copies","PCP4-690 Area (µm²)","PCP4-690 Classification","PCP4-690 Cell Intensity","PCP4-690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"D:\HAA\dACC revisions\Run 4\Br6471_dlPFC_20x_img_001-MaxIP-Stitched_unmixed.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","0","6933","6963","8","40","0","0","0","1","1","1","1203.6653","0","273.64667","15","25.455097","3","44132.51","1733.7396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139.24353","92.89039","46.353134","30.894936","0.78622"
"D:\HAA\dACC revisions\Run 4\Br6471_dlPFC_20x_img_001-MaxIP-Stitched_unmixed.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","1","6968","6994","42","67","0","0","0","0","1","1","1725.1538","0","318.87802","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.30467","70.5654","22.739273","21.02572","0.806759"
"D:\HAA\dACC revisions\Run 4\Br6471_dlPFC_20x_img_001-MaxIP-Stitched_unmixed.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","2","7161","7178","56","79","0","0","0","0","1","1","1113.6237","0","259.27808","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59.7021","42.21035","17.491749","17.59295","0.820122"
"D:\HAA\dACC revisions\Run 4\Br6471_dlPFC_20x_img_001-MaxIP-Stitched_unmixed.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","3","7141","7161","56","81","0","0","0","0","1","1","1271.4866","0","242.5411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.7622","44.23571","27.52649","23.600298","0.697445"
"D:\HAA\dACC revisions\Run 4\Br6471_dlPFC_20x_img_001-MaxIP-Stitched_unmixed.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","4","7144","7166","79","95","0","0","0","0","1","1","905.31635","0","288.17923","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.14035","42.11829","9.022059","13.301987","0.772785"
"D:\HAA\dACC revisions\Run 4\Br6471_dlPFC_20x_img_001-MaxIP-Stitched_unmixed.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","5","6960","6990","84","107","0","0","0","0","1","1","1918.4248","0","367.8106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103.753685","68.54004","35.213654","27.03307","0.795783"
"D:\HAA\dACC revisions\Run 4\Br6471_dlPFC_20x_img_001-MaxIP-Stitched_unmixed.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","6","7154","7183","96","124","0","0","0","0","1","1","1547.2942","0","284.3907","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118.575645","82.119156","36.456486","26.174877","0.892781"
"D:\HAA\dACC revisions\Run 4\Br6471_dlPFC_20x_img_001-MaxIP-Stitched_unmixed.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","7","6966","6998","104","132","0","0","0","0","1","1","1356.489","0","352.4966","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122.44224","74.524055","47.918186","31.967678","0.820293"
"D:\HAA\dACC revisions\Run 4\Br6471_dlPFC_20x_img_001-MaxIP-Stitched_unmixed.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","8","6979","6999","129","146","0","0","0","0","1","1","971.5608","0","218.8759","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.324474","44.511898","6.812576","11.156505","0.803038"
"D:\HAA\dACC revisions\Run 4\Br6471_dlPFC_20x_img_001-MaxIP-Stitched_unmixed.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","9","7051","7076","161","191","0","0","0","1","1","1","1242.7039","0","314.338","8","18.964739","1","28848.635","1521.1724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106.05524","78.85096","27.204271","24.887589","0.724839"
