"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","ADCYAP1+","RORB+","PCP4+","AQP4+","DAPI Positive","DAPI Positive Nucleus","DAPI Nucleus Intensity","DAPI Positive Cytoplasm","DAPI Cytoplasm Intensity","AQP4-520 Copies","AQP4-520 Area (µm²)","AQP4-520 Classification","AQP4-520 Cell Intensity","AQP4-520 Avg Intensity","ADCYAP1-520 Copies","ADCYAP1-520 Area (µm²)","ADCYAP1-520 Classification","ADCYAP1-520 Cell Intensity","ADCYAP1-520 Avg Intensity","RORB-620 Copies","RORB-620 Area (µm²)","RORB-620 Classification","RORB-620 Cell Intensity","RORB-620 Avg Intensity","PCP4-690 Copies","PCP4-690 Area (µm²)","PCP4-690 Classification","PCP4-690 Cell Intensity","PCP4-690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"D:\HAA\dACC revisions\Run 4\Br2720_dlPFC_20x_img_011-MaxIP-Stitched_unmixed-rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","0","5494","5519","1167","1189","0","0","0","1","1","1","1405.5989","0","218.2468","13","26.283653","2","70963.055","2699.893","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.06045","64.53535","16.525099","18.451143","0.721925"
"D:\HAA\dACC revisions\Run 4\Br2720_dlPFC_20x_img_011-MaxIP-Stitched_unmixed-rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","1","5507","5537","1353","1381","0","0","0","1","1","1","1635.1699","0","235.91408","17","39.72468","3","91383.016","2300.409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120.96925","83.03977","37.929478","27.03307","0.916357"
"D:\HAA\dACC revisions\Run 4\Br2720_dlPFC_20x_img_011-MaxIP-Stitched_unmixed-rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","2","5469","5500","1357","1385","0","0","0","1","1","1","1549.5452","0","264.03983","16","34.799374","3","59736.3","1716.5913","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125.29616","85.525444","39.770714","27.891262","0.843742"
"D:\HAA\dACC revisions\Run 4\Br2720_dlPFC_20x_img_011-MaxIP-Stitched_unmixed-rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","3","5501","5527","1405","1438","0","0","0","1","1","1","1383.262","0","259.6501","17","40.507206","3","92960.086","2294.9023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122.5343","85.11117","37.423138","28.320358","0.773427"
"D:\HAA\dACC revisions\Run 4\Br2720_dlPFC_20x_img_011-MaxIP-Stitched_unmixed-rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","4","5451","5476","1456","1488","0","0","0","0","1","1","1118.8635","0","255.32312","1","2.02536","0","1938.2239","956.9773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","114.202705","84.19055","30.012157","28.320358","0.658289"
"D:\HAA\dACC revisions\Run 4\Br2720_dlPFC_20x_img_011-MaxIP-Stitched_unmixed-rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","5","5515","5547","2303","2331","0","0","0","0","1","1","1372.3158","0","198.5348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112.72971","70.74952","41.980198","31.538582","0.663025"
"D:\HAA\dACC revisions\Run 4\Br2720_dlPFC_20x_img_011-MaxIP-Stitched_unmixed-rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","6","5524","5548","2327","2344","0","0","0","0","1","1","1196.455","0","229.33104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.6354","40.18499","21.450407","19.309336","0.805705"
"D:\HAA\dACC revisions\Run 4\Br2720_dlPFC_20x_img_011-MaxIP-Stitched_unmixed-rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","7","5530","5551","2342","2360","0","0","0","0","1","1","870.4762","0","170.70479","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54.822823","47.08963","7.733194","11.585601","0.8035"
"D:\HAA\dACC revisions\Run 4\Br2720_dlPFC_20x_img_011-MaxIP-Stitched_unmixed-rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","8","5475","5497","2475","2497","0","0","0","0","1","1","1289.3837","0","217.09062","1","0.828557","0","593.4306","716.2222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","68.67813","57.400555","11.277575","15.23292","0.690382"
"D:\HAA\dACC revisions\Run 4\Br2720_dlPFC_20x_img_011-MaxIP-Stitched_unmixed-rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","9","5472","5495","2506","2528","0","0","0","0","1","1","1472.6917","0","238.76195","2","2.715824","0","1968.0059","724.64404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.055756","61.68143","15.374327","16.734756","0.867987"
