"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","ADCYAP1+","RORB+","PCP4+","AQP4+","DAPI Positive","DAPI Positive Nucleus","DAPI Nucleus Intensity","DAPI Positive Cytoplasm","DAPI Cytoplasm Intensity","AQP4-520 Copies","AQP4-520 Area (µm²)","AQP4-520 Classification","AQP4-520 Cell Intensity","AQP4-520 Avg Intensity","ADCYAP1-520 Copies","ADCYAP1-520 Area (µm²)","ADCYAP1-520 Classification","ADCYAP1-520 Cell Intensity","ADCYAP1-520 Avg Intensity","RORB-620 Copies","RORB-620 Area (µm²)","RORB-620 Classification","RORB-620 Cell Intensity","RORB-620 Avg Intensity","PCP4-690 Copies","PCP4-690 Area (µm²)","PCP4-690 Classification","PCP4-690 Cell Intensity","PCP4-690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","0","2452","2475","2144","2176","0","0","0","1","1","1","2661.558","0","747.9026","11","22.278965","2","38351.44","1501.2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106.791725","60.024315","46.76741","31.324034","0.774402"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","1","2430","2454","2144","2174","0","0","0","1","1","1","2500.7898","0","706.14954","6","14.03943","1","21168.1","1507.7606","0","0","0","0","0","1","0.552371","0","380.30743","688.5","0","0","0","0","0","112.45353","64.94962","47.503906","31.324034","0.822746"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","2","2491","2518","2155","2179","0","0","1","0","1","1","1540.0344","0","601.9545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","55.006947","4","45426.07","825.8243","88.93173","68.86225","20.06948","20.596624","0.744296"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","3","2543","2564","2159","2189","0","0","0","0","1","1","2701.581","0","461.86313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.07313","49.437206","32.63592","25.96033","0.756854"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","4","2525","2550","2163","2194","0","0","0","0","1","1","2893.259","0","481.71918","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3.49835","0","2095.4656","598.9868","101.17596","60.484627","40.69133","28.534906","0.815616"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","5","2601","2627","2176","2212","0","0","0","0","1","1","2772.4678","0","458.27097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136.84991","93.25864","43.591278","31.109486","0.679937"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","6","2550","2568","2184","2202","0","0","0","0","1","1","2338.1885","0","336.0527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.800762","40.18499","5.615772","10.298312","0.794497"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","7","2789","2817","2231","2252","0","0","0","0","1","1","1736.8384","0","312.73773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.676216","68.447975","18.228243","19.309336","0.686972"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","8","2581","2610","2232","2254","0","0","0","1","1","1","2631.3074","0","461.65216","16","32.313705","3","84955.49","2603.1284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.76967","74.10978","23.659891","21.883913","0.732837"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","9","2740","2788","2242","2273","0","0","1","0","1","1","1226.8627","0","297.30875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","44.23571","3","26701.89","603.62744","212.24857","129.11673","83.131836","48.48789","0.614844"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","10","2511","2554","2259","2302","1","0","0","0","1","1","938.3719","0","327.3492","0","0","0","0","0","45","59.84019","4","72371.375","1200.1786","2","1.058711","0","742.2025","701.04346","0","0","0","0","0","248.1987","134.31822","113.88049","51.49156","0.781947"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","11","2653","2674","2259","2281","0","0","0","0","1","1","635.1429","0","168.68477","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67.435295","56.80215","10.633142","14.589275","0.715306"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","12","2465","2493","2264","2289","0","0","0","0","1","1","2236.421","0","381.47385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.89508","73.92565","22.969427","23.171202","0.651451"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","13","2762","2781","2276","2295","0","0","0","0","1","1","597.1288","0","164.90471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1.841237","0","855.3925","464.575","52.935555","46.859474","6.076081","10.298312","0.894168"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","14","2826","2845","2286","2305","1","0","0","0","1","1","1145.9366","0","208.44003","0","0","0","0","0","7","4.050721","1","3089.5032","762.7045","0","0","0","0","0","2","2.439639","0","1172.5916","480.6415","54.13236","47.59597","6.53639","10.727408","0.821489"
"D:\HAA\dACC revisions\Run 4\Br8667_dACC_20x_img_008-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","15","2697","2721","2296","2319","0","0","0","0","1","1","3384.9885","0","384.5754","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.896996","62.878235","16.018759","17.59295","0.790582"
