"Image Location","Analysis Region","Algorithm Name","Object Id","XMin","XMax","YMin","YMax","ADCYAP1+","RORB+","PCP4+","AQP4+","DAPI Positive","DAPI Positive Nucleus","DAPI Nucleus Intensity","DAPI Positive Cytoplasm","DAPI Cytoplasm Intensity","AQP4-520 Copies","AQP4-520 Area (µm²)","AQP4-520 Classification","AQP4-520 Cell Intensity","AQP4-520 Avg Intensity","ADCYAP1-520 Copies","ADCYAP1-520 Area (µm²)","ADCYAP1-520 Classification","ADCYAP1-520 Cell Intensity","ADCYAP1-520 Avg Intensity","RORB-620 Copies","RORB-620 Area (µm²)","RORB-620 Classification","RORB-620 Cell Intensity","RORB-620 Avg Intensity","PCP4-690 Copies","PCP4-690 Area (µm²)","PCP4-690 Classification","PCP4-690 Cell Intensity","PCP4-690 Avg Intensity","Cell Area (µm²)","Cytoplasm Area (µm²)","Nucleus Area (µm²)","Nucleus Perimeter (µm)","Nucleus Roundness"
"D:\HAA\dACC revisions\Run 4\Br6471_dACC_20x_img_021-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","0","7156","7179","4127","4158","0","0","0","1","1","1","1980.4543","0","373.72507","4","14.683863","1","17781.283","1210.9404","0","0","0","0","0","0","0","0","0","0","1","2.301546","0","1052.0366","457.1","103.753685","78.02241","25.731283","24.458492","0.631853"
"D:\HAA\dACC revisions\Run 4\Br6471_dACC_20x_img_021-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","1","7323","7355","4146","4179","0","0","0","0","1","1","1275.6232","0","208.8159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138.96735","93.76498","45.202362","33.469513","0.721316"
"D:\HAA\dACC revisions\Run 4\Br6471_dACC_20x_img_021-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","2","7424","7443","4171","4193","0","0","0","0","1","1","748.6316","0","171.12796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.26715","52.52128","8.745874","12.87289","0.780482"
"D:\HAA\dACC revisions\Run 4\Br6471_dACC_20x_img_021-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","3","7031","7069","4202","4232","0","0","0","0","1","1","1439.182","0","311.04782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155.17023","101.037865","54.13236","35.614998","0.684845"
"D:\HAA\dACC revisions\Run 4\Br6471_dACC_20x_img_021-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","4","7208","7228","4214","4240","0","0","0","0","1","1","1258.839","0","201.48535","2","2.439639","0","1872.814","767.6604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.74622","62.878235","14.867987","17.163853","0.712418"
"D:\HAA\dACC revisions\Run 4\Br6471_dACC_20x_img_021-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","5","7308","7329","4215","4238","0","0","0","0","1","1","1219.0414","0","203.78639","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73.28122","58.82751","14.453708","16.734756","0.791283"
"D:\HAA\dACC revisions\Run 4\Br6471_dACC_20x_img_021-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","6","7391","7413","4236","4259","0","0","0","0","1","1","1671.0358","0","232.46361","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71.07174","58.18308","12.888657","15.876565","0.846893"
"D:\HAA\dACC revisions\Run 4\Br6471_dACC_20x_img_021-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","7","7307","7338","4237","4265","0","0","0","0","1","1","1821.6814","0","282.4729","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123.685074","83.2239","40.461178","27.891262","0.890058"
"D:\HAA\dACC revisions\Run 4\Br6471_dACC_20x_img_021-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","8","7167","7195","4252","4287","0","0","0","1","1","1","1654.3577","0","284.182","12","27.894735","2","55644.844","1994.8152","0","0","0","0","0","1","0.782526","0","526.8699","673.2941","0","0","0","0","0","124.51363","90.542816","33.970818","31.324034","0.613439"
"D:\HAA\dACC revisions\Run 4\Br6471_dACC_20x_img_021-MaxIP-Stitched_unmixed_rotated.nd2","Layer 1","dACC_v17_ FISH-IF v2.4.4","9","7060","7085","4273","4302","0","0","0","1","1","1","1220.8793","0","235.61336","8","18.780615","1","28374.424","1510.8358","1","1.334897","0","1053.3254","789.069","0","0","0","0","0","0","0","0","0","0","101.037865","75.12246","25.915407","24.029396","0.745026"
