"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"121",1,"pairwise","CC-WM","ZIC1",8.47099432562674,1.66695484154553e-09,4.29907653634592e-06,4665,3.00820921610374,"ENSG00000152977"
"122",2,"pairwise","CC-WM","AMMECR1",7.64123477986586,1.45152002222665e-08,1.89506476493849e-05,9466,5.83247326371664,"ENSG00000101935"
"123",3,"pairwise","CC-WM","AC034102.3",7.27364123701577,3.88923379744532e-08,3.7613752363543e-05,14062,1.68408688038037,"ENSG00000257449"
"124",4,"pairwise","CC-WM","MALRD1",7.02959469239497,7.54587387400609e-08,6.14551854349317e-05,12736,5.50752461683764,"ENSG00000204740"
"125",5,"pairwise","CC-WM","LINC00487",6.66702158747377,2.04334730758568e-07,0.000158093781187904,2277,3.14503019749234,"ENSG00000205837"
"126",6,"pairwise","CC-WM","PCDHGA1",6.45680185345898,3.66162764044087e-07,0.000236083442117425,6543,2.38670665892387,"ENSG00000204956"
"127",7,"pairwise","CC-WM","ZNF449",6.3805003420347,4.52934743468084e-07,0.000269565854631736,9570,2.46493421515444,"ENSG00000173275"
"128",8,"pairwise","CC-WM","HDAC11",6.23258366796558,6.84957420347851e-07,0.000331219722576958,3848,2.06249186733489,"ENSG00000163517"
"129",9,"pairwise","CC-WM","FAF2",5.87599214726502,1.86830633537283e-06,0.000705126152038029,6767,1.15780685596545,"ENSG00000113194"
"130",10,"pairwise","CC-WM","LRTM1",5.72049882985604,2.9004724183467e-06,0.00106861690955945,4231,3.13659183983221,"ENSG00000144771"
"131",11,"pairwise","CC-WM","SMNDC1",5.66844015542055,3.36146385968489e-06,0.00118216572192646,13308,1.81851436654564,"ENSG00000119953"
"132",12,"pairwise","CC-WM","CSNK1A1",5.59454701156436,4.14509528820102e-06,0.00139437401064397,6611,1.08791364083761,"ENSG00000113712"
"133",13,"pairwise","CC-WM","AC108866.1",5.50823197801754,5.29590228797589e-06,0.0015759383077719,5568,0.93226689288143,"ENSG00000250938"
"134",14,"pairwise","CC-WM","PELO",5.43834869664721,6.45883892419619e-06,0.00178471559844664,6021,2.16565696505356,"ENSG00000152684"
"135",15,"pairwise","CC-WM","CLRN1-AS1",5.37195939723458,7.80011276837192e-06,0.00208101629272047,4694,1.64010501306211,"ENSG00000239265"
"136",16,"pairwise","CC-WM","FAIM",5.3122229896646,9.24403977847204e-06,0.00230713341180768,4629,2.10449237429898,"ENSG00000158234"
"137",17,"pairwise","CC-WM","HOXA7",5.2923974047856,9.78016071883845e-06,0.00239286380807136,8165,1.87683402054993,"ENSG00000122592"
"138",18,"pairwise","CC-WM","NAV3",5.19203519867604,1.30109327027761e-05,0.00296075253886409,14244,1.18689222610848,"ENSG00000067798"
"139",19,"pairwise","CC-WM","RND3",5.1606472212814,1.42258767533844e-05,0.00317999059127012,3162,1.66909635638246,"ENSG00000115963"
"140",20,"pairwise","CC-WM","APTR",5.15173960318203,1.45908835453133e-05,0.00317999059127012,8422,2.17823863123436,"ENSG00000214293"
