"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"pairwise","clust3-clust7","RPP14",18.5838898797026,1.2433766719671e-41,1.53258608586665e-37,7899,4.36032905707763,"ENSG00000163684"
2,"pairwise","clust3-clust7","HMGCL",18.1543731704166,1.55622687779005e-40,9.59102624782005e-37,7274,4.99315885798448,"ENSG00000117305"
3,"pairwise","clust3-clust7","PTPN2",16.9144638256175,2.57896531625319e-37,9.19957614066274e-34,8704,4.51761332967544,"ENSG00000175354"
4,"pairwise","clust3-clust7","ILRUN",16.8902636913978,2.98542143133628e-37,9.19957614066274e-34,3841,4.97496051414454,"ENSG00000196821"
5,"pairwise","clust3-clust7","SPIDR",16.7015815437274,9.36434444670737e-37,2.3084981930023e-33,6516,4.15371340968934,"ENSG00000164808"
6,"pairwise","clust3-clust7","KCNH2",16.6285890426611,1.45870568306304e-36,2.99666770823917e-33,6552,3.8321705809052,"ENSG00000055118"
7,"pairwise","clust3-clust7","ME2",16.5182448148671,2.85368464070393e-36,5.02493098304524e-33,4786,4.98528351259232,"ENSG00000082212"
8,"pairwise","clust3-clust7","ANAPC10",16.4960647003377,3.26626867357186e-36,5.03250345880585e-33,9433,4.35539560946881,"ENSG00000164162"
9,"pairwise","clust3-clust7","CCDC106",16.3967235819225,5.9838309713138e-36,8.19518895026821e-33,2948,5.01550188724528,"ENSG00000173581"
10,"pairwise","clust3-clust7","LYPLA2",16.166976531324,2.43595005838301e-35,3.0025520419629e-32,5106,4.38314607669957,"ENSG00000011009"
11,"pairwise","clust3-clust7","PARM1",16.1336365529206,2.98763958489296e-35,3.23598405772029e-32,3240,4.08537681068831,"ENSG00000169116"
12,"pairwise","clust3-clust7","PPA2",16.1249763713565,3.15039823889692e-35,3.23598405772029e-32,4662,4.87274916281192,"ENSG00000138777"
13,"pairwise","clust3-clust7","THYN1",16.0377638863928,5.37693201916899e-35,5.09815877448284e-32,3559,4.95683796269042,"ENSG00000151500"
14,"pairwise","clust3-clust7","LRBA",15.9720497025005,8.04781464906605e-35,7.08552595459915e-32,9973,4.04306435830633,"ENSG00000198589"
15,"pairwise","clust3-clust7","GGT5",15.9378310264743,9.92996507880184e-35,8.15978330408743e-32,10622,4.68941123105655,"ENSG00000099998"
16,"pairwise","clust3-clust7","ST7",15.8766913335005,1.44590362751496e-34,1.11388800704684e-31,8022,4.10792918954693,"ENSG00000004866"
17,"pairwise","clust3-clust7","FOXRED2",15.8240577940006,1.99869099250308e-34,1.44916853962311e-31,3997,4.8869766390568,"ENSG00000100350"
18,"pairwise","clust3-clust7","DOK5",15.6734656393192,5.05404733027206e-34,3.4330345056777e-31,7620,3.80592784776217,"ENSG00000101134"
19,"pairwise","clust3-clust7","USF1",15.6660097187512,5.29187535355154e-34,3.4330345056777e-31,9164,4.04601628882314,"ENSG00000158773"
20,"pairwise","clust3-clust7","NFKB1",15.6303058136421,6.59583974270384e-34,4.06501603342837e-31,9641,4.45163042606578,"ENSG00000109320"
