"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"pairwise","L6a-L6b","CCK",20.8237920127471,1.28727176745273e-40,4.36900037873457e-37,21,1.71131310450414,"ENSG00000187094"
2,"pairwise","L6a-L6b","RTN4RL2",18.8393580053549,9.00650639888739e-37,7.19249005125266e-34,3008,2.14388110977176,"ENSG00000186907"
3,"pairwise","L6a-L6b","NCAM2",18.0403713641802,3.65949426947073e-35,1.98725176809338e-32,1160,1.07311033135244,"ENSG00000154654"
4,"pairwise","L6a-L6b","CAMKK2",16.9830591475789,5.57704794922712e-33,1.76079076648157e-30,1552,1.07033160041976,"ENSG00000110931"
5,"pairwise","L6a-L6b","LMO4",16.7156255326053,2.03344178026035e-32,5.63387869567642e-30,160,1.04816443332931,"ENSG00000143013"
6,"pairwise","L6a-L6b","KCNS1",16.6302250047085,3.07933461313503e-32,8.03943205921561e-30,7310,2.32436749860617,"ENSG00000124134"
7,"pairwise","L6a-L6b","OLFM1",15.8908068789477,1.16196541838317e-30,2.19095034999582e-28,97,0.966452726984885,"ENSG00000130558"
8,"pairwise","L6a-L6b","SCN1B",15.7434198275432,2.41507809290991e-30,4.31409213017697e-28,2552,1.20597027904738,"ENSG00000105711"
9,"pairwise","L6a-L6b","NPTXR",15.4915480658307,8.48249424875218e-30,1.40437002342756e-27,101,1.3751211517664,"ENSG00000221890"
10,"pairwise","L6a-L6b","CA10",14.934627983341,1.40067294002715e-28,1.82841690709699e-26,2502,1.44112834863084,"ENSG00000154975"
11,"pairwise","L6a-L6b","CDH13",14.8217468769787,2.48342158041712e-28,3.15092816595727e-26,990,1.25970639810675,"ENSG00000140945"
12,"pairwise","L6a-L6b","SNCA",14.6764592908152,5.20087186609188e-28,6.41882149582394e-26,202,0.676861296238641,"ENSG00000145335"
13,"pairwise","L6a-L6b","SPOCK1",14.4482086718299,1.66898265992079e-27,1.95328522336936e-25,501,0.840392715117217,"ENSG00000152377"
14,"pairwise","L6a-L6b","HOPX",14.269268138949,4.17963552608822e-27,4.61323023594908e-25,210,1.07241339720701,"ENSG00000171476"
15,"pairwise","L6a-L6b","KCNIP4",14.2283063729547,5.15952909625077e-27,5.64885217828229e-25,2182,1.19082312890819,"ENSG00000185774"
16,"pairwise","L6a-L6b","RTN4R",14.1299170428009,8.56316591521064e-27,9.22647146546823e-25,2045,1.51960828869907,"ENSG00000040608"
17,"pairwise","L6a-L6b","BSN",14.0124234556045,1.57018217509617e-26,1.62723612283249e-24,945,0.904391342673273,"ENSG00000164061"
18,"pairwise","L6a-L6b","PI4KA",14.0094027907438,1.59487908885091e-26,1.64030897804848e-24,370,0.771358627756873,"ENSG00000241973"
19,"pairwise","L6a-L6b","EHD3",13.9923745913821,1.74157791751832e-26,1.76445237374841e-24,1545,0.928534560566618,"ENSG00000013016"
20,"pairwise","L6a-L6b","LINGO1",13.7609067574103,5.77647813913627e-26,5.3713333710215e-24,746,0.930828665414717,"ENSG00000169783"
21,"pairwise","L6a-L6b","NEFM",13.5763150541978,1.50856840095484e-25,1.34738977706335e-23,178,1.28341781553235,"ENSG00000104722"
22,"pairwise","L6a-L6b","FKBP1A",13.566255408043,1.58973788589177e-25,1.40144685317316e-23,620,0.809976590431109,"ENSG00000088832"
