"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"pairwise","NMF_61-NMF_38","VAT1L",25.782073545939,4.55284069140705e-24,4.109394008064e-20,1566,-2.37890553312605,"ENSG00000171724"
2,"pairwise","NMF_61-NMF_38","BCL11B",18.7219195449118,1.32187858183091e-19,4.01797139870335e-16,5965,-2.24896905917461,"ENSG00000127152"
3,"pairwise","NMF_61-NMF_38","SEZ6L",18.5506598197335,1.76335159688733e-19,4.01797139870335e-16,1103,-1.34575242451727,"ENSG00000100095"
4,"pairwise","NMF_61-NMF_38","POU3F1",18.5448903415747,1.78062104972451e-19,4.01797139870335e-16,8585,-3.28872052638251,"ENSG00000185668"
5,"pairwise","NMF_61-NMF_38","SULF2",17.6759937106286,7.95562321957991e-19,1.43614910359857e-15,4063,-2.1412221672355,"ENSG00000196562"
6,"pairwise","NMF_61-NMF_38","NEFH",16.9289977666318,3.02382649820527e-18,4.5488429954668e-15,2111,-1.95140837611459,"ENSG00000100285"
7,"pairwise","NMF_61-NMF_38","CSN1S1",16.5229359007951,6.37317951677632e-18,8.21775975977472e-15,9026,-4.50696974164174,"ENSG00000126545"
8,"pairwise","NMF_61-NMF_38","CRYM",15.9188313218571,1.98510285072316e-17,2.2396922913284e-14,392,-1.37523449859582,"ENSG00000103316"
9,"pairwise","NMF_61-NMF_38","LRATD2",15.5635954930327,3.93287110892373e-17,3.94423273657173e-14,8976,-2.67284890361577,"ENSG00000168672"
10,"pairwise","NMF_61-NMF_38","LRP2",15.3546886777547,5.91208131193323e-17,5.33624459215093e-14,6935,-3.04037193891163,"ENSG00000081479"
11,"pairwise","NMF_61-NMF_38","HAPLN4",15.213037235253,7.81292761471895e-17,6.01817855082056e-14,4892,-2.4604572801588,"ENSG00000187664"
12,"pairwise","NMF_61-NMF_38","CLEC2L",15.2009887284285,8.00112371037522e-17,6.01817855082056e-14,2884,-1.59711822650914,"ENSG00000236279"
13,"pairwise","NMF_61-NMF_38","LMO7",15.0086162351924,1.17228999986286e-16,8.13929964520169e-14,3355,-1.1592980375087,"ENSG00000136153"
14,"pairwise","NMF_61-NMF_38","MEIS2",14.7074939129465,2.14730000463938e-16,1.38439498870536e-13,6697,-2.21473542491881,"ENSG00000134138"
15,"pairwise","NMF_61-NMF_38","TESPA1",14.5698970889395,2.8400414041285e-16,1.51294023530385e-13,2265,-1.5740456201226,"ENSG00000135426"
16,"pairwise","NMF_61-NMF_38","KCNN2",14.5540420686333,2.93339709816276e-16,1.51294023530385e-13,7995,-1.88923157522989,"ENSG00000080709"
17,"pairwise","NMF_61-NMF_38","GREM2",14.5539788180102,2.93377575364171e-16,1.51294023530385e-13,7584,-1.793368059087,"ENSG00000180875"
18,"pairwise","NMF_61-NMF_38","RCAN2",14.5402495265084,3.01716421842115e-16,1.51294023530385e-13,865,-1.47031311166752,"ENSG00000172348"
19,"pairwise","NMF_61-NMF_38","SCN4B",14.512583035335,3.19266107187602e-16,1.51668204393437e-13,5357,-1.89789313467844,"ENSG00000177098"
20,"pairwise","NMF_61-NMF_38","SYT2",14.3310415852192,4.63574408668348e-16,2.09211130632026e-13,9015,-3.96577280683206,"ENSG00000143858"
21,"pairwise","NMF_61-NMF_38","DCLK1",13.6631718460671,1.88340693938259e-15,8.09506239755582e-13,340,-0.810044760094158,"ENSG00000133083"
22,"pairwise","NMF_61-NMF_38","LYPD1",13.6273976179919,2.03302938087099e-15,8.34096508715524e-13,6963,-2.66054864619574,"ENSG00000150551"
23,"pairwise","NMF_61-NMF_38","RIT2",13.4038152745982,3.28866157233909e-15,1.22639029801337e-12,6689,-1.66644997346452,"ENSG00000152214"
24,"pairwise","NMF_61-NMF_38","STK39",13.2175321478697,4.9305060626364e-15,1.71164414312908e-12,1865,-0.839109767466691,"ENSG00000198648"
25,"pairwise","NMF_61-NMF_38","COL5A2",13.0940369787685,6.46278256265932e-15,2.01597201280802e-12,7346,-2.16624753313137,"ENSG00000204262"
26,"pairwise","NMF_61-NMF_38","GRIK2",13.0890104227787,6.53460169397444e-15,2.01597201280802e-12,5936,-1.16380592129118,"ENSG00000164418"
27,"pairwise","NMF_61-NMF_38","IGSF21",13.0686424874445,6.83408051573693e-15,2.01597201280802e-12,2228,-1.23333624437942,"ENSG00000117154"
28,"pairwise","NMF_61-NMF_38","NRG1",12.7691353899494,1.32810714629568e-14,3.6325742734742e-12,8563,-1.32228969122965,"ENSG00000157168"
29,"pairwise","NMF_61-NMF_38","FEZF2",12.586434680157,2.00201435607776e-14,5.16290902227367e-12,5948,-1.38312256764224,"ENSG00000153266"
30,"pairwise","NMF_61-NMF_38","DOCK4",12.5684938640152,2.08478315362597e-14,5.22701465128555e-12,2977,-1.29856092670423,"ENSG00000128512"
31,"pairwise","NMF_61-NMF_38","ESRRG",12.0581333795765,6.70660161898236e-14,1.55214836443422e-11,8890,-2.14057739464824,"ENSG00000196482"
32,"pairwise","NMF_61-NMF_38","TOX",12.0074784497861,7.5441338088604e-14,1.66081345753107e-11,5862,-1.00025341042301,"ENSG00000198846"
33,"pairwise","NMF_61-NMF_38","KCNA1",11.9109178742642,9.44946443144795e-14,1.95018859633938e-11,5476,-1.2138076121074,"ENSG00000111262"
34,"pairwise","NMF_61-NMF_38","EPM2A",11.9088362254852,9.49556821655444e-14,1.95018859633938e-11,7625,-2.01122956106062,"ENSG00000112425"
35,"pairwise","NMF_61-NMF_38","CACNA2D2",11.9083310519853,9.50679129613702e-14,1.95018859633938e-11,8732,-1.1466914507515,"ENSG00000007402"
36,"pairwise","NMF_61-NMF_38","CTXN3",11.742349829378,1.40385827616971e-13,2.7546140871104e-11,7840,-1.88893667804753,"ENSG00000205279"
37,"pairwise","NMF_61-NMF_38","GFRA1",11.6921823092512,1.58044934916165e-13,2.97190329698606e-11,8647,-2.81561503540027,"ENSG00000151892"
38,"pairwise","NMF_61-NMF_38","GABRQ",11.5661275429807,2.13144275938551e-13,3.77223575415952e-11,8513,-2.84145802436382,"ENSG00000268089"
39,"pairwise","NMF_61-NMF_38","ACSL6",11.4372795768488,2.8995657151287e-13,4.93801512165125e-11,1810,-1.00445567904468,"ENSG00000164398"
40,"pairwise","NMF_61-NMF_38","NEFM",11.3373824579504,3.68622359620943e-13,5.83716739989233e-11,178,-0.954781565731988,"ENSG00000104722"
41,"pairwise","NMF_61-NMF_38","PC",11.3115528308224,3.92306148429569e-13,6.0016191452971e-11,3845,-0.836141419871359,"ENSG00000173599"
42,"pairwise","NMF_61-NMF_38","DGKH",11.2530252753239,4.51895706847422e-13,6.79801775000806e-11,6353,-1.42979508855403,"ENSG00000102780"
43,"pairwise","NMF_61-NMF_38","CDH13",11.2055825506948,5.06941533233658e-13,7.32413062052384e-11,986,-1.24102607518304,"ENSG00000140945"
44,"pairwise","NMF_61-NMF_38","TRMT9B",11.2021245000837,5.11212307880569e-13,7.32413062052384e-11,7743,-1.46021406048257,"ENSG00000250305"
45,"pairwise","NMF_61-NMF_38","SCN1A",11.1616919908903,5.63962338209879e-13,7.81080192841322e-11,3931,-1.23863846229666,"ENSG00000144285"
46,"pairwise","NMF_61-NMF_38","HCN1",11.1564895662217,5.71142175133251e-13,7.81080192841322e-11,3751,-0.788057614631194,"ENSG00000164588"
47,"pairwise","NMF_61-NMF_38","PPM1E",11.1336354310762,6.03806081418023e-13,8.13425924011803e-11,5356,-0.957250813242027,"ENSG00000175175"
48,"pairwise","NMF_61-NMF_38","GNG4",11.0858823326624,6.78356589331029e-13,9.00418614014981e-11,4552,-1.39771548768035,"ENSG00000168243"
49,"pairwise","NMF_61-NMF_38","LRATD1",10.9904972584485,8.56699188420578e-13,1.10465241066916e-10,3909,-1.0644138421147,"ENSG00000162981"
50,"pairwise","NMF_61-NMF_38","SEPTIN4",10.8704811176532,1.1510450851424e-12,1.42319629294457e-10,57,-0.933547586388682,"ENSG00000108387"
