"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"pairwise","NMF_15-NMF_35","OLFM1",12.1928964979845,3.49615939632459e-14,2.20058261431516e-11,97,0.816396421894499,"ENSG00000130558"
2,"pairwise","NMF_15-NMF_35","NCALD",11.1693827651881,4.11544986914287e-13,1.81326721234435e-10,748,1.31840724644303,"ENSG00000104490"
3,"pairwise","NMF_15-NMF_35","CPLX2",9.63175519021562,2.14949507160006e-11,5.26148626970548e-09,440,1.29548051655428,"ENSG00000145920"
4,"pairwise","NMF_15-NMF_35","RPRM",9.28387260356286,5.48988706054662e-11,1.27307591519834e-08,4404,1.43914321495208,"ENSG00000177519"
5,"pairwise","NMF_15-NMF_35","NEFM",9.05805331851784,1.01752534471213e-10,2.24160833440083e-08,177,1.07885801606706,"ENSG00000104722"
6,"pairwise","NMF_15-NMF_35","VSNL1",8.75893961324418,2.3273606540753e-10,4.66106865538899e-08,51,0.600821800795424,"ENSG00000163032"
7,"pairwise","NMF_15-NMF_35","SPOCK1",8.7039486214818,2.71304643201294e-10,5.19725329541261e-08,499,1.23512047482845,"ENSG00000152377"
8,"pairwise","NMF_15-NMF_35","CREG2",8.57772425127446,3.86307828680484e-10,7.09196788819256e-08,358,0.970738527050754,"ENSG00000175874"
9,"pairwise","NMF_15-NMF_35","CCK",8.22210720158393,1.05655528847826e-09,1.790454846552e-07,21,1.05170800597417,"ENSG00000187094"
10,"pairwise","NMF_15-NMF_35","RGS4",8.00018923137167,1.99475636322428e-09,3.0306539780573e-07,249,0.615501135511805,"ENSG00000117152"
11,"pairwise","NMF_15-NMF_35","HLF",7.88302741086556,2.79638817636142e-09,3.97447945324142e-07,1495,0.775047511123433,"ENSG00000108924"
12,"pairwise","NMF_15-NMF_35","PDE8B",7.63697376859746,5.71291993026824e-09,6.99197922576718e-07,3089,1.06926159331609,"ENSG00000113231"
13,"pairwise","NMF_15-NMF_35","ENC1",7.56413839069278,7.06712727818876e-09,8.41561156424316e-07,41,0.600636998073247,"ENSG00000171617"
14,"pairwise","NMF_15-NMF_35","TCF4",7.50266864111477,8.46055002346362e-09,9.558252154713e-07,751,0.874392999085052,"ENSG00000196628"
15,"pairwise","NMF_15-NMF_35","MAP2K1",7.4328047309594,1.03855898607391e-08,1.11607094942479e-06,532,0.883777214689335,"ENSG00000169032"
16,"pairwise","NMF_15-NMF_35","KCTD16",7.31269121590293,1.47909337838852e-08,1.55163938694758e-06,1987,1.14432396251106,"ENSG00000183775"
17,"pairwise","NMF_15-NMF_35","PCP4",7.17649950257103,2.21231490008239e-08,2.16610209994734e-06,525,1.81657637487771,"ENSG00000183036"
18,"pairwise","NMF_15-NMF_35","GAP43",7.15311807717582,2.37105173986604e-08,2.27105520996734e-06,126,0.561349882397787,"ENSG00000172020"
19,"pairwise","NMF_15-NMF_35","SCN1B",7.12738387474289,2.55910646497608e-08,2.39902618823076e-06,2496,1.69616204002301,"ENSG00000105711"
