Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000167641,PPP1R14A,1258,2.96688,406,0.67100,199,-0.4823,672,1.57184,30,-3.2848,32,-3.4975,20,-4.0365
ENSG00000167645,YIF1B,48,0.53282,8,-2.1214,21,-0.7459,59,0.87803,37,0.11206,41,0.39666,23,-0.6553
ENSG00000099341,PSMD8,79,-1.3406,60,-1.7575,112,-0.8076,254,0.48571,100,-0.9805,286,0.96537,210,0.19864
ENSG00000130244,FAM98C,41,0.23342,11,-1.6952,45,0.38851,25,-0.5154,34,-0.0458,35,-0.0042,45,0.45809
ENSG00000196218,RYR1,13,-0.9842,23,-0.0993,95,2.44879,31,0.35059,14,-0.9036,5,-2.7043,29,0.28450
ENSG00000178982,EIF3K,122,-1.0583,117,-1.1169,257,0.10834,305,0.38608,136,-0.8900,311,0.56301,268,0.19588
ENSG00000130402,ACTN4,328,1.53443,258,1.08936,101,-0.4443,79,-0.8369,132,-0.0337,89,-0.7942,91,-0.6777
ENSG00000104823,ECH1,47,-0.7018,22,-1.8247,115,0.74477,85,0.24257,48,-0.6743,82,0.24246,85,0.26470
ENSG00000104824,HNRNPL,117,0.40161,76,-0.2795,66,-0.5073,147,0.78795,82,-0.1666,94,0.06530,70,-0.4465
ENSG00000068903,SIRT2,541,1.58483,331,0.70026,184,-0.2526,462,1.28843,140,-0.6781,101,-1.3976,101,-1.2775
ENSG00000104825,NFKBIB,42,0.78377,44,0.87299,20,-0.4216,44,0.84602,30,0.24154,12,-1.3630,22,-0.3046
ENSG00000128626,MRPS12,21,-0.8055,6,-2.6173,29,-0.3375,29,-0.3481,27,-0.4374,49,0.65212,51,0.65926
ENSG00000161243,FBXO27,16,-0.2964,7,-1.5828,22,0.14001,12,-0.7688,13,-0.6693,27,0.68826,24,0.31468
ENSG00000130755,GMFG,3,-2.2719,15,-0.0410,11,-0.5093,28,0.99671,9,-0.7017,18,0.33348,16,0.10199
ENSG00000179134,SAMD4B,134,0.82334,111,0.50134,81,-0.0113,84,0.05733,104,0.39506,43,-1.1885,86,0.09813
ENSG00000006712,PAF1,44,-0.0067,52,0.23697,29,-0.6684,110,1.54168,42,-0.1068,30,-0.7442,40,-0.2110
ENSG00000063322,MED29,79,-0.2713,62,-0.6462,99,0.09187,113,0.30297,90,-0.0684,96,0.05054,103,0.17200
ENSG00000105193,RPS16,749,0.27088,1085,0.89354,1133,0.97026,875,0.52782,170,-2.0060,391,-0.9135,575,-0.1722
ENSG00000196235,SUPT5H,109,-0.2247,185,0.64269,101,-0.3430,161,0.40586,170,0.50251,85,-0.7313,135,0.13427
ENSG00000105197,TIMM50,29,-0.6640,30,-0.6529,38,-0.2546,42,-0.0915,58,0.41494,54,0.39174,45,-0.0008
ENSG00000090932,DLL3,0,-4.9104,14,-0.7335,44,1.04407,14,-0.8348,8,-1.5275,22,-0.1292,44,1.23212
ENSG00000176401,EID2B,16,-0.7099,13,-1.0350,13,-0.9757,16,-0.6922,36,0.57262,36,0.76455,26,0.03586
ENSG00000176396,EID2,20,-1.5137,16,-1.7718,24,-1.2076,73,0.51473,65,0.33110,81,0.98384,44,-0.3211
ENSG00000105204,DYRK1B,5,-2.1121,8,-1.5095,30,0.41124,26,0.17078,34,0.62540,30,0.57577,18,-0.3777
ENSG00000105202,FBL,69,0.00229,116,0.85776,89,0.40763,101,0.61229,44,-0.6916,52,-0.5343,57,-0.3300
ENSG00000013275,PSMC4,28,-0.9893,27,-1.0163,40,-0.4241,110,1.23742,29,-0.9258,66,0.47921,48,-0.1718
ENSG00000130758,MAP3K10,12,-2.0461,14,-1.8329,58,0.25960,57,0.24608,81,0.82452,46,-0.1431,65,0.53355
ENSG00000174521,TTC9B,23,-3.5468,50,-2.4485,154,-0.7790,212,-0.2772,197,-0.3949,430,1.28073,301,0.31968
ENSG00000105221,AKT2,39,0.51686,31,0.12995,28,-0.0096,36,0.37871,49,0.90800,16,-1.0830,26,-0.1107
ENSG00000105223,PLD3,102,-2.4430,99,-2.4929,386,-0.4527,704,0.51519,485,-0.0937,833,1.14140,432,-0.3058
ENSG00000090013,BLVRB,31,-1.1295,12,-2.4390,107,0.85133,61,-0.0802,24,-1.4785,90,0.75665,68,0.09869
ENSG00000160460,SPTBN4,4,-4.0857,14,-2.2359,37,-0.7910,50,-0.3256,111,0.98955,85,0.71070,72,0.30265
ENSG00000105245,NUMBL,0,-6.5197,13,-2.3246,50,-0.3557,59,-0.0897,78,0.34467,104,1.18198,58,-0.1295
ENSG00000077312,SNRPA,27,-0.1439,11,-1.5172,45,0.67015,32,0.14221,29,-0.0219,29,-0.0131,32,0.13220
ENSG00000167578,RAB4B,50,-0.1623,56,0.04307,26,-1.1728,54,-0.0232,32,-0.8530,63,0.29359,71,0.48423
ENSG00000269858,EGLN2,50,-0.7084,32,-1.3741,55,-0.5821,83,0.07974,113,0.57962,84,0.13201,103,0.48413
ENSG00000167601,AXL,6,-1.7929,13,-0.7514,62,1.84180,17,-0.3309,14,-0.5961,8,-1.7345,39,1.16024
ENSG00000105323,HNRNPUL1,88,0.32516,105,0.62203,82,0.20628,124,0.89856,70,-0.0362,46,-0.8610,57,-0.4150
ENSG00000142046,TMEM91,2,-3.6967,5,-2.3183,44,0.98196,67,1.77507,15,-0.7352,21,-0.2433,22,-0.1311
ENSG00000077348,EXOSC5,12,-0.9452,0,-5.3407,14,-0.7561,26,0.17779,7,-1.8463,34,0.82649,36,0.82901
ENSG00000248098,BCKDHA,25,-0.5453,27,-0.4265,27,-0.3967,47,0.47551,38,0.14515,34,-0.0438,42,0.32250
ENSG00000105341,DMAC2,7,-1.8546,11,-1.2906,29,0.16250,27,0.05932,21,-0.3576,29,0.21511,39,0.78018
ENSG00000105372,RPS19,961,0.06446,1080,0.25383,1854,1.17757,1094,0.27566,277,-1.8446,685,-0.5801,954,0.05973
ENSG00000105404,RABAC1,191,-0.5165,160,-0.7919,230,-0.2221,376,0.57286,232,-0.2100,340,0.54402,221,-0.3224
ENSG00000105409,ATP1A3,27,-3.8284,69,-2.4906,218,-0.7783,763,1.27949,394,0.15048,477,0.63172,342,-0.0849
ENSG00000105737,GRIK5,11,-2.2906,3,-3.9752,49,-0.0139,38,-0.4190,94,1.07257,68,0.71579,47,-0.0695
ENSG00000160570,DEDD2,9,-1.3300,6,-1.7744,36,0.84223,27,0.35070,14,-0.7088,26,0.40064,23,0.09736
ENSG00000105723,GSK3A,31,-1.5445,49,-0.8822,70,-0.3368,108,0.36689,117,0.49088,101,0.32960,93,0.13305
ENSG00000105722,ERF,28,0.67753,14,-0.3908,27,0.58664,20,0.15214,20,0.16111,17,-0.1953,12,-0.6770
ENSG00000079432,CIC,38,-0.2256,24,-0.9250,31,-0.5252,43,-0.0213,53,0.31597,35,-0.4485,72,0.95927
ENSG00000079462,PAFAH1B3,21,-1.0371,13,-1.7495,41,-0.0254,66,0.72991,21,-1.0288,44,0.09917,62,0.75244
ENSG00000167619,TMEM145,1,-3.4503,7,-1.4258,28,0.78229,25,0.57274,17,-0.0519,23,0.63268,13,-0.4805
ENSG00000105429,MEGF8,21,-1.9278,37,-1.0817,71,-0.0645,93,0.35413,132,0.95656,79,0.12938,76,0.04287
ENSG00000079435,LIPE,114,3.28853,29,0.47425,8,-1.4562,39,1.00127,11,-1.0617,2,-3.7376,4,-2.4687
ENSG00000073050,XRCC1,20,0.04829,4,-2.4570,24,0.31774,39,1.11593,14,-0.5110,20,-0.0132,19,-0.0826
ENSG00000167378,IRGQ,10,-2.3117,18,-1.4345,49,0.04245,57,0.30098,85,0.96700,59,0.49462,38,-0.3858
ENSG00000124444,ZNF576,7,-1.6990,10,-1.1050,28,0.47704,53,1.59271,22,0.06515,22,0.13585,11,-1.0375
ENSG00000131116,ZNF428,71,-1.0677,76,-0.9562,129,-0.1458,163,0.23192,115,-0.3251,151,0.14847,201,0.67511
ENSG00000105767,CADM4,236,1.19298,95,-0.3173,174,0.66648,211,0.99875,76,-0.6699,67,-1.0197,83,-0.5693
ENSG00000105771,SMG9,34,0.49110,15,-0.8148,32,0.39618,21,-0.2761,26,0.03363,29,0.28296,19,-0.5132
ENSG00000167380,ZNF226,31,0.24739,20,-0.4489,10,-1.4414,28,0.07489,19,-0.5094,28,0.07584,38,0.64153
ENSG00000073008,PVR,1,-3.7361,5,-1.5646,24,0.75510,23,0.64845,21,0.54362,22,0.81130,6,-1.5107
ENSG00000130204,TOMM40,28,-0.6642,22,-1.0638,41,-0.0947,42,-0.0374,65,0.64863,63,0.84627,23,-1.0378
ENSG00000130203,APOE,277,-1.9212,610,-0.7309,3456,2.30855,1385,0.57770,511,-1.0044,312,-2.0103,1279,0.51242
ENSG00000130208,APOC1,31,-0.5198,33,-0.4204,82,1.05802,44,0.01734,11,-2.0443,38,-0.2625,59,0.58695
ENSG00000104853,CLPTM1,43,-1.4745,27,-2.1933,117,0.04872,155,0.50045,117,0.04210,144,0.50934,124,0.15183
ENSG00000104859,CLASRP,28,0.59511,23,0.27904,22,0.21571,29,0.64555,18,-0.0951,17,-0.2531,11,-0.9242
ENSG00000007047,MARK4,11,-1.8013,14,-1.4032,60,0.81046,37,0.03510,39,0.10705,51,0.74052,25,-0.6267
ENSG00000104866,PPP1R37,22,-0.4962,13,-1.2886,25,-0.2879,32,0.06537,33,0.14170,35,0.26382,38,0.39165
ENSG00000007255,TRAPPC6A,34,0.02196,16,-1.0990,65,1.11888,48,0.59381,16,-1.1026,23,-0.6660,41,0.41080
ENSG00000104884,ERCC2,4,-2.3473,3,-2.8827,33,0.68442,12,-0.8312,40,1.04924,18,-0.3219,34,0.85396
ENSG00000012061,ERCC1,51,-0.1275,32,-0.8172,38,-0.5611,74,0.48096,46,-0.2758,58,0.12155,67,0.35304
ENSG00000125744,RTN2,0,-5.7207,10,-2.1259,26,-0.6670,29,-0.5364,69,0.89752,62,0.97781,42,0.06500
ENSG00000125746,EML2,109,1.32956,78,0.74392,37,-0.4629,110,1.33803,36,-0.5247,26,-1.1861,25,-1.1581
ENSG00000125743,SNRPD2,145,-1.0677,132,-1.2146,273,-0.0912,261,-0.1579,143,-1.0919,361,0.48893,424,0.73503
ENSG00000185800,DMWD,35,-0.9624,34,-1.0151,67,0.01591,65,-0.0202,83,0.36960,67,0.03016,87,0.52277
ENSG00000125755,SYMPK,37,-0.5627,56,0.08496,47,-0.1799,60,0.19720,72,0.50428,46,-0.2880,60,0.22686
ENSG00000176182,MYPOP,9,-1.9045,1,-4.4806,30,-0.0903,13,-1.3652,48,0.69736,40,0.50388,47,0.77560
ENSG00000104967,NOVA2,21,-1.3616,22,-1.2534,30,-0.8216,55,0.12445,82,0.78644,62,0.44700,55,0.15067
ENSG00000124440,HIF3A,1,-3.6853,10,-0.8108,66,2.44316,30,0.92559,23,0.47817,4,-2.4984,15,-0.2229
ENSG00000011485,PPP5C,19,-1.8814,19,-1.9290,63,-0.1040,65,-0.0419,58,-0.2384,109,1.13459,60,-0.1837
ENSG00000277531,PNMA8C,11,-2.0875,12,-1.9542,20,-1.2914,40,-0.2318,71,0.70165,75,1.15528,40,-0.2333
ENSG00000182013,PNMA8A,43,-2.4526,33,-2.8322,178,-0.3232,182,-0.2928,287,0.44289,371,1.27656,174,-0.3985
ENSG00000204851,PNMA8B,21,-3.0778,44,-1.9878,75,-1.1817,194,0.29726,325,1.18144,229,0.79078,134,-0.3299
ENSG00000160014,CALM3,234,-2.5629,294,-2.2279,1047,-0.3046,1209,-0.0768,1289,0.02543,1825,0.82517,1569,0.39446
ENSG00000197380,DACT3,97,0.17736,52,-0.7984,76,-0.2192,84,-0.0524,75,-0.2299,92,0.12014,104,0.33790
ENSG00000090372,STRN4,25,-0.4288,19,-0.8078,39,0.27383,44,0.47099,46,0.54003,33,0.01675,28,-0.2808
ENSG00000181027,FKRP,8,-1.1021,11,-0.6823,21,0.33968,23,0.47310,18,0.09147,20,0.32624,15,-0.2494
ENSG00000042753,AP2S1,58,-2.3077,55,-2.4052,215,-0.3460,273,0.02907,241,-0.1693,458,1.29333,232,-0.2563
ENSG00000160007,ARHGAP35,75,-0.7533,82,-0.6211,145,0.28769,52,-1.2952,250,1.21896,140,0.30261,95,-0.4275
ENSG00000130748,TMEM160,152,-1.1642,212,-0.6526,289,-0.1728,283,-0.2024,261,-0.3308,440,0.69475,351,0.15908
ENSG00000130749,ZC3H4,26,0.37393,48,1.40251,23,0.15625,10,-1.1493,29,0.51563,10,-1.3787,22,0.09416
ENSG00000142230,SAE1,22,-1.8288,21,-1.8980,109,0.60199,77,0.03838,71,-0.0866,96,0.51955,82,0.16314
ENSG00000257704,INAFM1,10,-2.3516,19,-1.3572,36,-0.4326,63,0.46048,23,-1.1010,64,0.64557,66,0.62200
ENSG00000105419,MEIS3,6,-4.0683,5,-4.1591,113,0.28495,58,-0.7534,134,0.56027,113,0.38420,145,0.82330
ENSG00000118160,SLC8A2,6,-3.7745,7,-3.4383,44,-0.8828,112,0.59746,114,0.61810,108,0.72671,86,0.17752
ENSG00000105402,NAPA,60,-1.9775,107,-1.1213,111,-1.0735,304,0.51958,247,0.17689,292,0.61577,253,0.24397
ENSG00000105373,NOP53,126,-0.1028,164,0.31496,285,1.26634,189,0.55468,66,-1.1057,86,-0.8550,130,-0.0644
ENSG00000178980,SELENOW,1167,-0.2699,1000,-0.5115,1651,0.28700,989,-0.5289,757,-0.9398,1675,0.41257,1621,0.29273
ENSG00000105499,PLA2G4C,67,1.15078,28,-0.2844,48,0.57072,82,1.52502,14,-1.3529,22,-0.7852,16,-1.2734
ENSG00000185453,ZSWIM9,22,-0.4955,67,1.32390,32,0.10060,34,0.16882,42,0.54459,17,-1.0617,28,-0.1678
ENSG00000105438,KDELR1,41,0.16519,6,-2.5788,45,0.30721,47,0.38449,40,0.10562,40,0.12249,37,-0.0135
ENSG00000105443,CYTH2,19,-1.2613,20,-1.1407,46,0.11067,77,0.96528,24,-0.9118,60,0.73549,32,-0.5006
ENSG00000142235,LMTK3,9,-2.4578,17,-1.5741,26,-0.9653,71,0.60779,79,0.79460,60,0.43900,53,0.14421
ENSG00000063177,RPL18,661,-0.2181,829,0.14280,1252,0.83054,965,0.39024,271,-1.5858,599,-0.4656,906,0.32829
ENSG00000063176,SPHK2,24,0.11216,3,-2.6643,25,0.12636,20,-0.1918,22,-0.0577,25,0.24615,28,0.37850
ENSG00000105516,DBP,11,-2.4507,29,-1.0988,75,0.37759,22,-1.5356,60,0.00887,74,0.45793,89,0.75424
ENSG00000063180,CA11,129,-2.1227,274,-0.9923,474,-0.1468,235,-1.2253,527,0.02230,461,-0.2409,1086,1.52315
ENSG00000087076,HSD17B14,3,-3.0991,13,-0.9111,45,1.01141,34,0.52699,13,-0.9059,21,-0.3303,37,0.77908
ENSG00000087074,PPP1R15A,8,-1.6241,28,0.28858,4,-2.4942,45,1.04374,31,0.40885,23,-0.0325,26,0.14162
ENSG00000104805,NUCB1,49,-0.6185,45,-0.7713,50,-0.6088,106,0.60347,88,0.29439,91,0.46560,61,-0.3149
ENSG00000087086,FTL,2292,0.25475,2383,0.31859,3463,0.95133,2619,0.47430,640,-1.7166,1206,-0.9183,2282,0.28207
ENSG00000183207,RUVBL2,26,-1.2343,25,-1.2877,81,0.53390,58,0.00637,48,-0.2878,67,0.30929,70,0.35380
ENSG00000104852,SNRNP70,89,-0.1079,80,-0.2683,105,0.14759,140,0.62261,97,0.03411,105,0.20359,64,-0.6945
ENSG00000104863,LIN7B,21,-1.7583,5,-3.6464,64,-0.0772,40,-0.8094,37,-0.9458,100,0.90639,103,0.80843
ENSG00000177380,PPFIA3,0,-6.6700,21,-1.7621,50,-0.4896,52,-0.4538,152,1.34745,92,0.64314,68,-0.0230
ENSG00000104888,SLC17A7,50,-4.2744,138,-2.8104,653,-0.4905,956,0.11401,1475,0.83713,1341,0.94179,806,-0.1786
ENSG00000104872,PIH1D1,17,-1.5701,32,-0.6659,43,-0.1820,61,0.35907,44,-0.1473,56,0.29185,61,0.40929
ENSG00000142541,RPL13A,1835,0.40204,2416,0.86739,2193,0.70132,1904,0.46300,575,-1.4103,888,-0.9092,1374,-0.0763
ENSG00000142534,RPS11,1101,0.24265,1414,0.65912,1664,0.93874,1185,0.36413,337,-1.5879,637,-0.7609,930,-0.0332
ENSG00000142546,NOSIP,50,-0.4280,68,0.06439,59,-0.1491,121,1.02803,61,-0.1111,67,0.04965,47,-0.5800
ENSG00000126461,SCAF1,39,-0.8132,39,-0.8223,55,-0.2902,66,-0.0148,92,0.54031,74,0.24637,74,0.19816
ENSG00000126456,IRF3,19,-0.5825,40,0.60281,40,0.61722,56,1.20071,13,-1.1813,17,-0.9290,28,0.06280
ENSG00000126457,PRMT1,58,-0.6115,20,-2.1699,85,-0.0318,137,0.75415,60,-0.5604,106,0.43157,93,0.13932
ENSG00000169169,CPT1C,21,-1.8923,17,-2.1993,61,-0.3123,119,0.78450,78,0.08775,101,0.68238,71,-0.0785
ENSG00000196961,AP2A1,60,-1.0844,37,-1.7833,90,-0.4642,114,-0.0838,134,0.17703,191,1.08484,97,-0.3737
ENSG00000010361,FUZ,18,0.05514,4,-2.1861,26,0.64119,18,0.05942,14,-0.3046,13,-0.5819,27,0.88652
ENSG00000104973,MED25,26,-0.2802,15,-1.0563,34,0.15092,38,0.34124,35,0.19206,32,0.05365,33,0.10365
ENSG00000104960,PTOV1,152,-0.2987,59,-1.7341,229,0.35852,274,0.65921,184,0.00462,202,0.20785,164,-0.1927
ENSG00000039650,PNKP,12,-0.7299,5,-1.9252,29,0.67230,6,-1.6900,29,0.68323,23,0.44478,19,0.04681
ENSG00000204673,AKT1S1,30,-0.3686,26,-0.5565,30,-0.3573,71,1.04377,47,0.35863,30,-0.4510,42,0.18204
ENSG00000104946,TBC1D17,56,0.14927,60,0.25222,38,-0.4565,85,0.82814,48,-0.1147,44,-0.2910,47,-0.1751
ENSG00000213024,NUP62,33,0.18368,29,-0.0220,26,-0.1558,21,-0.4787,41,0.56405,29,0.01204,27,-0.1688
ENSG00000169136,ATF5,15,-0.0129,14,-0.0419,15,-0.0196,22,0.65515,22,0.62655,10,-0.7595,15,0.06464
ENSG00000105053,VRK3,29,0.13904,15,-0.9149,54,1.18219,13,-1.1082,33,0.36211,23,-0.2859,27,-0.0008
ENSG00000105357,MYH14,75,1.60518,63,1.27778,21,-0.4861,22,-0.4388,29,-0.0137,15,-1.2230,19,-0.7219
ENSG00000131408,NR1H2,32,-0.6008,33,-0.5255,58,0.33930,34,-0.4769,39,-0.2887,48,0.08123,63,0.54725
ENSG00000161671,EMC10,164,0.80920,87,-0.2307,109,0.12804,171,0.88574,85,-0.2637,64,-0.8375,97,-0.0567
ENSG00000161677,JOSD2,104,0.85590,45,-0.4823,61,-0.0227,93,0.65969,37,-0.8040,61,-0.0377,48,-0.4288
ENSG00000204653,ASPDH,28,-0.6610,23,-0.9248,43,0.01906,23,-0.9314,33,-0.4159,56,0.56364,55,0.47699
ENSG00000131409,LRRC4B,76,-0.2396,45,-1.0427,112,0.39238,79,-0.1723,175,1.15248,77,-0.2654,81,-0.1403
ENSG00000105472,CLEC11A,6,-1.9692,13,-0.9484,34,0.57501,41,0.87123,12,-1.1039,25,0.11667,29,0.34200
ENSG00000167755,KLK6,297,3.83767,49,0.03098,22,-1.1805,93,1.10421,2,-4.3961,4,-4.0511,3,-4.1000
ENSG00000169035,KLK7,1,-4.6841,5,-3.0208,17,-1.3893,23,-0.9773,65,0.66167,73,1.26638,50,0.26463
ENSG00000105379,ETFB,239,0.21293,251,0.29601,230,0.15031,288,0.51938,113,-0.9643,178,-0.3178,219,0.07968
ENSG00000105568,PPP2R1A,89,-2.2107,109,-1.9004,325,-0.2502,475,0.36092,483,0.39006,524,0.71962,373,-0.0317
ENSG00000269834,ZNF528-AS1,41,1.41643,38,1.30641,20,0.21332,9,-0.9829,9,-0.9355,7,-1.5917,18,0.07949
ENSG00000167555,ZNF528,29,0.90379,41,1.51481,9,-0.8752,13,-0.3854,26,0.69522,9,-1.1552,11,-0.6484
ENSG00000167766,ZNF83,49,0.95869,31,0.20554,25,-0.1220,57,1.20696,31,0.18701,19,-0.6797,12,-1.3609
ENSG00000170954,ZNF415,37,0.90806,35,0.84633,19,-0.1493,11,-0.9646,21,-0.0034,16,-0.5051,19,-0.1457
ENSG00000130844,ZNF331,33,0.27118,11,-1.3908,10,-1.5139,45,0.77287,31,0.15882,29,0.06319,32,0.21137
ENSG00000179820,MYADM,45,0.15889,39,-0.0852,14,-1.6259,32,-0.3940,83,1.20352,50,0.46190,22,-1.0582
ENSG00000126583,PRKCG,11,-3.9257,30,-2.4976,80,-1.0421,231,0.63565,209,0.47268,210,0.64698,188,0.33592
ENSG00000105605,CACNG7,12,-0.5141,12,-0.5245,21,0.27421,9,-1.0564,19,0.16761,21,0.37967,19,0.15723
ENSG00000142408,CACNG8,18,-2.8795,60,-1.1552,97,-0.4268,105,-0.3085,454,2.31423,109,-0.3092,106,-0.3286
ENSG00000170906,NDUFA3,258,-1.2558,277,-1.1472,555,-0.0736,702,0.30617,273,-1.1710,737,0.51936,767,0.52033
ENSG00000105619,TFPT,87,-0.8154,137,-0.1106,223,0.67915,100,-0.6092,84,-0.8702,172,0.32502,163,0.18865
ENSG00000105618,PRPF31,27,-1.0857,27,-1.0961,64,0.27279,122,1.37774,50,-0.1300,57,0.09708,41,-0.4804
ENSG00000088038,CNOT3,22,0.05458,14,-0.6338,22,0.07448,21,0.02633,29,0.51839,23,0.22208,16,-0.4717
ENSG00000105617,LENG1,15,-0.1514,24,0.58480,12,-0.4512,24,0.59852,4,-2.0588,16,-0.0171,18,0.20381
ENSG00000125505,MBOAT7,34,-2.0529,35,-2.0146,70,-0.9995,148,0.16670,202,0.68030,213,1.09090,104,-0.4439
ENSG00000170892,TSEN34,14,-0.4077,3,-2.5323,44,1.45192,23,0.30733,6,-1.7405,15,-0.3726,25,0.55785
ENSG00000170889,RPS9,1280,0.45829,1374,0.57718,1758,1.00080,1336,0.53034,351,-1.5596,640,-0.7873,821,-0.2882
ENSG00000167614,TTYH1,267,-0.3474,190,-0.8716,555,0.84709,416,0.36113,243,-0.4964,190,-1.0544,544,0.95804
ENSG00000167615,LENG8,60,1.03156,38,0.23649,54,0.82558,47,0.58954,43,0.46335,18,-1.1221,15,-1.2680
ENSG00000125503,PPP1R12C,27,-1.4938,44,-0.7738,75,0.07750,95,0.44897,63,-0.2081,79,0.21052,88,0.37736
ENSG00000105048,TNNT1,0,-8.1257,4,-2.4364,3,-3.0445,7,-1.7245,20,-0.2496,19,-0.3405,70,2.55690
ENSG00000129990,SYT5,9,-3.4351,21,-2.2669,45,-1.1675,150,0.74245,108,0.20167,149,1.04086,87,-0.1730
ENSG00000105063,PPP6R1,20,-1.7864,32,-1.0955,54,-0.3047,60,-0.1480,109,0.82761,67,0.02349,92,0.61994
ENSG00000133265,HSPBP1,13,-2.4260,28,-1.3060,65,-0.0340,76,0.21496,66,-0.0119,78,0.33992,92,0.59185
ENSG00000160469,BRSK1,80,-0.8466,146,0.08264,132,-0.0791,99,-0.5264,256,1.02811,128,-0.1507,143,0.05778
ENSG00000108107,RPL28,1629,0.22885,2146,0.68752,2277,0.78921,2040,0.60214,482,-1.6529,919,-0.8225,1402,-0.0143
ENSG00000108106,UBE2S,25,-1.9102,10,-3.2701,46,-0.9909,122,0.52796,40,-1.2260,126,0.80722,130,0.74291
ENSG00000187902,SHISA7,12,-1.0131,10,-1.3428,23,-0.0472,52,1.34758,31,0.43500,24,0.08922,17,-0.5646
ENSG00000063241,ISOC2,47,0.04974,23,-1.0429,54,0.26345,39,-0.2342,27,-0.7775,48,0.13202,59,0.50044
ENSG00000090971,NAT14,13,-2.3338,21,-1.5638,50,-0.2904,69,0.22458,104,0.90333,80,0.63214,52,-0.2587
ENSG00000213015,ZNF580,25,-1.2501,30,-0.9527,69,0.34179,64,0.20717,44,-0.3892,56,-0.0082,81,0.68689
ENSG00000173581,CCDC106,15,-2.0212,15,-1.9638,77,0.52149,33,-0.8209,55,-0.0179,73,0.57677,73,0.49170
ENSG00000063244,U2AF2,25,-0.4376,21,-0.6956,45,0.51206,31,-0.0599,24,-0.4632,43,0.60003,26,-0.4084
ENSG00000063245,EPN1,48,-2.0036,50,-1.9502,161,-0.1749,235,0.44259,223,0.35219,205,0.28090,231,0.47346
ENSG00000142409,ZNF787,13,-0.4862,23,0.38967,1,-3.6704,22,0.33810,17,-0.0280,19,0.14343,22,0.40022
ENSG00000167685,ZNF444,23,-0.4228,14,-1.2098,41,0.49742,46,0.69424,31,0.06125,30,-0.0109,28,-0.1168
ENSG00000198046,ZNF667,19,-0.9415,20,-0.7966,31,-0.1494,37,0.10379,64,1.02936,35,0.01410,35,0.00498
ENSG00000166770,ZNF667-AS1,23,-1.4103,18,-1.7312,54,-0.1171,97,0.86642,36,-0.7488,77,0.62971,59,0.04804
ENSG00000197016,ZNF470,24,0.51950,20,0.22210,21,0.32765,15,-0.2495,17,-0.0495,15,-0.2832,16,-0.1620
ENSG00000268182,SMIM17,5,-1.7836,1,-3.4027,19,0.12255,1,-3.5135,27,0.71620,28,1.05263,19,0.13862
ENSG00000198300,PEG3,118,-1.2593,102,-1.4780,230,-0.2409,144,-0.9663,602,1.38361,365,0.68930,193,-0.5700
ENSG00000083844,ZNF264,19,0.33324,14,-0.1303,23,0.64456,4,-1.8241,38,1.56190,13,-0.2612,7,-1.2315
ENSG00000268205,AC005261.1,83,0.80602,36,-0.5476,61,0.29732,52,0.04259,71,0.54491,44,-0.2792,36,-0.5786
ENSG00000213762,ZNF134,18,0.32803,13,-0.2297,1,-3.1380,9,-0.6560,37,1.58459,11,-0.5910,18,0.34702
ENSG00000176593,AC008969.1,37,1.30848,37,1.31428,18,0.09061,17,-0.0101,24,0.52915,8,-1.3788,7,-1.4682
ENSG00000121413,ZSCAN18,70,-0.7456,42,-1.5111,157,0.52987,96,-0.2606,112,-0.0249,159,0.75030,91,-0.3940
ENSG00000198131,ZNF544,10,-1.2404,16,-0.6297,21,-0.1483,25,0.10099,16,-0.5649,32,0.66667,25,0.13802
ENSG00000142396,ERVK3-1,23,-0.8858,22,-0.9723,30,-0.5000,43,0.05333,33,-0.3733,60,0.83868,42,0.00512
ENSG00000283103,AC010642.2,30,-1.5700,18,-2.3552,80,-0.0872,99,0.25519,31,-1.5294,109,0.56236,129,0.82034
ENSG00000121410,A1BG,59,0.23879,42,-0.2807,54,0.09141,58,0.21527,10,-2.3967,49,-0.0605,68,0.55232
ENSG00000083845,RPS5,578,0.12889,724,0.50042,885,0.84069,545,0.03526,208,-1.4524,417,-0.4815,570,0.12117
ENSG00000083807,SLC27A5,19,-1.0974,16,-1.4196,64,0.78195,43,0.12234,16,-1.4135,44,0.21720,54,0.56422
ENSG00000130726,TRIM28,81,0.17479,23,-1.7585,91,0.35218,120,0.81837,43,-0.8076,61,-0.3360,93,0.45752
ENSG00000130724,CHMP2A,96,-0.7773,97,-0.7739,118,-0.4686,224,0.56474,83,-1.0066,187,0.35038,204,0.46762
ENSG00000130725,UBE2M,81,-1.3618,106,-0.9463,265,0.49570,155,-0.3621,230,0.26305,237,0.41568,203,0.06795
ENSG00000099326,MZF1,17,-0.2734,1,-3.5550,39,1.09781,17,-0.2854,18,-0.2106,21,0.04867,24,0.30550
ENSG00000247315,ZCCHC3,19,-0.1125,10,-1.0857,17,-0.3447,15,-0.5205,34,0.79514,22,0.13610,23,0.19830
