Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000197343,ZNF655,52,0.62129,40,0.21827,36,0.03580,61,1.05198,17,-1.1173,20,-0.9318,23,-0.7255
ENSG00000106261,ZKSCAN1,315,1.86677,71,-0.6613,136,0.35710,123,0.22885,69,-0.7200,53,-1.2017,73,-0.6973
ENSG00000166526,ZNF3,44,2.03465,12,-0.1922,15,0.12453,12,-0.1606,5,-1.4222,4,-1.8037,14,0.00980
ENSG00000168090,COPS6,94,-0.8473,167,0.05466,155,-0.0729,156,-0.0662,127,-0.3874,177,0.16710,204,0.43506
ENSG00000166508,MCM7,64,2.95587,13,-0.0067,11,-0.3323,14,0.11109,0,-3.9696,7,-1.1271,2,-2.8281
ENSG00000106290,TAF6,10,-1.2403,42,1.00492,35,0.66921,34,0.75953,0,-4.7298,15,-0.6956,21,-0.1170
ENSG00000214309,MBLAC1,4,-1.2276,10,-0.0451,5,-0.9899,13,0.41740,2,-2.1474,15,0.61590,13,0.43594
ENSG00000188186,LAMTOR4,204,-0.1954,265,0.22473,218,-0.0909,180,-0.4288,194,-0.2766,281,0.36665,251,0.15507
ENSG00000146826,MAP11,5,-1.3106,9,-0.5906,13,0.03476,28,1.57543,1,-3.7693,5,-1.4998,17,0.56482
ENSG00000239521,CASTOR3,107,0.91804,68,0.17294,83,0.48597,106,1.08530,1,-5.7487,28,-1.2916,42,-0.6287
ENSG00000146834,MEPCE,28,0.22123,21,-0.2496,61,1.54583,27,0.17916,3,-3.1591,17,-0.5967,22,-0.1861
ENSG00000160813,PPP1R35,13,-0.3029,11,-0.5349,10,-0.7396,11,-0.7055,48,1.89594,11,-0.6280,18,0.16598
ENSG00000166925,TSC22D4,828,2.21886,527,1.31658,262,0.12324,103,-1.4330,85,-1.6021,176,-0.5556,83,-1.7549
ENSG00000077080,ACTL6B,4,-3.8344,20,-1.5646,55,-0.0447,99,1.11598,52,-0.1194,35,-0.7855,81,0.69377
ENSG00000172354,GNB2,117,-0.2307,133,-0.0180,304,1.38567,193,0.67406,51,-1.4905,49,-1.6659,130,-0.0602
ENSG00000172336,POP7,35,-0.6845,34,-0.7274,66,0.29517,47,-0.2586,25,-1.2068,55,0.00778,91,0.99675
ENSG00000087087,SRRT,44,0.76636,40,0.61510,28,0.03301,38,0.61067,2,-3.4181,10,-1.5757,31,0.25344
ENSG00000087085,ACHE,4,-2.4375,5,-2.2770,44,0.98995,30,0.38137,91,2.40986,4,-2.6801,15,-0.8438
ENSG00000227053,AC105446.1,0,-8.3447,3,-2.1581,2,-2.9006,8,-0.7669,10,-0.3701,24,1.12767,27,1.41603
ENSG00000169871,TRIM56,76,3.19403,33,1.36485,11,-0.4773,8,-1.0235,0,-4.0947,5,-1.7842,1,-3.9634
ENSG00000106367,AP1S1,19,-3.3393,68,-1.4612,310,0.93271,125,-0.6010,135,-0.4246,200,0.22051,294,0.99030
ENSG00000128564,VGF,0,-9.3488,53,-1.8245,156,-0.1764,165,-0.0976,986,3.53928,32,-2.6853,78,-1.3477
ENSG00000106400,ZNHIT1,165,-0.2467,134,-0.5707,184,-0.0807,102,-1.0739,303,0.74211,259,0.54630,212,0.16888
ENSG00000214253,FIS1,456,0.65626,302,-0.0193,219,-0.5292,204,-0.7003,358,0.25340,363,0.31510,295,-0.0624
ENSG00000128581,IFT22,23,-1.6288,56,-0.2723,50,-0.4257,59,-0.2030,17,-2.0404,87,0.52274,111,1.01528
ENSG00000233123,LINC01007,0,-7.7759,0,-7.5813,4,-1.5978,1,-3.7827,0,-3.8205,28,1.70914,30,1.93127
ENSG00000257923,CUX1,67,1.07461,49,0.54021,46,0.44230,16,-1.2436,11,-1.7563,49,0.64148,23,-0.7147
ENSG00000128563,PRKRIP1,36,0.21054,25,-0.3980,33,0.04163,44,0.60363,12,-1.4492,26,-0.3337,36,0.22194
ENSG00000160991,ORAI2,20,-1.0083,43,0.12825,80,1.17906,68,1.07017,8,-2.3788,24,-0.8259,29,-0.5068
ENSG00000005075,POLR2J,96,-0.3254,162,0.52092,108,-0.1279,63,-1.0490,217,1.02006,113,-0.0670,120,0.03923
ENSG00000285437,POLR2J3,68,1.16256,47,0.50762,40,0.27093,70,1.45694,17,-1.0239,9,-2.1744,6,-2.7892
ENSG00000267368,UPK3BL1,50,0.32281,60,0.62080,44,0.09726,51,0.38309,31,-0.4673,31,-0.4651,31,-0.4773
ENSG00000170632,ARMC10,57,0.04167,33,-0.8005,40,-0.5246,52,-0.1306,25,-1.2400,74,0.52080,76,0.57147
ENSG00000161048,NAPEPLD,89,1.15592,38,-0.2676,32,-0.5131,52,0.28790,29,-0.6579,25,-0.9977,52,0.28850
ENSG00000105819,PMPCB,35,-1.2881,26,-1.7207,59,-0.5009,62,-0.4619,110,0.49837,104,0.46115,124,0.81690
ENSG00000105821,DNAJC2,43,-1.3053,67,-0.6326,45,-1.2396,99,-0.0073,189,1.06488,114,0.24752,114,0.24457
ENSG00000161057,PSMC2,86,-0.1088,62,-0.6224,59,-0.6874,69,-0.5105,127,0.52699,90,-0.0382,134,0.71971
ENSG00000164815,ORC5,7,-1.4753,8,-1.2009,7,-1.3552,23,0.42093,5,-1.8978,19,0.09274,36,1.31601
ENSG00000005483,KMT2E,300,0.66222,173,-0.2351,81,-1.3996,246,0.37498,322,0.78027,177,-0.2187,142,-0.5966
ENSG00000135250,SRPK2,347,0.22198,138,-1.2103,228,-0.4474,432,0.67740,177,-0.8349,250,-0.3321,384,0.44694
ENSG00000135249,RINT1,9,-0.6482,2,-2.7777,4,-1.5737,18,0.56045,24,0.96731,9,-0.6559,20,0.75756
ENSG00000008282,SYPL1,127,2.92005,37,0.48166,31,0.17861,18,-0.6876,0,-4.9759,13,-1.2159,8,-1.9161
ENSG00000105835,NAMPT,42,0.26241,34,-0.0775,41,0.19999,40,0.18541,2,-3.9101,30,-0.3115,50,0.62012
ENSG00000005249,PRKAR2B,8,-3.2994,28,-1.5448,101,0.46378,130,1.04176,34,-1.2432,68,-0.1943,97,0.45577
ENSG00000105856,HBP1,46,1.74182,17,0.08702,17,0.05673,18,0.17489,14,-0.2343,9,-0.9369,8,-1.2022
ENSG00000164597,COG5,32,0.47248,15,-0.7370,10,-1.3130,29,0.37522,5,-2.1959,22,-0.1379,37,0.82847
ENSG00000172209,GPR22,3,-4.5027,12,-2.6490,32,-1.2431,24,-1.7410,90,0.37420,96,0.56006,168,1.81564
ENSG00000075790,BCAP29,90,-0.5015,46,-1.5228,54,-1.2824,106,-0.2745,153,0.34274,121,-0.0478,221,1.14974
ENSG00000233705,SLC26A4-AS1,8,-3.5635,58,-0.7681,101,0.10401,54,-0.9702,24,-2.0807,152,0.91122,173,1.19619
ENSG00000105879,CBLL1,25,0.72931,11,-0.6205,13,-0.3079,21,0.52787,0,-4.2284,17,0.07622,17,0.13385
ENSG00000091140,DLD,18,-2.4363,67,-0.4757,80,-0.2031,78,-0.2781,124,0.50070,115,0.43366,118,0.48099
ENSG00000091136,LAMB1,0,-6.5683,7,-1.2271,2,-2.8068,12,-0.3532,20,0.41500,11,-0.5644,39,2.00330
ENSG00000091129,NRCAM,109,-1.6271,185,-0.8273,252,-0.3474,476,0.80189,159,-1.0581,250,-0.3983,490,0.86174
ENSG00000135241,PNPLA8,86,-0.0075,86,-0.0141,77,-0.1965,94,0.14672,65,-0.4585,80,-0.1443,103,0.31248
ENSG00000177683,THAP5,63,0.61999,27,-0.7169,34,-0.3804,45,0.09792,11,-2.0086,47,0.17070,55,0.45044
ENSG00000128590,DNAJB9,29,-0.4971,27,-0.5859,35,-0.1864,51,0.47342,43,0.11907,31,-0.3991,48,0.37192
ENSG00000173114,LRRN3,16,-2.4230,30,-1.5021,38,-1.1263,146,1.19607,33,-1.3482,54,-0.6845,141,1.12532
ENSG00000128512,DOCK4,70,0.63830,35,-0.4464,72,0.69006,81,1.05454,3,-3.8082,22,-1.2395,42,-0.1899
ENSG00000198839,ZNF277,32,0.10632,30,0.00606,22,-0.4633,24,-0.3623,16,-0.9293,41,0.61697,33,0.20014
ENSG00000006652,IFRD1,65,1.37624,27,-0.0658,39,0.48798,32,0.18856,1,-4.8662,15,-1.0411,30,0.10150
ENSG00000146802,TMEM168,33,1.34500,23,0.68650,14,-0.1198,15,0.01822,13,-0.1575,7,-1.2856,11,-0.5050
ENSG00000164603,BMT2,7,-1.4050,15,-0.2368,25,0.55316,18,0.05977,43,1.49371,7,-1.5596,18,0.08998
ENSG00000164604,GPR85,13,-0.1983,16,0.11413,11,-0.3916,29,1.29168,0,-4.1169,6,-1.4126,19,0.44877
ENSG00000214194,SMIM30,47,0.08489,60,0.50459,43,-0.0577,23,-1.0935,16,-1.5495,70,0.86529,46,0.06756
ENSG00000198898,CAPZA2,52,-1.7884,141,-0.2639,181,0.13110,176,0.09438,176,0.08372,182,0.15537,202,0.35165
ENSG00000004866,ST7,15,-0.1845,14,-0.2875,17,-0.0285,16,-0.1112,29,0.81131,13,-0.5184,20,0.25318
ENSG00000077063,CTTNBP2,134,2.28200,18,-1.1049,20,-1.0014,53,0.62074,46,0.29336,11,-1.9134,16,-1.3783
ENSG00000128534,LSM8,45,0.59382,27,-0.1973,28,-0.1669,31,-0.0180,46,0.64716,23,-0.4983,28,-0.1740
ENSG00000184408,KCND2,5,-2.5813,13,-1.3042,25,-0.3531,43,0.61271,74,1.45973,21,-0.7001,34,0.12905
ENSG00000071243,ING3,20,0.03204,15,-0.4302,9,-1.1801,19,-0.0479,30,0.66214,22,0.17147,21,0.09804
ENSG00000196937,FAM3C,41,-2.1416,101,-0.7996,191,0.20653,251,0.76737,130,-0.4069,180,0.12129,178,0.10731
ENSG00000106278,PTPRZ1,239,0.50898,454,1.65216,167,-0.0772,117,-0.6981,103,-0.8287,183,0.08537,94,-1.0561
ENSG00000008311,AASS,127,3.16846,32,0.36939,38,0.68348,16,-0.7828,0,-4.8556,7,-2.0114,4,-2.8182
ENSG00000081803,CADPS2,4,-2.5611,16,-0.5633,9,-1.4668,27,0.25306,1,-3.9199,26,0.18108,49,1.50628
ENSG00000128609,NDUFA5,107,-2.4560,276,-1.0522,337,-0.7485,302,-0.9960,737,0.49942,977,1.16703,708,0.49544
ENSG00000106299,WASL,86,-0.7989,68,-1.1543,196,0.50965,194,0.57157,115,-0.3511,119,-0.3245,171,0.32444
ENSG00000170775,GPR37,518,5.39626,14,-2.2173,17,-1.9228,25,-1.5285,1,-5.4582,2,-5.0696,10,-2.8017
ENSG00000048405,ZNF800,48,0.92870,11,-1.4012,0,-5.2075,15,-0.9566,29,0.07023,59,1.58564,18,-0.6824
ENSG00000004059,ARF5,32,-1.8574,56,-1.0385,59,-0.9635,51,-1.2753,66,-0.7925,131,0.32941,260,1.83883
ENSG00000197157,SND1,39,0.13462,31,-0.2254,35,-0.0169,41,0.23497,11,-1.6948,25,-0.6210,55,0.81322
ENSG00000128594,LRRC4,12,-1.4208,27,-0.2025,44,0.57774,50,0.92286,5,-2.5149,17,-0.9828,43,0.61543
ENSG00000106344,RBM28,54,0.92685,34,0.14304,28,-0.1633,39,0.45866,21,-0.5674,24,-0.3938,21,-0.6101
ENSG00000106348,IMPDH1,1,-3.3309,18,0.38192,30,1.25338,25,1.16375,6,-1.3088,7,-1.1520,10,-0.5010
ENSG00000165055,METTL2B,22,0.35619,13,-0.4814,19,0.08839,21,0.29761,25,0.51660,15,-0.2791,13,-0.4678
ENSG00000128595,CALU,68,0.38519,39,-0.4952,44,-0.3165,71,0.51746,31,-0.8698,41,-0.4624,66,0.36740
ENSG00000128596,CCDC136,24,-2.3678,66,-0.8828,123,0.08181,88,-0.4959,336,1.85762,126,0.13783,95,-0.3551
ENSG00000128524,ATP6V1F,102,-1.7786,183,-0.9017,335,0.04080,239,-0.5456,262,-0.3479,433,0.52608,521,0.90393
ENSG00000064419,TNPO3,30,0.11663,22,-0.3504,47,0.86591,43,0.85503,1,-4.5189,14,-1.1504,31,0.22801
ENSG00000158457,TSPAN33,8,-0.8196,12,-0.1769,18,0.45221,9,-0.5721,0,-3.9484,11,-0.3554,27,1.44365
ENSG00000158467,AHCYL2,11,-0.8861,46,1.40376,30,0.66956,21,0.06617,5,-2.1391,15,-0.5178,18,-0.1372
ENSG00000240204,SMKR1,2,-3.1690,12,-0.4874,12,-0.4732,11,-0.5519,0,-4.2111,21,0.52898,34,1.55507
ENSG00000186591,UBE2H,101,0.50514,81,0.14686,95,0.39988,86,0.28692,46,-0.7391,58,-0.4236,64,-0.2555
ENSG00000128607,KLHDC10,35,0.10285,29,-0.2120,47,0.56962,52,0.85905,13,-1.4138,24,-0.5594,28,-0.3157
ENSG00000106477,CEP41,36,0.39009,13,-1.1819,42,0.62851,45,0.89163,1,-4.8809,19,-0.6334,31,0.17582
ENSG00000106484,MEST,5,-2.8732,8,-2.2175,19,-1.0752,76,1.39625,11,-1.7959,24,-0.7541,68,1.13640
ENSG00000270953,AC007938.3,5,-2.5361,4,-2.8697,12,-1.1958,33,0.41329,36,0.52936,23,-0.2659,48,1.16907
ENSG00000286214,AUXG01000058.1,54,-3.6730,216,-1.6516,504,-0.3589,1083,1.05800,694,0.14904,475,-0.5005,871,0.60356
ENSG00000231721,LINC-PINT,22,-0.5380,36,0.22067,54,0.91052,22,-0.6126,30,-0.0364,34,0.16907,29,-0.1505
ENSG00000128585,MKLN1,90,0.47271,70,0.06792,59,-0.2155,96,0.67197,34,-1.0391,58,-0.2703,56,-0.3193
ENSG00000128567,PODXL,14,-0.1072,27,0.93263,12,-0.3656,17,0.26988,28,1.01908,6,-1.3486,11,-0.5329
ENSG00000221866,PLXNA4,0,-9.3737,20,-0.5139,42,0.65928,43,0.82514,30,0.11264,22,-0.4158,29,0.05632
ENSG00000106554,CHCHD3,16,-1.0028,23,-0.4506,14,-1.1668,23,-0.5362,30,-0.0859,40,0.46908,51,0.95360
ENSG00000131558,EXOC4,45,-0.1881,23,-1.2237,77,0.68436,74,0.72864,44,-0.2278,31,-0.8234,53,0.09599
ENSG00000205060,SLC35B4,38,-0.1723,13,-1.7690,87,1.19254,66,0.83735,60,0.54738,15,-1.6966,33,-0.4346
ENSG00000085662,AKR1B1,76,-0.3578,56,-0.8230,122,0.39256,120,0.42104,71,-0.4734,73,-0.4826,123,0.46982
ENSG00000172331,BPGM,20,-0.8607,24,-0.5986,20,-0.8967,18,-1.1689,112,2.01620,35,-0.0187,37,0.08500
ENSG00000122786,CALD1,175,1.46511,181,1.52602,48,-0.6821,65,-0.2370,30,-1.3642,43,-0.9341,47,-0.7942
ENSG00000122783,CYREN,16,0.34405,26,1.11600,13,-0.0103,5,-1.4983,13,0.02968,14,0.13585,12,-0.1460
ENSG00000080802,CNOT4,48,-0.0875,54,0.10083,31,-0.7643,54,0.11311,63,0.35428,43,-0.2849,58,0.25672
ENSG00000243317,STMP1,54,0.67721,65,0.99237,41,0.22863,34,-0.1188,2,-3.7493,44,0.38474,20,-0.9946
ENSG00000105887,MTPN,67,-1.5302,138,-0.4359,372,1.21381,317,1.09814,98,-0.9607,110,-0.8544,143,-0.4134
ENSG00000105894,PTN,528,0.41289,837,1.21016,419,0.03748,213,-1.1047,302,-0.4795,567,0.61616,223,-1.0267
ENSG00000157680,DGKI,7,-2.2980,14,-1.4184,10,-1.9392,75,1.54017,16,-1.1525,36,0.02184,42,0.32767
ENSG00000122779,TRIM24,51,0.41911,29,-0.4992,25,-0.6901,43,0.16732,65,0.82784,30,-0.4703,39,-0.0314
ENSG00000122778,KIAA1549,7,-1.8901,12,-1.0387,23,-0.0406,41,1.05512,42,0.94086,9,-1.6304,28,0.25436
ENSG00000157741,UBN2,58,0.89354,28,-0.2959,14,-1.3488,49,0.70050,27,-0.3657,35,0.08239,21,-0.7872
ENSG00000164898,FMC1,67,0.48744,61,0.34664,37,-0.4716,18,-1.6366,14,-1.9218,80,0.92814,60,0.35261
ENSG00000146963,LUC7L2,158,1.13424,81,0.02176,52,-0.6763,105,0.49275,31,-1.4492,71,-0.2140,64,-0.3826
ENSG00000236279,CLEC2L,2,-3.6199,12,-1.4210,69,1.33049,38,0.34238,1,-4.3879,32,0.05384,44,0.64318
ENSG00000064393,HIPK2,866,3.51075,169,0.14782,149,-0.0528,89,-0.9453,27,-2.6411,65,-1.4350,13,-3.7849
ENSG00000157800,SLC37A3,12,-0.2190,13,-0.1442,8,-0.8208,23,0.94663,4,-1.6586,5,-1.5651,23,0.94726
ENSG00000133606,MKRN1,43,-0.6326,50,-0.4295,64,-0.0216,96,0.73814,59,-0.1670,49,-0.5045,73,0.20830
ENSG00000146966,DENND2A,32,1.33868,12,-0.2365,29,1.16014,11,-0.4662,20,0.56377,9,-0.7752,5,-1.6502
ENSG00000133597,ADCK2,30,0.33605,12,-1.0929,49,1.14104,38,0.83864,1,-4.1345,12,-1.1302,26,0.11382
ENSG00000090266,NDUFB2,301,-0.9543,604,0.13822,396,-0.5300,322,-0.9272,651,0.25925,890,0.91851,585,0.09630
ENSG00000157764,BRAF,27,-0.6122,26,-0.6771,54,0.50877,72,1.17444,19,-1.0920,21,-1.0342,42,0.10334
ENSG00000090263,MRPS33,58,-1.1072,113,-0.0926,41,-1.6430,60,-1.1462,120,0.00120,208,1.09206,164,0.58699
ENSG00000261115,TMEM178B,9,-2.5253,19,-1.4368,84,0.91197,58,0.32385,72,0.65199,34,-0.6020,58,0.33967
ENSG00000006530,AGK,11,-1.1846,14,-0.9019,37,0.66439,30,0.39827,23,-0.1276,18,-0.4822,31,0.45779
ENSG00000257093,DENND11,69,0.63130,34,-0.5153,38,-0.3455,90,1.29922,57,0.31885,22,-1.2362,24,-1.1371
ENSG00000106028,SSBP1,81,-1.1293,136,-0.3384,67,-1.4227,68,-1.5149,188,0.17482,297,1.11644,243,0.69209
ENSG00000270672,MTRNR2L6,9,-0.9573,40,1.41514,12,-0.4752,7,-1.5098,52,1.93175,14,-0.3788,9,-1.1129
ENSG00000106123,EPHB6,11,-3.6357,87,-0.6156,178,0.53177,190,0.74837,248,1.10383,81,-0.7879,109,-0.2864
ENSG00000197448,GSTK1,30,0.05529,33,0.18572,20,-0.6014,32,0.20117,4,-2.9103,25,-0.2421,44,0.80336
ENSG00000159784,FAM131B,62,0.88685,19,-0.9756,57,0.72191,66,1.17861,2,-3.8195,19,-1.0880,27,-0.5392
ENSG00000272619,AC093673.2,17,-0.1808,16,-0.2005,8,-1.3317,8,-1.4057,2,-3.2219,45,1.82716,20,0.10772
ENSG00000159840,ZYX,16,-0.7676,27,-0.0210,28,0.08539,59,1.61322,6,-2.2165,14,-1.0319,23,-0.2986
ENSG00000198420,TCAF1,118,-1.1653,129,-1.0233,238,-0.0764,333,0.53352,307,0.33298,167,-0.7016,355,0.66535
ENSG00000174469,CNTNAP2,33,-2.1928,56,-1.4229,185,0.42848,173,0.36815,371,1.66991,72,-1.1323,141,-0.0102
ENSG00000055130,CUL1,42,-0.5627,33,-0.9315,62,0.02977,70,0.26133,64,0.09434,41,-0.6614,91,0.77783
ENSG00000155660,PDIA4,59,1.33122,18,-0.5755,22,-0.3120,27,0.00633,37,0.54045,19,-0.6113,20,-0.5079
ENSG00000171130,ATP6V0E2,115,-1.0372,190,-0.2685,388,0.90319,242,0.13364,214,-0.0824,199,-0.2155,231,0.04269
ENSG00000106538,RARRES2,42,0.82609,73,1.86549,28,0.14775,29,0.24792,1,-4.1590,14,-0.9860,11,-1.3296
ENSG00000214022,REPIN1,49,1.00496,24,-0.1710,37,0.53513,35,0.52536,22,-0.3104,22,-0.3638,10,-1.5304
ENSG00000197150,ABCB8,24,0.18463,17,-0.3832,29,0.49710,24,0.23287,30,0.55887,14,-0.7066,19,-0.2546
ENSG00000164885,CDK5,23,-2.0997,34,-1.5614,123,0.43039,102,0.14371,36,-1.4868,91,-0.0684,171,1.17713
ENSG00000164896,FASTK,33,-0.4664,78,0.90598,107,1.47375,56,0.41356,15,-1.6513,28,-0.8045,24,-1.0424
ENSG00000164897,TMUB1,22,0.02724,27,0.35632,48,1.35002,24,0.23052,17,-0.3676,10,-1.2403,16,-0.4882
ENSG00000133612,AGAP3,73,-1.2008,227,0.57714,383,1.50194,170,0.11317,159,-0.0029,106,-0.7082,101,-0.7816
ENSG00000033050,ABCF2,38,-0.2517,19,-1.3108,52,0.24387,49,0.19490,76,0.87922,23,-1.0774,57,0.47145
ENSG00000082014,SMARCD3,50,-1.7597,234,0.63582,270,0.87923,168,0.10158,128,-0.3406,158,-0.0065,127,-0.3937
ENSG00000013374,NUB1,92,0.57739,25,-1.4539,21,-1.6967,64,-0.0183,121,1.04791,62,-0.0658,67,0.07178
ENSG00000106615,RHEB,81,-1.3922,178,-0.1917,203,0.01949,185,-0.1434,180,-0.1684,206,0.04782,290,0.70552
ENSG00000106617,PRKAG2,9,-2.4583,32,-0.5996,45,-0.0767,95,1.40451,43,-0.1447,35,-0.5349,42,-0.1892
ENSG00000239911,PRKAG2-AS1,8,-3.1814,37,-0.9744,77,0.18221,72,0.08368,130,1.05791,60,-0.2331,86,0.41295
ENSG00000178234,GALNT11,16,-2.3010,48,-0.7051,59,-0.3916,107,0.65772,72,-0.0777,74,-0.0317,99,0.50190
ENSG00000055609,KMT2C,218,1.59173,102,0.26687,63,-0.4911,100,0.25858,53,-0.7749,44,-1.1463,72,-0.3365
ENSG00000133627,ACTR3B,10,-2.7419,33,-0.9578,108,0.92039,106,1.04644,17,-1.9348,46,-0.5282,74,0.33145
ENSG00000130226,DPP6,89,-0.8073,95,-0.7060,268,0.97920,197,0.52042,188,0.37462,67,-1.3305,161,0.14503
ENSG00000273344,PAXIP1-AS1,16,0.29508,12,-0.2180,11,-0.2639,28,1.48859,0,-3.9662,7,-1.0913,12,-0.1510
ENSG00000157219,HTR5A,0,-5.5533,8,-1.2202,8,-1.2264,42,1.56619,11,-0.8012,11,-0.8832,29,0.79199
ENSG00000186480,INSIG1,210,1.00155,163,0.56750,169,0.62218,109,-0.1049,189,0.81484,39,-1.7632,63,-1.0179
ENSG00000184863,RBM33,41,1.09653,14,-0.6682,11,-0.9819,33,0.83167,32,0.65549,13,-0.8770,12,-0.9766
ENSG00000105983,LMBR1,18,-0.9527,23,-0.6566,40,0.23387,50,0.69879,43,0.36899,19,-0.9583,41,0.30651
ENSG00000009335,UBE3C,20,-0.7555,31,-0.0760,24,-0.4759,47,0.69013,51,0.73457,15,-1.2371,37,0.25334
ENSG00000105993,DNAJB6,199,-0.1373,131,-0.7809,198,-0.1395,284,0.50415,115,-0.9791,192,-0.2109,285,0.51445
ENSG00000155093,PTPRN2,32,-2.4930,120,-0.5329,210,0.34872,209,0.39697,270,0.77459,141,-0.3165,178,0.09555
ENSG00000117868,ESYT2,27,-0.5054,37,-0.0103,60,0.76947,63,1.00881,31,-0.3057,19,-1.1086,27,-0.5280
ENSG00000126870,WDR60,94,0.41365,98,0.48403,80,0.14329,126,1.07386,47,-0.6809,39,-1.0354,40,-1.0319
ENSG00000147364,FBXO25,45,0.07582,21,-1.0608,47,0.12744,38,-0.2009,35,-0.3125,58,0.57021,44,0.04376
ENSG00000180190,TDRP,14,-0.1023,23,0.71237,25,0.82252,19,0.44644,13,-0.2298,7,-1.2217,11,-0.4968
ENSG00000104714,ERICH1,26,-0.2119,25,-0.2837,16,-0.9728,34,0.24110,33,0.16874,28,-0.0991,37,0.39118
ENSG00000198010,DLGAP2,4,-2.9519,14,-1.0548,46,0.76614,59,1.45480,3,-3.1608,22,-0.4670,29,0.03645
ENSG00000182372,CLN8,79,2.34756,14,-0.6960,22,0.04529,37,1.06917,0,-4.6225,6,-2.0461,7,-1.8209
ENSG00000253982,AC100810.1,62,0.17639,66,0.25325,41,-0.4999,21,-1.6218,142,1.59795,73,0.48924,31,-0.9861
ENSG00000104728,ARHGEF10,118,3.36913,24,0.18819,18,-0.2544,12,-1.0252,5,-2.2006,6,-1.9167,8,-1.6695
ENSG00000176595,KBTBD11,106,0.05717,103,0.01683,154,0.67547,133,0.48989,109,0.10152,59,-0.9178,82,-0.3775
ENSG00000036448,MYOM2,8,-1.2857,17,-0.1613,34,0.95504,26,0.61830,0,-4.4250,20,0.07485,19,-0.0190
ENSG00000183117,CSMD1,3,-2.3480,9,-1.0739,18,0.01609,44,1.88154,1,-4.0022,10,-0.9865,21,0.24936
ENSG00000147316,MCPH1,22,0.55478,2,-3.0084,15,-0.0711,20,0.47846,13,-0.2795,15,-0.1081,17,0.17360
ENSG00000155189,AGPAT5,83,0.69954,85,0.73289,50,-0.1314,95,1.10772,11,-2.3848,29,-1.0742,33,-0.8463
ENSG00000147324,MFHAS1,18,-0.4104,23,-0.0283,34,0.60561,46,1.35137,17,-0.5379,17,-0.5710,9,-1.6161
ENSG00000173273,TNKS,56,1.00319,28,-0.1420,58,1.05879,44,0.67387,1,-4.9115,16,-1.0338,21,-0.6093
ENSG00000253230,LINC00599,3,-3.4237,16,-1.0302,34,0.07118,100,2.69868,17,-0.9567,3,-3.7094,23,-0.5954
ENSG00000175806,MSRA,12,-2.3044,29,-0.9837,31,-0.8827,35,-0.7818,82,0.65161,63,0.25698,100,1.18486
ENSG00000104643,MTMR9,54,-0.2964,42,-0.6783,58,-0.2034,115,1.09931,83,0.38736,36,-1.0290,59,-0.1947
ENSG00000154319,FAM167A,23,0.59213,59,2.39258,34,1.29934,6,-1.5207,7,-1.1267,10,-0.7700,1,-3.8616
ENSG00000154328,NEIL2,20,-1.0735,31,-0.4332,54,0.42994,43,0.09219,49,0.27515,49,0.31360,36,-0.2109
ENSG00000079459,FDFT1,135,-0.1629,143,-0.0618,91,-0.7633,120,-0.3826,243,0.80585,121,-0.3690,199,0.53816
ENSG00000164733,CTSB,101,-0.9029,180,-0.0054,218,0.30791,258,0.68064,99,-0.9317,103,-0.9553,242,0.55047
ENSG00000283674,AC068587.4,10,-2.4847,35,-0.6716,32,-0.7955,60,0.20024,16,-1.8360,86,0.89533,77,0.66905
ENSG00000154359,LONRF1,22,-0.4876,15,-1.0600,63,1.26834,43,0.69177,39,0.42453,16,-1.0336,20,-0.6359
ENSG00000250305,TRMT9B,3,-2.6624,25,0.14212,35,0.70199,72,2.79328,0,-4.6981,3,-2.9301,5,-2.2381
ENSG00000164741,DLC1,75,0.70163,80,0.81544,37,-0.4502,97,1.38713,34,-0.5849,22,-1.3486,13,-2.1177
ENSG00000104723,TUSC3,12,-3.1026,35,-1.5596,75,-0.4010,175,1.18972,110,0.21576,54,-0.9741,136,0.65842
ENSG00000155970,MICU3,30,-1.5291,35,-1.3314,47,-0.8641,155,1.26112,41,-1.0785,62,-0.4911,119,0.69024
ENSG00000104219,ZDHHC2,31,0.65588,28,0.46645,28,0.48252,23,0.20915,4,-2.5083,19,-0.1223,16,-0.4642
ENSG00000198791,CNOT7,46,-1.2171,64,-0.7341,115,0.20116,102,0.00218,102,0.00278,115,0.22926,128,0.42617
ENSG00000155975,VPS37A,22,0.51679,10,-0.7011,13,-0.3488,14,-0.1755,1,-3.6237,25,0.82276,18,0.18933
ENSG00000003987,MTMR7,34,-0.0359,5,-2.9033,41,0.24792,44,0.41768,57,0.80659,14,-1.5380,49,0.62807
ENSG00000129422,MTUS1,369,3.39465,74,0.13960,49,-0.5040,34,-1.1544,30,-1.2366,31,-1.2787,13,-2.5842
ENSG00000078674,PCM1,290,0.35552,129,-0.9225,87,-1.5055,214,-0.1505,294,0.37815,258,0.18684,293,0.42239
ENSG00000104763,ASAH1,115,-0.3146,116,-0.2940,130,-0.1171,151,0.13188,113,-0.3448,146,0.07878,167,0.31803
