"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"EPAS1",5.05437366341765,0.21925793363169,0.943820224719101,0.115719745326474,4.37992503058667,1.6823543428208,4.69793377497542,4.73405395179889,1,0.964859816327398,0.893859091230302,0.96997893258427,0.971706685291545,1,3.51937764691897,0.807141442471407,3.57776699931695,5.90730037939708,8
"FLT1",5.61594201857606,0.0760525462811249,0.932584269662921,0.0491924971012564,3.72698257419028,3.10223903429589,3.831999445712,3.84417846702537,2,0.963547342205005,0.950533531199209,0.965447899231101,0.966292134831461,2,4.38676241014985,2.0245234396961,4.7012016568421,6.05678421031192,1
"PRKCH",4.25634822945817,0.248128349091976,0.932584269662921,0.172149512698362,3.46051013858302,1.71888915026876,3.65107493554566,3.80805608903159,3,0.953442978172771,0.872463749441638,0.960178658664247,0.965056142434121,4,2.74377815273178,1.20311247765254,2.48307005535136,5.18978745828818,34
"ATP10A",5.51016955411341,0.306535180895704,0.921348314606742,0.157907698592556,3.77189415084865,1.62225835018157,4.025443128986,4.12347220115804,1,0.952430993180886,0.900260543885361,0.957764768993102,0.960674157303371,3,3.48067785981399,-0.0959877646814702,3.47234538593671,5.95744661241521,2
"ABCB1",5.31876263511123,0.39953358813791,0.932584269662921,0.375044412310685,3.57025192596588,2.88663927343223,3.55228175033943,4.01762191404131,1,0.952302380116467,0.935058141435718,0.951079228984702,0.965933594624101,1,1.97243977470341,0.204315042134672,1.14417318541085,5.7911215907723,14
"DOCK9",4.75714889467803,2.19952605242945,0.98876404494382,0.840666113814131,2.58703208877784,1.15214023907494,2.51647795088548,4.67810282606186,1,0.94931577528586,0.810545404921579,0.969223253541768,0.988927516646868,1,0.385373188514339,-0.016119665363277,0.038354108715593,3.55617758049197,382
"SPTBN1",5.1241498547714,2.9369748455972,0.98876404494382,0.915783842445828,2.34094767569533,1.19121558038378,2.41131948896825,3.83656345145642,6,0.942530137227794,0.820790050173133,0.955767499927416,0.980558275779129,2,0.170276697209944,-0.016119665363277,0.00301071403039844,2.28599953064932,1106
"COBLL1",4.83634402878655,0.291691148059067,0.910112359550562,0.125248549214693,3.46370481402359,0.895938647803099,3.72873042766886,3.81319983703976,4,0.939720408764121,0.752667655996043,0.952797046207741,0.954717982274721,7,3.69334891593062,0.456115839101673,3.94187572071916,5.78864069146687,3
"PTPRG",6.12690636650556,3.1774858809696,0.955056179775281,0.857847055841644,2.2044062676154,0.822405983006887,1.98014262008263,4.8365136089896,1,0.934805564939273,0.769662921348315,0.942924605113174,0.974910661612634,1,0.347305795341632,-0.0642039092994064,-0.0140589534428604,3.34460092667074,643
"NEAT1",5.58305694686926,1.46715808953928,1,0.539049018892241,4.7587479472073,0.569127931559195,5.74536031361136,7.85183950155683,1,0.932630093016196,0.626457494170023,0.999621126910645,1,1,1.03947374405813,0.0689484713402254,0.942925409789928,2.36221293244864,471
"IGF1R",4.8550606288021,2.44289012565649,0.97752808988764,0.871598221776497,2.09362244113176,1.41987522146252,2.18593986498547,2.82288318969092,17,0.930554485813725,0.848985937389584,0.943320264189669,0.96026568475391,7,0.222347820925955,-0.0324214776923777,0.00437503594059313,1.86234152074044,1567
"MECOM",4.30602328365023,0.0270696982002366,0.865168539325843,0.0271521980870893,2.98223759811065,2.69017333071776,2.99858140572714,3.02151862582871,3,0.930179195534455,0.920994982686736,0.930622609226343,0.932584269662921,5,4.59869107864445,3.60129507184312,4.53482799297023,5.8390900756686,4
"ABCG2",3.97747744376775,0.0516660092386982,0.865168539325843,0.0331840072628601,2.94675107995634,2.47490681892277,3.01444981136957,3.02911654514339,7,0.929221944240853,0.914211009822627,0.931039325842697,0.932584269662921,8,4.59382989696339,2.87302681879625,4.68152864655288,6.28540221886225,1
