"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"ERC2",6.23877993250358,3.29081323672964,1,0.775702667610803,4.27497052397506,1.84621729750965,4.07852211789183,8.73809634257942,6,0.992305941711581,0.942757390801999,0.998608424125174,1,1,0.642458524244474,0,0.00876017632582898,2.90689059560852,5961
"NTNG2",3.32694366659158,0.268940599579563,1,0.224891034303424,5.80356432358381,2.32062175806168,6.02167689068672,7.77265276276009,2,0.991601148073898,0.928945048911237,0.997999826071832,1,1,2.92805054660816,0.351335927565304,3.10786702656508,5.13558133841134,41
"KCNIP4",8.97673277222264,4.50434903371864,1,0.848637411923004,3.91309618176158,1.38103370221298,3.52377511871162,9.1902365369752,2,0.990404473314836,0.932838458819371,0.999775355900438,1,1,0.27729186204251,0,0.067985764005881,0.968075873823503,10526
"CADPS2",5.02409591191774,1.11449554611287,1,0.415173487664196,5.99992892691728,1.84428643190408,4.01475139447919,13.1032656722467,1,0.986330444565896,0.939265129052854,0.996137192287871,1,1,1.82959573408473,0.0280560266122738,1.61864408499327,4.37821475012649,82
"ZNF804B",5.62516176011164,1.37434007394867,1,0.459270030399322,5.00150063068258,2.02702627844289,4.36090394170223,9.60714259137291,1,0.985908953853797,0.949142806645458,0.996045888062994,1,1,1.68932245292946,0.0332030705558522,1.0120119160953,4.16992500144231,507
"KCTD16",5.88791042873307,2.36291252299618,1,0.71043349686062,4.25364518973854,1.69279615937793,3.420215444188,8.30163897494828,2,0.984606119273625,0.900324577294686,0.995737425404945,1,1,0.789363118946812,0,0.263179237768685,3.02390704991799,4738
"TMEM132D",5.59620944934965,2.42722765441618,1,0.678194244379511,4.21659679377433,1.18003817886212,3.1763053573794,11.3546028791104,1,0.972443231206722,0.855496250820849,0.991933278643697,1,1,1.09447413396274,0,0.161756096204406,3.90689059560852,1599
"TRPC5",3.25655476278245,0.588642182961497,1,0.326891424653836,4.43766154230931,1.52282872007006,5.03183791586706,6.98443710087955,5,0.972107821591106,0.862105711849957,0.990377761938703,1,1,2.68480716547382,0.0971976378331438,2.28896795694738,5.58334464932333,37
"NWD2",3.58350250031069,0.619529064511844,1,0.312651932102369,4.40084788069288,1.55578508852918,5.03142808246749,6.29521550426791,5,0.972042862383072,0.870859681806653,0.993994677256995,1,1,2.81684724850132,0.0175738703739992,3.13449546341942,5.49185309632967,67
"GALNT14",3.83051246551857,0.927433575765676,1,0.484733075838408,4.10393722832362,1.47419771434091,4.03760689872992,7.13864936187775,5,0.968094735464393,0.856150755446015,0.993109190746242,0.998829039812646,7,1.89158805146144,0.0759879955657208,0.710852583848975,5.93875816591576,55
"SORBS2",5.42110124777553,2.72743180651195,1,0.791476561232483,3.59356288336041,1.24791664728469,3.00341621374583,8.37624615230261,4,0.965705042922606,0.833007653476632,0.991166155003367,0.99968693208717,2,0.621232468103956,0,0.0768624973990907,3.53602972440117,4048
"CPNE4",4.80607698519329,1.0235967481449,1,0.434181845443672,4.73724885907944,0.669799076491303,4.72951514088401,8.08233836490967,5,0.964824717131188,0.686958271015367,0.997518941790017,1,1,1.96208182823791,0.00953990630973433,1.30832674867684,6.49185309632967,1
"AC092691.1",5.7822688657405,2.96467378691646,1,0.754671905768501,3.21065446661551,0.888105334398813,2.3695201197174,8.04716467571497,6,0.964550342036799,0.774388188092727,0.983775407893537,1,1,0.655919920667641,3.20342650381492e-16,0.07824571183443,3.05998120651615,3996
"RGS12",4.98018870709675,1.39084422676161,1,0.629102905678572,5.36616651405225,0.432516672403477,5.45828012473713,9.74254154709581,1,0.963038608305535,0.618148185860231,0.999468762879192,1,1,0.776300648093646,0,0.673630562330863,2.2722679999491,1066
"KCNIP4-IT1",2.93027333276555,0.732560670072963,1,0.423989367561126,4.17836809664386,1.2268852010154,3.87711599948411,7.7893340821174,5,0.961832743603854,0.828561329091552,0.989626503905759,1,1,2.28833743789958,0.026441740067545,1.21639297470191,6.49185309632967,1
"OLFML2B",1.51250983203691,0.0898153080759595,0.963768115942029,0.0610913794379196,2.7803908409688,0.751039114383742,3.10066278404765,3.14602545084856,12,0.955653986203349,0.699074422927185,0.980306461352657,0.981884057971015,8,5.10992940368499,0.367838928625514,5.56415233265096,6.97362862576281,1
"CUX1",4.37064065416764,1.92910274211154,1,0.831630462801309,3.0881401828916,1.26559781900955,2.8418000280887,5.74016304598303,4,0.95454049837318,0.817785201435979,0.97704739447593,0.999337221633086,3,0.284003923509412,0,0.223441450894979,0.91132811433596,6657
"CPNE5",2.75689626439183,0.791941919806913,1,0.517592609169603,3.3988627143768,1.43988931876234,3.07712205039982,5.84871500372543,13,0.953846770052094,0.857416879795396,0.961313876700793,0.998793770816455,12,1.61023164473673,0.0500956317278693,0.681912662069044,5.09353582275006,750
"THEMIS",2.11689557720546,0.146857712251992,0.963768115942029,0.0926765619850904,2.82383276960368,0.526853690757107,3.15670395930846,3.20901461717718,16,0.953405956410819,0.64272720410628,0.980003465937536,0.981884057971015,22,4.87855193509823,0.116335418602132,5.43921357873274,6.66207439277571,1
"ITGB8",3.02688288613376,0.699832483212638,0.992753623188406,0.385008759934886,3.78870604672384,0.942045048313213,3.66728001404543,6.80104156191263,6,0.945460497559212,0.724542105446078,0.979936072707667,0.996227015691121,9,1.95886282863203,0.0335133565740862,1.80463048564123,4.57235745989186,98
