"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"KCNN2",4.10425299479742,1.25777330434098,1,0.614873480349756,4.29564854470258,2.02570587422364,3.38424960344373,7.74420116418207,1,0.987390104799813,0.94633575141372,0.99244516030066,1,1,1.31044276278785,0.0271402803895167,0.27243212922352,5,1549
"COL5A2",3.77826017498208,0.370625534855931,1,0.211178340939119,5.35175864182625,2.30514696082992,6.02787233708344,7.64269814247341,2,0.984986766095076,0.914404049700874,0.995114959447724,0.999989432303335,2,2.47679834376554,1.10055276829135,2.45742926572615,4.55519060144273,487
"VAT1L",3.27155340118753,0.604688233611004,0.99390243902439,0.435867162507701,4.2208406486682,1.89873773027823,3.97108547495108,6.17037400957155,2,0.980647472954947,0.911534057767504,0.989144135627403,0.996133792859668,3,1.88645401298604,0.288239635880878,1.19314784673678,4.99123146661386,940
"CHST8",2.28093900562366,0.1782898012144,1,0.154570036780328,4.01218661908318,1.88928749233378,4.54046770292906,4.80546838905293,12,0.980608683531781,0.87411826636252,0.996254342258269,0.999700119952019,1,3.99127994118019,0.338508346737611,4.51457317282976,6.30277568532835,20
"CABP1",4.08973291638861,1.39678963077078,1,0.600373460203646,4.57963320590934,1.290458199684,4.58234991243746,7.95116266170917,2,0.973594247291814,0.82661331300813,0.996461834010165,1,1,1.34592693323621,1.60171325190746e-16,0.428214714906177,4.35699277549972,2456
"AC016074.2",2.38826215699009,0.108546770663475,0.975609756097561,0.0788450380688353,3.2522344925409,2.00588048269586,3.50680991200433,3.66685200803463,10,0.971929844521867,0.907281205164993,0.985124491869919,0.98780487804878,11,4.22550707689515,1.18779864020422,3.9668035531175,7.28652958864759,5
"MIR3659HG",1.87924529521052,0.133904813945107,0.981707317073171,0.119980355311665,3.68546844529323,1.94002213290392,4.10755257205167,4.51043113716285,6,0.971508700184077,0.906008600215613,0.984313417490147,0.99072650280334,8,4.02836035636245,0.522765401028301,4.22312315780675,6.41146967223493,9
"ATP6V1C2",1.47086743140427,0.0355015759231141,0.951219512195122,0.0537492778270903,3.03061076060409,2.64147241221135,3.0438233788824,3.21357546173572,14,0.969041364449313,0.9523079849516,0.970204012541031,0.975609756097561,22,4.57249382321801,1.85665777666381,4.51312283956813,6.59248513888852,10
"AL133166.1",2.08901572563586,0.291898746748403,0.98780487804878,0.255084584821406,3.36114485631121,0.991123674088044,3.80875883783106,4.43373721468501,26,0.957898206328341,0.755955757231991,0.982337540224854,0.99390243902439,14,3.61512498689411,0.223845430576689,4.47434898157834,7.3043374079212,2
"HCN1",4.76999492578596,2.31374290774319,1,0.692729093379985,3.73188124440876,0.769742802448879,2.44490730076956,8.72798474058714,1,0.957313902889588,0.724647780639297,0.972008384146341,0.999517459203369,3,1.14317169289496,-3.20342650381492e-16,0.0360086719666123,4.49185309632967,1665
"TCERG1L",2.99967285475151,0.618420671636676,0.99390243902439,0.374650325955264,3.85548995700133,1.12466381100771,3.34268213943377,6.28715749131348,6,0.957290449140398,0.78464054933247,0.979071392276423,0.99685534591195,7,2.5266118175927,0.0943486902258617,1.64347644880512,6.31315956150122,101
"CLEC2L",2.4898155593505,0.661490893475025,0.99390243902439,0.490757169165156,3.50438675052662,1.3835716666493,2.77942114757268,6.52162657324963,3,0.956683900404355,0.841732424677188,0.970174973488865,0.996951219512195,6,2.21197510109436,0.0332491857132964,0.753512853681903,7.31315956150122,1
"ESRRG",4.63324088204603,1.9448414207582,0.99390243902439,0.728005284765706,2.73660101638475,1.26095678586903,2.65913769571198,5.49921570345368,17,0.953199784234288,0.858960763520679,0.969171806232245,0.992463688681831,15,0.704216628865316,-0.00876017632582898,0.208257032446596,3.48312758581121,4702
"LMO7",3.57305849558599,1.57997081161645,1,0.692119352842724,2.82860369920756,1.11652243901176,2.85712042779832,4.15889240144031,19,0.952432277510322,0.801501029074306,0.970687245934959,0.99390243902439,12,0.779960301014771,-3.20342650381492e-16,0.160955445439341,2.41503749927884,10883
"COL24A1",3.61014027622724,0.712784683715566,1,0.326371830189703,4.65518959580408,0.81984276716486,4.66611099079415,7.29764896765381,1,0.949228792537148,0.693448226916799,0.990762754531215,0.999936181569237,1,2.45642235582865,0.0903964352713748,2.59590045329589,5.07804296779784,527
"MIR34AHG",1.59659610856031,0.216808026556568,0.99390243902439,0.176711209905453,2.76180713779222,0.651582272718237,3.0496552369775,3.89218272864439,13,0.944346624410113,0.737237310733199,0.977487628137151,0.996861549497848,8,2.8845000511019,0.621051328866258,2.80734638966675,6.2864165837739,99
"HTR4",2.64005725132396,0.507444189903506,0.98780487804878,0.311827827818273,3.22528197876827,0.838123815543001,3.75224259912909,4.92367720350455,26,0.94152359987141,0.736190817790531,0.974803402416945,0.99390243902439,14,2.81681376132982,0.112089812621432,2.08640086788616,7.3043374079212,2
"GRM8",4.56944535785383,1.36845785713012,1,0.47303346926835,3.85056154583145,0.762490284131058,3.51359472732677,9.30922952332337,1,0.940655201591221,0.717249578156159,0.985548026269987,0.999911629551078,4,1.55851145527855,0.00371006722434234,1.24874889992395,4.91978267841265,414
"TAFA1",5.0827923636553,1.350649311907,1,0.410024175092199,5.04260483770717,0.394868720082107,5.66760967082275,9.2839282171845,1,0.939943566091013,0.606899804648973,0.993872137689267,0.999897196021486,1,1.75521007241565,0.0104166159453382,2.18389655117916,3.44123384668409,936
"IL12A-AS1",1.55252201644827,0.21421617439618,0.975609756097561,0.214030112510988,2.56936564776866,1.40413335359072,2.6969035205011,3.43090413634012,49,0.93888206130797,0.834988832538991,0.961754978965542,0.987266857962697,44,3.25658998776961,0.57224948387672,3.59871219590657,6.11896162525239,93
