"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"TRPM3",5.5348899891847,1.28832164062337,0.998060135790495,0.4628135464644,4.14537981965831,0.866100983744824,3.49478807014292,8.38895613495133,1,0.968539201924665,0.755444787525558,0.988513592219939,0.998096574096784,4,1.37075022467809,0.118040569861942,1.08660349356251,4.11579832918063,474
"SULF1",2.83754042010166,0.289410349819975,0.980601357904947,0.167204004980156,3.30890004234755,1.13233531615629,3.68077114844547,4.06934260360531,6,0.956613095552317,0.783022658084645,0.981866822909642,0.990015404804017,6,3.65373382507231,0.339358801228598,4.12392012171152,6.16085886425116,12
"FRMPD4",6.17709465351396,3.02421196060896,0.999030067895247,0.721119460438275,3.90266638412388,-0.0706139781005859,2.88982739375422,7.92670314049028,2,0.948129887947576,0.489318979907108,0.984342597598779,0.999160845257686,2,0.899078391361754,-0.00139757198676545,0.0162025536303994,3.16854056911414,3695
"ADAMTSL1",3.87387680255661,0.512970968473396,0.971871968962173,0.23334236575847,3.59646132281621,1.00701228879426,4.13653802827481,4.74493032932828,4,0.946460873727332,0.730539327363364,0.978944805185303,0.985538203337002,9,2.87652749343763,0.323264461651579,2.68497941621577,5.83648053106548,184
"AC011246.1",3.85825206489187,0.364893849523304,0.946653734238603,0.167765244726811,3.23361377582065,1.32547516711777,3.74788995808075,3.94237253365225,11,0.944016392144824,0.810694684298928,0.96674291347615,0.971200576632798,28,3.16738962900287,0.587283855894826,3.35110608029486,5.6460202205906,244
"FOXP2",4.12697999741498,0.766639745452872,0.994180407371484,0.269748021340762,5.37245131176403,0.739787462058118,6.80983979746385,8.11247334270395,1,0.943938113494634,0.628235146246185,0.994993427934396,0.996919039196668,5,2.86571414364353,-0.000942852642751801,3.35795297244836,4.9522485937761,63
"LINC02082",1.73559978392727,0.212117805447663,0.951503394762367,0.191698689447671,2.91456709234525,1.19590228014168,3.26222697239404,3.7623396786275,9,0.937841597668859,0.809363795140926,0.964008560144811,0.975751697381183,12,3.66277444569853,0.166695664486751,3.65957700367343,7.52402478678463,2
"RYR2",5.82040426070009,3.18791700511195,1,0.752505451448822,3.15497223097519,0.605985275145955,2.82790720215161,7.64165945483685,3,0.93560434374202,0.703787008295056,0.977678307860065,0.999845089980392,2,0.666096184481939,-3.20342650381492e-16,0.0335091352327984,2.44004868043299,6688
"AC090578.1",4.71433887562595,1.63999442857959,0.999030067895247,0.582566092429197,3.78579213009984,0.0640729848473653,3.80406794662372,7.05588895529618,5,0.93493328115338,0.534200649432801,0.9914694943896,0.998545101842871,1,1.28701637808882,-0.00138991853561872,0.733360057495079,4.12878483726699,3193
"HS3ST4",4.86047226307315,1.16521107871821,1,0.377845075019357,6.74105845111406,-0.153016887453599,7.74903717061022,12.2702676599123,1,0.932240468446318,0.44544678233009,0.999513314469315,0.999939862491291,1,2.19146766104504,-3.20342650381492e-16,1.62968885784813,5.29870272914551,729
"SEMA3E",3.25487293943911,0.494842236615953,0.98545101842871,0.19885368653584,4.04035508352199,-0.292557357608237,4.77634880106158,5.36810408480035,4,0.931511117824959,0.430018270814066,0.987941445627553,0.992314342343862,6,3.32363545067596,-0.0210890356828405,4.01993310229999,5.11353069611817,46
"RALYL",6.43774270600978,3.22560088494614,1,0.718032729952019,3.50329113162789,0.248682651019166,3.28897923909915,8.16559615049166,4,0.931051450558354,0.581007516973812,0.995508738160939,0.99993373134688,1,0.668587117458421,-3.20342650381492e-16,0.0812120684771635,1.99191461366731,4829
"CDH18",4.84947509725635,2.27573270443087,0.998060135790495,0.700810050844313,2.99517050351377,-0.127709276173018,2.31340064301594,6.37020521899075,14,0.919963417064194,0.469256661077652,0.96168768186227,0.997088667130657,7,0.923365143773381,-0.00279649914666703,0.154875949884755,3.28815036605158,4749
"STXBP5L",5.77031591533659,3.38443026469593,1,0.784408681428022,2.91914901242177,-0.0577991660690003,2.76399103785432,6.50471742891939,16,0.918906819062914,0.457831610323863,0.98054231855944,0.999324316960734,12,0.611862634800891,-3.20342650381492e-16,0.00761318410987537,2.67348760962189,6902
"ZFPM2",4.51685658426091,1.80996273302135,0.997090203685742,0.602460216178147,3.06155375262278,-0.20281656234612,2.72793314614713,7.13641888513801,3,0.918846259479321,0.427940936682093,0.975221049464692,0.997653357099566,7,1.00265175629584,0.000803896947989313,0.732808305228403,3.42962920882784,2120
"ASIC2",6.25880547220315,2.95571981185245,1,0.676686456981855,3.76409121637595,-0.741123249918616,3.04773475529345,9.9867871400145,1,0.917045460463467,0.273167467424567,0.983112067571937,0.999934611318781,2,1.05601510160477,-3.20342650381492e-16,0.147874940441642,4.16992500144231,1322
"RYR3",4.50744029887095,1.49963996935003,0.999030067895247,0.516894490725282,3.98258601185717,-0.484009197668375,3.74324183424444,7.43391045056914,2,0.915217207181,0.257350322134147,0.987034109181458,0.999121337903862,1,1.50027180245858,-0.00139757198676545,1.04254746682808,4.22500622537374,1784
"OLFM3",4.35003187382633,1.62880671502348,0.995150339476237,0.550612745717016,3.42116152386408,-0.552875213573076,3.78033540257944,6.75075925585897,10,0.915121047728435,0.337201783472056,0.984652250813031,0.996280298748392,15,1.4953270744232,-0.00699548157178927,0.86796921446497,3.97264694963497,2021
"MDGA2",5.98359392104305,3.71238878533955,0.999030067895247,0.790491683840221,2.83486346762901,-0.348461684559689,2.37880169101125,7.10093373941431,5,0.913263918173359,0.400233994019032,0.970208434367928,0.999024618838479,11,0.590547444948733,-0.00139757198676545,0.0068530623947374,2.64738540516426,6850
"PTPRD",7.04277464772049,4.56607632861572,1,0.890685452495974,2.66695615109227,-0.173713665501535,3.02346453451162,4.38292565663208,21,0.911717319107459,0.404533970317052,0.993524276830034,0.99900879321299,6,0.217557323332698,-3.20342650381492e-16,0.0123953172209561,1.29447464278506,6902
