"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"AC008574.1",2.4852005666774,0.225697502478559,0.942081920166971,0.147343639743372,3.14888018552871,1.46307062469149,3.5240398406664,3.85797572225429,6,0.945162606715635,0.859095117496962,0.963419388691347,0.971040960083486,9,4.08330389312784,0.172259626048348,4.82180018332526,6.24875504656868,2
"AC011287.1",5.31393835334213,1.33057536927693,0.973128098095487,0.450000576149678,3.65435224511605,0.746650757361839,4.24379785384363,5.34832028184217,1,0.94128358856876,0.754607737629359,0.979953499792821,0.982955243231618,2,1.51558749768433,-0.0302212151523287,1.97422220366202,3.00129503007474,2606
"CAMK2A",3.75565937342289,1.75113453012421,0.978085050873989,0.683345474357802,2.61345873421087,0.366995320138939,2.47567774229382,5.44137370695945,3,0.919774561757998,0.662782633272458,0.96619765123655,0.987890495607337,15,1.01037987801147,-0.0319345360794557,0.120063526833899,3.67788619863346,2691
"HS6ST3",5.35865850288133,2.43411156842967,0.977302374119489,0.652182414249639,2.56272269891271,0.187903140495816,1.97304569523749,5.42736959383904,2,0.917780898105199,0.646632905726214,0.950425950685487,0.986645646760079,4,0.939986139101715,-0.0330882329382289,0.307542735103346,3.11428342000029,4536
"R3HDM1",4.72641253348993,2.94463213947177,0.978085050873989,0.859189820778075,1.81875178967934,0.346261061855988,2.1398366990564,2.77402709032111,51,0.913272217973601,0.681200804311722,0.960672691616565,0.969283774036617,14,0.247926272358823,-0.0319345360794557,-0.0149395155330308,1.50880222588635,9925
"CUX2",2.87405544116609,0.388523876107793,0.925645708322463,0.179159035552058,2.87779400617968,0.387727291196428,3.37083029883536,3.53108449229394,1,0.909275148410389,0.658722241831771,0.955923526754182,0.960047173165397,2,3.31566335271529,-0.108160716953932,3.32131178657512,5.82535056815168,53
"ENC1",3.20198378756854,1.09797472522473,0.975737020610488,0.528963616807323,2.43138642930176,0.293791068102114,2.52527755918614,4.42837753147118,9,0.90524195610119,0.608141876467519,0.926228502512183,0.985704639278096,4,1.28063490932218,-0.0308876230834459,1.30904155042118,2.77294381587721,451
"TAFA1",4.72257125902513,1.36960831741386,0.967649360813984,0.411726840312516,3.33372675416613,-0.394868720082107,4.1519285671898,5.47563569909848,2,0.895801990289234,0.393100195351027,0.97378307128422,0.981721872365133,4,1.72490610712394,-0.0471514419835681,2.1629303613259,3.47930998933467,885
"EPHA4",3.1883277889075,1.29187693857465,0.966344899556483,0.586556928615492,2.27652554207874,0.391327318015507,2.10729830925496,4.45459412528233,11,0.888434853837316,0.664612304195012,0.92779966020375,0.977264647973768,13,1.19188855623765,-0.0418118035649314,0.46958163212091,3.98098412786527,2704
"AC034268.2",3.38429376192138,0.778722165415302,0.941038351160971,0.347281200963799,2.29223998686844,-0.138787861110724,2.90975038687408,3.064801743079,20,0.888317631561204,0.465680983128968,0.958183974903709,0.96471922557449,23,2.3729481210306,-0.0557048420351556,2.74711299991024,4.82022004252183,648
