"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"SYN3",4.40855542045919,1.79241192313855,0.997916666666667,0.593374252283325,2.82342693503796,0.587580442380597,2.2018354931138,5.94726468632519,10,0.901691677905147,0.677154078844653,0.942456327639752,0.996921816479401,12,1.24093755406561,-0.00292269845476551,0.588240801949462,4.38903637578663,1887
"PTPRK",4.86020867661689,1.74566787520167,1,0.5437730187056,4.22247504872213,0.184344868413985,3.0612590828226,9.1477944451074,1,0.900719030588509,0.497277687147958,0.976099896480331,1,1,1.14724588630012,-3.20342650381492e-16,1.0619868868957,2.7896420028414,1303
"THEMIS",1.62376010014295,0.172812211044756,0.888541666666667,0.0966358487890569,2.08601325195383,-0.526853690757107,2.40189476733117,2.44532484681991,10,0.898727225586204,0.35727279589372,0.941248996067353,0.944270833333333,14,5.16836033574892,-0.116335418602132,5.38409568313766,7.57140108989149,2
"SLC35F3",4.50999763938691,2.08640675360447,0.998958333333333,0.683786456300164,2.89205848309729,0.0679088442047933,2.63306790937568,7.26813311742145,1,0.897311701632702,0.539240345528455,0.960217524509804,0.998191713483146,7,1.07857472936821,-0.00149971334201303,0.207673945969272,4.25921337982436,1831
"NECAB1",3.49019968301254,1.35530446247853,0.997916666666667,0.545853056010321,3.24543559907085,0.50896392718878,3.78104780956611,8.16506319491956,2,0.892547471056857,0.655890593747282,0.964195296572375,0.998683785529716,5,1.28860957653175,-0.00298708176571861,0.546475224393251,3.02944619287011,1379
"PGBD5",3.14693877742935,1.51407815075314,1,0.683765486943327,2.53961137197429,0.325974401113354,2.32317946032541,6.6601827142445,16,0.89060549329363,0.579421582679541,0.959224267872524,0.993964460784314,28,1.10025461568174,-3.20342650381492e-16,0.128163637862341,5.49185309632967,272
"CBLN2",3.16581941150718,0.869587879833181,0.994791666666667,0.379782400183201,3.10145521303301,-0.0881843678297108,4.07637420437393,4.83827072053248,6,0.890254835787794,0.448826936037916,0.983496193297655,0.996472163681068,5,2.51790839615478,-0.0074793328657856,3.24209786535564,5.02337698779516,416
"EFNA5",4.2922329338163,2.10671381514095,0.997916666666667,0.667711710949772,2.58617695141441,0.405359186365277,1.99528708248624,7.30277688461619,2,0.88929424735536,0.622186691723246,0.926487765721878,0.997719074740208,11,1.04832474656282,-0.00298708176571861,0.28865553149948,4.27751744101367,3176
"AL117329.1",3.222726102567,0.294810025380586,0.844791666666667,0.146115144698789,2.26967885600787,0.97263951751671,2.55994753388329,2.65305797155716,40,0.888725905838673,0.746832061483607,0.916386675388519,0.921298480083857,75,3.47990882532335,0.684713451267613,3.97519169909026,6.08025126192808,104
"AC060765.2",3.00656424790558,0.404464926526916,0.888541666666667,0.240616474394697,1.93214938930212,0.458272671550538,2.20061067090709,2.27026226021767,60,0.887051124380819,0.633373881009857,0.926975845143195,0.934201554075484,80,2.69410612373621,0.208245241176116,3.05107076060063,4.68092024291808,919
