"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"LRMDA",6.50078768490043,0.945670685095423,0.962920489296636,0.339616841103054,4.5631575122786,1.44127130984748,4.95824638301016,6.12355736556746,1,0.970900176548454,0.914851991203656,0.975004894831058,0.980405664296099,1,2.11644691049925,0.0804068115383655,1.4864041355389,4.19526498407365,82
"PLXDC2",6.75545710786489,1.92562381840365,0.968654434250764,0.653677976789999,3.55789332900855,1.9930113974402,3.48002653040823,5.25414739412218,1,0.969790767963139,0.952966958935219,0.97143605870021,0.980047158184423,1,0.693587486532678,-0.0456101887211702,0.828110423404652,1.88674898930432,1037
"DOCK8",5.05788175791604,0.0817623209105388,0.943042813455658,0.0498577536818977,4.58528610433943,3.63602646303928,4.74871269933149,4.80609185356788,1,0.969491046454272,0.96347224626392,0.970486234581071,0.971095138500551,1,4.54776957760284,2.11790692172228,4.50195036881103,6.27881811879977,37
"SFMBT2",5.87211000988416,1.25740467181822,0.96177370030581,0.553015654451571,3.66201274121867,2.17231380941097,3.71121268274519,5.37827526796073,2,0.96633888830239,0.944497074857067,0.966758965186153,0.979297544824534,1,1.13729178332532,-0.055818153698383,0.70747398091548,3.49943588226058,139
"APBB1IP",4.94797825993904,0.0394097874960864,0.924694189602447,0.0371329340570064,4.03988323745162,3.83616015446259,4.07648922116641,4.11654219179146,1,0.96081235206026,0.95619028624613,0.961237074608197,0.962347094801223,4,4.83072009129274,2.53523738667898,4.94058831992283,6.41140350782813,1
"DOCK4",6.77766360906872,3.08211160976389,0.964067278287462,0.895479265329907,2.69331493279833,1.68436493661489,2.62985874595234,3.77420128864881,5,0.956700441081111,0.937796327904606,0.959847352506614,0.973296886119285,2,0.139746796275748,-0.0527012367874091,0.0336301617784478,1.48811015292145,1783
"MEF2A",5.58755669569465,2.19410620255558,0.961391437308868,0.880680160124143,2.91620886752211,1.30084157807163,2.92799908643698,4.0133345189192,6,0.955903977071128,0.885585248943408,0.959463573355214,0.965540940887836,5,0.158305649842953,-0.0563873862132166,0.0192739155360607,1.19939682603926,2473
"INPP5D",4.58063240184933,0.191968444690728,0.925076452599388,0.122194088653897,3.94533117447548,1.27424573763593,4.11763771146152,4.17452603617459,1,0.953572965404081,0.853951912174003,0.959517520869386,0.96225530669627,6,3.91859906323603,0.336401192870977,3.53763453413419,7.33339434497106,54
"ITPR2",5.58995962857755,1.29968650250162,0.955275229357798,0.487447967191174,3.30881911390628,1.04086669645871,3.66982270561114,4.90561243184027,2,0.953338089198783,0.864535280498972,0.965607599703524,0.974730764397096,2,1.17606704354097,0.0342295422624861,1.03318221447323,2.94320011284679,550
"ARHGAP24",5.35095432183428,0.575675284933008,0.931574923547401,0.292051793848819,3.60041416170338,1.34978714615284,3.80046129043761,4.33163602299763,2,0.950954736158117,0.882170638949614,0.95530620992841,0.963659869444614,4,2.17150309640723,-0.0574116482004986,2.20248799599628,4.55633499153676,225
"ST6GAL1",5.48972481897685,1.00364819503365,0.949159021406728,0.520125115389375,3.51833695837062,0.767691368263369,3.7098851908213,4.70313564712817,2,0.948373872851807,0.749675720716077,0.959666861359622,0.973866891272131,3,1.33405242824553,-0.01299857724193,0.777610566922597,5.55320920310336,398
"DLEU1",5.23809871561184,0.608183405582304,0.929663608562691,0.453209740851942,3.40536487851781,2.64255175686992,3.49338846476251,3.8676250025684,5,0.946937263227795,0.930341346943751,0.948652107432522,0.95369224894125,11,1.12465618555716,0.127380695775508,1.08861710447369,2.31050022141771,822
"TBXAS1",4.15041478007493,0.0716455653505342,0.892966360856269,0.0754656970074962,3.41844876313988,3.15852013519982,3.46494834167195,3.50219588576824,6,0.942091515811982,0.938905088147674,0.942718288098879,0.945343603946685,13,3.68607827927305,2.64896495098177,3.6577874452592,5.1596862097358,89
"FOXN3",5.45637533679522,2.43478972036603,0.954510703363914,0.894629850209446,2.44243425906844,1.09215139658932,2.27210345424949,3.8960519046956,11,0.940793560103029,0.859922087070061,0.944458780851701,0.957517737049197,9,0.116438363439589,-0.0636313597001851,0.00824404547468326,0.992715693299091,2072
"SRGAP2",5.26053836723544,1.54129320461231,0.935779816513762,0.790336208264179,2.93889457493166,1.73744493397908,2.9219831956185,4.20189267639093,2,0.939452582279291,0.919686114833522,0.936663975921862,0.96436512328458,8,0.41217735236668,-0.0686868447842019,0.0213418765035089,3.27924236531199,873
"SORL1",5.07271154373819,1.64643483424899,0.929663608562691,0.739633238196183,2.62224690661356,1.57425927234227,2.65126292353716,3.63956105854581,3,0.933892172221336,0.908933002236288,0.933560554257603,0.959445761605333,7,0.534625335092971,-0.104557940827375,0.149845526859483,3.06591797179444,265
"ADAM28",4.06466754038559,0.0433363677640496,0.875382262996942,0.0597399670920222,3.27160670432376,3.06945689765922,3.29027733594295,3.33508025521084,9,0.933781740842818,0.922067296934437,0.934003417880914,0.937691131498471,17,4.56432590985513,1.78323403529735,4.19506677546081,7.13119620225677,1
"EPB41L2",5.12320830898504,2.22245319553445,0.943807339449541,0.829849450703989,2.22713482272758,1.44223845692062,2.09233738158196,3.59191621243564,11,0.931994198350984,0.9046582250537,0.934541616806276,0.955858895408977,12,0.216613929652401,-0.0828178828961876,0.0453269399564371,0.765515281916497,2045
"FYB1",3.72858799079696,0.0261241461097231,0.855886850152905,0.022926038502103,2.97415516884758,2.61695885264414,3.00031274670372,3.022434530594,15,0.925385196216661,0.910101621825929,0.926532257298612,0.927943425076453,23,5.17976749870882,3.82155486709375,5.19713953774233,6.48104532613687,3
"AOAH",3.98183652992051,0.268077248486113,0.880733944954128,0.248044698633124,2.91367319693838,2.19463145699045,2.92541432854985,3.24975170888234,11,0.923452038520332,0.898791209815768,0.922783149627087,0.93948074227877,15,2.39690381890121,0.351393920441005,1.95100396608007,6.3657154765752,89
