"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"NPY",7.38322253905613,0.141950005586453,1,0.119819911509172,6.86614138421734,5.37210440222191,7.02609683947588,7.27696142692126,1,0.999861620012392,0.998541134788725,1,1,1,2.87302953830786,1.84188348951287,2.91069617692592,3.64716892381556,50
"CRHBP",4.13616739114899,0.161109214176471,1,0.114192898893742,5.04075821518304,3.08704063759071,5.34579598403268,5.56096634459687,3,0.99719129692026,0.987102667153818,0.999478064607138,1,1,3.48838625332518,0.324682981119065,3.9193826213659,4.41913564566359,7
"SST",5.3139977203413,0.408800662574177,1,0.227401265375665,5.02476499374823,1.61768012371157,5.02342702322666,5.9871651177424,3,0.992097877109444,0.886234564685041,0.998843278318522,1,1,2.17018172379018,0.102890673551847,2.38649526278325,2.75014806465113,158
"LRP8",4.20203829301915,1.07136711397852,1,0.64775695765388,4.47006339312485,2.03878819460348,4.52527480905033,7.64235536823171,5,0.989352416098042,0.920687376074025,0.997768548936962,1,1,0.968331995230002,0.0258672589926285,0.393796351704674,4.43038453241804,65
"TACR1",3.90489080039703,0.309446860612414,1,0.223182176417964,3.97793440956636,1.45313953119475,4.32701871359021,4.55542215389126,3,0.986033039954187,0.843054608566293,0.997926364790521,0.999877450980392,4,2.50178615715322,0.243988450769281,2.10338115350221,4.68152994252274,11
"TENT5A",3.23240751281165,0.207956922790046,1,0.115061762022525,4.43264190841677,2.59480584975852,4.53198827222858,5.61744122779832,4,0.983473549156035,0.932888982931302,0.995853123858239,1,1,3.24093222780421,1.34896799989409,3.29496104728709,4.83566637987026,1
"GRIK1",7.22358454544112,1.6645062201887,1,0.430315055668929,9.79143430716361,0.820182209536476,10.3137654003119,20.1058890666087,1,0.983167311819805,0.718907935184703,0.999946749973375,1,1,1.61346091912238,0,1.97806421003235,3.28302849591689,170
"TMTC1",4.95607441437975,1.52221437758599,1,0.631548483894658,3.92299721111303,1.634641374235,3.55591270955747,7.01760930420955,3,0.983091656097102,0.907570468399937,0.998317871342644,1,1,0.978228457113859,0.0171932043235342,0.5069900682879,3.97761085481021,287
"SOX6",6.09915214261728,1.15112097902326,1,0.372966736706963,8.21581061784769,0.94299994147954,10.6591721499048,12.6932671165618,1,0.982163027112959,0.778784031598251,0.999972015447473,1,1,1.72733616320459,0.0175831442618038,1.95302674173674,3.57516359391198,109
"IL1RAPL2",5.57724510111502,0.663644994562695,1,0.234851295694987,5.47519698025207,1.59484518600518,6.70354522887149,7.17657906927638,1,0.982129200856898,0.889328694664347,0.999190501888829,1,1,2.6837598129209,0.159943829392278,2.89971894020626,4.34411323491007,17
"FARP1",4.76150699980559,2.29752471294435,1,0.813285736260412,3.47542048736137,1.38574710615169,3.20539679607984,8.88617504943814,2,0.979187642361913,0.885314644302387,0.99622795391987,1,1,0.460351493650531,0.00730516325388448,0.0687672082417142,3.67294161542188,583
"TRPC6",3.69994529899758,0.494851009348991,1,0.278770595283629,3.44089878249899,1.49995113756633,3.74915509201583,4.5344558322597,7,0.97182672716258,0.841517740843016,0.995524296675192,1,1,2.42731246254407,0.328641022472987,2.2461236726584,4.75797487904139,3
"GULP1",4.49713217564976,0.750732233548977,1,0.308410722117611,3.80456128415332,1.73236531968505,3.73550513848595,5.71365230472103,7,0.970015478813611,0.894077745890947,0.9840389264241,1,1,2.12448214840102,0.0433734093356563,1.72306120735061,4.13977539076261,14
"NOS1",5.58846591580265,0.372245864314584,0.970588235294118,0.252693728069834,3.44139174622275,2.10092400858151,3.71108751383293,3.80539055213038,7,0.969448043886811,0.899337000987445,0.980182926829268,0.983686364454038,18,2.19318597086335,0.486359212369757,2.01012876637104,4.5337190711399,29
"MPPED2",4.63228164960507,1.36280383162373,1,0.608731625380071,3.30839269288915,1.22264223002073,3.10147399899228,5.7548884066415,2,0.962576359236919,0.7944876063633,0.984552527005093,1,1,1.05857969688278,0.00857098998133058,0.620014684928705,4.21564330174815,47
"PAM",5.01896325673853,1.92740959361833,1,0.718861680465601,3.49270307179178,1.18769030262735,3.17321683049075,6.53717306257371,8,0.962334661423528,0.816365341530766,0.990633375652419,0.999857362925772,10,0.680231657810584,3.20342650381492e-16,0.189081603731392,3.36018039097718,809
"SOX2-OT",6.2546695922378,1.99722082036502,1,0.725582766838836,3.6324825547762,1.12500266490923,3.78082596195095,5.44829880763429,10,0.960876242333154,0.790305584826133,0.994545774441382,1,1,0.611464489496261,0.00740291865667443,0.327460837035805,2.89535556524204,2289
"MARCH4",3.24542556483755,0.95769675156461,1,0.577970185377413,3.18699523594718,1.05543892119774,2.56432041437702,5.39306183917947,10,0.950974559717464,0.776168394727244,0.96462063086104,1,1,1.66151688231112,0.0773535453588095,0.305967986978928,5.12928301694497,1
"KLF5",1.36145165023622,0.0856265598421388,0.941176470588235,0.0826545033060272,2.57980805072518,0.595801565518284,2.73894898886136,2.84037060437543,36,0.94510274868767,0.66337987808055,0.962326503635162,0.968782620962054,37,3.64820427631101,0.637907580775024,3.76150644007473,4.92376907015312,1
"NXPH2",3.16009344386909,0.45484192114326,1,0.193649884829933,3.53562881314298,0.421706213951278,4.22549267455262,4.43282021669895,13,0.9407382818323,0.587171302629579,0.997658079625293,1,1,3.31947674807694,0.109038798138099,4.16645565312865,5.12928301694497,1
