"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"TSHZ2",5.96191016268371,1.00462212082369,1,0.365411860793397,7.63193610441872,2.01632052745895,6.07237135352559,16.3106983744539,1,0.995174952761094,0.964517095457439,0.998756963421511,1,1,2.04459208932949,0.0730281999703792,1.4594316186373,4.93568820375269,521
"AC068587.4",5.55942682336496,1.86329281795765,1,0.744050584006363,4.44993526303362,2.23633904009029,4.3456341435349,7.90416419117331,6,0.992337167830134,0.961683661816667,0.996610867692769,0.999918147238673,2,0.64943223398444,-3.20342650381492e-16,0.171567380778063,3.24970317857735,6029
"NPSR1-AS1",4.18323903542565,0.0633573955524311,0.976744186046511,0.0818346782414658,5.05620736102287,4.6753474145993,5.07267623066182,5.26586515300574,4,0.986650602539983,0.982661451925041,0.987194462823644,0.988372093023256,11,4.43134669925971,1.65780729092139,4.28000862043912,7.34484386310329,6
"TRMT9B",3.95487793392099,1.07360762079466,1,0.498035107947342,4.93911012996032,1.56726573685062,4.12437771895448,9.93825687255354,1,0.980305405814204,0.868421881893238,0.991076928355002,1,1,1.77293720328545,-3.20342650381492e-16,0.930434579309551,5.40689539814445,171
"HTR2C",5.23684047940305,0.259772751048671,0.976744186046511,0.105827836436295,5.55564931914089,1.92207356868635,5.97816367876159,6.5299294143488,2,0.980079640792637,0.890579170323821,0.987384827221076,0.988372093023256,8,3.84279941323321,0.661527545688613,4.36140661443939,5.41984296778669,1
"FER1L6-AS2",2.52486437374649,0.100665610908722,0.974160206718346,0.0843653261087188,4.23366096600433,1.9125321373204,4.33309361186013,4.71303816936644,10,0.978235416954532,0.888149969323642,0.983857387567866,0.986757880517292,14,4.40042309859443,1.00153541575796,3.86214954946208,7.82112537442814,1
"COL12A1",3.39555177074531,0.484198426547203,1,0.273944564816903,4.90960658569683,1.74900360284659,5.77908401244851,7.32060980109824,5,0.977728182365454,0.891034136363911,0.996011032965477,1,1,2.88340235811663,0.155195771747689,2.93475077263586,6.20419967200697,64
"ITGA8",3.9258292572886,0.519605277945533,0.987080103359173,0.253056706550311,4.85495663935629,1.93314795441931,4.99998111202825,7.3384644481474,3,0.972382508962763,0.858766840557099,0.987122710195816,0.993350053199574,7,2.84453159209996,0.441507373350153,2.78284464625833,6.30071196534482,66
"AC013287.1",4.49152850929399,0.692433876863737,0.989664082687339,0.336121046784887,4.07573705497591,1.58270382008843,4.49701462925578,5.96501029536147,7,0.971665632814994,0.863325493082985,0.981987510766581,0.993669386788214,15,2.14346092434086,0.340197098750386,2.32325311971277,4.80649347784313,592
"ASIC2",6.73126675276174,2.93085342866515,1,0.676686456981855,4.62593397601763,0.741123249918616,3.71719709343204,12.0213175667648,1,0.969302749414608,0.726832532575433,0.995599160206718,1,1,1.05225382526451,-3.20342650381492e-16,0.14762427190681,4.16992500144231,1340
