"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"FGF13",5.04952867696966,0.834944790033018,0.996838777660696,0.503163761759173,4.35416952042954,1.89762301593438,4.56464263250052,5.90271108977149,4,0.98369460432224,0.915003409161346,0.991905906254975,0.997195470276069,2,1.69433979114788,0.123598933537713,0.565673929985104,5.24850178978983,594
"MYO16",4.54912404283358,0.955992147666991,0.996838777660696,0.391186703251997,5.17117989549285,1.21655743414878,4.46378592027305,8.84848295056312,1,0.978772992550395,0.842485715594709,0.993842090634903,0.998155953635406,2,1.95963033948587,-0.00454017580977521,1.65465934547738,5.00142668655787,206
"FGF14",6.83469142814543,4.16629994442772,0.998946259220232,0.799907466094619,3.51368797494381,1.43996419703127,3.1682545575595,7.93590064268259,2,0.973373709880066,0.883776340434773,0.98456655272559,0.999331052201608,1,0.54217318647796,-0.0015194261972011,0.00109218739425334,2.40288613608197,4802
"GAD2",4.18979107596691,0.72450075762205,0.997892518440464,0.306577498945907,4.80966014853114,1.05741220082184,5.51976677193067,6.48662367343506,4,0.968917107494102,0.807414800803723,0.995685627373402,0.998826454066977,2,2.68079741156148,0.0139165905763913,3.23726280132625,4.51154855411652,235
"KAZN",6.87879135208563,4.56700765765834,1,0.864277528105023,2.73197558864631,0.86070493842977,2.66515510779331,6.26133138104626,5,0.950019824547774,0.744239441321038,0.976733294668943,0.999490889286179,1,0.307048229180696,-3.20342650381492e-16,0.00174055033002213,2.42169391939373,4775
"SV2C",3.04562613111092,0.0776580473307386,0.909378292939937,0.0666533190223682,3.32564498343599,2.10860359294381,3.41859481346302,3.47133404740539,3,0.94907463829487,0.902400472898301,0.952498786422136,0.953814314196693,13,4.57144335757264,0.557720402557705,4.47972309314374,6.60515264562488,19
"ALK",4.30041154536651,0.916472684718273,0.992623814541623,0.42494467094014,4.29079763885865,0.703627361522742,5.3780936333417,6.96751786415599,5,0.945087760459088,0.633096758197483,0.992060815215076,0.996311907270811,5,1.86553696071842,0.0412773787692462,1.35570615909436,6.48129118249052,1
"RAB3C",4.23652080136599,1.68635956043154,0.998946259220232,0.695109640526148,3.21898244867897,0.765004622508843,2.87821967966693,5.90916532223627,13,0.941123366259935,0.715554151664639,0.972589485125024,0.996710027704069,12,1.06726525603155,-0.00147754791486687,0.114059783134675,4.16842088244495,737
"FSTL5",4.97244839710728,1.32960881177998,0.994731296101159,0.458739244037234,3.56314981225713,0.0066301949190722,3.64325841001931,5.88050282431109,5,0.94018438719347,0.479498942557555,0.984849263666504,0.995973139654439,9,1.65823203085209,-0.0042286472665947,1.37009730737206,4.02881651451796,489
"SLC6A1",4.81214791851342,1.43636156279767,1,0.520654474929523,4.80136251452434,0.518815266958327,4.34917820047949,8.67950161472283,3,0.939476135106583,0.528010285570379,0.994973583975406,1,1,1.45748030237285,0.00988030247382708,0.751612370130607,3.9644406562717,267
"GRIP1",6.19893041385255,2.80995469637143,0.997892518440464,0.713343229528667,4.20235760919561,0.762401262389069,4.46025486109376,8.478895681308,1,0.937853155258325,0.674709974507864,0.997551658417557,0.998816021595766,1,0.888971619849665,-0.00304045432005121,0.0234470155959039,3.36531970712547,3018
"EYA4",3.36898110537208,0.0782185527840097,0.889357218124341,0.0515409650517767,2.98029117669691,1.98283908046738,3.08064748663677,3.13749224282883,5,0.937818478787969,0.887779468652643,0.941896569874461,0.944678609062171,15,4.40873578512121,2.06237152941281,4.32155698362078,6.61543446714275,2
"GRIN2A",5.87921772369634,2.81173028608942,0.994731296101159,0.687821935090309,2.97803394883595,0.60597013575136,2.31043483005114,6.43366427805847,2,0.936219878103999,0.720510754354429,0.952932911837021,0.996043797206703,5,0.922685729938354,-0.00760153348125525,0.107966025222001,3.14367282945692,2944
"TOX2",2.5997448206013,0.484229992475002,0.972602739726027,0.305942425705229,2.95215855595989,1.21864126283671,3.16295903537371,4.22498961506346,2,0.934396756098523,0.780669783399803,0.960273671820405,0.983100282481385,3,2.54610433706581,0.00456295773053911,2.66674387088418,6.74933216272616,105
"PTCHD4",4.30424307504618,0.940087191863204,0.948366701791359,0.397448819325019,2.9163707784564,0.652953097872246,3.00964493258625,4.09483641316756,15,0.933701223803719,0.762441995169809,0.952845100105374,0.972501069957068,16,2.13817846774541,-0.0656185312383297,2.29046828808391,5.70080213889204,257
"ZNF536",4.79127730899836,1.26647264888439,0.997892518440464,0.368559724423938,6.55793497020464,0.115069995912095,6.82693370822034,11.4494408696718,1,0.933694558671079,0.473713118277792,0.996460744997258,0.998877781400402,3,2.23853912858658,-0.00295661062402564,3.02845648971382,4.06847644136339,252
"DNER",4.00447790604105,1.46850360660127,1,0.679158059884182,3.11280980293941,0.45526593015959,3.14018527168572,5.42787079548031,16,0.927628737814712,0.632333307832971,0.978398314014752,0.999103315904911,5,0.82592246648058,0.00337472678065644,0.374395514781498,3.49185309632967,1709
"KIT",3.01546794180944,0.173223332375148,0.89041095890411,0.109869922353962,2.51510824581857,1.48845456851012,2.65171339319834,2.75866003263149,19,0.92721061497108,0.83643327254376,0.939143510022377,0.9436753600281,25,3.88409811978404,0.574425046487142,4.36779868875511,5.83843510261683,12
"NYAP2",3.32828790834162,0.992796117718787,0.981032665964173,0.542733278198215,2.9741734785812,0.576544243389694,2.58251715129129,5.03195467963688,13,0.926798995634274,0.681973136417227,0.953583605324144,0.990516332982086,20,2.08535884178024,0.0101153862415441,0.527640068409689,6.46453606732949,2
"KCNC2",4.91852767485613,2.00500145106204,1,0.645032066173889,3.72475876351933,-0.767974801323921,3.85641489627786,6.98986195453722,1,0.924679113006608,0.285204105007559,0.992886793176435,0.999313173275921,2,1.1507826384549,0,0.0847137646181482,3.28651991208093,2156
