"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","Astro","AL445209.1",60.3258406803362,1.4873376158262e-119,3.20179168558907e-115,20904,4.98143815924251,"AL445209.1"
2,"enrichment","Astro","AL121894.3",41.6335453247417,4.49962318892585e-93,4.84316941940034e-89,20990,4.72751349908936,"AL121894.3"
3,"enrichment","Astro","LINC01354",41.4543487250306,8.96803452232059e-93,6.43516263873318e-89,20951,5.14892588444372,"LINC01354"
4,"enrichment","Astro","AL355338.1",40.6336806789784,2.1778363054659e-91,1.17205705369411e-87,21264,4.23781347098275,"AL355338.1"
5,"enrichment","Astro","AL589935.3",37.4892503073315,7.29093500064033e-86,3.13903915517569e-82,21094,4.38549574598026,"AL589935.3"
6,"enrichment","Astro","AL356419.1",34.0626251542335,2.03870608865448e-79,7.31453766174417e-76,21055,4.65691108982686,"AL356419.1"
7,"enrichment","Astro","AC022832.2",30.1101793231949,2.32076024182371e-71,7.13700081796271e-68,21198,3.93645012929376,"AC022832.2"
8,"enrichment","Astro","AL627316.1",29.0665091662926,4.1129948341894e-69,1.00968521671808e-65,14736,6.91549787107154,"AL627316.1"
9,"enrichment","Astro","CYP4F11",29.0613318380237,4.2212881267537e-69,1.00968521671808e-65,19608,5.90086061199262,"CYP4F11"
10,"enrichment","Astro","AL031056.1",28.8953580769053,9.72696529439355e-69,2.0939238189241e-65,19880,5.7545783191855,"AL031056.1"
11,"enrichment","Astro","AC104088.3",28.8157801354859,1.45305158908822e-68,2.84362195984564e-65,21291,3.655087970496,"AC104088.3"
12,"enrichment","Astro","GLI1",27.2696687672537,4.09251775790311e-65,7.34163581453168e-62,20833,4.7863828812871,"GLI1"
13,"enrichment","Astro","APLNR",26.0454692607107,2.6958286603527e-62,4.46408489010866e-59,20726,5.07838991951464,"APLNR"
14,"enrichment","Astro","AL445259.1",25.9120806480552,5.52811477100286e-62,8.50026619109847e-59,19441,5.6059111969229,"AL445259.1"
15,"enrichment","Astro","AL096709.1",25.1118427876784,4.30103075725789e-60,6.17255260743271e-57,19761,5.5132664248175,"AL096709.1"
16,"enrichment","Astro","LINC01726",24.6510325724971,5.47125440687126e-59,7.36123085104485e-56,20595,4.66343265824575,"LINC01726"
17,"enrichment","Astro","AC103874.1",24.5357251000825,1.03815525560555e-58,1.31460989337768e-55,18161,6.17879713547768,"AC103874.1"
18,"enrichment","Astro","GLUD1",24.0017598023342,2.05990360362039e-57,2.46353027084089e-54,1473,3.50468412401152,"GLUD1"
19,"enrichment","Astro","ETNPPL",23.4893712619775,3.74633556062923e-56,4.24459819019291e-53,1833,9.07709362218438,"ETNPPL"
20,"enrichment","Astro","LINC01833",23.2409562597585,1.54712935669649e-55,1.66525268308027e-52,20830,4.89886424604589,"LINC01833"
21,"enrichment","Astro","AC114964.2",23.1275575009163,2.96353853432096e-55,3.03790923944416e-52,20890,4.3816727023715,"AC114964.2"
22,"enrichment","Astro","GJB6",22.8305123525724,1.63902558082028e-54,1.60378653083264e-51,16412,6.65832021722461,"GJB6"
23,"enrichment","Astro","TMPRSS3",22.5977466264924,6.30965860181725e-54,5.90556611831826e-51,21268,3.59003800179368,"TMPRSS3"
24,"enrichment","Astro","AC083864.5",22.5439282251203,8.62551370474607e-54,7.73672639675286e-51,15729,6.44521428331501,"AC083864.5"
25,"enrichment","Astro","AHCYL1",21.9614421672649,2.6030967757509e-52,2.24147457166358e-49,2307,3.12108197774019,"AHCYL1"
26,"enrichment","Astro","AL606500.1",21.8129719754725,6.24624621867518e-52,5.17165162882387e-49,21318,3.50268670594283,"AL606500.1"
27,"enrichment","Astro","LPAR3",21.7871871764349,7.27375334358511e-52,5.79933660101321e-49,19756,5.17659365068134,"LPAR3"
28,"enrichment","Astro","MT1H",21.6548819635329,1.59110502661426e-51,1.22327563956876e-48,21118,4.5541757009171,"MT1H"
29,"enrichment","Astro","IRX3",21.6449154870146,1.6878932147556e-51,1.25294059427737e-48,21446,3.45840850644331,"IRX3"
30,"enrichment","Astro","AL109741.1",21.564476342068,2.71976832873935e-51,1.95161509375906e-48,21349,3.61411767400394,"AL109741.1"
1,"enrichment","Endo","AC000082.1",31.7768089870881,7.99630373120006e-75,1.72136430421544e-70,21501,7.36231529149512,"AC000082.1"
2,"enrichment","Endo","FENDRR",25.1886785148158,2.91723286509857e-60,2.09330906289923e-56,21329,7.35033790121136,"FENDRR"
3,"enrichment","Endo","TRGC1",20.1038725349167,1.84909207361587e-47,4.97567563359109e-44,21500,5.66637143574035,"TRGC1"
4,"enrichment","Endo","GATA2",17.8031856711382,3.23659077635821e-41,6.33400814933302e-38,21440,7.55538303656704,"GATA2"
5,"enrichment","Endo","MYCT1",17.6845586640245,6.90096261393716e-41,1.23797518491854e-37,21398,6.68806371539879,"MYCT1"
6,"enrichment","Endo","SOX18",17.2216477808165,1.34280470456636e-39,2.22358129809232e-36,21422,6.76034024625187,"SOX18"
7,"enrichment","Endo","SRARP",16.3882055875571,2.96134984814097e-37,3.54160989894059e-34,21429,6.50540189015599,"SRARP"
8,"enrichment","Endo","CLDN5",14.9884534388004,2.90328493123688e-33,2.15513843843918e-30,19303,9.86602075821533,"CLDN5"
9,"enrichment","Endo","TM4SF18",14.8350357828358,8.01315622698465e-33,5.01294961244464e-30,21352,7.37532455543628,"TM4SF18"
10,"enrichment","Endo","SEMA3G",14.8202980764604,8.83463120343788e-33,5.28286405323353e-30,21436,7.10543073381379,"SEMA3G"
11,"enrichment","Endo","PLA1A",14.1300535701501,8.63549786716583e-31,4.32317122294137e-28,21269,7.52449752296266,"PLA1A"
12,"enrichment","Endo","NOS3",13.9697018521321,2.51057169658437e-30,1.14989525345472e-27,21112,7.18680520217061,"NOS3"
13,"enrichment","Endo","VCAM1",13.520795550358,4.99873444593189e-29,1.95650466213774e-26,21247,7.98097136664992,"VCAM1"
14,"enrichment","Endo","VSIG2",13.4960917837628,5.89385177864316e-29,2.26565977212234e-26,21403,5.78407597395436,"VSIG2"
