"","self.average","other.average","self.detected","other.detected","mean.logFC.cohen","min.logFC.cohen","median.logFC.cohen","max.logFC.cohen","rank.logFC.cohen","mean.AUC","min.AUC","median.AUC","max.AUC","rank.AUC","mean.logFC.detected","min.logFC.detected","median.logFC.detected","max.logFC.detected","rank.logFC.detected"
"KCNC2",5.41288952465087,1.978982406336,0.999378881987578,0.645064756595595,4.57564824019209,0.767974801323921,4.67184993918247,8.13784468187381,1,0.97122925356061,0.714795894992441,0.998033482439645,0.999582346545124,2,1.15095795037527,-0.000895418446424817,0.0838271689467906,3.29109704645007,3010
"FGF12",6.10597658144478,3.73386264540683,1,0.807621091467919,3.13747249013509,1.33438616190216,2.59496599374743,6.65580223394934,5,0.963629899431641,0.854777991271579,0.968532187623736,0.999630120734175,2,0.509709119249146,-3.20342650381492e-16,0.00337472678065644,2.40677143257064,7272
"ERBB4",7.78615654550445,2.58750687026165,1,0.669807106077167,6.4452239189846,0.374881303038261,5.96099313764067,16.1421739580359,1,0.960992479759797,0.598052431579507,0.999873604996168,1,1,0.670362864740733,0,0.629684304238669,1.84105562839921,1171
"BTBD11",3.81828632527702,0.593356276464326,0.993788819875776,0.26543670517706,4.518898555672,0.801696804932695,5.50089163635377,6.1079365630792,5,0.957856621266472,0.725686864329151,0.995114802149487,0.996759384283014,6,3.08063974243006,0.037000441018265,3.77013020334314,6.30055009348603,87
"TAFA2",5.29383801084048,1.87997426958617,0.999378881987578,0.622364932097982,3.40395858036731,1.19282991696239,2.54007318743531,7.0289553208,3,0.95621370390719,0.831201173853087,0.968518626267328,0.999375392560542,2,0.980552156595946,0.0245611450649818,0.294262282653359,3.32104169524994,2400
"SCN1A-AS1",3.14255684202504,0.702018297844439,0.98695652173913,0.477814482271817,3.18851848031668,1.6547654911109,3.02756586848096,5.06559562803523,10,0.955738383848939,0.887732919254658,0.968326294799116,0.991956870681834,11,1.79119531050609,0.187624863454882,0.789694891169418,5.62520455018526,353
"ANK1",2.97394602411963,0.558469263100365,0.994409937888199,0.287419781863,4.12748863674218,0.861633546959391,4.81450269091518,5.75600871533719,8,0.944838250181657,0.731259180608355,0.991768968089453,0.997000180034207,7,3.0312113564965,0.0770332153742568,3.55092906293066,6.04885461559174,120
"CNTNAP2",7.78711056129209,4.71892308691054,1,0.850626556224724,3.44806417616286,0.577114414412978,3.42139896151768,6.31755296300297,10,0.938537317966481,0.622748103361959,0.990546950072353,0.999914129247867,1,0.304942919771239,-3.20342650381492e-16,3.20342650381492e-16,1.29284884839811,7279
"CNTNAP3B",2.86604310321731,0.634620625045535,0.962111801242236,0.470595431771293,2.69712554996238,1.32309608020988,2.71784094795901,3.8367705413666,4,0.937317712553265,0.843953889066275,0.95059864862696,0.974077600392837,12,1.6396639863842,0.0381866827036513,0.681808858060882,5.37651711077919,515
"NXPH1",5.62489528078367,1.1733037395608,0.999378881987578,0.283478267718593,6.5916668554604,0.122774569248912,7.85699344041605,9.69426389481589,1,0.933243019586262,0.575913109496119,0.998875324709401,0.999664823511589,1,2.72596324527883,0.000381717738228155,3.36833838041581,4.2381047913587,119
