id,id,gfap,neun,olig2,tmem119,area,y,x,cell_type_orig,cell_type
0,0,0.000,0.000,0.000,0.000,577.000,298.731,8002.598,other,other
1,1,0.000,0.000,0.000,0.000,554.000,336.018,9338.413,other,other
2,2,0.000,0.000,0.000,24.337,899.000,393.572,14053.944,micro,microglia
3,3,0.000,0.000,0.000,0.000,865.000,398.813,11278.023,other,other
4,4,0.006,0.000,0.000,0.034,527.000,620.662,12525.491,other,other
5,5,0.000,0.000,0.000,0.000,1036.000,640.791,1801.651,other,other
6,6,8.589,0.000,136.744,0.000,1056.000,746.895,10845.406,oligo,oligo
7,7,0.000,0.000,0.000,0.150,545.000,921.486,11842.873,other,other
8,8,0.007,0.000,0.000,0.000,592.000,943.986,11274.326,other,other
9,9,0.000,0.000,0.000,0.000,818.000,950.419,8602.428,other,other
10,10,0.000,0.000,0.000,0.000,851.000,992.584,1851.303,other,other
11,11,0.000,0.000,0.000,7.590,1023.000,1108.167,3861.669,micro,microglia
12,12,0.000,0.000,0.000,0.000,820.000,1170.987,3336.255,other,other
13,13,0.023,0.000,0.000,1.954,390.000,1182.972,12326.264,other,other
14,14,0.000,0.000,0.000,0.000,574.000,1197.033,7404.880,other,other
15,15,0.000,0.000,0.000,0.000,593.000,1207.954,7117.599,other,other
16,16,0.000,0.000,0.000,0.000,698.000,1219.520,6123.440,other,other
17,17,0.000,0.000,0.000,0.006,779.000,1224.469,11700.829,other,other
18,18,0.000,7.296,0.000,0.388,828.000,1260.804,15861.473,other,other
19,19,0.000,0.000,0.000,0.000,770.000,1278.675,1957.277,other,other
20,20,0.007,0.000,0.000,0.000,1084.000,1284.824,6769.089,other,other
21,21,0.000,0.000,0.000,0.000,858.000,1327.199,7917.106,other,other
22,22,0.005,0.000,0.000,0.000,1062.000,1370.496,908.548,other,other
23,23,0.000,28.997,0.000,1.622,1113.000,1380.650,14590.744,neuron,neuron
24,24,0.000,0.000,0.000,0.000,669.000,1378.874,966.025,other,other
25,25,18.547,0.000,0.000,84.191,979.000,2227.848,20195.236,micro,microglia
26,26,0.000,0.000,0.000,0.000,667.000,2277.681,1213.517,other,other
27,27,0.000,0.000,0.000,0.000,506.000,2901.500,1922.834,other,other
28,28,0.000,0.000,0.000,0.000,659.000,2920.642,1594.656,other,other
29,29,0.000,0.000,0.000,0.000,753.000,3431.461,1696.610,other,other
30,30,0.000,0.000,0.000,1.533,929.000,3529.825,20060.963,other,other
31,31,0.000,0.000,0.899,0.082,915.000,3891.580,19814.560,other,other
32,32,0.000,0.000,0.000,21.723,517.000,4215.996,19543.513,micro,microglia
33,33,0.000,0.000,0.000,0.000,639.000,4432.665,1735.297,other,other
34,34,0.000,0.000,0.000,0.000,438.000,4724.347,2075.030,other,other
35,35,0.004,0.000,0.000,0.000,936.000,5125.396,1417.582,other,other
36,36,0.072,0.000,0.000,0.033,990.000,5427.053,1964.148,other,other
37,37,0.000,0.000,0.000,0.000,490.000,5818.676,2060.349,other,other
38,38,25.099,0.084,0.252,2.966,1723.000,6430.157,10541.179,other,other
39,39,21.958,0.033,0.000,4.883,522.000,6431.065,10456.033,other,other
40,40,23.971,0.000,4.120,0.008,656.000,6458.503,10547.532,other,other
41,41,25.403,0.000,0.000,17.906,854.000,6471.522,10715.609,micro,microglia
42,42,25.262,0.000,0.000,6.674,515.000,6488.070,10599.757,other,other
43,43,23.699,0.000,0.000,8.720,564.000,6494.314,10698.574,other,other
44,44,39.437,0.000,0.615,14.440,650.000,6501.403,10612.818,astro,astrocyte
45,45,24.270,0.000,0.000,0.045,200.000,6496.380,10665.100,other,other
46,46,18.727,0.000,0.000,4.471,433.000,6505.584,10661.245,other,other
47,47,24.949,0.000,0.010,9.182,1093.000,6521.609,10653.106,other,other
48,48,31.496,0.000,0.000,0.049,714.000,6533.272,10716.768,other,other
49,49,21.726,0.000,0.000,12.577,584.000,6544.902,10521.842,micro,microglia
50,50,23.856,0.000,1.271,0.093,627.000,6548.214,10954.086,other,other
51,51,22.710,0.000,0.000,2.376,473.000,6554.698,10582.093,other,other
52,52,24.004,0.000,0.000,34.479,843.000,6565.112,10517.200,micro,microglia
53,53,30.373,0.015,11.512,8.708,997.000,6571.544,10459.114,oligo,oligo
54,54,19.408,0.000,23.530,12.317,630.000,6570.741,10706.975,oligo,oligo
55,55,20.537,0.000,9.910,2.093,788.000,6582.524,10732.754,oligo,oligo
56,56,23.797,0.000,17.214,13.638,2009.000,6593.323,10582.021,oligo,oligo
57,57,24.506,0.000,14.725,9.364,977.000,6589.088,10624.745,oligo,oligo
58,58,20.700,0.000,9.362,10.291,533.000,6592.195,10706.525,micro,microglia
59,59,24.690,0.000,3.055,0.410,671.000,6607.371,10928.080,other,other
60,60,18.374,0.000,0.000,1.504,492.000,6610.661,10699.163,other,other
61,61,42.086,0.000,1.832,10.162,1343.000,6625.271,10268.643,astro,astrocyte
62,62,25.382,0.012,12.385,15.593,1210.000,6636.712,10617.071,oligo,oligo
63,63,27.659,0.000,4.360,0.902,813.000,6632.306,11108.031,other,other
64,64,25.452,0.000,6.998,14.550,953.000,6641.478,10537.990,micro,microglia
65,65,37.479,9.669,0.000,0.470,994.000,6651.894,10208.557,astro,astrocyte
66,66,28.621,0.143,8.608,4.558,932.000,6669.656,10727.995,other,other
67,67,38.520,0.000,0.000,3.628,1122.000,6673.238,10789.741,astro,astrocyte
68,68,35.798,0.000,3.754,1.826,609.000,6669.816,11232.204,astro,astrocyte
69,69,23.486,0.000,2.013,21.002,1123.000,6679.378,10641.745,micro,microglia
70,70,32.295,0.000,0.000,10.087,792.000,6672.169,10342.778,other,other
71,71,43.666,0.000,1.598,9.070,911.000,6678.228,10222.754,astro,astrocyte
72,72,22.280,23.039,0.000,1.202,714.000,6676.363,11160.401,neuron,neuron
73,73,28.226,0.000,19.353,5.509,456.000,6688.596,10328.693,oligo,oligo
74,74,31.835,0.000,0.000,2.798,763.000,6694.316,11213.853,other,other
75,75,23.926,0.000,0.000,0.109,312.000,6689.500,11079.500,other,other
76,76,32.597,0.000,1.101,0.460,730.000,6697.273,11252.325,other,other
77,77,23.675,0.000,23.070,5.507,745.000,6709.212,10324.627,oligo,oligo
78,78,48.974,0.000,0.650,4.936,543.000,6704.319,10201.982,astro,astrocyte
79,79,26.152,0.000,4.553,1.862,646.000,6706.901,10295.257,other,other
80,80,36.847,0.000,0.000,2.061,541.000,6707.743,10659.388,astro,astrocyte
81,81,44.916,0.000,2.309,6.504,796.000,6713.327,10123.773,astro,astrocyte
82,82,24.173,0.023,19.636,14.551,1489.000,6720.783,10385.312,oligo,oligo
83,83,44.621,0.000,8.969,15.406,891.000,6724.021,10149.822,astro,astrocyte
84,84,23.747,0.000,10.181,5.692,1080.000,6727.750,10810.185,oligo,oligo
85,85,53.713,0.000,0.000,4.696,362.000,6721.939,10196.180,astro,astrocyte
86,86,33.604,0.000,1.255,5.941,768.000,6726.283,10655.542,astro,astrocyte
87,87,23.268,0.000,0.269,3.120,542.000,6726.847,10310.834,other,other
88,88,29.083,0.000,2.608,0.256,531.000,6723.490,11246.290,other,other
89,89,28.816,0.000,2.711,12.043,999.000,6735.476,10687.545,other,other
90,90,41.040,0.000,6.042,7.180,577.000,6735.248,10115.671,astro,astrocyte
91,91,31.339,0.000,0.000,1.577,357.000,6730.664,11344.098,other,other
92,92,20.731,0.000,1.830,13.013,553.000,6735.051,10782.515,micro,microglia
93,93,25.371,0.000,2.107,0.279,477.000,6738.612,11388.681,other,other
94,94,17.856,0.000,0.000,4.503,306.000,6738.056,10725.915,other,other
95,95,16.617,0.000,0.000,12.821,614.000,6751.077,10709.476,micro,microglia
96,96,39.494,0.000,7.955,5.079,445.000,6748.953,10235.562,astro,astrocyte
97,97,50.066,0.000,4.218,10.614,960.000,6756.958,10110.678,astro,astrocyte
98,98,25.943,2.060,0.000,0.253,896.000,6753.301,11271.277,other,other
99,99,32.829,0.054,0.000,33.072,847.000,6757.295,10214.695,micro,microglia
100,100,25.411,0.000,0.000,38.952,962.000,6762.664,10335.564,micro,microglia
101,101,32.155,3.293,0.000,3.954,566.000,6758.938,10530.233,other,other
102,102,41.162,0.027,0.000,0.369,826.000,6759.205,11458.521,astro,astrocyte
103,103,36.559,0.000,0.703,9.134,1119.000,6761.851,9982.363,astro,astrocyte
104,104,50.377,0.000,8.571,12.060,469.000,6765.623,10015.365,astro,astrocyte
105,105,21.040,0.496,21.715,8.638,780.000,6767.418,10274.106,oligo,oligo
106,106,34.201,0.149,4.903,10.815,693.000,6771.911,10814.672,astro,astrocyte
107,107,23.251,0.000,0.000,37.698,1149.000,6780.378,10642.598,micro,microglia
108,108,66.131,0.000,0.000,39.048,314.000,6778.513,10020.338,micro,microglia
109,109,41.834,0.000,0.000,7.224,1055.000,6782.608,10917.599,astro,astrocyte
110,110,42.685,0.000,0.000,86.861,1075.000,6782.608,9955.364,micro,microglia
111,111,12.848,36.763,0.829,0.801,900.000,6788.412,10263.646,neuron,neuron
112,112,50.615,0.000,1.008,50.843,624.000,6789.337,10000.168,micro,microglia
113,113,35.089,0.003,6.249,12.578,862.000,6792.285,10148.589,astro,astrocyte
114,114,44.085,0.000,0.728,9.909,364.000,6788.679,10893.959,astro,astrocyte
115,115,25.276,0.000,14.071,18.830,800.000,6795.278,10945.593,oligo,oligo
116,116,23.213,0.000,21.423,13.185,534.000,6797.629,10966.979,oligo,oligo
117,117,26.877,0.000,0.014,20.630,1036.000,6802.852,10993.452,micro,microglia
118,118,60.018,0.224,0.000,40.792,380.000,6797.447,9968.366,micro,microglia
119,119,23.542,0.000,2.956,8.645,791.000,6800.306,10725.509,other,other
120,120,31.467,0.015,14.071,26.717,842.000,6806.341,10836.691,astro,astrocyte
121,121,27.830,0.000,0.000,6.215,395.000,6799.787,11433.689,other,other
122,122,35.345,0.000,0.000,9.133,316.000,6800.820,11450.937,astro,astrocyte
123,123,50.061,0.053,0.000,33.546,474.000,6803.610,10119.840,micro,microglia
124,124,30.257,0.000,0.658,2.767,743.000,6808.416,10672.855,other,other
125,125,32.029,0.000,16.363,21.893,1260.000,6810.066,10792.417,astro,astrocyte
126,126,52.357,0.000,0.584,18.490,892.000,6814.658,9976.701,astro,astrocyte
127,127,26.795,0.000,9.394,4.064,1354.000,6818.292,10223.411,other,other
128,128,26.814,0.000,0.000,12.925,984.000,6815.642,10922.608,other,other
129,129,58.199,0.006,12.472,18.688,850.000,6818.379,9894.399,astro,astrocyte
130,130,24.455,0.095,0.000,31.964,580.000,6817.431,11040.855,micro,microglia
131,131,15.655,3.553,0.000,2.288,711.000,6815.703,10589.482,other,other
132,132,27.893,0.002,0.118,55.257,922.000,6825.118,10968.371,micro,microglia
133,133,22.778,9.478,0.509,4.721,1018.000,6829.596,10140.363,other,other
134,134,25.279,0.000,18.455,11.603,847.000,6833.375,10672.040,oligo,oligo
135,135,55.999,0.011,0.281,25.233,812.000,6835.387,9871.177,astro,astrocyte
136,136,37.605,0.052,7.170,17.013,306.000,6827.507,10871.418,astro,astrocyte
137,137,21.719,17.652,0.003,0.772,701.000,6838.234,10309.946,neuron,neuron
138,138,17.028,0.000,0.000,23.190,1058.000,6838.608,10730.423,micro,microglia
139,139,23.040,0.000,0.000,7.249,498.000,6836.281,11052.761,other,other
140,140,21.888,0.072,23.809,4.336,571.000,6836.229,10335.357,oligo,oligo
141,141,23.925,0.005,9.670,14.315,588.000,6842.114,10856.092,micro,microglia
142,142,53.400,0.323,2.634,25.099,912.000,6844.931,10098.762,astro,astrocyte
143,143,19.529,0.000,24.331,29.910,556.000,6841.741,10824.230,oligo,oligo
144,144,23.872,0.000,11.960,17.788,476.000,6847.334,10874.912,oligo,oligo
145,145,20.995,0.000,5.904,11.057,918.000,6850.084,10470.766,micro,microglia
146,146,26.718,0.000,0.000,0.349,373.000,6842.858,11205.775,other,other
147,147,16.039,0.102,11.396,55.416,255.000,6844.996,10809.247,oligo,oligo
148,148,89.087,0.117,2.319,35.086,664.000,6849.134,9911.172,micro,microglia
149,149,29.473,0.127,3.849,15.669,338.000,6848.095,10921.574,micro,microglia
