id,id,gfap,neun,olig2,tmem119,area,y,x,cell_type_orig,cell_type
261,261,30.001,0.000,0.000,11.142,670.000,3489.093,14193.428,other,other
262,262,13.403,1.390,0.000,0.088,657.000,3490.875,15887.562,other,other
263,263,19.895,0.225,0.000,0.397,418.000,3486.806,13876.376,other,other
264,264,30.922,0.635,19.199,9.954,282.000,3493.369,14224.121,oligo,oligo
265,265,12.472,0.265,0.000,0.015,615.000,3502.504,15946.613,other,other
266,266,13.844,0.055,0.000,0.107,578.000,3499.993,15986.583,other,other
267,267,29.631,0.056,16.173,3.280,678.000,3504.086,14155.599,oligo,oligo
268,268,28.656,0.063,0.171,41.233,1060.000,3511.462,14252.381,micro,microglia
269,269,28.307,0.000,12.433,2.087,561.000,3503.713,14293.772,oligo,oligo
270,270,25.563,0.130,1.511,0.784,538.000,3502.297,14438.439,other,other
271,271,19.535,1.506,0.010,2.766,923.000,3510.758,14816.732,other,other
272,272,18.623,0.082,6.046,6.431,742.000,3507.216,14079.088,micro,microglia
273,273,30.651,0.150,16.042,3.909,685.000,3511.339,14222.815,oligo,oligo
274,274,31.656,0.130,3.538,1.736,500.000,3508.838,14389.014,other,other
275,275,35.920,0.033,0.737,1.695,551.000,3509.976,14635.837,astro,astrocyte
276,276,34.719,0.052,10.124,2.611,906.000,3515.560,14851.454,astro,astrocyte
277,277,11.572,0.000,0.000,0.000,477.000,3512.291,16222.159,other,other
278,278,73.964,1.322,0.000,0.040,727.000,3515.446,12485.111,astro,astrocyte
279,279,13.112,0.000,6.866,0.034,644.000,3513.418,15452.326,other,other
280,280,30.889,0.000,0.000,0.000,262.000,3509.344,14662.053,other,other
281,281,25.208,4.735,0.213,0.537,854.000,3525.362,14375.537,other,other
282,282,19.950,35.310,0.000,0.089,1313.000,3522.350,14998.184,neuron,neuron
283,283,17.956,0.343,0.000,13.799,835.000,3523.428,14122.455,micro,microglia
284,284,36.677,0.000,0.000,20.730,356.000,3515.871,14517.407,astro,astrocyte
285,285,15.381,0.279,0.000,1.172,645.000,3519.616,15374.318,other,other
286,286,16.045,0.615,0.000,0.332,488.000,3518.930,15569.838,other,other
287,287,28.925,0.000,0.031,21.107,815.000,3521.827,14587.787,micro,microglia
288,288,16.529,11.594,0.000,0.065,821.000,3521.921,15599.178,other,other
289,289,27.405,0.000,14.682,1.364,610.000,3525.064,14158.039,oligo,oligo
290,290,27.633,0.033,8.737,3.837,859.000,3527.075,14286.739,other,other
291,291,14.588,0.053,2.019,1.940,1037.000,3532.330,15437.282,other,other
292,292,20.960,0.074,1.063,0.026,820.000,3524.157,12927.723,other,other
293,293,24.686,0.215,5.499,4.353,947.000,3527.664,13778.381,other,other
294,294,20.065,0.076,0.000,2.572,635.000,3529.754,14072.638,other,other
295,295,24.784,0.012,0.016,21.414,676.000,3526.572,14471.893,micro,microglia
296,296,21.855,0.123,10.106,0.066,894.000,3528.426,15039.928,oligo,oligo
297,297,22.119,0.514,0.698,39.649,629.000,3525.227,13707.903,micro,microglia
298,298,21.943,5.813,6.426,1.033,331.000,3528.894,12417.650,other,other
299,299,21.099,52.803,0.061,1.022,735.000,3535.781,12434.154,neuron,neuron
300,300,44.356,0.000,2.664,0.691,881.000,3533.578,14894.564,astro,astrocyte
301,301,14.432,0.112,0.000,0.559,555.000,3531.910,15343.472,other,other
302,302,24.115,0.784,0.060,4.373,399.000,3531.301,12838.942,other,other
303,303,18.988,23.360,0.000,4.287,564.000,3535.227,15173.399,neuron,neuron
304,304,39.452,0.176,1.412,3.486,1141.000,3540.445,12343.656,astro,astrocyte
305,305,26.925,6.375,5.056,7.821,693.000,3539.872,12401.218,other,other
306,306,22.958,1.437,0.000,29.384,1205.000,3544.089,13912.850,micro,microglia
307,307,34.943,0.037,8.707,0.618,929.000,3539.659,14753.947,astro,astrocyte
308,308,16.424,0.000,0.000,1.771,323.000,3532.635,15515.378,other,other
309,309,41.574,0.000,0.011,0.151,999.000,3541.624,13024.519,astro,astrocyte
310,310,27.136,0.061,16.190,2.932,858.000,3543.782,13959.632,oligo,oligo
311,311,25.574,0.000,3.013,7.163,674.000,3541.564,14100.647,other,other
312,312,34.749,0.000,1.892,3.965,454.000,3542.943,13699.980,astro,astrocyte
313,313,24.167,0.036,16.994,1.748,726.000,3541.547,14423.709,oligo,oligo
314,314,12.752,3.017,0.017,0.257,821.000,3544.259,15918.178,other,other
315,315,25.014,0.857,0.000,0.000,293.000,3539.024,12870.474,other,other
316,316,27.552,0.323,3.732,4.394,672.000,3546.033,12274.939,other,other
317,317,25.493,0.068,0.049,34.999,737.000,3545.308,14017.552,micro,microglia
318,318,26.297,0.164,10.075,1.508,724.000,3549.039,14462.486,oligo,oligo
319,319,21.225,0.241,0.000,11.393,369.000,3545.285,15505.921,micro,microglia
320,320,28.255,0.369,17.352,0.523,639.000,3549.250,13723.372,oligo,oligo
321,321,41.079,0.000,0.000,14.473,717.000,3554.117,13571.238,astro,astrocyte
322,322,38.832,3.425,16.002,0.495,614.000,3551.191,13609.967,astro,astrocyte
323,323,30.857,0.045,10.810,29.762,837.000,3552.989,13674.630,oligo,oligo
324,324,33.468,0.110,16.528,1.271,752.000,3554.082,13772.512,astro,astrocyte
325,325,27.072,4.819,12.920,0.989,878.000,3556.280,14571.233,oligo,oligo
326,326,31.035,0.015,13.876,2.067,1033.000,3561.443,14842.612,oligo,oligo
327,327,19.965,0.337,9.533,1.045,777.000,3554.300,15384.784,other,other
328,328,28.276,0.304,33.936,4.774,579.000,3554.762,12689.926,oligo,oligo
329,329,19.148,10.396,0.049,0.883,1029.000,3555.331,12938.027,other,other
330,330,21.896,0.077,42.238,8.549,634.000,3556.050,13984.259,oligo,oligo
331,331,23.771,0.000,17.517,3.369,700.000,3555.706,13824.203,oligo,oligo
332,332,25.418,1.830,0.070,2.586,701.000,3557.292,12665.392,other,other
333,333,11.695,2.153,2.054,0.011,554.000,3558.919,15900.264,other,other
334,334,20.895,3.050,0.000,0.348,523.000,3556.602,15112.906,other,other
335,335,25.551,0.000,32.835,8.629,490.000,3559.639,14428.908,oligo,oligo
336,336,27.203,0.098,0.014,36.762,762.000,3559.818,14623.071,micro,microglia
337,337,23.031,0.000,0.000,2.521,447.000,3557.170,15553.919,other,other
338,338,24.054,0.000,16.345,3.048,685.000,3568.277,14002.448,oligo,oligo
339,339,26.121,0.674,3.826,3.406,981.000,3565.444,15482.294,other,other
340,340,29.464,0.000,17.452,2.190,942.000,3568.895,13070.490,oligo,oligo
341,341,39.274,0.069,3.516,4.592,463.000,3564.186,13363.378,astro,astrocyte
342,342,19.856,28.931,0.011,3.328,1083.000,3571.018,12621.907,neuron,neuron
343,343,29.491,35.782,0.752,1.333,754.000,3571.577,13613.097,neuron,neuron
344,344,21.225,0.000,0.000,0.014,627.000,3566.458,15639.416,other,other
345,345,24.133,0.220,11.434,2.922,988.000,3571.967,12264.376,oligo,oligo
346,346,27.659,0.000,0.849,31.282,464.000,3571.455,13674.310,micro,microglia
347,347,22.981,0.000,11.276,9.196,877.000,3576.333,14026.399,oligo,oligo
348,348,28.039,0.000,0.000,4.659,724.000,3575.539,15456.058,other,other
349,349,34.036,0.006,22.028,2.720,632.000,3573.448,13791.946,astro,astrocyte
350,350,26.131,0.053,2.056,8.390,780.000,3574.313,14213.886,other,other
351,351,39.249,0.000,5.271,3.272,848.000,3572.382,13408.649,astro,astrocyte
352,352,16.853,0.143,2.950,0.709,258.000,3571.205,12705.663,other,other
353,353,37.746,0.000,0.000,0.236,901.000,3577.293,13263.153,astro,astrocyte
354,354,47.214,0.004,0.897,5.753,1022.000,3580.920,14349.085,astro,astrocyte
355,355,23.259,0.000,0.653,2.652,686.000,3574.991,15085.544,other,other
