id,id,gfap,neun,olig2,tmem119,area,y,x,cell_type_orig,cell_type
83,83,2.626,20.783,0.000,9.558,649.000,21.441,10115.157,neuron,neuron
84,84,22.949,0.000,1.486,32.399,276.000,15.902,11335.025,micro,microglia
85,85,43.978,0.253,7.947,14.418,1083.000,26.235,12555.915,astro,astrocyte
86,86,19.163,0.133,6.130,6.211,1377.000,27.288,16238.128,micro,microglia
87,87,6.480,11.355,14.852,8.345,473.000,18.727,10092.607,oligo,oligo
88,88,47.822,0.143,0.582,1.824,692.000,21.669,12332.337,astro,astrocyte
89,89,25.025,0.000,13.418,2.517,1123.000,24.568,15349.549,oligo,oligo
90,90,19.700,0.112,0.011,0.850,1052.000,22.674,16612.699,other,other
91,91,9.076,0.000,29.256,0.052,772.000,26.108,10908.685,oligo,oligo
92,92,65.926,0.139,0.004,11.036,713.000,27.236,12929.648,astro,astrocyte
93,93,16.486,0.512,7.521,15.906,1083.000,29.680,11851.032,micro,microglia
94,94,39.196,0.000,5.098,12.137,738.000,24.241,13806.367,astro,astrocyte
95,95,13.380,0.408,13.349,1.439,719.000,25.494,11395.067,oligo,oligo
96,96,43.291,0.054,3.702,12.619,664.000,26.672,12998.456,astro,astrocyte
97,97,16.612,5.035,0.902,26.541,451.000,27.557,15286.953,micro,microglia
98,98,8.627,0.055,42.177,8.278,327.000,37.226,10448.804,oligo,oligo
99,99,7.707,0.241,34.638,0.428,789.000,34.252,10468.417,oligo,oligo
100,100,59.006,0.168,1.046,24.783,1026.000,30.622,13221.755,astro,astrocyte
101,101,7.864,8.408,0.039,19.158,568.000,23.618,16482.169,micro,microglia
102,102,35.808,0.016,0.012,28.088,833.000,28.892,13710.068,micro,microglia
103,103,38.016,0.030,0.023,24.119,799.000,28.984,13949.967,astro,astrocyte
104,104,31.478,33.976,0.034,21.972,1304.000,36.794,14289.797,neuron,neuron
105,105,29.342,0.000,0.009,17.525,751.000,27.586,14659.800,micro,microglia
106,106,15.586,44.771,0.037,8.425,1163.000,28.747,16323.867,neuron,neuron
107,107,22.687,0.035,0.000,13.746,1020.000,29.155,11443.053,other,other
108,108,42.729,0.011,2.924,10.740,524.000,30.078,12906.559,astro,astrocyte
109,109,57.619,2.178,0.070,36.095,1256.000,31.706,13260.448,micro,microglia
110,110,15.560,14.724,16.803,32.392,816.000,28.094,15572.174,oligo,oligo
111,111,2.944,0.000,0.000,0.000,734.000,26.632,9020.847,other,other
112,112,17.623,0.000,1.124,18.088,1117.000,33.160,15806.414,micro,microglia
113,113,1.557,21.569,0.001,15.946,1077.000,35.754,9240.227,neuron,neuron
114,114,4.608,22.935,0.012,12.235,913.000,32.191,10320.670,neuron,neuron
115,115,5.803,6.850,0.003,19.341,876.000,31.483,10713.127,micro,microglia
116,116,24.860,44.584,0.000,6.691,599.000,29.417,11491.342,neuron,neuron
117,117,9.171,0.017,23.466,1.509,1208.000,39.115,9671.984,oligo,oligo
118,118,4.853,3.970,13.930,0.984,430.000,27.323,9891.172,oligo,oligo
119,119,15.908,22.985,0.000,0.094,523.000,31.780,11373.987,neuron,neuron
120,120,18.084,10.736,3.899,5.639,584.000,32.125,11512.445,micro,microglia
121,121,2.958,0.000,6.558,0.215,475.000,27.507,9916.082,other,other
122,122,19.552,0.144,0.000,9.048,353.000,29.949,11342.014,micro,microglia
123,123,47.045,0.040,0.000,25.976,622.000,32.029,13025.624,astro,astrocyte
124,124,26.097,38.455,0.000,3.270,538.000,31.119,14874.242,neuron,neuron
125,125,4.230,6.447,0.430,20.561,374.000,31.158,9541.693,micro,microglia
126,126,42.337,1.051,0.742,8.693,706.000,32.986,13474.891,astro,astrocyte
127,127,34.384,0.078,0.792,6.630,934.000,36.094,13576.324,astro,astrocyte
128,128,29.268,0.007,0.009,22.828,762.000,38.908,14578.730,micro,microglia
129,129,12.211,7.932,9.173,26.918,842.000,37.279,16462.719,micro,microglia
130,130,4.583,0.000,13.710,0.085,799.000,35.433,9963.225,oligo,oligo
131,131,37.005,0.011,0.334,7.070,739.000,34.306,12640.049,astro,astrocyte
132,132,36.649,0.000,0.606,26.895,770.000,36.112,12826.590,micro,microglia
133,133,5.836,0.914,0.130,0.282,805.000,41.171,9873.881,other,other
134,134,5.814,0.030,33.308,12.414,971.000,39.449,10088.230,oligo,oligo
135,135,26.923,0.319,0.000,27.420,742.000,36.763,11967.218,micro,microglia
136,136,45.402,0.000,1.392,5.994,814.000,37.009,14111.415,astro,astrocyte
137,137,13.170,0.644,0.000,17.515,716.000,37.492,12180.976,micro,microglia
138,138,36.276,5.876,3.967,6.940,849.000,38.799,13764.234,astro,astrocyte
139,139,13.013,32.254,0.000,14.269,694.000,39.974,12159.719,neuron,neuron
140,140,37.919,28.351,0.000,31.582,815.000,39.092,12492.027,neuron,neuron
141,141,16.116,0.048,0.250,25.466,683.000,37.783,16192.726,micro,microglia
142,142,32.922,0.000,2.452,4.886,629.000,38.588,14404.660,other,other
143,143,2.946,21.571,0.000,1.551,940.000,44.287,8810.884,neuron,neuron
144,144,39.096,9.154,0.000,4.716,612.000,42.283,12880.395,astro,astrocyte
145,145,29.550,0.000,23.763,3.425,789.000,43.383,15998.271,oligo,oligo
146,146,39.999,0.462,0.000,33.858,1612.000,49.021,13379.089,micro,microglia
147,147,30.514,0.000,0.000,2.224,508.000,39.522,14436.325,other,other
148,148,16.213,1.492,24.667,6.708,667.000,44.183,15586.099,oligo,oligo
149,149,28.275,0.000,0.049,8.865,748.000,43.918,14555.564,other,other
150,150,26.583,0.000,2.067,1.803,568.000,42.525,15046.521,other,other
151,151,16.294,3.133,4.850,8.336,844.000,47.985,11873.524,micro,microglia
152,152,1.354,21.602,0.000,0.010,1168.000,49.145,8998.822,neuron,neuron
153,153,4.962,0.009,14.898,0.321,452.000,48.111,9922.350,oligo,oligo
154,154,32.695,29.638,0.000,30.124,387.000,44.212,12520.344,neuron,neuron
155,155,43.751,8.617,0.917,13.101,1325.000,50.854,12706.088,astro,astrocyte
156,156,3.906,2.946,0.098,0.252,650.000,50.315,9901.338,other,other
157,157,7.558,5.624,0.000,0.000,663.000,46.005,10895.511,other,other
158,158,10.258,44.294,0.060,3.118,1042.000,53.339,16497.403,neuron,neuron
159,159,3.660,1.167,0.169,16.207,989.000,50.603,8916.816,micro,microglia
160,160,45.557,0.000,0.373,5.737,821.000,53.685,12911.993,astro,astrocyte
161,161,28.489,0.000,9.471,13.891,777.000,49.525,14609.085,other,other
162,162,31.216,0.000,0.000,4.110,454.000,46.967,11911.793,other,other
163,163,19.757,0.000,0.894,2.321,445.000,46.303,15897.135,other,other
164,164,0.847,0.193,0.144,17.437,953.000,51.469,8615.297,micro,microglia
165,165,20.282,1.533,0.000,5.971,582.000,50.464,11552.491,micro,microglia
166,166,44.405,0.000,0.842,8.349,790.000,53.824,13036.895,astro,astrocyte
167,167,67.342,0.033,4.116,8.442,518.000,49.301,12287.402,astro,astrocyte
168,168,34.574,1.040,2.126,5.120,523.000,48.480,13505.822,astro,astrocyte
169,169,35.372,0.003,0.000,8.345,725.000,53.251,14033.145,astro,astrocyte
170,170,24.058,2.160,2.858,6.769,939.000,57.116,11484.540,other,other
171,171,37.103,2.825,0.000,22.955,331.000,52.870,13486.039,astro,astrocyte
172,172,37.446,1.340,0.000,7.920,653.000,56.890,12841.539,astro,astrocyte
173,173,21.628,0.000,5.076,1.284,818.000,57.587,11655.681,other,other
174,174,31.538,0.744,0.000,17.706,771.000,56.547,14267.994,micro,microglia
175,175,27.967,0.285,0.000,8.019,513.000,54.671,14487.912,other,other
176,176,29.771,0.000,0.000,9.560,402.000,55.848,14469.286,other,other
177,177,7.224,0.000,31.114,21.806,597.000,55.122,10359.333,oligo,oligo
178,178,7.949,50.469,0.000,0.110,1173.000,61.478,11214.455,neuron,neuron
179,179,46.143,0.147,0.000,24.792,797.000,58.256,12413.168,astro,astrocyte
180,180,32.597,0.000,0.000,7.694,409.000,55.335,14445.056,other,other
181,181,19.752,1.087,0.012,3.482,735.000,57.558,16525.503,other,other
182,182,12.331,0.000,0.033,0.949,568.000,56.430,9070.699,other,other
183,183,8.435,0.000,17.581,14.572,890.000,61.696,9478.754,oligo,oligo
184,184,48.618,0.021,0.000,24.998,628.000,58.975,11835.704,astro,astrocyte
185,185,42.768,13.800,2.072,7.423,1731.000,65.708,13457.464,astro,astrocyte
186,186,3.189,14.310,0.000,0.000,620.000,58.411,10807.613,other,other
187,187,6.427,29.663,0.000,0.034,759.000,63.518,10462.506,neuron,neuron
188,188,39.414,0.000,0.000,15.277,642.000,61.067,13994.651,astro,astrocyte
189,189,9.420,0.000,0.117,0.070,369.000,58.241,10441.382,other,other
190,190,41.599,0.000,0.000,4.552,916.000,63.028,14364.480,astro,astrocyte
191,191,33.341,0.001,0.003,11.553,997.000,65.059,14063.176,astro,astrocyte
192,192,17.149,18.217,0.000,1.179,834.000,68.263,11507.357,neuron,neuron
193,193,46.474,0.000,0.000,8.233,644.000,62.387,11803.848,astro,astrocyte
194,194,42.321,0.197,0.000,13.744,1003.000,66.682,13411.906,astro,astrocyte
195,195,21.767,5.206,12.859,3.645,597.000,61.271,15138.633,oligo,oligo
196,196,5.167,17.750,0.000,0.000,360.000,61.686,10880.003,neuron,neuron
197,197,58.702,0.000,0.194,12.162,863.000,67.946,12308.319,astro,astrocyte
198,198,30.002,3.496,0.000,3.602,1251.000,70.257,13857.780,other,other
199,199,64.812,0.000,0.000,8.818,533.000,62.529,14114.552,astro,astrocyte
200,200,15.056,11.760,0.007,1.564,754.000,65.211,15786.456,other,other
201,201,43.109,3.499,6.474,9.569,485.000,68.177,11858.076,astro,astrocyte
202,202,48.477,0.101,10.228,9.328,574.000,66.641,12278.265,astro,astrocyte
203,203,25.383,0.000,19.629,1.893,692.000,67.231,15895.923,oligo,oligo
204,204,9.046,0.000,9.132,0.921,848.000,66.975,11379.423,other,other
205,205,41.057,0.018,0.000,5.201,1627.000,76.517,13514.098,astro,astrocyte
206,206,13.495,16.591,0.006,1.995,658.000,65.150,16220.105,neuron,neuron
207,207,3.699,0.000,0.000,5.323,878.000,68.763,8870.989,other,other
208,208,5.335,37.219,0.000,0.021,821.000,74.083,10891.582,neuron,neuron
209,209,19.198,63.015,0.014,2.813,936.000,67.858,11742.049,neuron,neuron
210,210,37.205,0.005,0.000,8.282,769.000,69.811,12561.658,astro,astrocyte
211,211,3.650,5.171,0.000,0.062,469.000,65.977,8954.516,other,other
212,212,38.715,0.149,5.129,19.113,604.000,68.987,12449.409,astro,astrocyte
213,213,34.905,0.000,0.272,1.882,864.000,67.208,15952.083,astro,astrocyte
214,214,15.438,2.080,0.042,1.527,427.000,65.787,16440.297,other,other
215,215,12.188,0.000,0.000,0.390,372.000,63.640,16911.153,other,other
216,216,5.894,0.000,0.000,0.000,915.000,68.642,10630.037,other,other
217,217,24.333,0.000,1.471,1.923,571.000,68.166,14398.007,other,other
218,218,42.290,0.000,0.000,1.676,955.000,72.607,15357.463,astro,astrocyte
219,219,25.459,3.074,22.303,0.731,837.000,71.226,16729.246,oligo,oligo
220,220,15.797,0.000,0.152,2.510,508.000,67.104,16353.697,other,other
221,221,33.297,0.000,0.000,6.245,404.000,70.782,13978.752,astro,astrocyte
222,222,1.975,19.722,13.236,0.011,852.000,76.347,9269.414,neuron,neuron
223,223,24.225,0.000,0.009,2.255,694.000,73.689,14629.605,other,other
224,224,25.685,0.000,19.574,3.819,835.000,75.309,15854.031,oligo,oligo
225,225,24.521,0.020,30.268,3.227,781.000,73.448,15986.653,oligo,oligo
226,226,6.961,2.165,0.178,0.000,545.000,71.191,16756.472,other,other
227,227,35.941,0.002,9.522,7.581,1123.000,76.500,12752.736,astro,astrocyte
228,228,43.445,0.033,0.003,9.296,641.000,71.491,12801.437,astro,astrocyte
229,229,18.471,40.123,0.026,1.779,1466.000,79.486,15158.971,neuron,neuron
230,230,18.392,0.000,3.324,0.264,645.000,72.620,15921.758,other,other
231,231,9.844,0.000,0.000,9.773,946.000,79.289,9079.335,micro,microglia
232,232,36.741,0.000,0.026,1.935,849.000,76.529,14969.193,astro,astrocyte
233,233,9.829,0.000,20.037,0.683,1036.000,77.738,10361.875,oligo,oligo
234,234,32.553,0.022,0.000,4.789,774.000,74.354,13721.391,other,other
235,235,5.964,0.000,0.823,1.166,440.000,74.116,9509.550,other,other
236,236,30.190,0.014,0.000,30.228,731.000,80.610,14105.747,micro,microglia
237,237,39.905,0.001,3.115,4.546,943.000,83.417,12431.978,astro,astrocyte
238,238,28.560,0.000,5.612,4.155,1089.000,81.243,13787.043,other,other
239,239,30.800,0.017,0.000,4.140,847.000,80.118,14032.009,other,other
240,240,32.714,0.000,0.000,5.938,577.000,76.813,14316.350,other,other
241,241,25.866,0.000,3.678,2.383,726.000,76.775,14675.972,other,other
242,242,32.163,0.095,1.389,14.280,1126.000,82.552,12480.334,micro,microglia
243,243,35.281,0.000,24.449,4.695,672.000,84.396,14385.750,astro,astrocyte
244,244,26.152,0.000,0.082,1.350,500.000,79.966,15338.706,other,other
245,245,32.141,1.646,11.995,7.377,2226.000,97.840,14265.341,astro,astrocyte
246,246,28.461,1.094,0.000,7.734,809.000,80.444,14484.667,other,other
247,247,3.212,0.329,29.102,0.009,638.000,85.014,9287.345,oligo,oligo
248,248,4.888,10.530,0.000,0.006,687.000,86.058,10612.521,other,other
249,249,28.857,51.131,0.000,8.608,1159.000,87.499,12718.197,neuron,neuron
250,250,32.811,0.000,2.161,3.992,836.000,82.355,12933.669,other,other
251,251,5.900,20.310,0.000,0.108,371.000,77.005,8436.873,neuron,neuron
252,252,38.219,0.044,0.000,11.432,607.000,79.539,13550.980,astro,astrocyte
253,253,23.979,0.307,0.036,6.715,716.000,86.328,16219.568,other,other
254,254,15.136,0.000,0.114,12.192,912.000,83.850,16579.625,micro,microglia
255,255,11.458,21.899,0.004,0.174,955.000,83.938,16900.726,neuron,neuron
256,256,2.906,22.589,0.000,0.011,991.000,86.595,9954.129,neuron,neuron
257,257,3.026,0.000,0.000,0.299,889.000,84.535,9990.416,other,other
258,258,35.585,12.173,0.000,3.404,1187.000,91.240,12358.436,astro,astrocyte
259,259,28.668,0.030,0.003,12.856,641.000,84.688,14135.421,other,other
260,260,19.604,0.000,17.435,5.241,697.000,86.792,16007.023,oligo,oligo
261,261,14.377,6.649,20.928,5.970,900.000,84.802,16665.579,oligo,oligo
262,262,43.309,0.018,0.000,3.976,878.000,87.405,11842.782,astro,astrocyte
263,263,45.896,0.015,1.156,9.881,739.000,87.330,12819.893,astro,astrocyte
264,264,21.043,25.780,0.000,0.516,1101.000,88.500,15075.518,neuron,neuron
265,265,6.096,0.000,0.000,0.000,387.000,81.910,11032.522,other,other
266,266,5.207,11.309,0.000,0.132,767.000,88.750,11316.284,other,other
267,267,34.396,0.000,0.042,6.065,674.000,88.429,13703.834,astro,astrocyte
268,268,14.417,2.264,32.612,0.588,405.000,88.889,16750.235,oligo,oligo
269,269,12.978,0.143,0.465,0.842,602.000,86.646,16442.817,other,other
270,270,3.220,27.781,0.000,0.670,906.000,93.312,8369.108,neuron,neuron
271,271,0.150,25.457,0.112,0.000,1180.000,93.751,8565.725,neuron,neuron
272,272,6.506,0.000,0.000,0.016,625.000,90.480,8699.986,other,other
273,273,9.317,64.630,0.000,3.259,1100.000,97.610,11743.250,neuron,neuron
274,274,28.515,0.008,0.000,7.515,932.000,94.452,13935.754,other,other
275,275,31.950,0.024,0.001,5.602,1001.000,97.641,14160.073,other,other
276,276,4.572,0.000,0.012,7.993,754.000,93.405,9375.191,micro,microglia
277,277,51.131,0.000,2.311,6.991,588.000,96.002,12839.759,astro,astrocyte
278,278,29.189,0.000,4.548,3.727,465.000,89.845,14439.075,other,other
279,279,28.947,35.419,0.000,8.739,1371.000,99.656,11940.394,neuron,neuron
280,280,34.271,0.034,2.429,24.793,757.000,94.110,12610.612,astro,astrocyte
281,281,6.369,7.827,30.625,0.033,738.000,97.187,10299.363,oligo,oligo
282,282,12.255,0.080,0.000,4.161,1144.000,97.482,10845.210,other,other
283,283,35.769,1.825,2.667,11.560,949.000,98.319,12558.092,astro,astrocyte
284,284,50.349,0.907,0.000,7.416,647.000,98.787,12907.255,astro,astrocyte
285,285,5.724,0.020,21.844,0.237,767.000,98.199,8945.385,oligo,oligo
286,286,11.547,0.420,0.000,0.228,946.000,98.768,11420.389,other,other
287,287,26.585,0.000,0.019,8.228,754.000,100.844,13862.113,other,other
288,288,8.955,37.692,0.006,1.481,642.000,98.673,16686.861,neuron,neuron
289,289,6.998,0.000,0.023,0.406,599.000,97.928,10099.619,other,other
290,290,15.868,23.386,0.000,6.641,619.000,98.386,15522.271,neuron,neuron
291,291,3.871,7.016,0.000,0.187,798.000,103.858,10077.328,other,other
292,292,29.746,0.001,1.628,3.101,713.000,100.588,11867.560,other,other
293,293,33.387,0.062,0.931,6.264,840.000,101.973,12674.017,astro,astrocyte
294,294,40.241,0.000,0.000,1.883,588.000,102.888,14043.641,astro,astrocyte
295,295,31.688,0.022,0.000,11.224,1152.000,105.243,14350.839,other,other
296,296,20.826,0.331,12.278,2.483,605.000,103.774,16739.355,oligo,oligo
297,297,3.564,53.703,0.000,1.110,939.000,106.742,10320.921,neuron,neuron
298,298,9.257,0.012,0.683,0.497,1059.000,104.295,10701.413,other,other
299,299,40.073,1.061,0.000,2.250,659.000,100.150,13050.760,astro,astrocyte
300,300,32.890,0.000,0.033,3.691,755.000,101.958,13609.536,other,other
301,301,31.059,0.346,0.093,7.135,728.000,103.016,13687.106,other,other
302,302,26.666,44.981,0.000,2.213,981.000,105.659,13971.865,neuron,neuron
303,303,25.689,2.218,11.138,4.289,660.000,101.576,15033.398,oligo,oligo
304,304,29.333,0.000,0.748,0.766,559.000,102.027,16769.630,other,other
305,305,36.223,0.000,0.000,9.849,292.000,99.164,12890.065,astro,astrocyte
306,306,2.693,0.467,0.000,4.894,662.000,104.412,9214.076,other,other
307,307,28.055,3.411,2.350,5.799,309.000,99.806,12697.945,other,other
308,308,35.843,0.041,0.000,14.270,656.000,102.520,13187.239,astro,astrocyte
309,309,41.388,0.262,16.504,10.543,921.000,107.141,13497.327,astro,astrocyte
310,310,28.877,0.020,0.092,4.951,739.000,111.188,14431.068,other,other
311,311,31.975,0.000,17.877,1.414,684.000,105.649,15337.899,astro,astrocyte
312,312,16.685,0.045,0.152,3.884,951.000,107.572,16123.346,other,other
313,313,35.063,0.000,2.534,10.637,1058.000,112.530,13583.813,astro,astrocyte
314,314,0.942,6.712,0.000,0.997,312.000,102.029,8320.167,other,other
315,315,4.565,0.000,15.761,0.111,485.000,101.940,8417.963,oligo,oligo
316,316,3.228,0.394,9.876,0.000,725.000,106.848,9237.959,oligo,oligo
317,317,32.204,27.395,0.521,2.374,952.000,111.256,12948.292,neuron,neuron
318,318,32.478,45.267,0.000,5.872,1150.000,117.614,13159.516,neuron,neuron
319,319,1.915,38.195,0.000,2.984,891.000,111.714,8290.752,neuron,neuron
320,320,3.480,0.000,0.000,0.029,450.000,107.984,8976.053,other,other
321,321,33.700,0.000,0.000,3.326,614.000,109.331,14240.520,astro,astrocyte
322,322,23.826,48.561,0.000,4.222,815.000,112.525,14851.250,neuron,neuron
323,323,23.924,0.000,32.666,5.204,368.000,106.620,15677.840,oligo,oligo
324,324,7.972,0.000,0.232,0.000,499.000,109.509,8395.080,other,other
325,325,4.686,1.037,7.596,0.393,539.000,113.176,8930.967,other,other
326,326,5.082,55.377,0.000,0.000,461.000,112.184,11549.410,neuron,neuron
327,327,38.885,6.109,1.124,8.314,688.000,113.503,13068.650,astro,astrocyte
328,328,31.794,0.006,0.000,6.977,770.000,112.797,13731.203,other,other
329,329,22.209,0.000,25.681,2.966,527.000,113.674,15661.442,oligo,oligo
330,330,13.736,1.733,7.960,3.646,902.000,118.696,16709.660,other,other
331,331,5.407,1.996,0.000,0.359,688.000,111.753,11261.041,other,other
332,332,5.576,52.766,0.000,0.102,837.000,121.292,11532.560,neuron,neuron
333,333,0.843,36.648,0.000,0.153,821.000,115.523,8507.865,neuron,neuron
334,334,14.461,0.078,0.000,2.024,825.000,115.599,11632.937,other,other
335,335,11.616,0.000,0.000,0.501,975.000,116.675,11991.988,other,other
336,336,40.106,0.024,5.007,10.010,935.000,117.734,12479.692,astro,astrocyte
337,337,2.015,1.346,0.000,0.004,671.000,115.304,8760.574,other,other
338,338,28.912,0.000,0.102,7.625,714.000,114.270,13794.108,other,other
339,339,44.864,0.000,1.694,5.804,863.000,117.526,13292.778,astro,astrocyte
340,340,39.286,56.283,0.000,1.827,1224.000,121.462,12389.179,neuron,neuron
341,341,37.788,0.010,2.008,6.707,485.000,119.456,12891.763,astro,astrocyte
342,342,7.672,0.167,0.000,0.000,717.000,116.640,7319.092,other,other
343,343,5.007,15.878,0.000,1.699,1232.000,121.598,9775.316,other,other
344,344,26.464,41.855,0.000,3.434,1094.000,123.270,12700.809,neuron,neuron
345,345,31.444,0.000,0.000,0.322,954.000,120.563,12996.156,other,other
