id,id,gfap,neun,olig2,tmem119,area,y,x,cell_type_orig,cell_type
0,0,3.005,0.000,0.000,0.000,2017.000,143.577,19501.053,other,other
1,1,3.821,0.000,0.692,0.037,435.000,114.993,10283.009,other,other
2,2,9.758,0.000,17.331,0.006,905.000,391.811,9735.941,oligo,oligo
3,3,20.263,0.000,8.785,21.210,1005.000,447.118,12341.971,micro,microglia
4,4,23.618,0.000,10.222,0.000,424.000,449.219,9586.337,oligo,oligo
5,5,29.632,4.654,0.012,29.907,1204.000,466.305,12260.522,micro,microglia
6,6,19.455,0.000,10.296,1.832,942.000,467.252,12918.899,oligo,oligo
7,7,22.326,0.000,11.979,5.436,605.000,471.089,12299.258,oligo,oligo
8,8,14.215,0.000,31.843,3.407,997.000,480.986,12778.985,oligo,oligo
9,9,13.239,0.000,34.855,10.497,949.000,485.646,12593.706,oligo,oligo
10,10,18.174,0.000,19.499,8.636,840.000,483.867,12984.883,oligo,oligo
11,11,19.100,0.045,12.961,16.909,648.000,486.366,12314.114,oligo,oligo
12,12,15.235,0.000,1.935,0.312,648.000,483.707,12643.735,other,other
13,13,15.319,0.000,30.252,11.412,889.000,491.526,12347.513,oligo,oligo
14,14,12.584,0.026,26.609,22.472,778.000,492.653,12521.946,oligo,oligo
15,15,18.367,0.000,0.000,9.070,783.000,494.421,12863.702,micro,microglia
16,16,19.383,0.282,0.369,44.043,992.000,502.839,12808.114,micro,microglia
17,17,16.830,0.000,23.375,8.310,890.000,502.624,13042.219,oligo,oligo
18,18,20.178,0.000,32.981,33.560,645.000,503.133,12245.847,oligo,oligo
19,19,14.720,0.000,12.886,14.533,753.000,505.543,12399.177,oligo,oligo
20,20,14.333,0.000,33.994,26.194,1062.000,511.268,12368.811,oligo,oligo
21,21,26.524,0.000,0.000,0.025,1052.000,511.820,9483.387,other,other
22,22,15.596,0.000,19.756,6.828,1108.000,513.595,12270.460,oligo,oligo
23,23,14.379,0.000,23.869,20.297,891.000,513.465,12537.044,oligo,oligo
24,24,17.768,0.000,17.041,1.657,796.000,511.205,12196.143,oligo,oligo
25,25,19.525,0.000,17.246,25.303,646.000,511.280,12223.101,oligo,oligo
26,26,18.900,0.000,20.281,9.770,944.000,516.970,13248.801,oligo,oligo
27,27,18.865,0.000,6.612,6.989,845.000,520.208,12972.503,micro,microglia
28,28,16.493,0.000,0.000,19.015,337.000,512.653,12732.231,micro,microglia
29,29,14.823,0.024,10.266,18.073,710.000,519.473,12481.558,oligo,oligo
30,30,19.176,0.000,0.000,7.166,625.000,520.899,13179.840,micro,microglia
31,31,13.950,0.000,7.944,5.243,942.000,526.695,12427.498,other,other
32,32,15.372,0.000,7.692,29.338,500.000,521.882,12761.784,micro,microglia
33,33,18.164,0.000,23.783,18.320,812.000,530.600,13062.153,oligo,oligo
34,34,17.198,0.000,4.068,63.364,429.000,525.543,13086.494,micro,microglia
35,35,15.958,0.000,0.341,42.469,522.000,532.862,12208.347,micro,microglia
36,36,15.082,0.000,0.454,44.701,758.000,531.926,12733.398,micro,microglia
37,37,39.055,0.000,0.000,1.116,310.000,526.074,9364.077,astro,astrocyte
38,38,17.208,0.000,0.044,4.264,849.000,534.100,13128.854,other,other
39,39,16.829,0.000,0.000,16.687,310.000,527.406,12659.435,micro,microglia
40,40,18.896,0.000,54.498,28.905,874.000,540.051,12779.323,oligo,oligo
41,41,18.440,0.000,47.409,14.734,800.000,536.174,12803.775,oligo,oligo
42,42,17.512,0.000,16.040,14.638,600.000,537.872,12952.135,oligo,oligo
43,43,14.671,0.000,0.000,0.418,541.000,536.591,12894.747,other,other
44,44,21.138,0.000,8.582,4.550,804.000,539.729,13270.877,other,other
45,45,16.744,0.000,12.307,7.951,551.000,538.383,12683.949,oligo,oligo
46,46,15.710,0.000,5.981,9.849,993.000,544.854,12538.971,micro,microglia
47,47,19.709,0.000,8.960,19.136,594.000,547.377,12937.288,micro,microglia
48,48,17.032,0.000,20.415,13.987,593.000,546.401,13084.133,oligo,oligo
49,49,20.537,0.000,0.007,29.704,696.000,543.579,13185.751,micro,microglia
50,50,12.165,0.000,21.738,0.137,929.000,548.560,9841.737,oligo,oligo
51,51,13.976,0.000,27.199,23.431,989.000,548.199,12467.636,oligo,oligo
52,52,17.282,0.000,30.114,7.804,465.000,544.422,12754.086,oligo,oligo
53,53,20.024,0.000,3.280,8.937,742.000,546.426,13232.720,micro,microglia
54,54,16.491,0.000,3.968,6.022,940.000,549.784,12610.172,micro,microglia
55,55,15.693,0.000,18.615,7.861,864.000,551.394,12825.703,oligo,oligo
56,56,15.167,0.000,0.757,38.991,534.000,548.710,12325.397,micro,microglia
57,57,16.890,0.000,0.199,4.630,949.000,553.783,9405.773,other,other
58,58,15.684,0.000,12.024,32.812,711.000,550.795,12301.096,oligo,oligo
59,59,12.266,0.000,0.000,10.815,572.000,551.610,9471.626,micro,microglia
60,60,15.469,0.000,29.587,6.328,857.000,559.420,12215.546,oligo,oligo
61,61,16.326,0.000,4.983,8.416,922.000,561.539,12427.371,micro,microglia
62,62,15.137,0.000,13.517,7.784,744.000,558.399,12885.929,oligo,oligo
63,63,20.159,0.000,0.117,21.861,1152.000,572.661,10042.353,micro,microglia
64,64,13.344,0.024,0.000,0.057,755.000,564.583,9440.723,other,other
65,65,23.276,0.000,0.881,23.453,362.000,560.282,10061.696,micro,microglia
66,66,14.798,0.000,9.332,13.375,563.000,562.359,12748.353,micro,microglia
67,67,15.360,0.000,47.914,12.074,1211.000,571.757,12514.366,oligo,oligo
68,68,19.395,0.009,0.212,16.766,912.000,570.134,13271.133,micro,microglia
69,69,18.513,0.000,22.040,9.846,707.000,568.376,12190.859,oligo,oligo
70,70,18.150,0.000,3.233,4.379,301.000,564.801,13234.199,other,other
71,71,26.025,0.000,24.648,5.916,711.000,566.886,13327.148,oligo,oligo
72,72,16.560,3.213,0.000,0.242,757.000,566.316,9120.984,other,other
73,73,16.437,0.000,22.714,2.182,702.000,566.986,10172.785,oligo,oligo
74,74,16.242,0.000,5.845,3.991,689.000,571.060,12628.284,other,other
75,75,16.568,0.000,19.366,11.281,876.000,572.355,12146.503,oligo,oligo
76,76,13.445,0.000,13.497,6.365,485.000,569.229,10126.054,oligo,oligo
77,77,15.020,0.000,28.922,7.812,781.000,572.617,12105.266,oligo,oligo
78,78,15.199,0.010,22.155,15.410,1841.000,581.182,12466.815,oligo,oligo
79,79,13.489,0.000,27.395,5.079,1275.000,579.737,9614.283,oligo,oligo
80,80,16.702,0.000,27.131,13.075,1029.000,579.374,12306.336,oligo,oligo
81,81,17.819,0.000,14.862,8.015,921.000,575.425,12935.745,oligo,oligo
82,82,15.558,0.000,10.521,2.145,330.000,572.679,12904.621,oligo,oligo
83,83,12.924,0.000,0.356,1.149,536.000,577.970,9414.526,other,other
84,84,15.804,0.000,0.055,13.157,805.000,579.216,12765.171,micro,microglia
85,85,27.387,0.000,16.849,14.132,897.000,583.134,13305.454,oligo,oligo
86,86,21.325,0.148,0.000,4.544,1042.000,588.150,9130.730,other,other
87,87,16.954,0.000,0.000,1.897,759.000,579.918,9292.765,other,other
