Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
ENSG00000228794,LINC01128,89,2.06892,21,-2.0689
ENSG00000188976,NOC2L,89,1.48477,32,-1.4847
ENSG00000188290,HES4,89,0.70870,54,-0.7087
ENSG00000187608,ISG15,89,1.03914,43,-1.0391
ENSG00000188157,AGRN,89,2.34974,17,-2.3497
ENSG00000078808,SDF4,89,0.60665,59,-0.6066
ENSG00000176022,B3GALT6,89,2.24704,18,-2.2470
ENSG00000160087,UBE2J2,89,1.53385,31,-1.5338
ENSG00000131584,ACAP3,89,1.47053,32,-1.4705
ENSG00000127054,INTS11,89,1.31750,36,-1.3175
ENSG00000107404,DVL1,89,1.65322,28,-1.6532
ENSG00000175756,AURKAIP1,89,-1.3098,222,1.30989
ENSG00000221978,CCNL2,89,1.09679,42,-1.0967
ENSG00000242485,MRPL20,89,-1.2086,207,1.20868
ENSG00000235098,ANKRD65,89,1.86106,24,-1.8610
ENSG00000179403,VWA1,89,1.15826,40,-1.1582
ENSG00000205090,TMEM240,89,2.50110,15,-2.5011
ENSG00000160075,SSU72,89,-0.5826,134,0.58267
ENSG00000228594,FNDC10,89,2.52236,15,-2.5223
ENSG00000272106,AL691432.2,89,2.92468,11,-2.9246
ENSG00000197530,MIB2,89,2.25014,18,-2.2501
ENSG00000248333,CDK11B,89,1.35165,35,-1.3516
ENSG00000189339,SLC35E2B,89,2.48236,16,-2.4823
ENSG00000008128,CDK11A,89,2.04723,21,-2.0472
ENSG00000215790,SLC35E2A,89,2.56857,15,-2.5685
ENSG00000008130,NADK,89,2.12241,20,-2.1224
ENSG00000078369,GNB1,89,-2.1925,410,2.19256
ENSG00000187730,GABRD,89,0.16479,80,-0.1647
ENSG00000067606,PRKCZ,89,-0.5791,134,0.57919
ENSG00000162585,FAAP20,89,1.10475,41,-1.1047
ENSG00000157933,SKI,89,2.52205,15,-2.5220
ENSG00000157916,RER1,89,0.51771,62,-0.5177
ENSG00000157911,PEX10,89,1.71306,27,-1.7130
ENSG00000157870,PRXL2B,89,1.27158,37,-1.2715
ENSG00000177133,PRDM16-DT,89,2.01727,22,-2.0172
ENSG00000158109,TPRG1L,89,-0.6791,143,0.67910
ENSG00000130764,LRRC47,89,0.58089,60,-0.5808
ENSG00000116198,CEP104,89,1.68234,27,-1.6823
ENSG00000198912,C1orf174,89,2.80403,12,-2.8040
ENSG00000196581,AJAP1,89,1.35041,35,-1.3504
ENSG00000069424,KCNAB2,89,-0.3409,113,0.34091
ENSG00000116254,CHD5,89,-0.3911,117,0.39113
ENSG00000116251,RPL22,988,0.40755,745,-0.4075
ENSG00000116237,ICMT,89,1.78170,26,-1.7817
ENSG00000097021,ACOT7,89,-1.3725,232,1.37254
ENSG00000171680,PLEKHG5,89,2.72884,13,-2.7288
ENSG00000162408,NOL9,89,2.12189,20,-2.1218
ENSG00000162413,KLHL21,89,1.99247,22,-1.9924
ENSG00000041988,THAP3,89,2.41153,16,-2.4115
ENSG00000007923,DNAJC11,89,2.35165,17,-2.3516
ENSG00000171735,CAMTA1,89,-1.4559,246,1.45597
ENSG00000049245,VAMP3,89,1.14878,40,-1.1487
ENSG00000049246,PER3,89,1.31929,36,-1.3192
ENSG00000116288,PARK7,89,-2.4066,476,2.40664
ENSG00000116285,ERRFI1,89,2.20770,19,-2.2077
ENSG00000162426,SLC45A1,89,2.12475,20,-2.1247
ENSG00000142599,RERE,89,-0.2626,107,0.26261
ENSG00000074800,ENO1,89,-3.1069,774,3.10691
ENSG00000171612,SLC25A33,89,0.68136,56,-0.6813
ENSG00000171603,CLSTN1,89,-2.4268,483,2.42688
ENSG00000178585,CTNNBIP1,89,1.56512,30,-1.5651
ENSG00000162441,LZIC,89,0.41353,67,-0.4135
ENSG00000162444,RBP7,89,2.55588,15,-2.5558
ENSG00000130939,UBE4B,89,1.39503,34,-1.3950
ENSG00000054523,KIF1B,89,-1.9807,354,1.98073
ENSG00000142657,PGD,89,0.75847,53,-0.7584
ENSG00000175279,CENPS,89,2.50223,15,-2.5022
ENSG00000241563,CORT,89,-1.5227,258,1.52274
ENSG00000160049,DFFA,89,1.05269,43,-1.0526
ENSG00000142655,PEX14,89,2.47298,16,-2.4729
ENSG00000120948,TARDBP,89,0.53622,61,-0.5362
ENSG00000116649,SRM,89,0.27584,74,-0.2758
ENSG00000171824,EXOSC10,89,1.55592,30,-1.5559
ENSG00000198793,MTOR,89,1.17186,39,-1.1718
ENSG00000116661,FBXO2,89,-1.3226,224,1.32268
ENSG00000132879,FBXO44,89,0.34394,70,-0.3439
ENSG00000116670,MAD2L2,89,2.31806,18,-2.3180
ENSG00000011021,CLCN6,89,0.97650,45,-0.9765
ENSG00000116685,KIAA2013,89,1.80763,25,-1.8076
ENSG00000083444,PLOD1,89,2.30486,18,-2.3048
ENSG00000116688,MFN2,89,0.05428,86,-0.0542
ENSG00000116691,MIIP,89,2.57529,15,-2.5752
ENSG00000048707,VPS13D,89,0.63677,57,-0.6367
ENSG00000162496,DHRS3,89,1.80008,25,-1.8000
ENSG00000116731,PRDM2,89,-0.5730,133,0.57300
ENSG00000189337,KAZN,89,0.96066,46,-0.9606
ENSG00000142634,EFHD2,89,0.15790,80,-0.1579
ENSG00000116138,DNAJC16,89,1.73479,26,-1.7347
ENSG00000197312,DDI2,89,1.73395,27,-1.7339
ENSG00000116786,PLEKHM2,89,0.43534,66,-0.4353
ENSG00000065526,SPEN,89,-0.3274,112,0.32744
ENSG00000116809,ZBTB17,89,2.70994,13,-2.7099
ENSG00000185519,FAM131C,89,2.79258,12,-2.7925
ENSG00000037637,FBXO42,89,2.56158,15,-2.5615
ENSG00000055070,SZRD1,89,1.90847,23,-1.9084
ENSG00000157191,NECAP2,89,2.42076,16,-2.4207
ENSG00000219481,NBPF1,89,2.27291,18,-2.2729
ENSG00000159363,ATP13A2,89,0.17476,79,-0.1747
ENSG00000117118,SDHB,89,-0.3901,117,0.39015
ENSG00000117115,PADI2,89,0.66315,56,-0.6631
ENSG00000179051,RCC2,89,2.62225,14,-2.6222
ENSG00000117154,IGSF21,89,0.74562,53,-0.7456
ENSG00000159423,ALDH4A1,89,2.10710,20,-2.1071
ENSG00000127481,UBR4,89,1.75651,26,-1.7565
ENSG00000127463,EMC1,89,1.68859,27,-1.6885
ENSG00000053372,MRTO4,89,1.23782,38,-1.2378
ENSG00000053371,AKR7A2,89,1.11640,41,-1.1164
ENSG00000077549,CAPZB,89,-1.2681,216,1.26819
ENSG00000173436,MICOS10,89,-2.2714,433,2.27149
ENSG00000158747,NBL1,89,-0.4009,118,0.40092
ENSG00000169914,OTUD3,89,2.47130,16,-2.4713
ENSG00000162545,CAMK2N1,1887,0.34528,1485,-0.3452
ENSG00000090432,MUL1,89,2.22677,19,-2.2267
ENSG00000158828,PINK1,89,-2.1202,390,2.12023
ENSG00000244038,DDOST,89,1.33577,35,-1.3357
ENSG00000117245,KIF17,89,2.46192,16,-2.4619
ENSG00000189410,SH2D5,89,1.73217,27,-1.7321
ENSG00000127483,HP1BP3,89,-1.5146,256,1.51465
ENSG00000075151,EIF4G3,89,-1.4880,252,1.48806
ENSG00000117298,ECE1,89,2.39874,17,-2.3987
ENSG00000076864,RAP1GAP,89,-0.0203,91,0.02031
ENSG00000090686,USP48,89,0.19490,78,-0.1949
ENSG00000070831,CDC42,89,-1.1863,204,1.18638
ENSG00000173372,C1QA,89,0.91129,47,-0.9112
ENSG00000159189,C1QC,89,1.57442,30,-1.5744
